日期,氣溫(℃)_lag1d,最高氣溫(℃)_lag1d,最低氣溫(℃)_lag1d,日照時數(hour)_lag1d,降水量(mm)_lag1d,降水時數(hour)_lag1d,相對溼度(%)_lag1d,最大陣風(m/s)_lag1d,氣溫(℃)_rollmean_3d_prev,氣溫(℃)_rollmax_3d_prev,氣溫(℃)_rollmin_3d_prev,氣溫(℃)_rollmean_7d_prev,氣溫(℃)_rollmax_7d_prev,氣溫(℃)_rollmin_7d_prev,氣溫(℃)_rollmean_15d_prev,氣溫(℃)_rollmax_15d_prev,氣溫(℃)_rollmin_15d_prev,氣溫(℃)_rollmean_30d_prev,氣溫(℃)_rollmax_30d_prev,氣溫(℃)_rollmin_30d_prev,最高氣溫(℃)_rollmean_3d_prev,最高氣溫(℃)_rollmax_3d_prev,最高氣溫(℃)_rollmin_3d_prev,最高氣溫(℃)_rollmean_7d_prev,最高氣溫(℃)_rollmax_7d_prev,最高氣溫(℃)_rollmin_7d_prev,最高氣溫(℃)_rollmean_15d_prev,最高氣溫(℃)_rollmax_15d_prev,最高氣溫(℃)_rollmin_15d_prev,最高氣溫(℃)_rollmean_30d_prev,最高氣溫(℃)_rollmax_30d_prev,最高氣溫(℃)_rollmin_30d_prev,最低氣溫(℃)_rollmean_3d_prev,最低氣溫(℃)_rollmax_3d_prev,最低氣溫(℃)_rollmin_3d_prev,最低氣溫(℃)_rollmean_7d_prev,最低氣溫(℃)_rollmax_7d_prev,最低氣溫(℃)_rollmin_7d_prev,最低氣溫(℃)_rollmean_15d_prev,最低氣溫(℃)_rollmax_15d_prev,最低氣溫(℃)_rollmin_15d_prev,最低氣溫(℃)_rollmean_30d_prev,最低氣溫(℃)_rollmax_30d_prev,最低氣溫(℃)_rollmin_30d_prev,日照時數(hour)_rollmean_3d_prev,日照時數(hour)_rollmax_3d_prev,日照時數(hour)_rollmin_3d_prev,日照時數(hour)_rollmean_7d_prev,日照時數(hour)_rollmax_7d_prev,日照時數(hour)_rollmin_7d_prev,日照時數(hour)_rollmean_15d_prev,日照時數(hour)_rollmax_15d_prev,日照時數(hour)_rollmin_15d_prev,日照時數(hour)_rollmean_30d_prev,日照時數(hour)_rollmax_30d_prev,日照時數(hour)_rollmin_30d_prev,相對溼度(%)_rollmean_3d_prev,相對溼度(%)_rollmax_3d_prev,相對溼度(%)_rollmin_3d_prev,相對溼度(%)_rollmean_7d_prev,相對溼度(%)_rollmax_7d_prev,相對溼度(%)_rollmin_7d_prev,相對溼度(%)_rollmean_15d_prev,相對溼度(%)_rollmax_15d_prev,相對溼度(%)_rollmin_15d_prev,相對溼度(%)_rollmean_30d_prev,相對溼度(%)_rollmax_30d_prev,相對溼度(%)_rollmin_30d_prev,最大陣風(m/s)_rollmean_3d_prev,最大陣風(m/s)_rollmax_3d_prev,最大陣風(m/s)_rollmin_3d_prev,最大陣風(m/s)_rollmean_7d_prev,最大陣風(m/s)_rollmax_7d_prev,最大陣風(m/s)_rollmin_7d_prev,最大陣風(m/s)_rollmean_15d_prev,最大陣風(m/s)_rollmax_15d_prev,最大陣風(m/s)_rollmin_15d_prev,最大陣風(m/s)_rollmean_30d_prev,最大陣風(m/s)_rollmax_30d_prev,最大陣風(m/s)_rollmin_30d_prev,降水量(mm)_rollsum_3d_prev,降水量(mm)_rollsum_7d_prev,降水量(mm)_rollsum_15d_prev,降水量(mm)_rollsum_30d_prev,降水時數(hour)_rollsum_3d_prev,降水時數(hour)_rollsum_7d_prev,降水時數(hour)_rollsum_15d_prev,降水時數(hour)_rollsum_30d_prev,daily_temp_range_prev,is_cold_wave_prev,is_strong_cold_prev,is_frost_risk_prev,is_strong_wind_prev,is_heavy_rain_prev,rainy_day_prev,consec_rainy_days_prev,month,month_sin,month_cos,is_winter
109/08/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/02,29.9,33.3,25.8,11.4,0.0,0.0,74.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4999999999999964,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/03,29.6,35.4,26.4,6.0,0.0,0.0,75.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/04,27.8,31.4,25.4,0.0,5.0,5.5,78.0,12.5,29.099999999999998,29.9,27.8,,,,,,,,,,33.36666666666667,35.4,31.4,,,,,,,,,,25.866666666666664,26.4,25.4,,,,,,,,,,5.8,11.4,0.0,,,,,,,,,,75.66666666666667,78.0,74.0,,,,,,,,,,12.6,14.3,11.0,,,,,,,,,,5.0,,,,5.5,,,,6.0,0,0,0,0,0,1,1,8,-0.8660254037844384,-0.5000000000000004,0
109/08/05,29.2,35.1,25.3,2.5,4.0,0.4,78.0,8.3,28.866666666666664,29.6,27.8,,,,,,,,,,33.96666666666667,35.4,31.4,,,,,,,,,,25.7,26.4,25.3,,,,,,,,,,2.8333333333333335,6.0,0.0,,,,,,,,,,77.0,78.0,75.0,,,,,,,,,,10.6,12.5,8.3,,,,,,,,,,9.0,,,,5.9,,,,9.8,0,0,0,0,0,1,2,8,-0.8660254037844384,-0.5000000000000004,0
109/08/06,29.6,34.8,25.9,8.0,0.0,0.0,80.0,10.4,28.866666666666664,29.6,27.8,,,,,,,,,,33.76666666666666,35.1,31.4,,,,,,,,,,25.53333333333333,25.9,25.3,,,,,,,,,,3.5,8.0,0.0,,,,,,,,,,78.66666666666667,80.0,78.0,,,,,,,,,,10.4,12.5,8.3,,,,,,,,,,9.0,,,,5.9,,,,8.899999999999999,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/07,30.0,34.6,26.3,10.2,0.0,0.0,74.0,9.2,29.600000000000005,30.0,29.2,,,,,,,,,,34.833333333333336,35.1,34.6,,,,,,,,,,25.833333333333332,26.3,25.3,,,,,,,,,,6.8999999999999995,10.2,2.5,,,,,,,,,,77.33333333333333,80.0,74.0,,,,,,,,,,9.299999999999999,10.4,8.3,,,,,,,,,,4.0,,,,0.4,,,,8.3,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/08,30.2,34.8,26.0,11.1,0.0,0.0,73.0,9.9,29.933333333333334,30.2,29.6,29.47142857142857,30.2,27.8,,,,,,,34.733333333333334,34.8,34.6,34.199999999999996,35.4,31.4,,,,,,,26.066666666666666,26.3,25.9,25.87142857142857,26.4,25.3,,,,,,,9.766666666666666,11.1,8.0,7.028571428571429,11.4,0.0,,,,,,,75.66666666666667,80.0,73.0,76.0,80.0,73.0,,,,,,,9.833333333333334,10.4,9.2,10.799999999999999,14.3,8.3,,,,,,,0.0,9.0,,,0.0,5.9,,,8.799999999999997,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/09,29.9,35.4,26.5,9.2,0.0,0.0,73.0,7.4,30.03333333333333,30.2,29.9,29.471428571428568,30.2,27.8,,,,,,,34.93333333333334,35.4,34.6,34.49999999999999,35.4,31.4,,,,,,,26.266666666666666,26.5,26.0,25.971428571428568,26.5,25.3,,,,,,,10.166666666666666,11.1,9.2,6.714285714285714,11.1,0.0,,,,,,,73.33333333333333,74.0,73.0,75.85714285714286,80.0,73.0,,,,,,,8.833333333333334,9.9,7.4,9.814285714285715,12.5,7.4,,,,,,,0.0,9.0,,,0.0,5.9,,,8.899999999999999,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/10,29.5,34.5,25.4,6.9,0.0,0.0,72.0,8.4,29.866666666666664,30.2,29.5,29.457142857142856,30.2,27.8,,,,,,,34.9,35.4,34.5,34.371428571428574,35.4,31.4,,,,,,,25.96666666666667,26.5,25.4,25.82857142857143,26.5,25.3,,,,,,,9.066666666666666,11.1,6.9,6.8428571428571425,11.1,0.0,,,,,,,72.66666666666667,73.0,72.0,75.42857142857143,80.0,72.0,,,,,,,8.566666666666666,9.9,7.4,9.442857142857145,12.5,7.4,,,,,,,0.0,9.0,,,0.0,5.9,,,9.100000000000001,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/11,29.8,35.7,26.4,7.6,2.0,2.9,76.0,14.9,29.73333333333333,29.9,29.5,29.74285714285714,30.2,29.2,,,,,,,35.199999999999996,35.7,34.5,34.98571428571429,35.7,34.5,,,,,,,26.099999999999998,26.5,25.4,25.97142857142857,26.5,25.3,,,,,,,7.900000000000001,9.2,6.9,7.928571428571429,11.1,2.5,,,,,,,73.66666666666667,76.0,72.0,75.14285714285714,80.0,72.0,,,,,,,10.233333333333334,14.9,7.4,9.785714285714286,14.9,7.4,,,,,,,2.0,6.0,,,2.9,3.3,,,9.300000000000004,0,0,0,0,0,1,1,8,-0.8660254037844384,-0.5000000000000004,0
109/08/12,28.9,32.9,26.2,0.5,0.0,0.0,78.0,6.3,29.400000000000002,29.8,28.9,29.7,30.2,28.9,,,,,,,34.36666666666667,35.7,32.9,34.67142857142857,35.7,32.9,,,,,,,26.0,26.4,25.4,26.099999999999998,26.5,25.4,,,,,,,5.0,7.6,0.5,7.642857142857143,11.1,0.5,,,,,,,75.33333333333333,78.0,72.0,75.14285714285714,80.0,72.0,,,,,,,9.866666666666667,14.9,6.3,9.5,14.9,6.3,,,,,,,2.0,2.0,,,2.9,2.9,,,6.699999999999999,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/13,30.2,35.6,25.9,10.6,0.0,0.0,75.0,8.3,29.633333333333336,30.2,28.9,29.785714285714285,30.2,28.9,,,,,,,34.73333333333333,35.7,32.9,34.785714285714285,35.7,32.9,,,,,,,26.166666666666668,26.4,25.9,26.1,26.5,25.4,,,,,,,6.233333333333333,10.6,0.5,8.014285714285714,11.1,0.5,,,,,,,76.33333333333333,78.0,75.0,74.42857142857143,78.0,72.0,,,,,,,9.833333333333334,14.9,6.3,9.200000000000001,14.9,6.3,,,,,,,2.0,2.0,,,2.9,2.9,,,9.700000000000003,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/14,30.1,34.5,26.2,10.5,0.0,0.0,75.0,7.4,29.733333333333334,30.2,28.9,29.8,30.2,28.9,,,,,,,34.333333333333336,35.6,32.9,34.77142857142857,35.7,32.9,,,,,,,26.099999999999998,26.2,25.9,26.085714285714285,26.5,25.4,,,,,,,7.2,10.6,0.5,8.057142857142857,11.1,0.5,,,,,,,76.0,78.0,75.0,74.57142857142857,78.0,72.0,,,,,,,7.333333333333333,8.3,6.3,8.942857142857143,14.9,6.3,,,,,,,0.0,2.0,,,0.0,2.9,,,8.3,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/15,30.0,34.7,26.0,11.8,0.0,0.0,73.0,8.6,30.099999999999998,30.2,30.0,29.77142857142857,30.2,28.9,,,,,,,34.93333333333334,35.6,34.5,34.75714285714286,35.7,32.9,,,,,,,26.03333333333333,26.2,25.9,26.085714285714285,26.5,25.4,,,,,,,10.966666666666667,11.8,10.5,8.157142857142857,11.8,0.5,,,,,,,74.33333333333333,75.0,73.0,74.57142857142857,78.0,72.0,,,,,,,8.1,8.6,7.4,8.757142857142856,14.9,6.3,,,,,,,0.0,2.0,,,0.0,2.9,,,8.700000000000003,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/16,29.8,34.5,26.0,10.0,0.0,0.0,73.0,11.1,29.96666666666667,30.1,29.8,29.75714285714286,30.2,28.9,29.633333333333333,30.2,27.8,,,,34.56666666666667,34.7,34.5,34.628571428571426,35.7,32.9,34.480000000000004,35.7,31.4,,,,26.066666666666666,26.2,26.0,26.014285714285712,26.4,25.4,25.98,26.5,25.3,,,,10.766666666666666,11.8,10.0,8.27142857142857,11.8,0.5,7.753333333333333,11.8,0.0,,,,73.66666666666667,75.0,73.0,74.57142857142857,78.0,72.0,75.13333333333334,80.0,72.0,,,,9.033333333333333,11.1,7.4,9.285714285714286,14.9,6.3,9.866666666666667,14.9,6.3,,,,0.0,2.0,11.0,,0.0,2.9,8.8,,8.5,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/17,29.8,34.3,26.3,8.7,0.0,0.0,74.0,10.7,29.86666666666667,30.0,29.8,29.800000000000004,30.2,28.9,29.62666666666667,30.2,27.8,,,,34.5,34.7,34.3,34.6,35.7,32.9,34.54666666666666,35.7,31.4,,,,26.099999999999998,26.3,26.0,26.142857142857142,26.4,25.9,26.013333333333332,26.5,25.3,,,,10.166666666666666,11.8,8.7,8.528571428571428,11.8,0.5,7.573333333333333,11.8,0.0,,,,73.33333333333333,74.0,73.0,74.85714285714286,78.0,73.0,75.13333333333334,80.0,72.0,,,,10.133333333333331,11.1,8.6,9.614285714285714,14.9,6.3,9.626666666666665,14.9,6.3,,,,0.0,2.0,11.0,,0.0,2.9,8.8,,7.9999999999999964,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/18,29.0,32.6,26.1,6.4,0.0,0.0,76.0,12.6,29.533333333333335,29.8,29.0,29.685714285714287,30.2,28.9,29.586666666666666,30.2,27.8,,,,33.8,34.5,32.6,34.15714285714286,35.6,32.6,34.36,35.7,31.4,,,,26.133333333333336,26.3,26.0,26.099999999999998,26.3,25.9,25.993333333333332,26.5,25.3,,,,8.366666666666667,10.0,6.4,8.357142857142858,11.8,0.5,7.6,11.8,0.0,,,,74.33333333333333,76.0,73.0,74.85714285714286,78.0,73.0,75.2,80.0,72.0,,,,11.466666666666667,12.6,10.7,9.285714285714286,12.6,6.3,9.733333333333333,14.9,6.3,,,,0.0,0.0,11.0,,0.0,0.0,8.8,,6.5,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
109/08/19,28.7,33.2,25.9,5.8,2.0,4.0,78.0,13.4,29.166666666666668,29.8,28.7,29.657142857142855,30.2,28.7,29.646666666666665,30.2,28.7,,,,33.36666666666667,34.3,32.6,34.199999999999996,35.6,32.6,34.480000000000004,35.7,32.6,,,,26.099999999999998,26.3,25.9,26.057142857142857,26.3,25.9,26.026666666666664,26.5,25.3,,,,6.966666666666666,8.7,5.8,9.114285714285714,11.8,5.8,7.986666666666666,11.8,0.5,,,,76.0,78.0,74.0,74.85714285714286,78.0,73.0,75.2,80.0,72.0,,,,12.233333333333333,13.4,10.7,10.299999999999999,13.4,7.4,9.793333333333331,14.9,6.3,,,,2.0,2.0,8.0,,4.0,4.0,7.3,,7.300000000000004,0,0,0,0,0,1,1,8,-0.8660254037844384,-0.5000000000000004,0
109/08/20,29.7,34.7,25.9,10.0,0.0,0.0,76.0,10.9,29.133333333333336,29.7,28.7,29.585714285714285,30.1,28.7,29.68,30.2,28.7,,,,33.50000000000001,34.7,32.6,34.07142857142857,34.7,32.6,34.45333333333333,35.7,32.6,,,,25.96666666666667,26.1,25.9,26.057142857142853,26.3,25.9,26.066666666666666,26.5,25.4,,,,7.3999999999999995,10.0,5.8,9.028571428571428,11.8,5.8,8.486666666666666,11.8,0.5,,,,76.66666666666667,78.0,76.0,75.0,78.0,73.0,75.06666666666666,80.0,72.0,,,,12.299999999999999,13.4,10.9,10.671428571428573,13.4,7.4,9.966666666666667,14.9,6.3,,,,2.0,2.0,4.0,,4.0,4.0,6.8999999999999995,,8.800000000000004,0,0,0,0,0,0,0,8,-0.8660254037844384,-0.5000000000000004,0
