日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
108/11/01,241 三重區,LG2 芹菜 白梗 ,35.0,28.6,27.0,29.6, +  6,420.0, - 32,0
108/11/01,830 鳳山區,LG2 芹菜 白梗 ,29.6,29.5,29.5,29.6,    0,80.0, +100,0
108/11/01,220 板橋區,LG2 芹菜 白梗 ,39.3,32.2,27.3,32.6, +  3,1623.0, + 18,0
108/11/01,800 高雄市,LG2 芹菜 白梗 ,67.2,41.2,22.9,42.7, - 14,2969.0, - 21,0
108/11/01,400 台中市,LG2 芹菜 白梗 ,38.4,30.8,23.6,30.0, - 27,1620.0, + 76,0
108/11/01,104 台北二,LG2 芹菜 白梗 ,39.4,27.0,19.2,27.9, -  4,3809.0, +  2,0
108/11/01,420 豐原區,LG2 芹菜 白梗 ,35.0,33.5,30.0,33.1, -  8,1054.0, - 27,0
108/11/01,930 台東市,LG2 芹菜 白梗 ,70.0,50.0,25.0,48.0, -  4,120.0, - 14,0
108/11/01,260 宜蘭市,LG2 芹菜 白梗 ,43.0,23.0,12.0,23.0, -  8,2850.0, +  3,0
108/11/01,109 台北一,LG2 芹菜 白梗 ,40.3,27.8,17.6,28.2, - 11,10276.0, -  7,0
108/11/01,338 桃　農,LG2 芹菜 白梗 ,35.6,32.3,23.5,31.2, -  2,1882.0, -  9,0
108/11/01,648 西螺鎮,LG2 芹菜 白梗 ,50.0,39.3,20.0,37.7, -  1,11026.0, +  6,0
108/11/02,109 台北一,LG2 芹菜 白梗 ,42.2,28.2,20.8,29.5, +  5,10097.0, -  2,0
108/11/02,220 板橋區,LG2 芹菜 白梗 ,30.2,25.1,21.8,25.4, - 22,2280.0, + 40,0
108/11/02,400 台中市,LG2 芹菜 白梗 ,33.5,28.9,22.0,27.9, -  7,1220.0, - 25,0
108/11/02,648 西螺鎮,LG2 芹菜 白梗 ,50.0,40.0,20.0,38.1, +  1,10950.0, -  1,0
108/11/02,104 台北二,LG2 芹菜 白梗 ,43.4,32.7,23.1,32.9, + 18,3795.0, -  0,0
108/11/02,241 三重區,LG2 芹菜 白梗 ,35.0,28.6,20.0,28.2, -  5,600.0, + 43,0
108/11/02,950 花蓮市,LG2 芹菜 白梗 ,42.0,39.1,38.0,39.5,  -  ,46.0,  -  ,0
108/11/02,800 高雄市,LG2 芹菜 白梗 ,65.8,41.9,19.4,42.2, -  1,3143.0, +  6,0
108/11/02,420 豐原區,LG2 芹菜 白梗 ,31.2,20.9,20.0,22.77, - 31,736.0, - 30,0
108/11/02,830 鳳山區,LG2 芹菜 白梗 ,29.6,29.5,29.5,29.6,    0,40.0, - 50,0
