日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
111/11/01,220 板橋區,LG2 芹菜 白梗 ,59.7,50.0,42.1,50.4, +  1,1476.0, - 11,0
111/11/01,648 西螺鎮,LG2 芹菜 白梗 ,66.3,48.1,30.0,48.1,    0,9176.0, -  9,0
111/11/01,338 桃　農,LG2 芹菜 白梗 ,69.7,66.4,52.7,64.3, + 11,1621.0, - 17,0
111/11/01,241 三重區,LG2 芹菜 白梗 ,71.8,50.0,38.6,52.1, +  5,610.0, -  4,0
111/11/01,260 宜蘭市,LG2 芹菜 白梗 ,63.0,52.0,28.0,52.0, -  5,1950.0, +  8,0
111/11/01,420 豐原區,LG2 芹菜 白梗 ,60.0,56.8,40.5,54.2, - 14,258.0, - 82,0
111/11/01,400 台中市,LG2 芹菜 白梗 ,63.5,58.8,54.5,58.2, -  2,940.0, - 10,0
111/11/01,109 台北一,LG2 芹菜 白梗 ,68.2,55.0,44.2,55.4, -  3,7699.0, -  2,0
111/11/01,930 台東市,LG2 芹菜 白梗 ,70.0,70.0,60.0,68.0, -  1,260.0,    0,0
111/11/01,950 花蓮市,LG2 芹菜 白梗 ,65.0,65.0,65.0,65.0, + 18,19.5, - 78,0
111/11/01,800 高雄市,LG2 芹菜 白梗 ,66.1,52.0,40.0,52.4, -  3,3410.0, + 34,0
111/11/01,514 溪湖鎮,LG2 芹菜 白梗 ,65.9,46.0,30.0,46.8, +  1,100.0, -  9,0
111/11/01,104 台北二,LG2 芹菜 白梗 ,67.1,54.2,48.1,55.6, +  0,3405.0, +  8,0
111/11/02,104 台北二,LG2 芹菜 白梗 ,68.7,56.0,50.0,57.3, +  3,2866.0, - 16,0
111/11/02,109 台北一,LG2 芹菜 白梗 ,68.6,52.4,41.4,53.4, -  4,6744.0, - 12,0
111/11/02,800 高雄市,LG2 芹菜 白梗 ,67.9,55.4,41.2,55.0, +  5,2673.0, - 22,0
111/11/02,241 三重區,LG2 芹菜 白梗 ,65.0,57.0,51.4,57.5, + 10,526.0, - 14,0
111/11/02,514 溪湖鎮,LG2 芹菜 白梗 ,65.9,45.2,30.0,46.3, -  1,100.0,    0,0
111/11/02,220 板橋區,LG2 芹菜 白梗 ,57.8,48.5,42.0,49.1, -  3,1286.0, - 13,0
111/11/02,338 桃　農,LG2 芹菜 白梗 ,67.8,57.9,47.6,57.8, - 10,1632.0, +  1,0
111/11/02,400 台中市,LG2 芹菜 白梗 ,59.5,56.2,50.6,55.9, -  4,928.0, -  1,0
111/11/02,260 宜蘭市,LG2 芹菜 白梗 ,60.0,50.0,30.0,50.0, -  4,2050.0, +  5,0
111/11/02,950 花蓮市,LG2 芹菜 白梗 ,56.0,53.3,51.0,53.4, - 18,93.5, +379,0
111/11/02,420 豐原區,LG2 芹菜 白梗 ,61.0,54.9,42.1,53.5, -  1,1258.0, +388,0
111/11/02,648 西螺鎮,LG2 芹菜 白梗 ,65.9,48.2,30.0,48.2, +  0,9354.0, +  2,0
111/11/02,930 台東市,LG2 芹菜 白梗 ,70.0,70.0,70.0,70.0, +  3,200.0, - 23,0
111/11/03,241 三重區,LG2 芹菜 白梗 ,52.9,44.8,40.0,45.5, - 21,653.0, + 24,0
111/11/03,109 台北一,LG2 芹菜 白梗 ,65.8,50.7,41.1,51.8, -  3,6039.0, - 10,0
111/11/03,400 台中市,LG2 芹菜 白梗 ,59.0,56.1,52.3,56.0, +  0,730.0, - 21,0
111/11/03,260 宜蘭市,LG2 芹菜 白梗 ,58.0,46.0,30.0,46.0, -  8,2250.0, + 10,0
111/11/03,930 台東市,LG2 芹菜 白梗 ,70.0,70.0,59.0,67.0, -  4,240.0, + 20,0
111/11/03,648 西螺鎮,LG2 芹菜 白梗 ,66.2,48.4,30.0,48.4, +  0,8277.0, - 12,0
111/11/03,800 高雄市,LG2 芹菜 白梗 ,65.5,50.1,34.9,50.1, -  9,3480.0, + 30,0
111/11/03,420 豐原區,LG2 芹菜 白梗 ,59.8,55.2,52.5,55.6, +  4,590.0, - 53,0
111/11/03,104 台北二,LG2 芹菜 白梗 ,63.7,52.5,45.0,53.2, -  7,3217.0, + 12,0
111/11/03,514 溪湖鎮,LG2 芹菜 白梗 ,66.3,45.0,30.0,46.3,    0,100.0,    0,0
111/11/03,220 板橋區,LG2 芹菜 白梗 ,56.7,48.8,42.3,49.1,    0,1478.0, + 15,0
111/11/03,338 桃　農,LG2 芹菜 白梗 ,57.9,52.6,46.0,52.3, - 10,1689.0, +  3,0
111/11/04,220 板橋區,LG2 芹菜 白梗 ,56.1,47.7,42.0,48.2, -  2,1267.0, - 14,0
