日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
109/11/01,800 高雄市,LG2 芹菜 白梗 ,80.5,45.0,17.3,46.5, -  6,2764.0, - 30,0
109/11/01,109 台北一,LG2 芹菜 白梗 ,51.7,34.4,16.6,34.3, +  1,9907.0, -  5,0
109/11/01,420 豐原區,LG2 芹菜 白梗 ,34.0,19.0,8.0,19.83, - 31,1858.0, + 23,0
109/11/01,930 台東市,LG2 芹菜 白梗 ,50.0,40.0,30.0,44.0,    0,260.0, + 30,0
109/11/01,104 台北二,LG2 芹菜 白梗 ,45.9,36.7,15.2,34.3, +  1,4153.0, +  7,0
109/11/01,241 三重區,LG2 芹菜 白梗 ,35.8,21.3,8.7,21.7, -  1,1202.0, + 48,0
109/11/01,400 台中市,LG2 芹菜 白梗 ,35.6,22.5,9.1,22.0, +  3,1854.0, - 18,0
109/11/01,220 板橋區,LG2 芹菜 白梗 ,33.7,25.8,9.1,24.1, - 11,1723.0, -  2,0
109/11/01,830 鳳山區,LG2 芹菜 白梗 ,13.8,8.5,4.9,8.8, - 46,340.0, +240,0
109/11/01,338 桃　農,LG2 芹菜 白梗 ,35.7,23.2,10.0,23.1, - 17,2600.0, +  6,0
109/11/02,950 花蓮市,LG2 芹菜 白梗 ,33.0,32.0,23.0,30.4, - 13,11.5, - 26,0
109/11/02,648 西螺鎮,LG2 芹菜 白梗 ,50.0,39.9,20.0,38.1, -  1,11434.0, -  2,0
109/11/03,260 宜蘭市,LG2 芹菜 白梗 ,40.0,33.0,25.0,33.0, -  6,1780.0, - 28,0
109/11/03,338 桃　農,LG2 芹菜 白梗 ,38.5,26.6,10.5,25.7, + 11,2128.0, - 18,0
109/11/03,104 台北二,LG2 芹菜 白梗 ,51.3,37.4,24.0,37.5, +  9,4204.0, +  1,0
109/11/03,648 西螺鎮,LG2 芹菜 白梗 ,50.0,39.9,20.0,37.6, -  1,10498.0, -  8,0
109/11/03,800 高雄市,LG2 芹菜 白梗 ,75.3,40.6,10.4,41.5, - 11,3504.0, + 27,0
109/11/03,420 豐原區,LG2 芹菜 白梗 ,29.8,9.5,7.0,13.07, - 34,1366.0, - 26,0
109/11/03,830 鳳山區,LG2 芹菜 白梗 ,19.8,14.8,9.8,14.8, + 68,80.0, - 76,0
109/11/03,241 三重區,LG2 芹菜 白梗 ,36.4,19.0,5.4,19.8, -  9,1142.0, -  5,0
109/11/03,109 台北一,LG2 芹菜 白梗 ,53.0,35.6,16.1,35.2, +  3,10308.0, +  4,0
109/11/03,220 板橋區,LG2 芹菜 白梗 ,34.3,28.6,10.7,26.2, +  9,2156.0, + 25,0
109/11/03,930 台東市,LG2 芹菜 白梗 ,50.0,35.0,25.0,35.0, - 20,172.0, - 34,0
109/11/03,400 台中市,LG2 芹菜 白梗 ,35.1,29.2,11.1,26.2, + 19,1486.0, - 20,0
109/11/04,800 高雄市,LG2 芹菜 白梗 ,76.5,47.7,13.3,46.6, + 12,3806.0, +  9,0
109/11/04,420 豐原區,LG2 芹菜 白梗 ,33.0,17.8,10.0,19.3, + 48,1990.0, + 46,0
109/11/04,260 宜蘭市,LG2 芹菜 白梗 ,45.0,35.0,25.0,35.0, +  6,2960.0, + 66,0
109/11/04,220 板橋區,LG2 芹菜 白梗 ,33.4,28.0,12.9,26.0, -  1,1655.0, - 23,0
109/11/04,648 西螺鎮,LG2 芹菜 白梗 ,50.0,38.8,20.0,37.4, -  1,10655.0, +  1,0
109/11/04,109 台北一,LG2 芹菜 白梗 ,53.0,34.4,20.0,35.2,    0,9116.0, - 12,0
109/11/04,930 台東市,LG2 芹菜 白梗 ,50.0,35.0,20.0,35.0,    0,160.0, -  7,0
109/11/04,400 台中市,LG2 芹菜 白梗 ,38.0,27.1,11.7,27.8, +  6,1290.0, - 13,0
109/11/04,338 桃　農,LG2 芹菜 白梗 ,39.2,36.0,16.6,32.7, + 27,1399.0, - 34,0
109/11/04,830 鳳山區,LG2 芹菜 白梗 ,19.9,19.7,19.6,19.7, + 33,40.0, - 50,0
109/11/04,104 台北二,LG2 芹菜 白梗 ,45.4,37.3,21.6,35.8, -  5,3700.0, - 12,0
109/11/04,241 三重區,LG2 芹菜 白梗 ,36.0,30.0,8.8,26.9, + 36,790.0, - 31,0
109/11/05,420 豐原區,LG2 芹菜 白梗 ,30.4,12.4,10.2,15.55, - 19,1684.0, - 15,0
109/11/05,220 板橋區,LG2 芹菜 白梗 ,37.2,29.5,13.4,27.8, +  7,1452.0, - 12,0
