日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間
113/11/01,37.141666666666666,45.550000000000004,39.275,27.708333333333332,749.1666666666666,17.841666666666672
113/11/02,39.63307692307693,53.93846153846154,38.80769230769231,28.076923076923077,758.2307692307693,25.861538461538462
113/11/03,36.95363636363636,50.81818181818182,38.38181818181818,21.0,649.7272727272727,29.81818181818182
113/11/04,39.95,52.2,41.0,23.75,3026.5,28.450000000000003
113/11/05,37.486666666666665,52.791666666666664,36.34166666666667,23.5,1146.5833333333333,29.291666666666664
113/11/06,38.92166666666667,49.475,41.074999999999996,25.275000000000002,912.8333333333334,24.2
113/11/07,47.68,60.21,45.510000000000005,37.7,870.1,22.509999999999998
113/11/08,48.241,63.75,45.87,36.75,901.0,27.0
113/11/09,48.740833333333335,60.449999999999996,48.375,38.86666666666667,874.1666666666666,21.58333333333333
113/11/10,48.327999999999996,61.61,47.54,35.44,495.9,26.17
113/11/11,46.65,62.05,46.0,30.0,3068.0,32.05
113/11/12,52.945,66.15833333333335,51.14166666666667,41.99166666666667,827.1666666666666,24.16666666666668
113/11/13,51.93833333333333,62.35,51.05833333333334,43.0,826.1666666666666,19.35
113/11/14,52.03727272727272,64.65454545454546,51.14545454545455,42.07272727272727,853.5454545454545,22.581818181818186
113/11/15,52.03727272727272,70.11818181818181,50.09090909090909,39.018181818181816,831.2727272727273,31.099999999999994
113/11/16,50.629090909090905,71.75454545454545,47.75454545454545,37.43636363636364,927.4545454545455,34.31818181818181
113/11/17,47.41818181818182,63.54545454545455,46.127272727272725,35.127272727272725,639.0909090909091,28.41818181818182
113/11/18,45.900000000000006,60.1,46.0,30.0,3461.0,30.1
113/11/19,51.590833333333336,67.71666666666667,49.24166666666667,39.56666666666667,1027.8333333333333,28.15
113/11/20,55.225,68.49166666666666,53.85833333333333,42.40833333333333,828.6666666666666,26.08333333333333
113/11/21,52.176,68.08,50.88,36.760000000000005,1319.4,31.319999999999993
113/11/22,59.157272727272726,71.33636363636364,58.76363636363636,47.67272727272727,832.6363636363636,23.66363636363637
113/11/23,67.39,80.5,66.0125,55.925,988.0,24.575000000000003
113/11/24,72.16499999999999,89.9,69.9625,58.9125,358.875,30.987500000000004
113/11/25,74.83333333333333,88.03333333333335,75.06666666666666,60.0,1828.0,28.033333333333346
113/11/26,59.46636363636364,78.35454545454546,57.27272727272727,44.03636363636363,899.4545454545455,34.31818181818183
113/11/27,51.92166666666666,70.47500000000001,50.666666666666664,35.358333333333334,921.0833333333334,35.116666666666674
113/11/28,48.666666666666664,61.98333333333333,47.824999999999996,35.75833333333333,902.0,26.224999999999994
113/11/29,45.98076923076923,58.66923076923077,46.11538461538461,35.34615384615385,992.6153846153846,23.323076923076925
113/11/30,45.681538461538466,56.0,44.323076923076925,36.98461538461539,965.0,19.015384615384612
113/12/01,48.59909090909091,57.472727272727276,47.77272727272727,41.699999999999996,548.4545454545455,15.77272727272728
113/12/02,42.05,53.95,43.25,25.0,3312.5,28.950000000000003
113/12/03,51.2825,64.625,49.61666666666667,40.94166666666667,930.25,23.68333333333333
113/12/04,48.030833333333334,62.76666666666667,45.75,38.00833333333333,957.1666666666666,24.75833333333334
113/12/05,44.33181818181818,55.89090909090908,43.74545454545454,34.663636363636364,888.1818181818181,21.22727272727272
113/12/06,44.195,63.449999999999996,41.325,31.391666666666666,957.4166666666666,32.05833333333333
113/12/07,42.254999999999995,63.199999999999996,37.225,26.383333333333336,1054.6666666666667,36.81666666666666
113/12/08,36.010000000000005,53.98,33.8,23.630000000000003,601.8,30.349999999999994
113/12/09,33.3,42.7,33.6,20.0,4138.5,22.700000000000003
113/12/10,37.20727272727272,50.96363636363637,35.21818181818182,26.79090909090909,1111.2727272727273,24.17272727272728
113/12/11,39.239999999999995,49.69,38.260000000000005,30.560000000000002,1036.6,19.129999999999995
113/12/12,35.22076923076923,44.47692307692308,34.36153846153846,26.930769230769233,763.2307692307693,17.546153846153846
113/12/13,37.99333333333333,50.800000000000004,37.0,23.84166666666667,873.4166666666666,26.958333333333336
113/12/14,29.632307692307695,45.36923076923077,28.576923076923077,15.569230769230769,913.3846153846154,29.799999999999997
113/12/15,27.90909090909091,44.88181818181818,25.345454545454547,16.327272727272728,509.72727272727275,28.554545454545455
113/12/16,33.599999999999994,42.05,33.75,20.0,4052.0,22.049999999999997
113/12/17,33.12692307692308,45.12307692307692,32.51538461538461,22.115384615384617,1158.9076923076923,23.007692307692306
113/12/18,26.165384615384614,36.01538461538461,25.753846153846155,15.215384615384616,926.3846153846154,20.799999999999997
113/12/19,25.71142857142857,34.857142857142854,26.17142857142857,16.564285714285713,939.1428571428571,18.29285714285714
113/12/20,25.091538461538462,35.323076923076925,23.892307692307693,16.06153846153846,1247.5384615384614,19.261538461538464
113/12/21,24.26153846153846,33.1,24.176923076923078,14.446153846153846,1082.076923076923,18.653846153846153
113/12/22,20.464545454545455,31.372727272727275,18.727272727272727,12.69090909090909,695.1818181818181,18.681818181818187
113/12/23,21.2,28.65,21.5,12.5,4301.5,16.15
113/12/24,21.087142857142858,30.357142857142858,20.728571428571428,12.928571428571429,955.9285714285714,17.42857142857143
113/12/25,26.63769230769231,35.66153846153846,26.792307692307695,18.123076923076923,1034.0,17.53846153846154
113/12/26,30.374000000000002,40.480000000000004,31.6,18.44,1801.2,22.040000000000003
113/12/27,22.157857142857143,30.25714285714286,22.05,12.785714285714286,2249.6428571428573,17.471428571428575
113/12/28,20.864615384615384,31.53076923076923,20.023076923076925,11.123076923076923,1098.5384615384614,20.407692307692308
113/12/29,25.317,35.989999999999995,25.6,14.45,594.6,21.539999999999996
113/12/30,21.6,26.9,22.5,12.5,7676.0,14.399999999999999
113/12/31,20.213846153846156,31.315384615384616,19.838461538461537,11.823076923076922,1085.4615384615386,19.492307692307694
114/01/01,19.877857142857145,27.95,20.678571428571427,11.12142857142857,820.9285714285714,16.82857142857143
114/01/02,20.935,29.28333333333333,21.191666666666666,11.366666666666667,944.6666666666666,17.916666666666664
114/01/03,29.423000000000002,39.11,30.21,19.7,952.8,19.41
114/01/04,28.242,42.71,29.169999999999998,15.6,925.8,27.11
114/01/05,30.873636363636365,38.663636363636364,31.145454545454548,25.863636363636363,383.90909090909093,12.8
114/01/06,27.25,37.45,27.299999999999997,15.0,3108.5,22.450000000000003
114/01/07,27.355833333333333,38.275,28.366666666666664,15.825000000000001,837.8333333333334,22.449999999999996
114/01/08,23.76846153846154,34.13846153846154,25.192307692307693,12.338461538461539,818.0769230769231,21.800000000000004
114/01/09,25.334166666666665,35.75,24.616666666666664,16.883333333333333,818.3333333333334,18.866666666666667
114/01/10,16.701538461538462,24.861538461538462,17.1,7.269230769230769,987.6153846153846,17.592307692307692
