日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
108/11/01,109 台北一,LK2 芥藍菜  ,56.5,16.2,6.7,22.4, + 19,3253.0, -  1,0
108/11/01,900 屏東市,LK2 芥藍菜  ,15.0,14.3,13.0,14.2, - 22,1018.0, - 42,0
108/11/01,514 溪湖鎮,LK2 芥藍菜  ,20.0,17.5,10.0,15.8, +  1,850.0, +  6,0
108/11/01,420 豐原區,LK2 芥藍菜  ,28.8,20.0,20.0,21.76, +  4,850.0, +113,0
108/11/01,220 板橋區,LK2 芥藍菜  ,28.8,19.1,12.5,19.7, + 13,409.0, - 24,0
108/11/01,104 台北二,LK2 芥藍菜  ,32.2,16.8,6.0,17.7, - 27,1610.0, + 27,0
108/11/01,338 桃　農,LK2 芥藍菜  ,21.6,12.0,12.0,13.9, + 39,179.0, + 49,0
108/11/01,800 高雄市,LK2 芥藍菜  ,35.0,32.3,25.0,31.4, + 21,1650.0, + 59,0
108/11/01,260 宜蘭市,LK2 芥藍菜  ,38.0,15.0,10.0,15.0,    0,2860.0,    0,0
108/11/01,241 三重區,LK2 芥藍菜  ,30.0,30.0,24.4,28.9, + 60,180.0, - 44,0
108/11/01,648 西螺鎮,LK2 芥藍菜  ,22.3,17.3,10.0,16.9, +  3,7084.0, - 13,0
108/11/01,930 台東市,LK2 芥藍菜  ,38.0,22.0,12.0,24.0, -  4,590.0, -  2,0
108/11/01,400 台中市,LK2 芥藍菜  ,24.2,14.9,11.0,14.9, -  5,899.0, +114,0
108/11/01,830 鳳山區,LK2 芥藍菜  ,15.2,13.2,12.1,13.3, + 17,2220.0, + 64,0
108/11/02,109 台北一,LK2 芥藍菜  ,46.6,23.8,14.7,26.5, + 18,2551.0, - 22,0
108/11/02,104 台北二,LK2 芥藍菜  ,37.9,30.6,16.0,29.2, + 65,685.0, - 57,0
108/11/02,420 豐原區,LK2 芥藍菜  ,35.0,34.7,23.0,32.43, + 49,700.0, - 18,0
108/11/02,220 板橋區,LK2 芥藍菜  ,22.0,18.6,15.0,18.5, -  6,298.0, - 27,0
108/11/02,930 台東市,LK2 芥藍菜  ,38.0,21.0,11.0,22.0, -  8,540.0, -  8,0
108/11/02,241 三重區,LK2 芥藍菜  ,30.0,22.1,8.0,20.8, - 28,240.0, + 33,0
108/11/02,338 桃　農,LK2 芥藍菜  ,14.0,11.2,10.0,11.5, - 17,160.0, - 11,0
108/11/02,900 屏東市,LK2 芥藍菜  ,20.0,18.2,12.2,17.4, + 23,996.0, -  2,0
108/11/02,514 溪湖鎮,LK2 芥藍菜  ,20.0,16.1,10.0,15.7, -  1,880.0, +  4,0
108/11/02,400 台中市,LK2 芥藍菜  ,26.8,18.8,12.0,17.5, + 17,791.0, - 12,0
108/11/02,800 高雄市,LK2 芥藍菜  ,36.0,31.8,25.9,31.4,    0,1436.0, - 13,0
108/11/02,830 鳳山區,LK2 芥藍菜  ,20.0,14.4,13.0,15.2, + 14,1840.0, - 17,0
108/11/02,648 西螺鎮,LK2 芥藍菜  ,22.5,17.3,10.0,16.8, -  1,7185.0, +  1,0
108/11/03,241 三重區,LK2 芥藍菜  ,30.0,30.0,30.0,30.0, + 44,60.0, - 75,0
108/11/03,400 台中市,LK2 芥藍菜  ,25.5,17.0,10.2,15.7, - 10,929.0, + 17,0
108/11/03,930 台東市,LK2 芥藍菜  ,37.0,24.0,13.0,24.0, +  9,610.0, + 13,0
108/11/03,800 高雄市,LK2 芥藍菜  ,36.0,33.1,10.6,29.2, -  7,1576.0, + 10,0
108/11/03,420 豐原區,LK2 芥藍菜  ,40.0,38.1,35.0,37.86, + 17,700.0,    0,0
108/11/03,830 鳳山區,LK2 芥藍菜  ,20.0,15.4,14.2,16.1, +  6,1770.0, -  4,0
108/11/03,338 桃　農,LK2 芥藍菜  ,21.0,15.4,12.0,15.8, + 37,220.0, + 38,0
108/11/03,514 溪湖鎮,LK2 芥藍菜  ,22.5,17.3,10.0,16.1, +  3,870.0, -  1,0
108/11/03,220 板橋區,LK2 芥藍菜  ,30.0,26.3,11.4,24.0, + 30,408.0, + 37,0
108/11/03,109 台北一,LK2 芥藍菜  ,49.6,25.4,15.0,28.1, +  6,2146.0, - 16,0
108/11/03,104 台北二,LK2 芥藍菜  ,38.4,22.5,6.1,22.4, - 23,1146.0, + 67,0
108/11/03,900 屏東市,LK2 芥藍菜  ,22.0,19.1,8.6,17.6, +  1,367.0, - 63,0
108/11/04,648 西螺鎮,LK2 芥藍菜  ,22.3,17.0,10.0,16.5, -  2,8358.0, + 16,0
108/11/04,514 溪湖鎮,LK2 芥藍菜  ,22.5,17.5,10.0,16.3, +  1,800.0, -  8,0
108/11/05,830 鳳山區,LK2 芥藍菜  ,30.3,19.3,13.2,20.3, + 26,1440.0, - 19,0
108/11/05,104 台北二,LK2 芥藍菜  ,35.5,26.7,13.7,25.9, + 16,1158.0, +  1,0
108/11/05,220 板橋區,LK2 芥藍菜  ,30.4,25.9,18.6,25.3, +  5,677.0, + 66,0
108/11/05,338 桃　農,LK2 芥藍菜  ,18.0,14.7,12.0,14.8, -  6,320.0, + 45,0
108/11/05,400 台中市,LK2 芥藍菜  ,22.2,14.9,10.0,15.7,    0,803.0, - 14,0
108/11/05,800 高雄市,LK2 芥藍菜  ,34.0,30.3,24.1,29.8, +  2,1180.0, - 25,0
108/11/05,420 豐原區,LK2 芥藍菜  ,22.0,16.0,10.0,16.0, - 58,1000.0, + 43,0
108/11/05,109 台北一,LK2 芥藍菜  ,38.7,29.0,20.2,29.2, +  4,3691.0, + 72,0
108/11/05,930 台東市,LK2 芥藍菜  ,45.0,25.0,14.0,23.0, -  4,890.0, + 46,0
108/11/05,900 屏東市,LK2 芥藍菜  ,30.0,18.2,11.9,18.2, +  3,1415.0, +286,0
108/11/05,241 三重區,LK2 芥藍菜  ,25.0,25.0,25.0,25.0, - 17,60.0,    0,0
108/11/05,648 西螺鎮,LK2 芥藍菜  ,22.1,17.0,10.0,16.3, -  1,7641.0, -  9,0
