日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
112/11/01,420 豐原區,LK2 芥藍菜  ,24.4,14.4,9.6,15.4, -  1,480.0, - 29,0
112/11/01,830 鳳山區,LK2 芥藍菜  ,10.0,9.8,9.8,9.9,  -  ,40.0,  -  ,0
112/11/01,800 高雄市,LK2 芥藍菜  ,47.5,32.7,9.2,31.0, - 10,2725.0, - 27,0
112/11/01,104 台北二,LK2 芥藍菜  ,24.7,14.5,10.8,15.8, - 13,2080.0, - 12,0
112/11/01,109 台北一,LK2 芥藍菜  ,49.9,20.2,10.2,24.2, -  8,3085.0, - 30,0
112/11/01,220 板橋區,LK2 芥藍菜  ,22.4,8.8,4.9,10.8, - 45,1124.0, + 29,0
112/11/01,648 西螺鎮,LK2 芥藍菜  ,25.1,19.6,10.0,19.0, - 13,7306.0, + 12,0
112/11/01,930 台東市,LK2 芥藍菜  ,45.0,20.0,15.0,25.0, +  9,680.0, - 41,0
112/11/01,338 桃　農,LK2 芥藍菜  ,12.9,8.5,6.9,9.0, - 37,1337.0, + 67,0
112/11/01,400 台中市,LK2 芥藍菜  ,19.4,12.4,7.2,12.0, - 20,1180.0, + 18,0
112/11/01,900 屏東市,LK2 芥藍菜  ,14.1,9.1,5.4,9.1, - 35,798.0, + 26,0
112/11/01,241 三重區,LK2 芥藍菜  ,15.9,11.3,9.7,11.9, - 28,660.0, + 74,0
112/11/01,514 溪湖鎮,LK2 芥藍菜  ,31.6,22.5,15.0,22.8, -  5,430.0, - 21,0
112/11/02,241 三重區,LK2 芥藍菜  ,20.0,15.7,8.0,15.0, + 26,80.0, - 88,0
112/11/02,420 豐原區,LK2 芥藍菜  ,20.0,15.2,10.3,15.2, -  1,1020.0, +113,0
112/11/02,830 鳳山區,LK2 芥藍菜  ,7.5,7.4,7.4,7.4, - 25,40.0,    0,0
112/11/02,800 高雄市,LK2 芥藍菜  ,39.5,27.5,8.9,26.2, - 15,3068.0, + 13,0
112/11/02,104 台北二,LK2 芥藍菜  ,19.6,12.1,8.0,12.8, - 19,1344.0, - 35,0
112/11/02,109 台北一,LK2 芥藍菜  ,53.7,17.0,10.0,23.0, -  5,2699.0, - 13,0
112/11/02,220 板橋區,LK2 芥藍菜  ,20.3,15.7,7.1,14.9, + 38,509.0, - 55,0
112/11/02,514 溪湖鎮,LK2 芥藍菜  ,29.9,20.1,12.5,20.5, - 10,451.0, +  5,0
112/11/02,648 西螺鎮,LK2 芥藍菜  ,20.7,17.2,10.0,17.9, -  6,8074.0, + 11,0
112/11/02,900 屏東市,LK2 芥藍菜  ,18.6,10.0,4.8,10.0, + 10,552.0, - 31,0
112/11/02,400 台中市,LK2 芥藍菜  ,17.8,12.4,6.6,12.1, +  1,798.0, - 32,0
112/11/02,930 台東市,LK2 芥藍菜  ,45.0,20.0,8.0,21.0, - 16,697.0, +  3,0
112/11/02,338 桃　農,LK2 芥藍菜  ,17.7,14.1,10.0,14.0, + 56,340.0, - 75,0
112/11/03,109 台北一,LK2 芥藍菜  ,56.9,21.0,8.6,25.7, + 12,1908.0, - 29,0
112/11/03,930 台東市,LK2 芥藍菜  ,45.0,15.0,8.0,19.0, - 10,786.0, + 13,0
112/11/03,104 台北二,LK2 芥藍菜  ,23.8,18.5,10.1,17.9, + 40,1140.0, - 15,0
112/11/03,338 桃　農,LK2 芥藍菜  ,20.3,16.5,11.0,16.2, + 16,520.0, + 53,0
112/11/03,800 高雄市,LK2 芥藍菜  ,40.0,30.4,12.9,28.8, + 10,1989.0, - 35,0
112/11/03,241 三重區,LK2 芥藍菜  ,32.0,21.6,7.0,20.8, + 39,98.0, + 23,0
112/11/03,400 台中市,LK2 芥藍菜  ,25.0,12.5,7.0,12.6, +  4,575.0, - 28,0
112/11/03,420 豐原區,LK2 芥藍菜  ,18.0,15.1,7.0,14.0, -  8,220.0, - 78,0
112/11/03,648 西螺鎮,LK2 芥藍菜  ,20.7,17.3,10.0,17.9,    0,8555.0, +  6,0
112/11/03,900 屏東市,LK2 芥藍菜  ,22.5,14.6,7.3,14.6, + 46,220.0, - 60,0
112/11/03,220 板橋區,LK2 芥藍菜  ,23.2,18.4,10.0,17.7, + 19,254.0, - 50,0
112/11/03,514 溪湖鎮,LK2 芥藍菜  ,28.6,18.4,10.0,18.8, -  8,461.0, +  2,0
112/11/04,800 高雄市,LK2 芥藍菜  ,40.0,31.1,15.3,29.7, +  3,2706.0, + 36,0
112/11/04,241 三重區,LK2 芥藍菜  ,30.0,12.9,10.0,15.8, - 24,160.0, + 63,0
112/11/04,420 豐原區,LK2 芥藍菜  ,25.0,14.1,6.2,14.7, +  5,490.0, +123,0
112/11/04,900 屏東市,LK2 芥藍菜  ,15.1,9.7,5.0,9.7, - 34,538.0, +145,0
112/11/04,930 台東市,LK2 芥藍菜  ,45.0,10.0,10.0,19.0,    0,632.0, - 20,0
112/11/04,104 台北二,LK2 芥藍菜  ,22.3,13.0,7.1,13.7, - 23,2014.0, + 77,0
112/11/04,220 板橋區,LK2 芥藍菜  ,22.7,12.7,5.0,13.2, - 25,632.0, +149,0
112/11/04,338 桃　農,LK2 芥藍菜  ,20.8,11.7,8.2,12.8, - 21,340.0, - 35,0
112/11/04,400 台中市,LK2 芥藍菜  ,20.8,12.9,6.8,12.5, -  1,707.0, + 23,0
112/11/04,514 溪湖鎮,LK2 芥藍菜  ,20.7,16.0,10.0,15.8, - 16,449.0, -  3,0
112/11/04,648 西螺鎮,LK2 芥藍菜  ,21.0,17.3,10.0,17.6, -  2,8149.0, -  5,0
112/11/04,109 台北一,LK2 芥藍菜  ,48.5,14.8,5.2,19.6, - 24,3033.0, + 59,0
112/11/05,109 台北一,LK2 芥藍菜  ,51.5,18.6,5.3,22.5, + 15,2444.0, - 19,0
112/11/05,420 豐原區,LK2 芥藍菜  ,25.0,15.2,6.5,15.4, +  5,770.0, + 57,0
112/11/05,104 台北二,LK2 芥藍菜  ,25.0,19.0,9.7,18.3, + 34,1242.0, - 38,0
112/11/05,338 桃　農,LK2 芥藍菜  ,14.7,10.4,7.9,10.7, - 16,680.0, +100,0
112/11/05,800 高雄市,LK2 芥藍菜  ,35.0,29.2,8.2,26.1, - 12,2634.0, -  3,0
112/11/05,830 鳳山區,LK2 芥藍菜  ,15.0,13.4,12.0,13.4,  -  ,1250.0,  -  ,0
112/11/05,930 台東市,LK2 芥藍菜  ,40.0,15.0,15.0,22.0, + 16,879.0, + 39,0
112/11/05,220 板橋區,LK2 芥藍菜  ,22.6,17.8,11.9,17.6, + 33,346.0, - 45,0
112/11/05,514 溪湖鎮,LK2 芥藍菜  ,20.7,16.1,10.0,15.8,    0,448.0, -  0,0
112/11/05,400 台中市,LK2 芥藍菜  ,16.2,10.7,7.0,10.8, - 14,842.0, + 19,0
112/11/05,241 三重區,LK2 芥藍菜  ,16.0,14.0,3.0,12.2, - 23,340.0, +113,0
112/11/05,900 屏東市,LK2 芥藍菜  ,15.0,15.0,14.7,14.9, + 54,7046.0, +999,0
112/11/06,514 溪湖鎮,LK2 芥藍菜  ,20.7,16.1,10.0,15.8,    0,441.0, -  2,0
112/11/06,648 西螺鎮,LK2 芥藍菜  ,21.4,17.3,10.0,17.3, -  2,8497.0, +  4,0
112/11/07,800 高雄市,LK2 芥藍菜  ,50.1,29.4,10.8,29.8, + 14,1660.0, - 37,0
112/11/07,220 板橋區,LK2 芥藍菜  ,22.5,18.4,12.7,18.1, +  3,869.3, +151,0
112/11/07,420 豐原區,LK2 芥藍菜  ,20.4,13.1,9.6,13.9, - 10,658.0, - 15,0
112/11/07,338 桃　農,LK2 芥藍菜  ,13.3,9.0,5.1,9.1, - 15,820.0, + 21,0
112/11/07,514 溪湖鎮,LK2 芥藍菜  ,21.0,16.1,10.0,15.9, +  1,449.0, +  2,0
112/11/07,109 台北一,LK2 芥藍菜  ,49.2,23.9,10.4,26.3, + 17,2930.0, + 20,0
112/11/07,104 台北二,LK2 芥藍菜  ,23.9,16.6,9.9,16.7, -  9,2110.0, + 70,0
112/11/07,950 花蓮市,LK2 芥藍菜  ,41.0,39.3,37.0,39.2,  -  ,50.0,  -  ,0
112/11/07,900 屏東市,LK2 芥藍菜  ,17.8,10.3,4.4,10.3, - 31,720.0, - 90,0
112/11/07,930 台東市,LK2 芥藍菜  ,45.0,10.0,10.0,21.0, -  5,768.0, - 13,0
112/11/07,400 台中市,LK2 芥藍菜  ,19.8,15.5,11.0,14.5, + 34,991.0, + 18,0
112/11/07,241 三重區,LK2 芥藍菜  ,29.1,12.1,5.4,14.2, + 16,252.0, - 26,0
112/11/07,648 西螺鎮,LK2 芥藍菜  ,21.4,17.2,10.0,17.3,    0,7936.0, -  7,0
112/11/08,900 屏東市,LK2 芥藍菜  ,15.0,13.7,11.0,13.4, + 30,100.0, - 86,0
112/11/08,104 台北二,LK2 芥藍菜  ,21.4,15.4,9.2,15.3, -  8,1110.0, - 47,0
112/11/08,514 溪湖鎮,LK2 芥藍菜  ,24.1,16.3,10.0,16.6, +  4,453.0, +  1,0
112/11/08,648 西螺鎮,LK2 芥藍菜  ,21.0,17.3,10.0,17.5, +  1,9101.0, + 15,0
112/11/08,241 三重區,LK2 芥藍菜  ,35.0,26.9,10.0,25.1, + 77,296.0, + 17,0
112/11/08,338 桃　農,LK2 芥藍菜  ,34.0,27.0,20.0,27.0, +197,120.0, - 85,0
112/11/08,800 高雄市,LK2 芥藍菜  ,35.0,30.1,13.3,27.7, -  7,1240.0, - 25,0
112/11/08,930 台東市,LK2 芥藍菜  ,45.0,31.0,10.0,27.0, + 29,845.0, + 10,0
112/11/08,109 台北一,LK2 芥藍菜  ,40.0,19.6,9.4,21.7, - 17,2570.0, - 12,0
112/11/08,400 台中市,LK2 芥藍菜  ,28.7,20.0,15.3,19.2, + 32,371.0, - 63,0
112/11/08,950 花蓮市,LK2 芥藍菜  ,40.0,40.0,40.0,40.0, +  2,10.0, - 80,0
112/11/08,220 板橋區,LK2 芥藍菜  ,32.9,17.4,10.0,19.0, +  5,473.2, - 46,0
112/11/08,420 豐原區,LK2 芥藍菜  ,21.5,17.0,11.3,16.8, + 21,270.0, - 59,0
112/11/09,338 桃　農,LK2 芥藍菜  ,24.7,20.6,16.8,20.7, - 23,240.0, +100,0
112/11/09,104 台北二,LK2 芥藍菜  ,38.4,21.5,17.8,24.1, + 58,535.0, - 52,0
112/11/09,514 溪湖鎮,LK2 芥藍菜  ,21.4,16.0,10.0,15.9, -  4,440.0, -  3,0
112/11/09,220 板橋區,LK2 芥藍菜  ,24.9,17.4,10.0,17.4, -  8,212.5, - 55,0
112/11/09,930 台東市,LK2 芥藍菜  ,43.0,20.0,10.0,25.0, -  7,670.0, - 21,0
112/11/09,420 豐原區,LK2 芥藍菜  ,28.0,22.1,15.0,21.8, + 30,190.0, - 30,0
112/11/09,648 西螺鎮,LK2 芥藍菜  ,21.1,17.4,10.0,17.6, +  1,7289.0, - 20,0
112/11/09,241 三重區,LK2 芥藍菜  ,25.0,14.0,10.0,15.4, - 39,420.0, + 42,0
112/11/09,800 高雄市,LK2 芥藍菜  ,35.0,30.9,19.7,29.5, +  6,1580.0, + 27,0
112/11/09,400 台中市,LK2 芥藍菜  ,29.0,19.3,15.0,20.2, +  5,168.0, - 55,0
112/11/09,900 屏東市,LK2 芥藍菜  ,26.0,25.3,25.0,25.3, + 89,60.0, - 40,0
112/11/09,109 台北一,LK2 芥藍菜  ,50.0,28.5,10.0,29.1, + 34,1812.0, - 29,0
112/11/10,830 鳳山區,LK2 芥藍菜  ,20.0,15.7,13.9,16.2,  -  ,1375.0,  -  ,0
112/11/10,950 花蓮市,LK2 芥藍菜  ,30.0,30.0,30.0,30.0,  -  ,9.5,  -  ,0
112/11/10,104 台北二,LK2 芥藍菜  ,25.6,18.6,14.5,19.2, - 20,865.0, + 62,0
112/11/10,800 高雄市,LK2 芥藍菜  ,38.0,32.7,14.5,30.2, +  2,1860.0, + 18,0
112/11/10,241 三重區,LK2 芥藍菜  ,30.0,13.3,10.0,16.0, +  4,260.0, - 38,0
112/11/10,338 桃　農,LK2 芥藍菜  ,20.1,12.5,12.0,13.9, - 33,440.0, + 83,0
112/11/10,900 屏東市,LK2 芥藍菜  ,20.0,15.7,10.8,15.6, - 38,260.0, +333,0
112/11/10,514 溪湖鎮,LK2 芥藍菜  ,21.0,16.0,10.0,15.8, -  1,440.0,    0,0
112/11/10,109 台北一,LK2 芥藍菜  ,56.2,29.1,10.0,30.7, +  5,1808.0, -  0,0
112/11/10,220 板橋區,LK2 芥藍菜  ,25.0,20.1,10.9,19.2, + 10,180.0, - 15,0
112/11/10,400 台中市,LK2 芥藍菜  ,20.7,16.8,11.0,15.4, - 24,487.0, +190,0
112/11/10,930 台東市,LK2 芥藍菜  ,45.0,25.0,12.0,27.0, +  8,613.0, -  9,0
112/11/10,648 西螺鎮,LK2 芥藍菜  ,30.0,21.4,12.5,21.3, + 21,6277.0, - 14,0
112/11/10,420 豐原區,LK2 芥藍菜  ,29.7,22.1,13.7,22.0, +  1,290.0, + 53,0
112/11/11,220 板橋區,LK2 芥藍菜  ,29.7,24.8,12.3,23.3, + 21,270.0, + 50,0
112/11/11,930 台東市,LK2 芥藍菜  ,45.0,25.0,15.0,28.0, +  4,585.0, -  5,0
112/11/11,104 台北二,LK2 芥藍菜  ,26.4,17.7,10.5,18.0, -  6,1339.0, + 55,0
112/11/11,648 西螺鎮,LK2 芥藍菜  ,35.0,23.3,15.0,23.4, + 10,5975.0, -  5,0
112/11/11,241 三重區,LK2 芥藍菜  ,15.0,9.1,7.0,9.9, - 38,273.0, +  5,0
112/11/11,109 台北一,LK2 芥藍菜  ,50.0,33.3,12.9,32.6, +  6,1725.0, -  5,0
112/11/11,514 溪湖鎮,LK2 芥藍菜  ,21.1,16.1,10.0,15.9, +  1,501.0, + 14,0
112/11/11,400 台中市,LK2 芥藍菜  ,25.0,17.4,13.5,18.8, + 22,465.0, -  5,0
112/11/11,420 豐原區,LK2 芥藍菜  ,27.4,19.4,13.0,19.7, - 10,330.0, + 14,0
112/11/11,338 桃　農,LK2 芥藍菜  ,23.4,19.1,8.7,17.9, + 29,294.0, - 33,0
112/11/11,900 屏東市,LK2 芥藍菜  ,24.1,12.9,3.0,12.9, - 17,180.0, - 31,0
112/11/11,800 高雄市,LK2 芥藍菜  ,41.0,33.8,26.0,33.7, + 12,2340.0, + 26,0
112/11/12,800 高雄市,LK2 芥藍菜  ,43.0,41.2,32.3,39.8, + 18,1372.0, - 41,0
112/11/12,830 鳳山區,LK2 芥藍菜  ,2.1,2.0,1.9,2.0,  -  ,50.0,  -  ,0
112/11/12,109 台北一,LK2 芥藍菜  ,60.5,49.4,24.0,46.6, + 43,1310.0, - 24,0
112/11/12,930 台東市,LK2 芥藍菜  ,45.0,30.0,15.0,29.0, +  4,614.0, +  5,0
112/11/12,220 板橋區,LK2 芥藍菜  ,27.5,26.0,25.0,26.1, + 12,200.0, - 26,0
112/11/12,420 豐原區,LK2 芥藍菜  ,27.9,19.6,13.0,19.9, +  1,770.0, +133,0
112/11/12,400 台中市,LK2 芥藍菜  ,12.0,12.0,12.0,12.0, - 36,40.0, - 91,0
112/11/12,104 台北二,LK2 芥藍菜  ,40.0,31.7,27.1,32.4, + 80,220.0, - 84,0
112/11/12,514 溪湖鎮,LK2 芥藍菜  ,30.0,19.9,12.5,20.4, + 28,461.0, -  8,0
112/11/12,900 屏東市,LK2 芥藍菜  ,25.0,24.8,22.5,24.4, + 89,80.0, - 56,0
112/11/13,648 西螺鎮,LK2 芥藍菜  ,35.0,23.1,15.0,23.3, -  0,7018.0, + 17,0
112/11/13,514 溪湖鎮,LK2 芥藍菜  ,30.0,19.9,12.5,20.4,    0,399.0, - 13,0
112/11/14,220 板橋區,LK2 芥藍菜  ,38.5,31.7,27.0,32.1, + 23,400.0, +100,0
