日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
113/11/01,400 台中市,LK2 芥藍菜  ,47.0,36.0,25.0,29.0, - 22,98.0, +390,0
113/11/01,900 屏東市,LK2 芥藍菜  ,40.6,37.6,31.8,37.0, - 30,27.0, + 59,0
113/11/01,930 台東市,LK2 芥藍菜  ,65.0,65.0,30.0,52.0, +  4,285.0, - 30,0
113/11/01,648 西螺鎮,LK2 芥藍菜  ,50.0,39.9,22.5,38.6, - 10,5765.0, -  1,0
113/11/01,104 台北二,LK2 芥藍菜  ,48.2,37.1,24.2,36.7, + 20,475.0, + 32,0
113/11/01,241 三重區,LK2 芥藍菜  ,20.0,20.0,20.0,20.0,  -  ,60.0,  -  ,0
113/11/01,514 溪湖鎮,LK2 芥藍菜  ,43.7,32.4,20.0,32.2, +  8,300.0, +  0,0
113/11/01,338 桃　農,LK2 芥藍菜  ,30.0,30.0,30.0,30.0, - 25,60.0, + 50,0
113/11/01,220 板橋區,LK2 芥藍菜  ,42.0,37.3,30.0,36.8, - 11,160.0, - 68,0
113/11/01,420 豐原區,LK2 芥藍菜  ,47.2,36.3,25.0,36.2, - 10,250.0, + 47,0
113/11/01,800 高雄市,LK2 芥藍菜  ,59.0,55.3,54.0,55.8, +  5,500.0, - 62,0
113/11/01,109 台北一,LK2 芥藍菜  ,53.9,44.4,20.0,41.4, + 16,1010.0, - 14,0
113/11/02,338 桃　農,LK2 芥藍菜  ,48.9,36.9,25.0,36.9, + 23,258.0, +330,0
113/11/02,900 屏東市,LK2 芥藍菜  ,40.3,27.6,16.7,27.6, - 25,320.0, +999,0
113/11/02,930 台東市,LK2 芥藍菜  ,65.0,30.0,15.0,35.0, - 33,412.0, + 45,0
113/11/02,800 高雄市,LK2 芥藍菜  ,54.0,39.2,29.0,40.13, - 28,419.0, - 16,0
113/11/02,648 西螺鎮,LK2 芥藍菜  ,54.7,43.8,25.0,42.5, + 10,5765.0,    0,0
113/11/02,420 豐原區,LK2 芥藍菜  ,50.6,30.4,15.2,31.4, - 13,310.0, + 24,0
113/11/02,241 三重區,LK2 芥藍菜  ,72.0,72.0,72.0,72.0, +260,38.0, - 37,0
113/11/02,109 台北一,LK2 芥藍菜  ,84.5,44.6,35.0,50.7, + 22,858.0, - 15,0
113/11/02,220 板橋區,LK2 芥藍菜  ,57.1,44.1,35.3,44.9, + 22,280.0, + 75,0
113/11/02,830 鳳山區,LK2 芥藍菜  ,12.4,9.8,7.4,9.9,  -  ,160.0,  -  ,0
113/11/02,104 台北二,LK2 芥藍菜  ,63.4,46.3,38.1,48.1, + 31,465.0, -  2,0
113/11/02,514 溪湖鎮,LK2 芥藍菜  ,55.0,41.6,25.0,41.0, + 27,301.0, +  0,0
113/11/02,400 台中市,LK2 芥藍菜  ,43.3,38.2,26.3,35.1, + 21,271.0, +177,0
113/11/03,338 桃　農,LK2 芥藍菜  ,43.0,29.9,23.8,31.3, - 15,280.0, +  9,0
113/11/03,900 屏東市,LK2 芥藍菜  ,29.2,21.4,4.5,19.6, - 29,300.0, -  6,0
113/11/03,420 豐原區,LK2 芥藍菜  ,47.5,29.8,23.6,32.1, +  2,360.0, + 16,0
113/11/03,104 台北二,LK2 芥藍菜  ,49.2,34.3,22.8,35.0, - 27,975.0, +110,0
113/11/03,241 三重區,LK2 芥藍菜  ,42.0,28.1,20.0,29.3, - 59,176.0, +363,0
113/11/03,930 台東市,LK2 芥藍菜  ,80.0,80.0,28.0,62.0, + 77,650.0, + 58,0
113/11/03,400 台中市,LK2 芥藍菜  ,49.0,32.2,25.0,36.8, +  5,252.0, -  7,0
113/11/03,800 高雄市,LK2 芥藍菜  ,65.0,61.1,27.8,55.19, + 38,1036.0, +147,0
113/11/03,220 板橋區,LK2 芥藍菜  ,50.0,34.1,12.6,33.0, - 27,420.0, + 50,0
113/11/03,109 台北一,LK2 芥藍菜  ,54.1,34.3,20.4,35.5, - 30,2418.0, +182,0
113/11/03,514 溪湖鎮,LK2 芥藍菜  ,50.0,37.0,22.5,36.7, - 10,280.0, -  7,0
113/11/04,648 西螺鎮,LK2 芥藍菜  ,54.4,45.0,25.0,43.2, +  2,5773.0, +  0,0
113/11/04,514 溪湖鎮,LK2 芥藍菜  ,50.0,37.0,22.5,36.7,    0,280.0,    0,0
113/11/05,930 台東市,LK2 芥藍菜  ,80.0,50.0,45.0,58.0, -  6,558.0, - 14,0
113/11/05,420 豐原區,LK2 芥藍菜  ,49.4,29.4,16.9,30.9, -  4,360.0,    0,0
113/11/05,514 溪湖鎮,LK2 芥藍菜  ,54.7,40.7,25.0,40.3, + 10,280.0,    0,0
113/11/05,109 台北一,LK2 芥藍菜  ,77.3,42.2,24.4,45.6, + 28,2341.0, -  3,0
113/11/05,648 西螺鎮,LK2 芥藍菜  ,53.6,45.0,25.0,43.5, +  1,5400.0, -  6,0
113/11/05,900 屏東市,LK2 芥藍菜  ,22.5,18.5,10.0,17.6, - 10,460.0, + 53,0
113/11/05,338 桃　農,LK2 芥藍菜  ,43.0,35.9,25.5,35.2, + 12,387.0, + 38,0
113/11/05,220 板橋區,LK2 芥藍菜  ,46.0,26.8,10.5,27.4, - 17,776.0, + 85,0
113/11/05,241 三重區,LK2 芥藍菜  ,42.0,29.4,22.4,30.5, +  4,218.0, + 24,0
113/11/05,800 高雄市,LK2 芥藍菜  ,67.0,58.7,35.0,55.64, +  1,1317.0, + 27,0
113/11/05,400 台中市,LK2 芥藍菜  ,47.7,32.6,24.0,35.4, -  4,341.0, + 35,0
113/11/05,104 台北二,LK2 芥藍菜  ,50.3,26.9,18.3,29.8, - 15,1321.0, + 35,0
113/11/06,648 西螺鎮,LK2 芥藍菜  ,54.1,44.8,25.0,43.2, -  1,5761.0, +  7,0
113/11/06,220 板橋區,LK2 芥藍菜  ,53.0,34.5,26.0,36.5, + 33,179.0, - 77,0
113/11/06,400 台中市,LK2 芥藍菜  ,33.5,28.3,22.5,27.8, - 21,217.0, - 36,0
113/11/06,514 溪湖鎮,LK2 芥藍菜  ,54.3,41.6,25.0,40.8, +  1,279.0, -  0,0
113/11/06,104 台北二,LK2 芥藍菜  ,51.0,36.8,16.7,35.6, + 19,600.0, - 55,0
113/11/06,241 三重區,LK2 芥藍菜  ,25.0,25.0,25.0,25.0, - 18,80.0, - 63,0
113/11/06,930 台東市,LK2 芥藍菜  ,80.0,80.0,28.0,62.0, +  7,530.0, -  5,0
113/11/06,420 豐原區,LK2 芥藍菜  ,47.0,35.5,24.0,35.5, + 15,100.0, - 72,0
113/11/06,109 台北一,LK2 芥藍菜  ,62.7,49.3,28.6,47.8, +  5,1715.0, - 27,0
113/11/06,800 高雄市,LK2 芥藍菜  ,69.0,64.0,48.3,61.86, + 11,840.0, - 36,0
113/11/06,338 桃　農,LK2 芥藍菜  ,35.0,32.7,20.2,30.6, - 13,440.0, + 14,0
