日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
110/11/01,648 西螺鎮,LK2 芥藍菜  ,55.0,44.0,24.5,41.8, + 17,5073.0, -  5,0
110/11/01,514 溪湖鎮,LK2 芥藍菜  ,45.9,34.2,20.0,33.7,    0,210.0, - 13,0
110/11/02,514 溪湖鎮,LK2 芥藍菜  ,45.9,34.2,20.0,33.7,    0,160.0, - 24,0
110/11/02,800 高雄市,LK2 芥藍菜  ,66.0,63.6,47.9,60.9, +  1,959.0, -  8,0
110/11/02,241 三重區,LK2 芥藍菜  ,60.0,56.3,50.0,55.8, +  3,156.0, + 34,0
110/11/02,648 西螺鎮,LK2 芥藍菜  ,54.6,43.1,25.0,42.1, +  1,4797.0, -  5,0
110/11/02,109 台北一,LK2 芥藍菜  ,116.8,76.1,43.9,77.8, + 12,1923.0, + 10,0
110/11/02,220 板橋區,LK2 芥藍菜  ,63.0,58.0,44.7,56.3, + 23,605.0, +215,0
110/11/02,400 台中市,LK2 芥藍菜  ,56.0,51.7,28.0,38.9, - 11,175.0, +265,0
110/11/02,900 屏東市,LK2 芥藍菜  ,25.7,23.7,20.0,23.4, - 42,4469.0, +999,0
110/11/02,104 台北二,LK2 芥藍菜  ,55.0,47.3,30.9,45.6, +  2,596.0, + 31,0
110/11/02,830 鳳山區,LK2 芥藍菜  ,25.4,18.1,14.1,18.7, +  7,1610.0, + 61,0
110/11/02,338 桃　農,LK2 芥藍菜  ,67.0,45.6,25.0,45.7, + 52,110.0, +267,0
110/11/02,930 台東市,LK2 芥藍菜  ,75.0,43.0,32.0,45.0,    0,690.0, +  5,0
110/11/03,514 溪湖鎮,LK2 芥藍菜  ,55.0,40.8,24.5,40.4, + 20,160.0,    0,0
110/11/03,400 台中市,LK2 芥藍菜  ,51.0,45.5,40.0,42.8, + 10,80.0, - 54,0
110/11/03,900 屏東市,LK2 芥藍菜  ,50.0,50.0,50.0,50.0, +114,60.0, - 99,0
110/11/03,648 西螺鎮,LK2 芥藍菜  ,55.0,42.8,23.6,40.5, -  4,5486.0, + 14,0
110/11/03,104 台北二,LK2 芥藍菜  ,54.5,45.4,33.1,44.8, -  2,479.0, - 20,0
110/11/03,241 三重區,LK2 芥藍菜  ,60.0,58.2,45.2,55.9, +  0,138.0, - 12,0
110/11/03,830 鳳山區,LK2 芥藍菜  ,44.1,16.5,14.0,21.5, + 15,1090.0, - 32,0
110/11/03,109 台北一,LK2 芥藍菜  ,98.7,71.9,23.3,67.6, - 13,2316.0, + 20,0
110/11/03,338 桃　農,LK2 芥藍菜  ,48.0,33.5,22.1,34.1, - 25,190.0, + 73,0
110/11/03,220 板橋區,LK2 芥藍菜  ,66.9,49.0,24.2,47.6, - 15,518.0, - 14,0
110/11/03,930 台東市,LK2 芥藍菜  ,75.0,47.0,32.0,45.0,    0,670.0, -  3,0
110/11/03,800 高雄市,LK2 芥藍菜  ,66.0,61.4,44.6,58.9, -  3,760.0, - 21,0
110/11/04,800 高雄市,LK2 芥藍菜  ,66.9,59.1,38.8,56.6, -  4,1077.0, + 42,0
110/11/04,104 台北二,LK2 芥藍菜  ,44.0,38.6,23.4,36.6, - 18,605.0, + 26,0
110/11/04,400 台中市,LK2 芥藍菜  ,47.0,38.2,32.7,37.9, - 11,366.0, +358,0
110/11/04,830 鳳山區,LK2 芥藍菜  ,37.1,23.3,16.1,24.6, + 14,1220.0, + 12,0
110/11/04,420 豐原區,LK2 芥藍菜  ,50.0,42.5,35.0,42.5,  -  ,200.0,  -  ,0
110/11/04,220 板橋區,LK2 芥藍菜  ,59.6,51.8,38.1,50.6, +  6,370.0, - 29,0
110/11/04,109 台北一,LK2 芥藍菜  ,78.4,50.8,27.9,51.7, - 24,2239.0, -  3,0
110/11/04,241 三重區,LK2 芥藍菜  ,58.0,51.1,36.4,49.6, - 11,140.0, +  1,0
110/11/04,900 屏東市,LK2 芥藍菜  ,36.4,28.3,20.0,28.2, - 44,360.0, +500,0
110/11/04,930 台東市,LK2 芥藍菜  ,75.0,45.0,31.0,45.0,    0,630.0, -  6,0
110/11/04,514 溪湖鎮,LK2 芥藍菜  ,52.8,42.2,25.0,40.9, +  1,196.0, + 23,0
