日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
107/11/01,104 台北二,LK2 芥藍菜  ,24.3,17.6,10.5,17.6, + 28,1578.0, - 32,0
107/11/01,900 屏東市,LK2 芥藍菜  ,16.1,11.9,10.0,11.9, - 14,1722.0, - 21,0
107/11/01,338 桃　農,LK2 芥藍菜  ,14.2,8.1,5.8,8.9, - 41,500.0, + 32,0
107/11/01,648 西螺鎮,LK2 芥藍菜  ,20.0,16.9,10.0,16.1, +  2,9462.0, -  7,0
107/11/01,514 溪湖鎮,LK2 芥藍菜  ,20.0,17.0,10.0,15.5, + 37,900.0, - 18,0
107/11/01,420 豐原區,LK2 芥藍菜  ,12.4,10.0,8.4,10.16, - 35,2500.0, +213,0
107/11/01,800 高雄市,LK2 芥藍菜  ,32.0,24.8,7.3,22.7, -  8,2150.0, + 30,0
107/11/01,241 三重區,LK2 芥藍菜  ,23.0,12.6,7.0,13.6, - 19,540.0, + 59,0
107/11/01,260 宜蘭市,LK2 芥藍菜  ,20.0,10.0,5.0,10.0,  -  ,2350.0,  -  ,0
107/11/01,830 鳳山區,LK2 芥藍菜  ,15.2,12.3,10.0,12.4, -  3,2420.0, -  0,0
107/11/01,109 台北一,LK2 芥藍菜  ,32.4,17.1,9.8,18.7, + 25,5578.0, - 14,0
107/11/01,400 台中市,LK2 芥藍菜  ,16.8,12.6,9.6,13.5, + 25,1140.0, +  2,0
107/11/01,220 板橋區,LK2 芥藍菜  ,14.2,13.9,7.8,12.7, -  6,920.0, - 10,0
107/11/01,930 台東市,LK2 芥藍菜  ,30.0,20.0,10.0,20.0,    0,600.0, +  3,0
107/11/02,109 台北一,LK2 芥藍菜  ,37.6,19.5,11.3,21.5, + 15,5102.0, -  9,0
107/11/02,400 台中市,LK2 芥藍菜  ,25.3,17.6,13.7,17.0, + 26,458.0, - 60,0
107/11/02,420 豐原區,LK2 芥藍菜  ,14.4,11.2,9.4,11.46, + 13,2400.0, -  4,0
107/11/02,220 板橋區,LK2 芥藍菜  ,17.0,16.1,11.0,15.3, + 20,669.0, - 27,0
107/11/02,648 西螺鎮,LK2 芥藍菜  ,22.0,17.1,10.0,17.0, +  6,8431.0, - 11,0
107/11/02,900 屏東市,LK2 芥藍菜  ,21.6,15.8,12.0,15.8, + 33,1971.0, + 14,0
107/11/02,930 台東市,LK2 芥藍菜  ,30.0,20.0,10.0,20.0,    0,560.0, -  7,0
107/11/02,800 高雄市,LK2 芥藍菜  ,34.0,28.2,14.7,26.6, + 17,1150.0, - 47,0
107/11/02,241 三重區,LK2 芥藍菜  ,25.0,17.0,9.1,17.0, + 25,280.0, - 48,0
107/11/02,514 溪湖鎮,LK2 芥藍菜  ,20.0,17.0,10.2,15.6, +  1,900.0,    0,0
107/11/02,830 鳳山區,LK2 芥藍菜  ,17.0,14.0,12.1,14.2, + 15,1910.0, - 21,0
107/11/02,260 宜蘭市,LK2 芥藍菜  ,20.0,10.0,5.0,10.0,    0,2150.0, -  9,0
107/11/02,104 台北二,LK2 芥藍菜  ,28.7,16.3,9.9,17.5, -  1,2264.0, + 43,0
107/11/02,338 桃　農,LK2 芥藍菜  ,27.0,23.5,21.0,23.7, +166,180.0, - 64,0
107/11/03,648 西螺鎮,LK2 芥藍菜  ,24.9,19.4,12.5,19.2, + 13,8650.0, +  3,0
107/11/03,420 豐原區,LK2 芥藍菜  ,13.0,13.0,13.0,13.0, + 13,200.0, - 92,0
107/11/03,900 屏東市,LK2 芥藍菜  ,21.9,19.2,16.0,19.1, + 21,976.0, - 50,0
107/11/03,104 台北二,LK2 芥藍菜  ,35.9,26.3,21.7,27.3, + 56,972.0, - 57,0
107/11/03,338 桃　農,LK2 芥藍菜  ,37.0,23.0,16.0,24.4, +  3,100.0, - 44,0
107/11/03,400 台中市,LK2 芥藍菜  ,26.3,18.8,14.3,17.3, +  2,473.0, +  3,0
107/11/03,241 三重區,LK2 芥藍菜  ,28.0,26.5,10.0,23.5, + 38,160.0, - 43,0
107/11/03,109 台北一,LK2 芥藍菜  ,29.6,16.5,9.2,17.7, - 18,5539.0, +  9,0
107/11/03,800 高雄市,LK2 芥藍菜  ,33.1,27.8,18.4,27.0, +  2,1200.0, +  4,0
107/11/03,930 台東市,LK2 芥藍菜  ,30.0,20.0,10.0,20.0,    0,580.0, +  4,0
107/11/03,514 溪湖鎮,LK2 芥藍菜  ,20.0,17.0,10.0,15.5, -  1,900.0,    0,0
107/11/03,220 板橋區,LK2 芥藍菜  ,20.0,18.2,11.8,17.3, + 13,729.0, +  9,0
107/11/03,830 鳳山區,LK2 芥藍菜  ,22.3,15.9,14.1,16.8, + 18,1760.0, -  8,0
107/11/04,400 台中市,LK2 芥藍菜  ,20.5,16.2,12.0,15.7, -  9,667.0, + 41,0
107/11/04,830 鳳山區,LK2 芥藍菜  ,20.3,15.2,14.1,16.0, -  5,1520.0, - 14,0
107/11/04,514 溪湖鎮,LK2 芥藍菜  ,22.0,17.0,10.0,15.9, +  3,980.0, +  9,0
107/11/04,420 豐原區,LK2 芥藍菜  ,22.7,17.2,14.0,17.64, + 36,2200.0, +999,0
107/11/04,109 台北一,LK2 芥藍菜  ,33.6,14.9,8.2,17.3, -  2,5241.0, -  5,0
