日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
109/11/01,420 豐原區,LK2 芥藍菜  ,32.6,19.2,15.0,21.04, -  7,960.0,    0,0
109/11/01,514 溪湖鎮,LK2 芥藍菜  ,37.4,25.8,17.5,25.7, +  4,400.0,    0,0
109/11/01,900 屏東市,LK2 芥藍菜  ,29.2,26.7,15.3,24.9, + 41,540.0, - 79,0
109/11/01,400 台中市,LK2 芥藍菜  ,37.5,31.5,30.0,31.5, + 12,277.0, - 38,0
109/11/01,830 鳳山區,LK2 芥藍菜  ,30.0,21.5,17.1,22.3, + 48,1290.0, -  4,0
109/11/01,109 台北一,LK2 芥藍菜  ,74.3,41.5,18.1,43.4, + 20,2661.0, +  8,0
109/11/01,241 三重區,LK2 芥藍菜  ,25.0,15.0,15.0,17.0, - 40,50.0, - 67,0
109/11/01,800 高雄市,LK2 芥藍菜  ,54.0,48.6,34.8,46.9, +  0,1285.0, - 14,0
109/11/01,930 台東市,LK2 芥藍菜  ,55.0,24.0,15.0,26.0,    0,840.0, + 11,0
109/11/01,104 台北二,LK2 芥藍菜  ,50.8,37.4,18.3,36.3, + 13,574.0, -  9,0
109/11/01,220 板橋區,LK2 芥藍菜  ,29.0,28.0,24.0,27.4, -  1,365.0, - 12,0
109/11/02,514 溪湖鎮,LK2 芥藍菜  ,37.7,23.8,17.5,25.3, -  2,380.0, -  5,0
109/11/02,648 西螺鎮,LK2 芥藍菜  ,42.5,31.8,20.0,30.9, +  1,4730.0, + 13,0
109/11/03,109 台北一,LK2 芥藍菜  ,102.9,51.2,34.8,58.2, + 34,2044.0, - 23,0
109/11/03,400 台中市,LK2 芥藍菜  ,43.0,35.0,28.5,32.1, +  2,190.0, - 31,0
109/11/03,648 西螺鎮,LK2 芥藍菜  ,42.5,31.6,20.0,31.0, +  0,4415.0, -  7,0
109/11/03,514 溪湖鎮,LK2 芥藍菜  ,42.0,30.0,20.0,30.4, + 20,380.0,    0,0
109/11/03,338 桃　農,LK2 芥藍菜  ,36.0,36.0,36.0,36.0,  -  ,60.0,  -  ,0
109/11/03,104 台北二,LK2 芥藍菜  ,52.9,33.0,19.2,34.2, -  6,770.0, + 34,0
109/11/03,420 豐原區,LK2 芥藍菜  ,25.0,20.2,20.0,21.14, +  0,1100.0, + 15,0
109/11/03,220 板橋區,LK2 芥藍菜  ,41.2,38.4,31.4,37.6, + 37,670.0, + 84,0
109/11/03,830 鳳山區,LK2 芥藍菜  ,39.4,22.7,17.1,24.9, + 12,970.0, - 25,0
109/11/03,900 屏東市,LK2 芥藍菜  ,40.5,28.5,25.5,28.5, + 14,100.0, - 81,0
109/11/03,800 高雄市,LK2 芥藍菜  ,55.0,49.6,45.0,49.8, +  6,1000.0, - 22,0
109/11/03,512 永靖鄉,LK2 芥藍菜  ,42.0,31.0,15.0,31.9,  -  ,703.0,  -  ,0
109/11/03,930 台東市,LK2 芥藍菜  ,55.0,23.0,18.0,23.0, - 12,1120.0, + 33,0
109/11/03,241 三重區,LK2 芥藍菜  ,30.0,30.0,30.0,30.0, + 76,10.0, - 80,0
109/11/04,514 溪湖鎮,LK2 芥藍菜  ,42.4,29.8,20.0,30.4,    0,350.0, -  8,0
109/11/04,241 三重區,LK2 芥藍菜  ,48.0,42.6,20.0,39.2, + 31,270.0, +999,0
109/11/04,220 板橋區,LK2 芥藍菜  ,39.0,36.5,26.0,34.9, -  7,564.0, - 16,0
109/11/04,338 桃　農,LK2 芥藍菜  ,45.0,45.0,45.0,45.0, + 25,60.0,    0,0
109/11/04,109 台北一,LK2 芥藍菜  ,101.8,46.8,27.7,54.0, -  7,2519.0, + 23,0
109/11/04,800 高雄市,LK2 芥藍菜  ,54.0,48.0,44.0,48.4, -  3,1470.0, + 47,0
109/11/04,104 台北二,LK2 芥藍菜  ,48.6,37.2,24.2,36.9, +  8,588.0, - 24,0
109/11/04,260 宜蘭市,LK2 芥藍菜  ,120.0,60.0,20.0,60.0,  -  ,1130.0,  -  ,0
109/11/04,648 西螺鎮,LK2 芥藍菜  ,40.8,31.8,20.0,31.4, +  1,4648.0, +  5,0
109/11/04,830 鳳山區,LK2 芥藍菜  ,36.0,24.3,16.0,25.0, +  0,940.0, -  3,0
109/11/04,900 屏東市,LK2 芥藍菜  ,25.3,21.1,20.0,21.1, - 26,913.0, +813,0
109/11/04,420 豐原區,LK2 芥藍菜  ,40.0,25.0,18.0,26.62, + 26,1050.0, -  5,0
109/11/04,930 台東市,LK2 芥藍菜  ,55.0,23.0,15.0,23.0,    0,690.0, - 38,0
109/11/04,400 台中市,LK2 芥藍菜  ,36.0,30.3,20.5,25.3, - 21,675.0, +255,0
109/11/05,338 桃　農,LK2 芥藍菜  ,37.0,35.3,27.8,34.1, - 24,261.0, +335,0
109/11/05,800 高雄市,LK2 芥藍菜  ,54.0,48.1,41.4,47.9, -  1,1437.0, -  2,0
109/11/05,930 台東市,LK2 芥藍菜  ,60.0,30.0,23.0,31.0, + 35,880.0, + 28,0
109/11/05,400 台中市,LK2 芥藍菜  ,38.0,31.4,28.0,31.4, + 24,230.0, - 66,0
109/11/05,220 板橋區,LK2 芥藍菜  ,45.9,41.0,24.4,38.7, + 11,337.0, - 40,0
109/11/05,514 溪湖鎮,LK2 芥藍菜  ,42.8,29.7,20.0,30.4,    0,300.0, - 14,0
109/11/05,420 豐原區,LK2 芥藍菜  ,32.0,23.5,15.0,23.5, - 12,600.0, - 43,0
109/11/05,241 三重區,LK2 芥藍菜  ,50.0,45.4,33.0,43.8, + 12,230.0, - 15,0
109/11/05,104 台北二,LK2 芥藍菜  ,44.9,35.3,21.6,34.5, -  7,622.0, +  6,0
109/11/05,109 台北一,LK2 芥藍菜  ,115.6,53.9,25.0,60.5, + 12,2692.0, +  7,0
109/11/05,648 西螺鎮,LK2 芥藍菜  ,42.5,31.9,20.0,31.1, -  1,4323.0, -  7,0
109/11/05,900 屏東市,LK2 芥藍菜  ,29.3,25.4,22.1,25.4, + 20,340.0, - 63,0
109/11/05,830 鳳山區,LK2 芥藍菜  ,35.5,20.6,15.2,22.5, - 10,1310.0, + 39,0
109/11/06,514 溪湖鎮,LK2 芥藍菜  ,40.8,29.6,20.0,29.9, -  2,300.0,    0,0
109/11/06,800 高雄市,LK2 芥藍菜  ,54.0,47.6,35.8,46.5, -  3,964.0, - 33,0
109/11/06,930 台東市,LK2 芥藍菜  ,60.0,30.0,20.0,31.0,    0,650.0, - 26,0
109/11/06,241 三重區,LK2 芥藍菜  ,50.0,43.9,29.7,42.3, -  3,330.0, + 43,0
109/11/06,830 鳳山區,LK2 芥藍菜  ,35.1,21.2,15.1,22.8, +  1,1370.0, +  5,0
109/11/06,420 豐原區,LK2 芥藍菜  ,30.0,25.8,20.0,25.51, +  9,890.0, + 48,0
109/11/06,104 台北二,LK2 芥藍菜  ,45.0,38.8,31.5,38.6, + 12,456.0, - 27,0
109/11/06,400 台中市,LK2 芥藍菜  ,33.5,31.7,28.5,30.5, -  3,241.0, +  5,0
109/11/06,648 西螺鎮,LK2 芥藍菜  ,42.5,31.9,20.0,31.5, +  1,4555.0, +  5,0
109/11/06,338 桃　農,LK2 芥藍菜  ,36.0,35.4,32.0,34.9, +  2,140.0, - 46,0
109/11/06,109 台北一,LK2 芥藍菜  ,93.8,43.2,26.3,50.0, - 17,3090.0, + 15,0
109/11/06,220 板橋區,LK2 芥藍菜  ,55.4,43.2,28.0,42.6, + 10,472.0, + 40,0
109/11/06,900 屏東市,LK2 芥藍菜  ,34.8,27.2,17.6,26.8, +  6,240.0, - 29,0
109/11/07,514 溪湖鎮,LK2 芥藍菜  ,42.5,30.0,20.0,30.5, +  2,290.0, -  3,0
109/11/07,338 桃　農,LK2 芥藍菜  ,43.0,43.0,43.0,43.0, + 23,60.0, - 57,0
109/11/07,800 高雄市,LK2 芥藍菜  ,56.0,51.2,36.6,49.2, +  6,1247.0, + 29,0
109/11/07,220 板橋區,LK2 芥藍菜  ,47.0,39.7,26.3,38.5, - 10,595.0, + 26,0
109/11/07,109 台北一,LK2 芥藍菜  ,92.3,40.4,23.6,47.4, -  5,2603.0, - 16,0
109/11/07,400 台中市,LK2 芥藍菜  ,44.0,33.0,27.0,33.4, + 10,305.0, + 27,0
109/11/07,830 鳳山區,LK2 芥藍菜  ,34.3,20.0,15.2,21.9, -  4,1330.0, -  3,0
109/11/07,930 台東市,LK2 芥藍菜  ,60.0,30.0,22.0,31.0,    0,740.0, + 14,0
109/11/07,420 豐原區,LK2 芥藍菜  ,30.0,25.7,15.0,24.43, -  4,1760.0, + 98,0
109/11/07,648 西螺鎮,LK2 芥藍菜  ,45.0,34.4,20.0,33.4, +  6,4397.0, -  3,0
109/11/07,241 三重區,LK2 芥藍菜  ,53.0,46.0,15.0,41.2, -  3,290.0, - 12,0
109/11/07,900 屏東市,LK2 芥藍菜  ,42.9,27.5,16.7,27.5, +  3,255.0, +  6,0
109/11/07,104 台北二,LK2 芥藍菜  ,41.2,34.5,25.1,34.0, - 12,508.0, + 11,0
109/11/08,241 三重區,LK2 芥藍菜  ,53.0,52.2,21.9,46.3, + 12,210.0, - 28,0
109/11/08,109 台北一,LK2 芥藍菜  ,97.9,52.3,32.2,57.4, + 21,1950.0, - 25,0
109/11/08,830 鳳山區,LK2 芥藍菜  ,42.6,21.4,15.2,24.4, + 11,1060.0, - 20,0
109/11/08,220 板橋區,LK2 芥藍菜  ,48.5,40.0,29.7,39.6, +  3,471.0, - 21,0
109/11/08,400 台中市,LK2 芥藍菜  ,49.5,45.2,31.0,39.8, + 19,180.0, - 41,0
