日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
110/11/01,648 西螺鎮,LH2 菠菜 角葉 ,100.0,86.7,50.0,82.0,  -  ,2415.0,  -  ,0
110/11/02,220 板橋區,LH2 菠菜 角葉 ,77.7,70.3,54.1,68.5, +  5,2387.0, + 56,0
110/11/02,338 桃　農,LH2 菠菜 角葉 ,82.0,61.4,36.7,60.6, - 12,950.0, + 46,0
110/11/02,800 高雄市,LH1 菠菜 圓葉 ,72.6,66.2,52.4,64.7,  -  ,466.0,  -  ,0
110/11/02,109 台北一,LH1 菠菜 圓葉 ,108.6,79.3,54.5,80.2, - 14,6982.0, + 53,0
110/11/02,830 鳳山區,LH1 菠菜 圓葉 ,74.0,31.9,22.4,38.4, - 13,760.0, +138,0
110/11/02,400 台中市,LH2 菠菜 角葉 ,93.5,79.3,69.7,80.5, +  0,1050.0, - 16,0
110/11/02,400 台中市,LH1 菠菜 圓葉 ,97.0,89.6,67.5,87.9, +  4,193.0, +172,0
110/11/02,338 桃　農,LH1 菠菜 圓葉 ,105.0,78.1,62.2,80.3, - 16,1405.0, +132,0
110/11/02,241 三重區,LH2 菠菜 角葉 ,69.8,62.9,50.6,61.8, -  1,400.0, + 78,0
110/11/02,220 板橋區,LH1 菠菜 圓葉 ,84.0,74.6,69.6,75.5, - 25,1012.2, +406,0
110/11/02,800 高雄市,LH2 菠菜 角葉 ,105.8,72.8,53.9,75.6, - 17,3119.0, + 11,0
110/11/02,930 台東市,LH1 菠菜 圓葉 ,120.0,74.0,58.0,70.0, -  4,30.0, - 80,0
110/11/02,648 西螺鎮,LH2 菠菜 角葉 ,86.7,73.1,45.7,69.6, - 15,3167.0, + 31,0
110/11/02,104 台北二,LH1 菠菜 圓葉 ,91.1,69.0,54.6,70.6, - 23,4865.0, +103,0
110/11/02,104 台北二,LH2 菠菜 角葉 ,81.4,62.2,47.5,63.1, - 14,1535.0, -  3,0
110/11/02,109 台北一,LH2 菠菜 角葉 ,97.0,66.9,48.2,69.2, - 12,4080.0, + 39,0
110/11/02,241 三重區,LH1 菠菜 圓葉 ,117.2,92.5,72.5,93.4, +  5,728.0, + 29,0
110/11/02,900 屏東市,LH1 菠菜 圓葉 ,79.0,63.4,57.9,63.4,  -  ,2382.0,  -  ,0
110/11/02,900 屏東市,LH2 菠菜 角葉 ,84.2,38.6,15.0,38.6, - 44,2369.0, + 75,0
110/11/03,338 桃　農,LH2 菠菜 角葉 ,56.0,53.5,39.6,51.2, - 16,575.0, - 39,0
110/11/03,338 桃　農,LH1 菠菜 圓葉 ,80.6,63.0,47.0,63.3, - 21,2240.0, + 59,0
110/11/03,400 台中市,LH2 菠菜 角葉 ,82.6,64.4,46.0,60.8, - 24,1340.0, + 28,0
110/11/03,400 台中市,LH1 菠菜 圓葉 ,91.8,71.7,55.8,72.8, - 17,701.0, +263,0
110/11/03,109 台北一,LH1 菠菜 圓葉 ,111.7,66.3,48.6,71.8, - 10,7152.0, +  2,0
110/11/03,104 台北二,LH2 菠菜 角葉 ,76.4,50.7,33.1,52.3, - 17,1235.0, - 20,0
110/11/03,104 台北二,LH1 菠菜 圓葉 ,87.2,69.1,49.1,68.7, -  3,4579.0, -  6,0
110/11/03,830 鳳山區,LH1 菠菜 圓葉 ,73.9,31.0,20.2,37.4, -  3,820.0, +  8,0
110/11/03,109 台北一,LH2 菠菜 角葉 ,78.9,65.6,53.6,65.8, -  5,2694.0, - 34,0
110/11/03,900 屏東市,LH2 菠菜 角葉 ,73.2,61.9,54.1,61.9, + 60,1070.0, - 55,0
110/11/03,241 三重區,LH1 菠菜 圓葉 ,88.3,65.2,43.6,65.5, - 30,1828.0, +151,0
110/11/03,241 三重區,LH2 菠菜 角葉 ,58.6,43.5,32.2,44.3, - 28,880.0, +120,0
110/11/03,220 板橋區,LH1 菠菜 圓葉 ,69.1,53.8,40.0,54.1, - 28,1485.8, + 47,0
110/11/03,220 板橋區,LH2 菠菜 角葉 ,67.0,58.9,39.0,56.6, - 17,2309.0, -  3,0
110/11/03,800 高雄市,LH1 菠菜 圓葉 ,106.6,78.1,65.8,81.3, + 26,1049.0, +125,0
110/11/03,800 高雄市,LH2 菠菜 角葉 ,105.7,65.7,47.9,70.1, -  7,1634.0, - 48,0
110/11/03,930 台東市,LH1 菠菜 圓葉 ,120.0,74.0,66.0,70.0,    0,30.0,    0,0
110/11/03,900 屏東市,LH1 菠菜 圓葉 ,74.5,57.5,15.0,52.4, - 17,1620.0, - 32,0
110/11/03,648 西螺鎮,LH2 菠菜 角葉 ,80.0,66.4,40.0,63.4, -  9,3593.0, + 13,0
110/11/03,420 豐原區,LH2 菠菜 角葉 ,85.0,85.0,85.0,85.0,  -  ,100.0,  -  ,0
110/11/04,648 西螺鎮,LH2 菠菜 角葉 ,73.0,58.8,36.2,57.2, - 10,4908.0, + 37,0
110/11/04,104 台北二,LH1 菠菜 圓葉 ,70.9,56.3,45.2,57.0, - 17,5890.0, + 29,0
110/11/04,338 桃　農,LH2 菠菜 角葉 ,53.0,48.1,45.4,48.5, -  5,340.0, - 41,0
110/11/04,338 桃　農,LH1 菠菜 圓葉 ,81.7,70.0,54.7,69.3, +  9,2085.0, -  7,0
110/11/04,104 台北二,LH2 菠菜 角葉 ,66.4,43.7,26.4,44.8, - 14,1325.0, +  7,0
110/11/04,109 台北一,LH1 菠菜 圓葉 ,94.2,59.2,42.6,62.9, - 12,8487.0, + 19,0
110/11/04,830 鳳山區,LH1 菠菜 圓葉 ,57.0,26.8,20.0,31.5, - 16,940.0, + 15,0
110/11/04,241 三重區,LH1 菠菜 圓葉 ,77.0,54.7,36.2,55.5, - 15,1686.0, -  8,0
110/11/04,241 三重區,LH2 菠菜 角葉 ,40.1,34.2,30.0,34.5, - 22,890.0, +  1,0
110/11/04,800 高雄市,LH1 菠菜 圓葉 ,91.8,66.0,52.7,68.5, - 16,822.0, - 22,0
110/11/04,109 台北一,LH2 菠菜 角葉 ,66.2,48.7,33.5,49.2, - 25,4019.0, + 49,0
110/11/04,800 高雄市,LH2 菠菜 角葉 ,109.5,71.4,48.0,74.3, +  6,2270.0, + 39,0
110/11/04,900 屏東市,LH2 菠菜 角葉 ,61.9,49.4,39.4,49.4, - 20,1115.0, +  4,0
110/11/04,400 台中市,LH2 菠菜 角葉 ,74.3,56.7,34.2,48.3, - 21,1450.0, +  8,0
110/11/04,400 台中市,LH1 菠菜 圓葉 ,76.7,53.8,41.6,54.7, - 25,992.0, + 42,0
110/11/04,420 豐原區,LH2 菠菜 角葉 ,75.0,75.0,75.0,75.0, - 12,100.0,    0,0
110/11/04,900 屏東市,LH1 菠菜 圓葉 ,56.6,44.9,15.0,41.3, - 21,1680.0, +  4,0
110/11/04,220 板橋區,LH2 菠菜 角葉 ,60.0,50.6,37.8,49.9, - 12,1689.0, - 27,0
110/11/04,220 板橋區,LH1 菠菜 圓葉 ,64.1,52.4,35.0,51.2, -  5,560.0, - 62,0
110/11/04,930 台東市,LH1 菠菜 圓葉 ,110.0,74.0,58.0,70.0,    0,30.0,    0,0
110/11/05,104 台北二,LH1 菠菜 圓葉 ,87.2,67.6,54.1,68.8, + 21,3905.0, - 34,0
110/11/05,220 板橋區,LH2 菠菜 角葉 ,55.7,49.2,37.9,48.3, -  3,2178.5, + 29,0
110/11/05,220 板橋區,LH1 菠菜 圓葉 ,59.4,49.7,40.2,49.7, -  3,1035.0, + 85,0
110/11/05,241 三重區,LH1 菠菜 圓葉 ,65.7,58.1,45.7,57.1, +  3,1564.0, -  7,0
110/11/05,648 西螺鎮,LH2 菠菜 角葉 ,66.4,50.6,33.4,50.6, - 12,5997.0, + 22,0
110/11/05,420 豐原區,LH1 菠菜 圓葉 ,63.0,63.0,63.0,63.0,  -  ,36.0,  -  ,0
110/11/05,338 桃　農,LH1 菠菜 圓葉 ,68.9,54.0,41.6,54.5, - 21,2355.0, + 13,0
110/11/05,800 高雄市,LH1 菠菜 圓葉 ,88.7,66.7,51.9,68.2, -  0,2225.0, +171,0
110/11/05,900 屏東市,LH2 菠菜 角葉 ,47.1,40.0,34.0,40.0, - 19,540.0, - 52,0
110/11/05,900 屏東市,LH1 菠菜 圓葉 ,54.0,31.5,15.0,31.5, - 24,1525.0, -  9,0
110/11/05,800 高雄市,LH2 菠菜 角葉 ,96.4,59.2,32.9,61.4, - 17,2699.0, + 19,0
110/11/05,830 鳳山區,LH1 菠菜 圓葉 ,53.6,26.4,18.1,30.2, -  4,1030.0, + 10,0
110/11/05,400 台中市,LH1 菠菜 圓葉 ,72.0,58.8,43.8,58.4, +  7,923.0, -  7,0
110/11/05,930 台東市,LH1 菠菜 圓葉 ,110.0,72.0,59.0,70.0,    0,30.0,    0,0
110/11/05,109 台北一,LH1 菠菜 圓葉 ,82.4,62.5,43.0,62.6, -  0,8030.0, -  5,0
110/11/05,109 台北一,LH2 菠菜 角葉 ,57.8,45.0,34.8,45.5, -  8,3415.0, - 15,0
110/11/05,104 台北二,LH2 菠菜 角葉 ,64.9,51.6,37.2,51.4, + 15,1015.0, - 23,0
110/11/05,241 三重區,LH2 菠菜 角葉 ,30.0,30.0,30.0,30.0, - 13,50.0, - 94,0
110/11/05,400 台中市,LH2 菠菜 角葉 ,30.3,29.0,17.7,25.3, - 48,1075.0, - 26,0
110/11/06,338 桃　農,LH1 菠菜 圓葉 ,67.3,47.1,35.0,48.7, - 11,2315.0, -  2,0
110/11/06,104 台北二,LH2 菠菜 角葉 ,62.1,40.1,25.0,41.5, - 19,1587.0, + 56,0
110/11/06,830 鳳山區,LH1 菠菜 圓葉 ,53.0,24.8,17.2,28.9, -  4,1080.0, +  5,0
110/11/06,241 三重區,LH2 菠菜 角葉 ,34.0,27.0,25.0,28.0, -  7,150.0, +200,0
110/11/06,241 三重區,LH1 菠菜 圓葉 ,68.5,50.6,32.8,50.6, - 11,1648.0, +  5,0
110/11/06,900 屏東市,LH1 菠菜 圓葉 ,62.8,45.8,31.8,45.8, + 45,1261.0, - 17,0
110/11/06,338 桃　農,LH2 菠菜 角葉 ,25.0,23.3,20.0,23.0,  -  ,125.0,  -  ,0
110/11/06,800 高雄市,LH2 菠菜 角葉 ,73.4,43.9,31.8,47.4, - 23,2096.0, - 22,0
110/11/06,220 板橋區,LH1 菠菜 圓葉 ,62.1,47.9,29.7,47.1, -  5,888.0, - 14,0
110/11/06,420 豐原區,LH1 菠菜 圓葉 ,60.0,55.0,50.0,55.0, - 13,80.0, +122,0
110/11/06,109 台北一,LH1 菠菜 圓葉 ,76.8,58.6,37.6,58.0, -  7,12253.0, + 53,0
110/11/06,109 台北一,LH2 菠菜 角葉 ,50.8,38.4,24.3,38.0, - 16,4215.0, + 23,0
110/11/06,950 花蓮市,LH2 菠菜 角葉 ,65.0,65.0,64.4,64.9,  -  ,225.0,  -  ,0
110/11/06,220 板橋區,LH2 菠菜 角葉 ,50.0,40.8,30.1,40.5, - 16,3170.0, + 46,0
110/11/06,930 台東市,LH1 菠菜 圓葉 ,120.0,74.0,58.0,70.0,    0,60.0, +100,0
110/11/06,900 屏東市,LH2 菠菜 角葉 ,66.7,55.9,47.0,55.9, + 40,754.0, + 40,0
110/11/06,648 西螺鎮,LH2 菠菜 角葉 ,66.3,53.0,33.3,51.9, +  3,4930.0, - 18,0
110/11/06,400 台中市,LH1 菠菜 圓葉 ,70.8,47.8,26.1,48.6, - 17,1317.0, + 43,0
110/11/06,104 台北二,LH1 菠菜 圓葉 ,85.5,62.5,45.8,63.7, -  7,6340.0, + 62,0
110/11/06,800 高雄市,LH1 菠菜 圓葉 ,87.3,61.5,38.5,62.1, -  9,3055.0, + 37,0
110/11/07,109 台北一,LH1 菠菜 圓葉 ,79.9,52.2,22.2,51.7, - 11,13386.0, +  9,0
110/11/07,830 鳳山區,LH1 菠菜 圓葉 ,52.0,25.1,13.5,28.1, -  3,1020.0, -  6,0
110/11/07,800 高雄市,LH2 菠菜 角葉 ,73.5,44.0,26.3,46.4, -  2,2080.0, -  1,0
110/11/07,420 豐原區,LH1 菠菜 圓葉 ,55.0,44.0,25.0,42.39, - 23,138.0, + 73,0
110/11/07,930 台東市,LH1 菠菜 圓葉 ,120.0,68.0,49.0,70.0,    0,30.0, - 50,0
110/11/07,109 台北一,LH2 菠菜 角葉 ,53.2,41.8,23.8,40.5, +  7,2915.0, - 31,0
110/11/07,800 高雄市,LH1 菠菜 圓葉 ,86.7,68.5,41.1,66.7, +  7,2230.0, - 27,0
110/11/07,241 三重區,LH2 菠菜 角葉 ,67.0,67.0,67.0,67.0, +139,125.0, - 17,0
110/11/07,220 板橋區,LH2 菠菜 角葉 ,43.6,37.0,25.9,36.1, - 11,2734.0, - 14,0
110/11/07,400 台中市,LH2 菠菜 角葉 ,54.0,54.0,38.0,50.8,  -  ,125.0,  -  ,0
110/11/07,400 台中市,LH1 菠菜 圓葉 ,82.4,54.4,31.3,54.4, + 12,1479.0, + 12,0
110/11/07,900 屏東市,LH1 菠菜 圓葉 ,55.0,46.7,27.7,44.5, -  3,1964.0, + 56,0
110/11/07,900 屏東市,LH2 菠菜 角葉 ,51.2,49.2,44.1,48.6, - 13,1005.0, + 33,0
110/11/07,220 板橋區,LH1 菠菜 圓葉 ,58.2,40.5,25.0,40.9, - 13,830.0, -  7,0
110/11/07,104 台北二,LH2 菠菜 角葉 ,64.8,33.9,28.6,39.0, -  6,1381.0, - 13,0
110/11/07,104 台北二,LH1 菠菜 圓葉 ,82.8,55.9,37.0,57.5, - 10,7462.0, + 18,0
110/11/07,338 桃　農,LH1 菠菜 圓葉 ,66.9,49.6,32.6,49.6, +  2,2708.0, + 17,0
110/11/07,338 桃　農,LH2 菠菜 角葉 ,35.8,29.2,25.0,29.7, + 29,400.0, +220,0
