日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
111/11/01,400 台中市,LH2 菠菜 角葉 ,56.5,41.8,25.5,42.3, - 23,427.0, - 61,0
111/11/01,420 豐原區,LH1 菠菜 圓葉 ,71.6,60.7,46.2,60.0, +  7,1586.0, + 60,0
111/11/01,648 西螺鎮,LH2 菠菜 角葉 ,74.8,59.4,35.0,57.8, -  1,13288.0, + 18,0
111/11/01,800 高雄市,LH2 菠菜 角葉 ,85.5,77.1,67.2,76.8, + 23,955.0, - 50,0
111/11/01,800 高雄市,LH1 菠菜 圓葉 ,79.8,57.5,45.8,59.6, +  8,1972.0, + 89,0
111/11/01,109 台北一,LH1 菠菜 圓葉 ,77.5,59.4,41.8,59.5, -  7,14295.0, + 24,0
111/11/01,930 台東市,LH1 菠菜 圓葉 ,33.0,33.0,33.0,33.0, - 18,90.0, - 25,0
111/11/01,900 屏東市,LH1 菠菜 圓葉 ,56.9,24.4,15.0,24.4, - 38,3690.0, +174,0
111/11/01,900 屏東市,LH2 菠菜 角葉 ,101.7,71.1,51.3,71.1, + 23,750.0, - 50,0
111/11/01,220 板橋區,LH2 菠菜 角葉 ,47.4,43.1,32.6,41.9, +  3,3288.0, -  0,0
111/11/01,400 台中市,LH1 菠菜 圓葉 ,73.1,53.1,37.1,53.8, +  0,1732.0, -  5,0
111/11/01,109 台北一,LH2 菠菜 角葉 ,65.6,45.6,27.1,45.9, +  6,2830.0, - 60,0
111/11/01,220 板橋區,LH1 菠菜 圓葉 ,68.8,52.1,34.3,51.9, +  7,1267.0, +  6,0
111/11/01,830 鳳山區,LH2 菠菜 角葉 ,54.3,50.7,47.3,50.7,  -  ,60.0,  -  ,0
111/11/01,830 鳳山區,LH1 菠菜 圓葉 ,50.8,27.0,20.0,30.4, +  1,950.0, + 41,0
111/11/01,338 桃　農,LH2 菠菜 角葉 ,76.0,52.0,34.1,53.2, + 35,340.0, - 66,0
111/11/01,338 桃　農,LH1 菠菜 圓葉 ,75.6,56.8,39.2,57.1, +  5,3426.0, + 12,0
111/11/01,241 三重區,LH2 菠菜 角葉 ,42.6,32.8,25.0,33.2, + 10,480.0, - 60,0
111/11/01,540 南投市,LH2 菠菜 角葉 ,80.0,67.0,50.0,66.12,  -  ,214.0,  -  ,0
