日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
107/11/01,104 台北二,LH1 菠菜 圓葉 ,75.2,61.5,41.8,60.3, + 31,2400.0, - 32,0
107/11/01,109 台北一,LH1 菠菜 圓葉 ,65.9,54.8,41.8,54.4, +  2,8105.0, +  7,0
107/11/01,109 台北一,LH2 菠菜 角葉 ,51.2,39.6,28.6,39.7, + 17,3225.0, - 37,0
107/11/01,830 鳳山區,LH1 菠菜 圓葉 ,43.4,24.0,18.1,26.7, -  7,1000.0, +  5,0
107/11/01,800 高雄市,LH2 菠菜 角葉 ,54.2,37.9,24.0,38.4, +  3,1954.0, - 43,0
107/11/01,800 高雄市,LH1 菠菜 圓葉 ,67.5,53.1,26.0,50.5, +  2,1334.0, - 41,0
107/11/01,220 板橋區,LH1 菠菜 圓葉 ,46.8,30.0,18.5,31.0, - 17,400.0, +  8,0
107/11/01,220 板橋區,LH2 菠菜 角葉 ,38.2,30.1,22.0,30.1, - 10,3120.0, + 32,0
107/11/01,338 桃　農,LH2 菠菜 角葉 ,30.8,25.0,25.0,26.2, - 12,300.0, - 57,0
107/11/01,648 西螺鎮,LH2 菠菜 角葉 ,50.0,39.3,25.0,38.7, -  1,12034.0, -  3,0
107/11/01,420 豐原區,LH2 菠菜 角葉 ,31.0,30.1,30.0,30.24, - 14,660.0, + 10,0
107/11/01,420 豐原區,LH1 菠菜 圓葉 ,25.0,18.5,12.0,18.5, - 38,40.0,    0,0
107/11/01,241 三重區,LH1 菠菜 圓葉 ,60.5,38.8,20.0,39.4, + 19,1143.0, + 19,0
107/11/01,241 三重區,LH2 菠菜 角葉 ,39.5,33.5,25.0,33.0, + 23,600.0, - 56,0
107/11/01,400 台中市,LH2 菠菜 角葉 ,35.0,28.1,20.0,29.7, +  9,875.0, - 33,0
107/11/01,400 台中市,LH1 菠菜 圓葉 ,47.2,44.0,31.8,40.0, + 16,784.0, - 18,0
107/11/01,900 屏東市,LH1 菠菜 圓葉 ,48.3,36.8,25.8,36.8, +  8,2340.0, - 19,0
107/11/01,930 台東市,LH1 菠菜 圓葉 ,100.0,80.0,60.0,80.0,    0,100.0, - 17,0
107/11/01,338 桃　農,LH1 菠菜 圓葉 ,53.3,42.3,22.4,40.5, - 18,1220.0, + 97,0
107/11/01,104 台北二,LH2 菠菜 角葉 ,48.3,37.0,26.8,37.2, + 22,1865.0, - 32,0
107/11/02,220 板橋區,LH2 菠菜 角葉 ,35.0,33.6,26.4,32.4, +  8,1796.0, - 42,0
107/11/02,109 台北一,LH1 菠菜 圓葉 ,65.1,56.2,44.3,55.6, +  2,8766.0, +  8,0
107/11/02,420 豐原區,LH2 菠菜 角葉 ,30.0,29.4,20.5,27.73, -  8,1100.0, + 67,0
107/11/02,900 屏東市,LH1 菠菜 圓葉 ,49.3,36.9,26.7,36.9, +  0,1466.0, - 37,0
107/11/02,220 板橋區,LH1 菠菜 圓葉 ,59.2,44.3,28.9,44.2, + 43,360.0, - 10,0
107/11/02,104 台北二,LH2 菠菜 角葉 ,53.0,49.3,34.5,47.1, + 27,914.0, - 51,0
107/11/02,241 三重區,LH1 菠菜 圓葉 ,63.1,51.2,33.0,50.0, + 27,860.0, - 25,0
107/11/02,241 三重區,LH2 菠菜 角葉 ,37.0,37.0,37.0,37.0, + 12,125.0, - 79,0
107/11/02,648 西螺鎮,LH2 菠菜 角葉 ,55.0,43.7,25.0,42.3, +  9,10710.0, - 11,0
107/11/02,830 鳳山區,LH1 菠菜 圓葉 ,45.6,24.9,18.2,27.7, +  4,920.0, -  8,0
107/11/02,109 台北一,LH2 菠菜 角葉 ,67.8,59.8,42.5,57.9, + 46,1116.0, - 65,0
107/11/02,338 桃　農,LH1 菠菜 圓葉 ,62.3,54.0,47.0,54.2, + 34,760.0, - 38,0
107/11/02,930 台東市,LH1 菠菜 圓葉 ,100.0,80.0,60.0,80.0,    0,20.0, - 80,0
107/11/02,800 高雄市,LH2 菠菜 角葉 ,52.1,48.2,45.0,48.4, + 26,1070.0, - 45,0
107/11/02,260 宜蘭市,LH1 菠菜 圓葉 ,70.0,50.0,25.0,50.0,  -  ,1860.0,  -  ,0
107/11/02,104 台北二,LH1 菠菜 圓葉 ,63.7,53.0,42.2,53.0, - 12,3320.0, + 38,0
107/11/02,400 台中市,LH1 菠菜 圓葉 ,56.0,43.9,33.4,42.9, +  7,891.0, + 14,0
107/11/02,400 台中市,LH2 菠菜 角葉 ,54.0,53.0,48.0,51.4, + 73,250.0, - 71,0
107/11/02,800 高雄市,LH1 菠菜 圓葉 ,67.7,53.3,47.3,55.0, +  9,1690.0, + 27,0
107/11/03,648 西螺鎮,LH2 菠菜 角葉 ,57.3,45.8,27.5,44.7, +  6,11304.0, +  6,0
107/11/03,420 豐原區,LH2 菠菜 角葉 ,48.9,46.3,40.0,45.55, + 64,1100.0,    0,0
