日期,氣溫(℃),最高氣溫(℃),最低氣溫(℃),日照時數(hour),降水量(mm),降水時數(hour),相對溼度(%),最大陣風(m/s),氣溫(℃)_rollmean_3d,氣溫(℃)_rollmax_3d,氣溫(℃)_rollmin_3d,氣溫(℃)_rollmean_7d,氣溫(℃)_rollmax_7d,氣溫(℃)_rollmin_7d,氣溫(℃)_rollmean_30d,氣溫(℃)_rollmax_30d,氣溫(℃)_rollmin_30d,最高氣溫(℃)_rollmean_3d,最高氣溫(℃)_rollmax_3d,最高氣溫(℃)_rollmin_3d,最高氣溫(℃)_rollmean_7d,最高氣溫(℃)_rollmax_7d,最高氣溫(℃)_rollmin_7d,最高氣溫(℃)_rollmean_30d,最高氣溫(℃)_rollmax_30d,最高氣溫(℃)_rollmin_30d,最低氣溫(℃)_rollmean_3d,最低氣溫(℃)_rollmax_3d,最低氣溫(℃)_rollmin_3d,最低氣溫(℃)_rollmean_7d,最低氣溫(℃)_rollmax_7d,最低氣溫(℃)_rollmin_7d,最低氣溫(℃)_rollmean_30d,最低氣溫(℃)_rollmax_30d,最低氣溫(℃)_rollmin_30d,日照時數(hour)_rollmean_3d,日照時數(hour)_rollmax_3d,日照時數(hour)_rollmin_3d,日照時數(hour)_rollmean_7d,日照時數(hour)_rollmax_7d,日照時數(hour)_rollmin_7d,日照時數(hour)_rollmean_30d,日照時數(hour)_rollmax_30d,日照時數(hour)_rollmin_30d,相對溼度(%)_rollmean_3d,相對溼度(%)_rollmax_3d,相對溼度(%)_rollmin_3d,相對溼度(%)_rollmean_7d,相對溼度(%)_rollmax_7d,相對溼度(%)_rollmin_7d,相對溼度(%)_rollmean_30d,相對溼度(%)_rollmax_30d,相對溼度(%)_rollmin_30d,最大陣風(m/s)_rollmean_3d,最大陣風(m/s)_rollmax_3d,最大陣風(m/s)_rollmin_3d,最大陣風(m/s)_rollmean_7d,最大陣風(m/s)_rollmax_7d,最大陣風(m/s)_rollmin_7d,最大陣風(m/s)_rollmean_30d,最大陣風(m/s)_rollmax_30d,最大陣風(m/s)_rollmin_30d,降水量(mm)_rollsum_3d,降水量(mm)_rollsum_7d,降水量(mm)_rollsum_30d,降水時數(hour)_rollsum_3d,降水時數(hour)_rollsum_7d,降水時數(hour)_rollsum_30d,daily_temp_range,is_cold_wave,is_strong_cold,is_frost_risk,is_strong_wind,is_heavy_rain,consecutive_rainy_days,month,month_sin,month_cos,is_winter
107/09/11,27.0,32.35,22.85,,2.875,,83.0,5.449999999999999,25.266666666666666,27.0,23.65,26.02857142857143,27.4,23.65,,,,29.21666666666667,32.35,25.7,30.442857142857147,32.35,25.7,,,,22.066666666666666,22.85,20.9,23.228571428571428,25.05,20.9,,,,,,,,,,,,,84.0,89.0,80.0,85.21428571428571,89.0,80.0,,,,8.083333333333334,9.65,5.449999999999999,6.542857142857143,9.65,4.15,,,,3.625,47.375,,,,,9.5,0,0,0,0,0,8,9,-1.0,-1.8369701987210297e-16,0
107/09/12,26.4,29.8,24.1,,0.0,,87.5,3.95,26.183333333333334,27.0,25.15,25.88571428571429,27.0,23.65,,,,30.58333333333334,32.35,29.6,30.085714285714285,32.35,25.7,,,,22.616666666666664,24.1,20.9,23.092857142857145,24.200000000000003,20.9,,,,,,,,,,,,,83.5,87.5,80.0,85.57142857142857,89.0,80.0,,,,6.183333333333334,9.15,3.95,6.235714285714287,9.65,3.95,,,,3.0,38.75,,,,,5.699999999999999,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/13,27.15,30.9,24.2,,0.0,,84.5,4.050000000000001,26.849999999999998,27.15,26.4,25.928571428571427,27.15,23.65,,,,31.01666666666667,32.35,29.8,29.992857142857144,32.35,25.7,,,,23.71666666666667,24.2,22.85,23.092857142857145,24.2,20.9,,,,,,,,,,,,,85.0,87.5,83.0,85.5,89.0,80.0,,,,4.483333333333334,5.449999999999999,3.95,6.221428571428571,9.65,3.95,,,,2.875,28.375,,,,,6.699999999999999,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/14,27.45,34.400000000000006,23.200000000000003,,0.0,,77.5,3.45,27.0,27.45,26.4,26.05,27.45,23.65,,,,31.700000000000003,34.400000000000006,29.8,30.3,34.400000000000006,25.7,,,,23.833333333333332,24.2,23.200000000000003,23.0,24.2,20.9,,,,,,,,,,,,,83.16666666666667,87.5,77.5,84.28571428571429,89.0,77.5,,,,3.8166666666666678,4.050000000000001,3.45,5.885714285714286,9.65,3.45,,,,0.0,4.5,,,,,11.200000000000003,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/15,24.85,27.8,22.15,,0.0,,82.0,3.95,26.48333333333333,27.45,24.85,25.95,27.45,23.65,,,,31.033333333333335,34.400000000000006,27.8,30.07857142857143,34.400000000000006,25.7,,,,23.183333333333337,24.2,22.15,22.835714285714285,24.2,20.9,,,,,,,,,,,,,81.33333333333333,84.5,77.5,83.35714285714286,89.0,77.5,,,,3.8166666666666678,4.050000000000001,3.45,5.6642857142857155,9.65,3.45,,,,0.0,3.625,,,,,5.650000000000002,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/16,26.4,32.55,22.9,,0.375,,80.5,3.7,26.233333333333334,27.45,24.85,26.342857142857145,27.45,24.85,,,,31.583333333333332,34.400000000000006,27.8,31.057142857142857,34.400000000000006,27.8,,,,22.75,23.200000000000003,22.15,22.900000000000002,24.2,20.9,,,,,,,,,,,,,80.0,82.0,77.5,82.14285714285714,87.5,77.5,,,,3.7000000000000006,3.95,3.45,4.814285714285715,9.15,3.45,,,,0.375,3.375,,,,,9.649999999999999,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
107/09/17,28.35,34.55,23.65,,0.0,,77.5,6.45,26.53333333333333,28.35,24.85,26.8,28.35,24.85,,,,31.63333333333333,34.55,27.8,31.764285714285716,34.55,27.8,,,,22.899999999999995,23.65,22.15,23.292857142857144,24.2,22.15,,,,,,,,,,,,,80.0,82.0,77.5,81.78571428571429,87.5,77.5,,,,4.7,6.45,3.7,4.428571428571429,6.45,3.45,,,,0.375,3.25,,,,,10.899999999999999,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/18,27.2,30.9,24.95,,0.125,,86.0,4.050000000000001,27.316666666666666,28.35,26.4,26.828571428571426,28.35,24.85,,,,32.666666666666664,34.55,30.9,31.557142857142853,34.55,27.8,,,,23.833333333333332,24.95,22.9,23.592857142857145,24.95,22.15,,,,,,,,,,,,,81.33333333333333,86.0,77.5,82.21428571428571,87.5,77.5,,,,4.733333333333334,6.45,3.7,4.2285714285714295,6.45,3.45,,,,0.5,0.5,,,,,5.949999999999999,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
107/09/19,26.45,30.6,23.700000000000003,,0.0,,85.5,4.3,27.333333333333332,28.35,26.45,26.835714285714285,28.35,24.85,,,,32.016666666666666,34.55,30.6,31.67142857142857,34.55,27.8,,,,24.099999999999998,24.95,23.65,23.535714285714285,24.95,22.15,,,,,,,,,,,,,83.0,86.0,77.5,81.92857142857143,86.0,77.5,,,,4.9333333333333345,6.45,4.050000000000001,4.278571428571429,6.45,3.45,,,,0.125,0.5,,,,,6.899999999999999,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/20,27.05,31.45,23.65,,0.0,,81.5,5.7,26.900000000000002,27.2,26.45,26.821428571428573,28.35,24.85,,,,30.983333333333334,31.45,30.6,31.75,34.55,27.8,,,,24.099999999999998,24.95,23.65,23.457142857142856,24.95,22.15,,,,,,,,,,,,,84.33333333333333,86.0,81.5,81.5,86.0,77.5,,,,4.683333333333334,5.7,4.050000000000001,4.514285714285714,6.45,3.45,,,,0.125,0.5,,,,,7.800000000000001,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/21,27.4,33.05,23.8,,0.0,,76.0,6.15,26.966666666666665,27.4,26.45,26.814285714285713,28.35,24.85,,,,31.7,33.05,30.6,31.557142857142853,34.55,27.8,,,,23.71666666666667,23.8,23.65,23.542857142857144,24.95,22.15,,,,,,,,,,,,,81.0,85.5,76.0,81.28571428571429,86.0,76.0,,,,5.383333333333334,6.15,4.3,4.9,6.45,3.7,,,,0.0,0.5,,,,,9.249999999999996,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/22,26.85,31.6,22.6,,0.0,,77.5,4.75,27.099999999999998,27.4,26.85,27.099999999999998,28.35,26.4,,,,32.03333333333334,33.05,31.45,32.1,34.55,30.6,,,,23.349999999999998,23.8,22.6,23.607142857142858,24.95,22.6,,,,,,,,,,,,,78.33333333333333,81.5,76.0,80.64285714285714,86.0,76.0,,,,5.533333333333334,6.15,4.75,5.014285714285714,6.45,3.7,,,,0.0,0.5,,,,,9.0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/23,26.8,32.3,23.3,,5.0,,82.0,7.4,27.01666666666667,27.4,26.8,27.157142857142855,28.35,26.45,,,,32.31666666666667,33.05,31.6,32.06428571428571,34.55,30.6,,,,23.233333333333334,23.8,22.6,23.664285714285715,24.95,22.6,,,,,,,,,,,,,78.5,82.0,76.0,80.85714285714286,86.0,76.0,,,,6.100000000000001,7.4,4.75,5.542857142857143,7.4,4.050000000000001,,,,5.0,5.125,,,,,8.999999999999996,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
107/09/24,26.2,30.5,23.6,,0.125,,77.0,10.35,26.616666666666664,26.85,26.2,26.849999999999998,27.4,26.2,,,,31.46666666666667,32.3,30.5,31.485714285714284,33.05,30.5,,,,23.166666666666668,23.6,22.6,23.657142857142855,24.95,22.6,,,,,,,,,,,,,78.83333333333333,82.0,77.0,80.78571428571429,86.0,76.0,,,,7.5,10.35,4.75,6.1000000000000005,10.35,4.050000000000001,,,,5.125,5.25,,,,,6.899999999999999,0,0,0,0,0,2,9,-1.0,-1.8369701987210297e-16,0
107/09/25,26.4,30.75,23.7,,0.0,,68.0,10.75,26.46666666666667,26.8,26.2,26.735714285714288,27.4,26.2,,,,31.183333333333337,32.3,30.5,31.464285714285715,33.05,30.5,,,,23.53333333333333,23.7,23.3,23.47857142857143,23.8,22.6,,,,,,,,,,,,,75.66666666666667,82.0,68.0,78.21428571428571,85.5,68.0,,,,9.5,10.75,7.4,7.057142857142857,10.75,4.3,,,,5.125,5.125,,,,,7.050000000000001,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/26,24.25,27.6,22.2,,0.0,,80.0,10.1,25.616666666666664,26.4,24.25,26.42142857142857,27.4,24.25,,,,29.61666666666667,30.75,27.6,31.035714285714285,33.05,27.6,,,,23.166666666666668,23.7,22.2,23.264285714285712,23.8,22.2,,,,,,,,,,,,,75.0,80.0,68.0,77.42857142857143,82.0,68.0,,,,10.4,10.75,10.1,7.885714285714286,10.75,4.75,,,,0.125,5.125,,,,,5.400000000000002,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/27,24.25,28.65,22.3,,3.25,,83.5,10.65,24.966666666666665,26.4,24.25,26.021428571428572,27.4,24.25,,,,29.0,30.75,27.6,30.635714285714283,33.05,27.6,,,,22.73333333333333,23.7,22.2,23.071428571428573,23.8,22.2,,,,,,,,,,,,,77.16666666666667,83.5,68.0,77.71428571428571,83.5,68.0,,,,10.5,10.75,10.1,8.592857142857143,10.75,4.75,,,,3.25,8.375,,,,,6.349999999999998,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
107/09/28,23.05,25.15,20.6,,11.375,,91.0,9.65,23.850000000000005,24.25,23.05,25.400000000000002,26.85,23.05,,,,27.133333333333336,28.65,25.15,29.507142857142856,32.3,25.15,,,,21.7,22.3,20.6,22.614285714285717,23.7,20.6,,,,,,,,,,,,,84.83333333333333,91.0,80.0,79.85714285714286,91.0,68.0,,,,10.133333333333333,10.65,9.65,9.092857142857143,10.75,4.75,,,,14.625,19.75,,,,,4.549999999999997,0,0,0,0,0,2,9,-1.0,-1.8369701987210297e-16,0
107/09/29,22.9,26.450000000000003,19.700000000000003,,3.625,,70.5,10.1,23.400000000000002,24.25,22.9,24.83571428571429,26.8,22.9,,,,26.75,28.65,25.15,28.77142857142857,32.3,25.15,,,,20.866666666666667,22.3,19.700000000000003,22.2,23.7,19.700000000000003,,,,,,,,,,,,,81.66666666666667,91.0,70.5,78.85714285714286,91.0,68.0,,,,10.133333333333333,10.65,9.65,9.857142857142858,10.75,7.4,,,,18.25,23.375,,,,,6.75,0,0,0,0,0,3,9,-1.0,-1.8369701987210297e-16,0
107/09/30,23.55,28.95,18.8,,0.0,,64.0,7.8,23.166666666666668,23.55,22.9,24.37142857142857,26.4,22.9,26.195,28.8,22.9,26.850000000000005,28.95,25.15,28.292857142857144,30.75,25.15,30.788333333333334,35.15,25.15,19.700000000000003,20.6,18.8,21.557142857142857,23.7,18.8,23.086666666666666,25.35,18.8,,,,,,,,,,75.16666666666667,91.0,64.0,76.28571428571429,91.0,64.0,80.58333333333333,91.0,64.0,9.183333333333334,10.1,7.8,9.914285714285715,10.75,7.8,6.64,10.75,3.45,15.0,18.375,81.0,,,,10.149999999999999,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/10/01,23.1,31.2,17.65,,0.0,,66.0,6.9,23.183333333333334,23.55,22.9,23.928571428571427,26.4,22.9,26.073333333333334,28.8,22.9,28.86666666666667,31.2,26.450000000000003,28.392857142857142,31.2,25.15,30.755,35.15,25.15,18.71666666666667,19.700000000000003,17.65,20.70714285714286,23.7,17.65,22.871666666666666,25.35,17.65,,,,,,,,,,66.83333333333333,70.5,64.0,74.71428571428571,91.0,64.0,80.01666666666667,91.0,64.0,8.266666666666666,10.1,6.9,9.421428571428573,10.75,6.9,6.725,10.75,3.45,3.625,18.25,75.125,,,,13.55,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
107/10/02,21.9,28.5,16.85,,0.0,,67.0,8.15,22.849999999999998,23.55,21.9,23.285714285714285,24.25,21.9,25.891666666666666,28.8,21.9,29.55,31.2,28.5,28.071428571428573,31.2,25.15,30.64,35.15,25.15,17.766666666666666,18.8,16.85,19.728571428571428,22.3,16.85,22.646666666666665,25.35,16.85,,,,,,,,,,65.66666666666667,67.0,64.0,74.57142857142857,91.0,64.0,79.63333333333334,91.0,64.0,7.616666666666667,8.15,6.9,9.05,10.65,6.9,6.825,10.75,3.45,0.0,18.25,73.875,,,,11.649999999999999,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
107/10/03,22.3,28.15,16.1,,0.0,,65.5,10.4,22.433333333333337,23.1,21.9,23.00714285714286,24.25,21.9,25.708333333333332,28.8,21.9,29.28333333333333,31.2,28.15,28.15,31.2,25.15,30.46833333333333,35.15,25.15,16.86666666666667,17.65,16.1,18.857142857142858,22.3,16.1,22.388333333333335,25.35,16.1,,,,,,,,,,66.16666666666667,67.0,65.5,72.5,91.0,64.0,79.35,91.0,64.0,8.483333333333334,10.4,6.9,9.092857142857143,10.65,6.9,6.918333333333334,10.75,3.45,0.0,18.25,73.875,,,,12.049999999999997,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
107/10/04,21.15,24.35,19.1,,4.375,,80.0,10.65,21.78333333333333,22.3,21.15,22.564285714285713,23.55,21.15,25.45333333333333,28.35,21.15,27.0,28.5,24.35,27.535714285714285,31.2,24.35,30.108333333333334,34.55,24.35,17.349999999999998,19.1,16.1,18.400000000000002,20.6,16.1,22.180000000000003,25.05,16.1,,,,,,,,,,70.83333333333333,80.0,65.5,72.0,91.0,64.0,79.56666666666666,91.0,64.0,9.733333333333334,10.65,8.15,9.092857142857143,10.65,6.9,6.973333333333334,10.75,3.45,4.375,19.375,75.625,,,,5.25,0,0,0,0,0,1,10,-0.8660254037844386,0.5000000000000001,0
107/10/05,22.75,28.15,19.25,,0.0,,75.0,6.5,22.066666666666666,22.75,21.15,22.52142857142857,23.55,21.15,25.298333333333332,28.35,21.15,26.883333333333336,28.15,24.35,27.964285714285715,31.2,24.35,29.970000000000002,34.55,24.35,18.150000000000002,19.25,16.1,18.20714285714286,19.700000000000003,16.1,21.986666666666668,24.95,16.1,,,,,,,,,,73.5,80.0,65.5,69.71428571428571,80.0,64.0,79.23333333333333,91.0,64.0,9.183333333333334,10.65,6.5,8.642857142857142,10.65,6.5,6.986666666666667,10.75,3.45,4.375,8.0,67.0,,,,8.899999999999999,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
107/10/06,24.7,30.2,20.450000000000003,,0.0,,74.5,4.95,22.866666666666664,24.7,21.15,22.778571428571432,24.7,21.15,25.226666666666667,28.35,21.15,27.566666666666666,30.2,24.35,28.5,31.2,24.35,29.925,34.55,24.35,19.599999999999998,20.450000000000003,19.1,18.314285714285713,20.450000000000003,16.1,21.861666666666668,24.95,16.1,,,,,,,,,,76.5,80.0,74.5,70.28571428571429,80.0,64.0,78.88333333333334,91.0,64.0,7.366666666666666,10.65,4.95,7.9071428571428575,10.65,4.95,7.013333333333334,10.75,3.45,4.375,4.375,56.625,,,,9.749999999999996,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
107/10/07,23.55,28.3,20.450000000000003,,0.0,,79.0,6.1,23.666666666666668,24.7,22.75,22.77857142857143,24.7,21.15,25.125,28.35,21.15,28.883333333333336,30.2,28.15,28.407142857142855,31.2,24.35,29.793333333333333,34.55,24.35,20.05,20.450000000000003,19.25,18.55,20.450000000000003,16.1,21.748333333333335,24.95,16.1,,,,,,,,,,76.16666666666667,79.0,74.5,72.42857142857143,80.0,65.5,78.65,91.0,64.0,5.8500000000000005,6.5,4.95,7.6642857142857155,10.65,4.95,7.0233333333333325,10.75,3.45,0.0,4.375,32.75,,,,7.849999999999998,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
107/10/08,23.700000000000003,28.35,20.0,,0.0,,82.5,6.7,23.983333333333334,24.7,23.55,22.864285714285717,24.7,21.15,25.063333333333333,28.35,21.15,28.950000000000003,30.2,28.3,28.0,30.2,24.35,29.76,34.55,24.35,20.3,20.450000000000003,20.0,18.88571428571429,20.450000000000003,16.1,21.638333333333335,24.95,16.1,,,,,,,,,,78.66666666666667,82.5,74.5,74.78571428571429,82.5,65.5,78.45,91.0,64.0,5.916666666666667,6.7,4.95,7.635714285714286,10.65,4.95,7.0633333333333335,10.75,3.45,0.0,4.375,31.875,,,,8.350000000000001,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
107/10/09,24.05,28.3,21.25,,0.0,,84.0,4.75,23.766666666666666,24.05,23.55,23.171428571428574,24.7,21.15,25.076666666666664,28.35,21.15,28.316666666666666,28.35,28.3,27.97142857142857,30.2,24.35,29.846666666666668,34.55,24.35,20.566666666666666,21.25,20.0,19.514285714285712,21.25,16.1,21.598333333333336,24.95,16.1,,,,,,,,,,81.83333333333333,84.0,79.0,77.21428571428571,84.0,65.5,78.28333333333333,91.0,64.0,5.8500000000000005,6.7,4.75,7.1499999999999995,10.65,4.75,6.9,10.75,3.45,0.0,4.375,31.25,,,,7.050000000000001,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
107/10/10,23.95,28.4,21.55,,0.0,,77.5,5.8,23.900000000000002,24.05,23.700000000000003,23.407142857142855,24.7,21.15,25.03666666666667,28.35,21.15,28.350000000000005,28.4,28.3,28.00714285714286,30.2,24.35,29.806666666666665,34.55,24.35,20.933333333333334,21.55,20.0,20.292857142857144,21.55,19.1,21.62,24.95,16.1,,,,,,,,,,81.33333333333333,84.0,77.5,78.92857142857143,84.0,74.5,78.2,91.0,64.0,5.75,6.7,4.75,6.492857142857143,10.65,4.75,6.788333333333333,10.75,3.45,0.0,4.375,31.125,,,,6.849999999999998,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
107/10/11,21.25,23.6,20.05,,0.0,,79.5,9.7,23.083333333333332,24.05,21.25,23.42142857142857,24.7,21.25,24.845000000000002,28.35,21.15,26.76666666666667,28.4,23.6,27.900000000000002,30.2,23.6,29.514999999999997,34.55,23.6,20.95,21.55,20.05,20.428571428571427,21.55,19.25,21.526666666666667,24.95,16.1,,,,,,,,,,80.33333333333333,84.0,77.5,78.85714285714286,84.0,74.5,78.08333333333333,91.0,64.0,6.75,9.7,4.75,6.357142857142857,9.7,4.75,6.930000000000001,10.75,3.45,0.0,0.0,28.25,,,,3.5500000000000007,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
107/10/12,19.1,21.15,17.75,,6.0,,90.0,5.35,21.433333333333337,23.95,19.1,22.9,24.7,19.1,24.60166666666667,28.35,19.1,24.383333333333336,28.4,21.15,26.900000000000002,30.2,21.15,29.226666666666667,34.55,21.15,19.78333333333333,21.55,17.75,20.214285714285715,21.55,17.75,21.315,24.95,16.1,,,,,,,,,,82.33333333333333,90.0,77.5,81.0,90.0,74.5,78.16666666666667,91.0,64.0,6.95,9.7,5.35,6.192857142857142,9.7,4.75,6.9766666666666675,10.75,3.45,6.0,6.0,34.25,,,,3.3999999999999986,0,0,0,0,0,1,10,-0.8660254037844386,0.5000000000000001,0
