日期,氣溫(℃),最高氣溫(℃),最低氣溫(℃),日照時數(hour),降水量(mm),降水時數(hour),相對溼度(%),最大陣風(m/s),氣溫(℃)_rollmean_3d,氣溫(℃)_rollmax_3d,氣溫(℃)_rollmin_3d,氣溫(℃)_rollmean_7d,氣溫(℃)_rollmax_7d,氣溫(℃)_rollmin_7d,氣溫(℃)_rollmean_30d,氣溫(℃)_rollmax_30d,氣溫(℃)_rollmin_30d,最高氣溫(℃)_rollmean_3d,最高氣溫(℃)_rollmax_3d,最高氣溫(℃)_rollmin_3d,最高氣溫(℃)_rollmean_7d,最高氣溫(℃)_rollmax_7d,最高氣溫(℃)_rollmin_7d,最高氣溫(℃)_rollmean_30d,最高氣溫(℃)_rollmax_30d,最高氣溫(℃)_rollmin_30d,最低氣溫(℃)_rollmean_3d,最低氣溫(℃)_rollmax_3d,最低氣溫(℃)_rollmin_3d,最低氣溫(℃)_rollmean_7d,最低氣溫(℃)_rollmax_7d,最低氣溫(℃)_rollmin_7d,最低氣溫(℃)_rollmean_30d,最低氣溫(℃)_rollmax_30d,最低氣溫(℃)_rollmin_30d,日照時數(hour)_rollmean_3d,日照時數(hour)_rollmax_3d,日照時數(hour)_rollmin_3d,日照時數(hour)_rollmean_7d,日照時數(hour)_rollmax_7d,日照時數(hour)_rollmin_7d,日照時數(hour)_rollmean_30d,日照時數(hour)_rollmax_30d,日照時數(hour)_rollmin_30d,相對溼度(%)_rollmean_3d,相對溼度(%)_rollmax_3d,相對溼度(%)_rollmin_3d,相對溼度(%)_rollmean_7d,相對溼度(%)_rollmax_7d,相對溼度(%)_rollmin_7d,相對溼度(%)_rollmean_30d,相對溼度(%)_rollmax_30d,相對溼度(%)_rollmin_30d,最大陣風(m/s)_rollmean_3d,最大陣風(m/s)_rollmax_3d,最大陣風(m/s)_rollmin_3d,最大陣風(m/s)_rollmean_7d,最大陣風(m/s)_rollmax_7d,最大陣風(m/s)_rollmin_7d,最大陣風(m/s)_rollmean_30d,最大陣風(m/s)_rollmax_30d,最大陣風(m/s)_rollmin_30d,降水量(mm)_rollsum_3d,降水量(mm)_rollsum_7d,降水量(mm)_rollsum_30d,降水時數(hour)_rollsum_3d,降水時數(hour)_rollsum_7d,降水時數(hour)_rollsum_30d,daily_temp_range,is_cold_wave,is_strong_cold,is_frost_risk,is_strong_wind,is_heavy_rain,consecutive_rainy_days,month,month_sin,month_cos,is_winter
113/09/01,27.316666666666663,33.050000000000004,23.5,9.4,11.6875,0.0,84.8,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.550000000000004,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
113/09/02,27.683333333333334,32.800000000000004,23.516666666666666,10.4,0.0,0.0,83.2,5.5200000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.283333333333339,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
113/09/03,28.066666666666663,33.166666666666664,23.08333333333333,9.6,0.0,0.0,78.6,6.720000000000001,27.688888888888886,28.066666666666663,27.316666666666663,,,,,,,33.00555555555556,33.166666666666664,32.800000000000004,,,,,,,23.366666666666664,23.516666666666666,23.08333333333333,,,,,,,9.799999999999999,10.4,9.4,,,,,,,82.2,84.8,78.6,,,,,,,6.06,6.720000000000001,5.5200000000000005,,,,,,,11.6875,,,0.0,,,10.083333333333336,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
113/09/04,28.616666666666664,33.56666666666667,24.35,10.1,0.0,0.0,79.2,5.5,28.12222222222222,28.616666666666664,27.683333333333334,,,,,,,33.17777777777778,33.56666666666667,32.800000000000004,,,,,,,23.649999999999995,24.35,23.08333333333333,,,,,,,10.033333333333333,10.4,9.6,,,,,,,80.33333333333333,83.2,78.6,,,,,,,5.913333333333334,6.720000000000001,5.5,,,,,,,0.0,,,0.0,,,9.216666666666669,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
113/09/05,28.15,33.35,24.65,7.4,0.01125,0.2,81.4,7.040000000000001,28.27777777777777,28.616666666666664,28.066666666666663,,,,,,,33.361111111111114,33.56666666666667,33.166666666666664,,,,,,,24.027777777777775,24.65,23.08333333333333,,,,,,,9.033333333333333,10.1,7.4,,,,,,,79.73333333333333,81.4,78.6,,,,,,,6.420000000000001,7.040000000000001,5.5,,,,,,,0.01125,,,0.2,,,8.700000000000003,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
113/09/06,27.58333333333333,33.583333333333336,23.566666666666663,8.6,5.8125,0.0,83.6,5.82,28.116666666666664,28.616666666666664,27.58333333333333,,,,,,,33.50000000000001,33.583333333333336,33.35,,,,,,,24.188888888888886,24.65,23.566666666666663,,,,,,,8.7,10.1,7.4,,,,,,,81.39999999999999,83.6,79.2,,,,,,,6.12,7.040000000000001,5.5,,,,,,,5.82375,,,0.2,,,10.016666666666673,0,0,0,0,0,2,9,-1.0,-1.8369701987210297e-16,0
113/09/07,26.183333333333334,31.83333333333333,23.1,4.1,29.75,1.7,87.4,5.82,27.305555555555554,28.15,26.183333333333334,27.657142857142855,28.616666666666664,26.183333333333334,,,,32.922222222222224,33.583333333333336,31.83333333333333,33.050000000000004,33.583333333333336,31.83333333333333,,,,23.772222222222222,24.65,23.1,23.68095238095238,24.65,23.08333333333333,,,,6.7,8.6,4.1,8.514285714285714,10.4,4.1,,,,84.13333333333334,87.4,81.4,82.60000000000001,87.4,78.6,,,,6.226666666666667,7.040000000000001,5.82,6.051428571428572,7.040000000000001,5.5,,,,35.573750000000004,47.261250000000004,,1.9,1.9,,8.733333333333327,0,0,0,0,0,3,9,-1.0,-1.8369701987210297e-16,0
113/09/08,25.416666666666668,29.71666666666667,23.133333333333336,3.5,9.75,1.5,92.0,5.54,26.394444444444446,27.58333333333333,25.416666666666668,27.385714285714283,28.616666666666664,25.416666666666668,,,,31.71111111111111,33.583333333333336,29.71666666666667,32.57380952380952,33.583333333333336,29.71666666666667,,,,23.266666666666666,23.566666666666663,23.1,23.62857142857143,24.65,23.08333333333333,,,,5.3999999999999995,8.6,3.5,7.671428571428572,10.4,3.5,,,,87.66666666666667,92.0,83.6,83.62857142857142,92.0,78.6,,,,5.726666666666667,5.82,5.54,5.9942857142857155,7.040000000000001,5.5,,,,45.3125,45.323750000000004,,3.2,3.4,,6.583333333333332,0,0,0,0,0,4,9,-1.0,-1.8369701987210297e-16,0
113/09/09,26.2,31.7,22.566666666666663,7.7,4.5625,0.0,85.4,5.62,25.933333333333334,26.2,25.416666666666668,27.17380952380952,28.616666666666664,25.416666666666668,,,,31.083333333333332,31.83333333333333,29.71666666666667,32.416666666666664,33.583333333333336,29.71666666666667,,,,22.933333333333334,23.133333333333336,22.566666666666663,23.49285714285714,24.65,22.566666666666663,,,,5.1000000000000005,7.7,3.5,7.285714285714285,10.1,3.5,,,,88.26666666666667,92.0,85.4,83.94285714285715,92.0,78.6,,,,5.66,5.82,5.54,6.008571428571429,7.040000000000001,5.5,,,,44.0625,49.886250000000004,,3.2,3.4,,9.133333333333336,0,0,0,0,0,5,9,-1.0,-1.8369701987210297e-16,0
113/09/10,26.6,32.06666666666667,22.3,8.8,0.0625,0.0,84.0,6.2,26.072222222222223,26.6,25.416666666666668,26.964285714285715,28.616666666666664,25.416666666666668,,,,31.16111111111111,32.06666666666667,29.71666666666667,32.259523809523806,33.583333333333336,29.71666666666667,,,,22.666666666666668,23.133333333333336,22.3,23.38095238095238,24.65,22.3,,,,6.666666666666667,8.8,3.5,7.171428571428572,10.1,3.5,,,,87.13333333333333,92.0,84.0,84.71428571428571,92.0,79.2,,,,5.786666666666666,6.2,5.54,5.934285714285715,7.040000000000001,5.5,,,,14.375,49.948750000000004,,1.5,3.4,,9.76666666666667,0,0,0,0,0,6,9,-1.0,-1.8369701987210297e-16,0
