日期,氣溫(℃),最高氣溫(℃),最低氣溫(℃),日照時數(hour),降水量(mm),降水時數(hour),相對溼度(%),最大陣風(m/s),氣溫(℃)_rollmean_3d,氣溫(℃)_rollmax_3d,氣溫(℃)_rollmin_3d,氣溫(℃)_rollmean_7d,氣溫(℃)_rollmax_7d,氣溫(℃)_rollmin_7d,氣溫(℃)_rollmean_30d,氣溫(℃)_rollmax_30d,氣溫(℃)_rollmin_30d,最高氣溫(℃)_rollmean_3d,最高氣溫(℃)_rollmax_3d,最高氣溫(℃)_rollmin_3d,最高氣溫(℃)_rollmean_7d,最高氣溫(℃)_rollmax_7d,最高氣溫(℃)_rollmin_7d,最高氣溫(℃)_rollmean_30d,最高氣溫(℃)_rollmax_30d,最高氣溫(℃)_rollmin_30d,最低氣溫(℃)_rollmean_3d,最低氣溫(℃)_rollmax_3d,最低氣溫(℃)_rollmin_3d,最低氣溫(℃)_rollmean_7d,最低氣溫(℃)_rollmax_7d,最低氣溫(℃)_rollmin_7d,最低氣溫(℃)_rollmean_30d,最低氣溫(℃)_rollmax_30d,最低氣溫(℃)_rollmin_30d,日照時數(hour)_rollmean_3d,日照時數(hour)_rollmax_3d,日照時數(hour)_rollmin_3d,日照時數(hour)_rollmean_7d,日照時數(hour)_rollmax_7d,日照時數(hour)_rollmin_7d,日照時數(hour)_rollmean_30d,日照時數(hour)_rollmax_30d,日照時數(hour)_rollmin_30d,相對溼度(%)_rollmean_3d,相對溼度(%)_rollmax_3d,相對溼度(%)_rollmin_3d,相對溼度(%)_rollmean_7d,相對溼度(%)_rollmax_7d,相對溼度(%)_rollmin_7d,相對溼度(%)_rollmean_30d,相對溼度(%)_rollmax_30d,相對溼度(%)_rollmin_30d,最大陣風(m/s)_rollmean_3d,最大陣風(m/s)_rollmax_3d,最大陣風(m/s)_rollmin_3d,最大陣風(m/s)_rollmean_7d,最大陣風(m/s)_rollmax_7d,最大陣風(m/s)_rollmin_7d,最大陣風(m/s)_rollmean_30d,最大陣風(m/s)_rollmax_30d,最大陣風(m/s)_rollmin_30d,降水量(mm)_rollsum_3d,降水量(mm)_rollsum_7d,降水量(mm)_rollsum_30d,降水時數(hour)_rollsum_3d,降水時數(hour)_rollsum_7d,降水時數(hour)_rollsum_30d,daily_temp_range,is_cold_wave,is_strong_cold,is_frost_risk,is_strong_wind,is_heavy_rain,consecutive_rainy_days,month,month_sin,month_cos,is_winter
109/09/01,27.8,31.4,20.4,,0.5,,79.5,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
109/09/02,29.9,34.25,22.75,,0.0,,69.0,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
109/09/03,27.5,30.75,21.450000000000003,,14.75,,85.0,7.25,28.400000000000002,29.9,27.5,,,,,,,32.13333333333333,34.25,30.75,,,,,,,21.53333333333333,22.75,20.4,,,,,,,,,,,,,,,,77.83333333333333,85.0,69.0,,,,,,,7.283333333333334,9.25,5.35,,,,,,,15.25,,,,,,9.299999999999997,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
109/09/04,28.1,32.6,20.950000000000003,,0.0,,80.0,6.4,28.5,29.9,27.5,,,,,,,32.53333333333333,34.25,30.75,,,,,,,21.71666666666667,22.75,20.950000000000003,,,,,,,,,,,,,,,,78.0,85.0,69.0,,,,,,,7.633333333333333,9.25,6.4,,,,,,,14.75,,,,,,11.649999999999999,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
109/09/05,26.6,29.65,20.4,,1.625,,77.0,6.55,27.400000000000002,28.1,26.6,,,,,,,31.0,32.6,29.65,,,,,,,20.933333333333334,21.450000000000003,20.4,,,,,,,,,,,,,,,,80.66666666666667,85.0,77.0,,,,,,,6.733333333333333,7.25,6.4,,,,,,,16.375,,,,,,9.25,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
109/09/06,26.5,30.7,17.0,,0.0,,59.0,6.0,27.066666666666666,28.1,26.5,,,,,,,30.983333333333334,32.6,29.65,,,,,,,19.45,20.950000000000003,17.0,,,,,,,,,,,,,,,,72.0,80.0,59.0,,,,,,,6.316666666666666,6.55,6.0,,,,,,,1.625,,,,,,13.7,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
109/09/07,27.5,32.75,16.9,,0.0,,57.0,4.7,26.86666666666667,27.5,26.5,27.7,29.9,26.5,,,,31.03333333333333,32.75,29.65,31.728571428571428,34.25,29.65,,,,18.099999999999998,20.4,16.9,19.978571428571428,22.75,16.9,,,,,,,,,,,,,64.33333333333333,77.0,57.0,72.35714285714286,85.0,57.0,,,,5.75,6.55,4.7,6.5,9.25,4.7,,,,1.625,16.875,,,,,15.850000000000001,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
109/09/08,28.4,32.55,20.85,,0.0,,66.5,5.1,27.466666666666665,28.4,26.5,27.785714285714285,29.9,26.5,,,,32.0,32.75,30.7,31.892857142857142,34.25,29.65,,,,18.25,20.85,16.9,20.042857142857144,22.75,16.9,,,,,,,,,,,,,60.833333333333336,66.5,57.0,70.5,85.0,57.0,,,,5.266666666666667,6.0,4.7,6.464285714285714,9.25,4.7,,,,0.0,16.375,,,,,11.699999999999996,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
109/09/09,28.3,32.8,20.35,,0.0,,73.5,4.45,28.066666666666663,28.4,27.5,27.557142857142857,28.4,26.5,,,,32.699999999999996,32.8,32.55,31.685714285714283,32.8,29.65,,,,19.366666666666667,20.85,16.9,19.7,21.450000000000003,16.9,,,,,,,,,,,,,65.66666666666667,73.5,57.0,71.14285714285714,85.0,57.0,,,,4.75,5.1,4.45,5.778571428571428,7.25,4.45,,,,0.0,16.375,,,,,12.449999999999996,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
109/09/10,27.4,30.55,20.5,,2.125,,79.5,3.6,28.03333333333333,28.4,27.4,27.542857142857144,28.4,26.5,,,,31.966666666666665,32.8,30.55,31.657142857142855,32.8,29.65,,,,20.566666666666666,20.85,20.35,19.564285714285717,20.950000000000003,16.9,,,,,,,,,,,,,73.16666666666667,79.5,66.5,70.35714285714286,80.0,57.0,,,,4.383333333333334,5.1,3.6,5.257142857142857,6.55,3.6,,,,2.125,3.75,,,,,10.05,0,0,0,0,0,1,9,-1.0,-1.8369701987210297e-16,0
