日期,價格(元/公斤),上價_lag1,上價_lag7,上價_lag14,中價_lag1,中價_lag7,中價_lag14,下價_lag1,下價_lag7,下價_lag14,價格區間_lag1,價格區間_lag7,價格區間_lag14,交易量(公斤)_lag1,交易量(公斤)_lag7,交易量(公斤)_lag14,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14,氣溫(℃)_lag1d,最高氣溫(℃)_lag1d,最低氣溫(℃)_lag1d,日照時數(hour)_lag1d,降水量(mm)_lag1d,降水時數(hour)_lag1d,相對溼度(%)_lag1d,最大陣風(m/s)_lag1d,氣溫(℃)_rollmean_3d_prev,最高氣溫(℃)_rollmean_3d_prev,最低氣溫(℃)_rollmean_3d_prev,日照時數(hour)_rollmean_3d_prev,相對溼度(%)_rollmean_3d_prev,最大陣風(m/s)_rollmean_3d_prev,降水量(mm)_rollsum_3d_prev,降水量(mm)_rollsum_7d_prev,降水時數(hour)_rollsum_3d_prev,降水時數(hour)_rollsum_7d_prev,daily_temp_range_prev,is_cold_wave_prev,is_strong_cold_prev,is_frost_risk_prev,is_strong_wind_prev,is_heavy_rain_prev,rainy_day_prev,consec_rainy_days_prev,month,month_sin,month_cos,is_winter,weekday,is_weekend,is_mon,is_fri
108/11/10,23.739,37.154545454545456,36.9,,22.30909090909091,22.77,,13.990909090909092,14.32,,23.163636363636364,22.58,,44203.94545454546,29287.9,,23.025454545454547,23.42,,21.12,27.880000000000003,17.119999999999997,9.7,0.0,0.0,73.2,6.6,21.89333333333333,28.26666666666667,17.966666666666665,9.4,75.26666666666667,7.02,0.0,0.0,0.0,0.0,10.760000000000003,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,6,1,0,0
108/11/11,23.83,38.74,40.35,,23.02,23.65,,14.14,11.8,,24.599999999999994,28.55,,50295.9,8911.4,,23.739,24.045,,21.48,27.72,16.520000000000003,8.2,0.0,0.0,74.4,5.82,21.48,27.94,17.313333333333333,9.166666666666666,74.0,6.866666666666667,0.0,0.0,0.0,0.0,11.199999999999996,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,0,0,1,0
108/11/12,24.961,39.2,39.518181818181816,,23.3,22.363636363636363,,12.3,13.8,,26.9,25.71818181818181,,7268.3,37144.98181818182,,23.83,23.487272727272728,,21.76,27.32,18.34,8.0,0.0,0.0,72.6,5.619999999999999,21.453333333333333,27.64,17.326666666666668,8.633333333333333,73.39999999999999,6.013333333333333,0.0,0.0,0.0,0.0,8.98,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,1,0,0,0
108/11/13,25.272,40.49,37.94545454545455,,23.96,21.736363636363635,,14.46,13.263636363636364,,26.03,24.68181818181818,,43696.18,31799.36363636364,,24.961,22.69818181818182,,22.12,28.78,17.22,9.5,0.0,0.0,68.6,5.720000000000001,21.786666666666665,27.94,17.36,8.566666666666668,71.86666666666667,5.72,0.0,0.0,0.0,0.0,11.560000000000002,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,2,0,0,0
108/11/14,25.394,40.72,38.52727272727273,,24.41,22.7,,13.99,13.79090909090909,,26.73,24.73636363636364,,30958.0,32561.67272727273,,25.272,23.29909090909091,,22.08,27.56,18.18,9.2,0.0,0.0,72.8,6.36,21.986666666666665,27.886666666666667,17.913333333333334,8.899999999999999,71.33333333333333,5.9,0.0,0.0,0.0,0.0,9.38,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,3,0,0,0
108/11/15,25.325454545454544,40.4,39.16363636363637,38.95454545454545,25.14,22.781818181818185,24.23636363636364,12.8,13.654545454545454,15.21818181818182,27.6,25.509090909090908,23.736363636363635,12109.6,35706.09090909091,26118.872727272726,25.394,23.615454545454543,24.45818181818182,21.3,26.68,17.96,6.7,0.0,0.0,74.6,6.640000000000001,21.83333333333333,27.67333333333333,17.786666666666665,8.466666666666667,71.99999999999999,6.240000000000001,0.0,0.0,0.0,0.0,8.719999999999999,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,4,0,0,1
108/11/16,23.96181818181818,39.17272727272727,37.154545454545456,38.9,24.563636363636363,22.30909090909091,24.11818181818182,15.318181818181818,13.990909090909092,15.509090909090908,23.85454545454545,23.163636363636364,23.39090909090909,40246.63636363636,44203.94545454546,30531.072727272727,25.325454545454544,23.025454545454547,24.916363636363634,21.68,27.860000000000003,17.02,8.1,0.0,0.0,74.6,5.96,21.686666666666667,27.366666666666664,17.72,8.0,73.99999999999999,6.32,0.0,0.0,0.0,0.0,10.840000000000003,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,5,1,0,0
108/11/17,24.418,38.83636363636364,38.74,36.9,23.527272727272727,23.02,22.77,14.38181818181818,14.14,14.32,24.454545454545453,24.599999999999994,22.58,38511.181818181816,50295.9,29287.9,23.96181818181818,23.739,23.42,22.12,26.98,18.08,5.3,0.0,0.0,76.6,4.8,21.7,27.17333333333333,17.686666666666667,6.699999999999999,75.26666666666667,5.800000000000001,0.0,0.0,0.0,0.0,8.900000000000002,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,6,1,0,0
108/11/18,26.285,39.56,39.2,40.35,23.36,23.3,23.65,14.38,12.3,11.8,25.18,26.9,28.55,39045.6,7268.3,8911.4,24.418,23.83,24.045,23.36,29.48,17.7,9.7,0.0,0.0,70.8,8.08,22.386666666666667,28.10666666666667,17.599999999999998,7.699999999999999,74.0,6.28,0.0,0.0,0.0,0.0,11.78,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,0,0,1,0
108/11/19,22.137272727272727,41.55,40.49,39.518181818181816,24.35,23.96,22.363636363636363,10.55,14.46,13.8,31.0,26.03,25.71818181818181,9852.2,43696.18,37144.98181818182,26.285,24.961,23.487272727272728,22.42,28.52,18.16,6.2,0.0,0.0,75.2,6.82,22.633333333333336,28.326666666666668,17.98,7.0666666666666655,74.2,6.566666666666666,0.0,0.0,0.0,0.0,10.36,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,1,0,0,0
108/11/20,22.75,37.88181818181818,40.72,37.94545454545455,21.49090909090909,24.41,21.736363636363635,12.509090909090908,13.99,13.263636363636364,25.372727272727275,26.73,24.68181818181818,40494.03636363637,30958.0,31799.36363636364,22.137272727272727,25.272,22.69818181818182,19.860000000000003,22.3,18.1,0.0,0.0,0.0,72.8,5.76,21.88,26.766666666666666,17.986666666666668,5.299999999999998,72.93333333333334,6.886666666666666,0.0,0.0,0.0,0.0,4.199999999999999,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,2,0,0,0
108/11/21,23.27636363636364,38.92727272727273,40.4,38.52727272727273,22.09090909090909,25.14,22.7,12.236363636363636,12.8,13.79090909090909,26.69090909090909,27.6,24.73636363636364,34930.56363636364,12109.6,32561.67272727273,22.75,25.394,23.29909090909091,20.7,25.1,18.16,0.7,0.0,0.0,71.8,5.0200000000000005,20.993333333333336,25.30666666666667,18.14,2.299999999999999,73.26666666666667,5.866666666666667,0.0,0.0,0.0,0.0,6.940000000000001,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,3,0,0,0
108/11/22,22.37,38.67272727272727,39.17272727272727,39.16363636363637,22.63636363636364,24.563636363636363,22.781818181818185,13.463636363636365,15.318181818181818,13.654545454545454,25.20909090909091,23.85454545454545,25.509090909090908,31901.072727272727,40246.63636363636,35706.09090909091,23.27636363636364,25.325454545454544,23.615454545454543,21.74,28.04,17.44,8.3,0.0,0.0,77.4,7.94,20.766666666666666,25.146666666666665,17.900000000000002,2.9999999999999987,74.0,6.239999999999999,0.0,0.0,0.0,0.0,10.599999999999998,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,4,0,0,1
108/11/23,21.875,37.19166666666667,38.83636363636364,37.154545454545456,21.741666666666664,23.527272727272727,22.30909090909091,12.466666666666669,14.38181818181818,13.990909090909092,24.725,24.454545454545453,23.163636363636364,32233.266666666663,38511.181818181816,44203.94545454546,22.37,23.96181818181818,23.025454545454547,22.94,28.72,19.84,6.6,0.0,0.0,81.8,5.96,21.793333333333333,27.286666666666665,18.48,5.199999999999998,77.0,6.306666666666668,0.0,0.0,0.0,0.0,8.879999999999999,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,5,1,0,0
108/11/24,22.751,37.98333333333333,39.56,38.74,20.966666666666665,23.36,23.02,12.066666666666668,14.38,14.14,25.916666666666664,25.18,24.599999999999994,40765.55,39045.6,50295.9,21.875,24.418,23.739,22.34,27.0,19.2,2.2,0.0,0.0,86.4,5.38,22.34,27.92,18.826666666666668,5.699999999999999,81.86666666666667,6.426666666666667,0.0,0.0,0.0,0.0,7.800000000000001,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,6,1,0,0
108/11/25,21.686666666666667,38.94,41.55,39.2,21.55,24.35,23.3,13.29,10.55,12.3,25.65,31.0,26.9,46991.3,9852.2,7268.3,22.751,26.285,23.83,23.14,29.55,19.325,7.9,0.0,0.0,83.4,6.449999999999999,22.80666666666667,28.42333333333333,19.455,5.5666666666666655,83.86666666666667,5.93,0.0,0.0,0.0,0.0,10.225,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,0,0,1,0
108/11/26,21.57692307692308,39.43333333333333,37.88181818181818,40.49,21.366666666666664,21.49090909090909,23.96,12.300000000000002,12.509090909090908,14.46,27.13333333333333,25.372727272727275,26.03,13538.733333333332,40494.03636363637,43696.18,21.686666666666667,22.137272727272727,24.961,22.660000000000004,29.160000000000004,19.16,8.3,0.0,0.0,82.2,6.840000000000001,22.71333333333334,28.570000000000004,19.22833333333333,6.133333333333333,84.0,6.223333333333333,0.0,0.0,0.0,0.0,10.000000000000004,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,1,0,0,0
108/11/27,22.5,36.93846153846154,38.92727272727273,40.72,20.923076923076923,22.09090909090909,24.41,11.815384615384614,12.236363636363636,13.99,25.123076923076923,26.69090909090909,26.73,44366.75384615385,34930.56363636364,30958.0,21.57692307692308,22.75,25.272,22.36,27.98,18.82,8.6,0.0,0.0,77.0,4.98,22.72,28.896666666666665,19.101666666666663,8.266666666666666,80.86666666666667,6.09,0.0,0.0,0.0,0.0,9.16,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,2,0,0,0
108/11/28,23.031818181818185,38.85454545454545,38.67272727272727,40.4,21.29090909090909,22.63636363636364,25.14,12.072727272727274,13.463636363636365,12.8,26.781818181818178,25.20909090909091,27.6,30986.67272727273,31901.072727272727,12109.6,22.5,23.27636363636364,25.394,21.6,29.14,17.7,4.5,0.0,0.0,82.6,6.16,22.206666666666667,28.76,18.56,7.133333333333332,80.6,5.993333333333333,0.0,0.0,0.0,0.0,11.44,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,3,0,0,0
108/11/29,22.864545454545453,38.14545454545455,37.19166666666667,39.17272727272727,22.154545454545453,21.741666666666664,24.563636363636363,13.054545454545456,12.466666666666669,15.318181818181818,25.090909090909093,24.725,23.85454545454545,25563.545454545456,32233.266666666663,40246.63636363636,23.031818181818185,22.37,25.325454545454544,19.84,24.9,16.34,7.1,0.0,0.0,77.2,7.6,21.266666666666666,27.34,17.62,6.733333333333332,78.93333333333334,6.246666666666667,0.0,0.0,0.0,0.0,8.559999999999999,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,4,0,0,1
108/11/30,20.308333333333334,37.75454545454546,37.98333333333333,38.83636363636364,22.27272727272728,20.966666666666665,23.527272727272727,13.645454545454545,12.066666666666668,14.38181818181818,24.10909090909092,25.916666666666664,24.454545454545453,29549.109090909093,40765.55,38511.181818181816,22.864545454545453,21.875,23.96181818181818,19.98,25.36,16.06,5.9,0.0,0.0,70.4,4.94,20.473333333333333,26.46666666666667,16.7,5.833333333333331,76.73333333333333,6.233333333333334,0.0,0.0,0.0,0.0,9.3,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1,5,1,0,0
108/12/01,21.853,34.75,38.94,39.56,19.416666666666668,21.55,23.36,12.008333333333333,13.29,14.38,22.741666666666667,25.65,25.18,32485.15,46991.3,39045.6,20.308333333333334,22.751,24.418,20.6,26.24,16.360000000000003,9.2,0.0,0.0,77.4,5.98,20.14,25.5,16.253333333333334,7.399999999999999,75.0,6.173333333333335,0.0,0.0,0.0,0.0,9.879999999999995,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,6,1,0,0
108/12/02,26.45,36.7,39.43333333333333,41.55,21.32,21.366666666666664,24.35,12.27,12.300000000000002,10.55,24.430000000000003,27.13333333333333,31.0,28979.0,13538.733333333332,9852.2,21.853,21.686666666666667,26.285,21.5,28.24,17.8,7.7,0.0,0.0,77.4,8.2,20.69333333333333,26.613333333333333,16.74,7.599999999999998,75.06666666666668,6.373333333333332,0.0,0.0,0.0,0.0,10.439999999999998,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,0,0,1,0
108/12/03,21.48,39.1,36.93846153846154,37.88181818181818,22.0,20.923076923076923,21.49090909090909,10.15,11.815384615384614,12.509090909090908,28.950000000000003,25.123076923076923,25.372727272727275,22511.0,44366.75384615385,40494.03636363637,26.45,21.57692307692308,22.137272727272727,17.66,22.38,12.62,7.5,0.0,0.0,75.6,10.68,19.92,25.62,15.593333333333334,8.133333333333331,76.8,8.286666666666667,0.0,0.0,0.0,0.0,9.76,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,1,0,0,0
108/12/04,21.05307692307692,35.74166666666667,38.85454545454545,38.92727272727273,21.125,21.29090909090909,22.09090909090909,11.975,12.072727272727274,12.236363636363636,23.766666666666666,26.781818181818178,26.69090909090909,36455.61666666667,30986.67272727273,34930.56363636364,21.48,22.5,22.75,16.880000000000003,22.56,11.8,7.0,0.0,0.0,67.8,5.86,18.680000000000003,24.39333333333333,14.073333333333332,7.399999999999999,73.60000000000001,8.246666666666666,0.0,0.0,0.0,0.0,10.759999999999998,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,2,0,0,0
108/12/05,22.19083333333333,35.13846153846154,38.14545454545455,38.67272727272727,20.04615384615385,22.154545454545453,22.63636363636364,11.66153846153846,13.054545454545456,13.463636363636365,23.47692307692308,25.090909090909093,25.20909090909091,24436.46153846154,25563.545454545456,31901.072727272727,21.05307692307692,23.031818181818185,23.27636363636364,16.48,20.82,13.54,0.0,3.4,5.3,79.4,4.82,17.006666666666668,21.92,12.653333333333334,4.833333333333332,74.26666666666667,7.12,3.4,3.4,5.3,5.3,7.280000000000001,0,0,0,0,0,1,1,12,-2.4492935982947064e-16,1.0,1,3,0,0,0
108/12/06,23.08083333333333,36.958333333333336,37.75454545454546,37.19166666666667,21.225,22.27272727272728,21.741666666666664,12.291666666666666,13.645454545454545,12.466666666666669,24.66666666666667,24.10909090909092,24.725,26968.533333333336,29549.109090909093,32233.266666666663,22.19083333333333,22.864545454545453,22.37,14.7,15.96,13.82,0.0,14.5,10.6,93.2,8.32,16.02,19.78,13.053333333333336,2.333333333333332,80.13333333333333,6.333333333333333,17.9,17.9,15.9,15.9,2.140000000000001,0,0,0,0,0,1,2,12,-2.4492935982947064e-16,1.0,1,4,0,0,1
108/12/07,23.551666666666662,37.85,34.75,37.98333333333333,22.641666666666666,19.416666666666668,20.966666666666665,13.391666666666666,12.008333333333333,12.066666666666668,24.458333333333336,22.741666666666667,25.916666666666664,19710.18333333333,32485.15,40765.55,23.08083333333333,20.308333333333334,21.875,14.55,15.6,13.375,,20.125,,98.25,6.4,15.243333333333334,17.46,13.578333333333331,,90.28333333333336,6.513333333333333,38.025,38.025,,,2.225,0,0,0,0,0,1,3,12,-2.4492935982947064e-16,1.0,1,5,1,0,0
108/12/08,25.385,38.225,36.7,38.94,22.258333333333336,21.32,21.55,12.583333333333334,12.27,13.29,25.641666666666666,24.430000000000003,25.65,28090.283333333336,28979.0,46991.3,23.551666666666662,21.853,22.751,14.68,18.22,12.18,0.2,0.875,0.8,82.6,8.059999999999999,14.643333333333333,16.593333333333334,13.125,,91.35,7.593333333333334,35.5,38.9,,,6.039999999999999,0,0,0,0,0,1,4,12,-2.4492935982947064e-16,1.0,1,6,1,0,0
108/12/09,22.956666666666667,41.75,39.1,39.43333333333333,24.34,22.0,21.366666666666664,15.6,10.15,12.300000000000002,26.15,28.950000000000003,27.13333333333333,27413.2,22511.0,13538.733333333332,25.385,26.45,21.686666666666667,15.8,22.3,11.3,9.4,0.0,0.0,74.4,5.84,15.01,18.706666666666667,12.284999999999998,,85.08333333333333,6.766666666666666,21.0,38.9,,,11.0,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,0,0,1,0
108/12/10,24.133333333333336,39.56666666666667,35.74166666666667,36.93846153846154,22.066666666666663,21.125,20.923076923076923,11.966666666666669,11.975,11.815384615384614,27.6,23.766666666666666,25.123076923076923,12053.333333333334,36455.61666666667,44366.75384615385,22.956666666666667,21.48,21.57692307692308,16.72,22.66,11.84,7.0,0.0,0.0,73.6,5.16,15.733333333333334,21.06,11.773333333333332,5.533333333333331,76.86666666666667,6.353333333333333,0.875,38.9,0.8000000000000018,,10.82,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,1,0,0,0
108/12/11,23.271818181818183,42.25,35.13846153846154,38.85454545454545,23.525,20.04615384615385,21.29090909090909,11.991666666666667,11.66153846153846,12.072727272727274,30.258333333333333,23.47692307692308,26.781818181818178,41200.88333333333,24436.46153846154,30986.67272727273,24.133333333333336,21.05307692307692,22.5,18.76,25.26,14.24,9.3,0.0,0.0,66.8,6.640000000000001,17.093333333333334,23.406666666666663,12.46,8.566666666666665,71.6,5.88,0.0,38.9,0.0,,11.02,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,2,0,0,0
108/12/12,24.94454545454545,40.70909090909091,36.958333333333336,38.14545454545455,22.481818181818184,21.225,22.154545454545453,11.563636363636364,12.291666666666666,13.054545454545456,29.145454545454548,24.66666666666667,25.090909090909093,22373.14545454545,26968.533333333336,25563.545454545456,23.271818181818183,22.19083333333333,23.031818181818185,17.86,24.3,12.66,8.6,0.0,0.0,76.0,6.4,17.78,24.07333333333333,12.913333333333334,8.299999999999999,72.13333333333333,6.066666666666667,0.0,35.5,0.0,,11.64,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,3,0,0,0
108/12/13,23.85,41.309090909090905,37.85,37.75454545454546,23.01818181818182,22.641666666666666,22.27272727272728,11.036363636363635,13.391666666666666,13.645454545454545,30.272727272727263,24.458333333333336,24.10909090909092,30082.963636363635,19710.18333333333,29549.109090909093,24.94454545454545,23.08083333333333,22.864545454545453,18.84,24.98,13.54,8.2,0.0,0.0,74.6,5.2,18.486666666666668,24.846666666666668,13.48,8.699999999999998,72.46666666666667,6.080000000000001,0.0,21.0,0.0,,11.44,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,4,0,0,1
108/12/14,21.459166666666665,39.708333333333336,38.225,34.75,22.58333333333333,22.258333333333336,19.416666666666668,11.991666666666667,12.583333333333334,12.008333333333333,27.71666666666667,25.641666666666666,22.741666666666667,21887.95,28090.283333333336,32485.15,23.85,23.551666666666662,20.308333333333334,18.34,24.48,13.22,9.4,0.0,0.0,77.6,7.68,18.346666666666668,24.586666666666662,13.14,8.73333333333333,76.06666666666666,6.426666666666667,0.0,0.875,0.0,0.8000000000000018,11.26,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,5,1,0,0
108/12/15,22.673,38.925,41.75,36.7,20.3,24.34,21.32,11.216666666666669,15.6,12.27,27.708333333333336,26.15,24.430000000000003,25498.666666666668,27413.2,28979.0,21.459166666666665,25.385,21.853,19.54,26.78,13.84,9.4,0.0,0.0,75.4,6.36,18.906666666666663,25.413333333333338,13.533333333333331,8.999999999999998,75.86666666666666,6.413333333333334,0.0,0.0,0.0,0.0,12.94,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,6,1,0,0
108/12/16,24.385,39.12,39.56666666666667,39.1,21.47,22.066666666666663,22.0,13.09,11.966666666666669,10.15,26.03,27.6,28.950000000000003,26912.8,12053.333333333334,22511.0,22.673,22.956666666666667,26.45,20.46,26.96,16.32,9.4,0.0,0.0,76.8,7.32,19.446666666666665,26.07333333333333,14.46,9.4,76.60000000000001,7.12,0.0,0.0,0.0,0.0,10.64,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,0,0,1,0
108/12/17,24.12333333333333,39.6,42.25,35.74166666666667,23.35,23.525,21.125,14.15,11.991666666666667,11.975,25.450000000000003,30.258333333333333,23.766666666666666,4430.5,41200.88333333333,36455.61666666667,24.385,24.133333333333336,21.48,20.68,27.42,15.52,7.6,0.0,0.0,79.6,6.24,20.226666666666667,27.05333333333333,15.226666666666668,8.799999999999999,77.26666666666667,6.640000000000001,0.0,0.0,0.0,0.0,11.900000000000002,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,1,0,0,0
108/12/18,22.359166666666667,40.625,40.70909090909091,35.13846153846154,22.933333333333334,22.481818181818184,20.04615384615385,12.65,11.563636363636364,11.66153846153846,27.975,29.145454545454548,23.47692307692308,41668.55,22373.14545454545,24436.46153846154,24.12333333333333,23.271818181818183,21.05307692307692,22.2,28.24,16.98,9.2,0.0,0.0,72.8,7.6800000000000015,21.113333333333333,27.540000000000003,16.273333333333333,8.733333333333333,76.39999999999999,7.080000000000001,0.0,0.0,0.0,0.0,11.259999999999998,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,2,0,0,0
108/12/19,23.43166666666667,39.28333333333333,41.309090909090905,36.958333333333336,21.791666666666668,23.01818181818182,21.225,11.816666666666668,11.036363636363635,12.291666666666666,27.46666666666666,30.272727272727263,24.66666666666667,23059.05,30082.963636363635,26968.533333333336,22.359166666666667,24.94454545454545,22.19083333333333,21.68,27.24,17.36,8.9,0.0,0.0,78.2,7.279999999999999,21.52,27.633333333333336,16.62,8.566666666666665,76.86666666666666,7.066666666666667,0.0,0.0,0.0,0.0,9.88,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,3,0,0,0
108/12/20,25.968333333333334,40.95,39.708333333333336,37.85,23.08333333333333,22.58333333333333,22.641666666666666,11.966666666666669,11.991666666666667,13.391666666666666,28.983333333333327,27.71666666666667,24.458333333333336,24017.9,21887.95,19710.18333333333,23.43166666666667,23.85,23.08083333333333,19.24,23.3,17.34,0.8,0.0,0.0,90.2,5.880000000000001,21.04,26.26,17.22666666666667,6.299999999999998,80.4,6.946666666666668,0.0,0.0,0.0,0.0,5.960000000000001,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,4,0,0,1
108/12/21,25.29076923076923,41.54166666666666,38.925,38.225,24.90833333333333,20.3,22.258333333333336,14.341666666666669,11.216666666666669,12.583333333333334,27.2,27.708333333333336,25.641666666666666,23451.05,25498.666666666668,28090.283333333336,25.968333333333334,21.459166666666665,23.551666666666662,18.3,21.7,16.325,2.7,2.6,2.6,90.8,6.0,19.74,24.08,17.008333333333333,4.133333333333332,86.39999999999999,6.386666666666667,2.6,2.6,2.600000000000002,2.600000000000002,5.375,0,0,0,0,0,1,1,12,-2.4492935982947064e-16,1.0,1,5,1,0,0
108/12/22,24.65818181818182,40.20769230769231,39.12,41.75,24.284615384615385,21.47,24.34,14.623076923076924,13.09,15.6,25.58461538461539,26.03,26.15,29683.169230769232,26912.8,27413.2,25.29076923076923,22.673,25.385,19.26,24.02,16.98,2.6,0.1,0.0,90.4,5.56,18.933333333333334,23.006666666666664,16.881666666666664,2.0333333333333314,90.46666666666668,5.8133333333333335,2.7,2.7,2.600000000000002,2.600000000000002,7.039999999999999,0,0,0,0,0,1,2,12,-2.4492935982947064e-16,1.0,1,6,1,0,0
108/12/23,24.9,40.78181818181818,39.6,39.56666666666667,23.57272727272728,23.35,22.066666666666663,13.454545454545457,14.15,11.966666666666669,27.327272727272728,25.450000000000003,27.6,21544.18181818182,4430.5,12053.333333333334,24.65818181818182,24.385,22.956666666666667,20.32,27.22,16.72,7.9,0.0,0.0,85.2,6.98,19.293333333333333,24.313333333333333,16.674999999999997,4.399999999999999,88.8,6.18,2.7,2.7,2.600000000000002,2.600000000000002,10.5,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,0,0,1,0
108/12/24,26.774545454545454,42.85,40.625,42.25,24.55,22.933333333333334,23.525,12.2,12.65,11.991666666666667,30.65,27.975,30.258333333333333,6423.3,41668.55,41200.88333333333,24.9,24.12333333333333,24.133333333333336,19.72,25.2,16.639999999999997,7.4,0.0,0.0,85.6,6.1,19.766666666666666,25.48,16.779999999999998,5.966666666666665,87.06666666666666,6.213333333333334,0.1,2.7,0.0,2.600000000000002,8.560000000000002,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,1,0,0,0
108/12/25,25.994615384615383,44.8,39.28333333333333,40.70909090909091,25.454545454545453,21.791666666666668,22.481818181818184,13.654545454545454,11.816666666666668,11.563636363636364,31.145454545454548,27.46666666666666,29.145454545454548,30989.67272727273,23059.05,22373.14545454545,26.774545454545454,22.359166666666667,23.271818181818183,19.42,25.28,15.64,6.5,0.0,0.0,86.6,6.6,19.82,25.9,16.333333333333332,7.266666666666665,85.8,6.56,0.0,2.7,0.0,2.600000000000002,9.64,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,2,0,0,0
108/12/26,24.146666666666665,42.13076923076923,40.95,41.309090909090905,25.3,23.08333333333333,23.01818181818182,14.553846153846154,11.966666666666669,11.036363636363635,27.57692307692308,28.983333333333327,30.272727272727263,23633.261538461546,24017.9,30082.963636363635,25.994615384615383,23.43166666666667,24.94454545454545,20.8,27.860000000000003,15.679999999999998,8.7,0.0,0.0,80.4,4.94,19.98,26.113333333333333,15.986666666666666,7.533333333333331,84.2,5.88,0.0,2.7,0.0,2.600000000000002,12.180000000000003,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,3,0,0,0
108/12/27,26.85727272727273,41.71666666666667,41.54166666666666,39.708333333333336,23.725,24.90833333333333,22.58333333333333,12.5,14.341666666666669,11.991666666666667,29.21666666666667,27.2,27.71666666666667,20540.35,23451.05,21887.95,24.146666666666665,25.968333333333334,23.85,21.16,27.3,16.0,7.2,0.0,0.0,77.8,9.1,20.46,26.813333333333333,15.773333333333332,7.466666666666664,81.60000000000001,6.88,0.0,2.7,0.0,2.600000000000002,11.3,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,4,0,0,1
108/12/28,28.04181818181818,42.6,40.20769230769231,38.925,26.10909090909091,24.284615384615385,20.3,13.4,14.623076923076924,11.216666666666669,29.200000000000003,25.58461538461539,27.708333333333336,15126.145454545454,29683.169230769232,25498.666666666668,26.85727272727273,25.29076923076923,21.459166666666665,17.36,20.880000000000003,15.32,2.4,0.0,0.0,69.8,6.98,19.773333333333333,25.346666666666668,15.666666666666666,6.099999999999998,76.0,7.006666666666668,0.0,0.1,0.0,0.0,5.560000000000002,0,0,0,0,0,0,0,12,-2.4492935982947064e-16,1.0,1,5,1,0,0
