日期,氣溫(℃)_lag1d,最高氣溫(℃)_lag1d,最低氣溫(℃)_lag1d,日照時數(hour)_lag1d,降水量(mm)_lag1d,降水時數(hour)_lag1d,相對溼度(%)_lag1d,最大陣風(m/s)_lag1d,氣溫(℃)_rollmean_3d_prev,氣溫(℃)_rollmax_3d_prev,氣溫(℃)_rollmin_3d_prev,氣溫(℃)_rollmean_7d_prev,氣溫(℃)_rollmax_7d_prev,氣溫(℃)_rollmin_7d_prev,氣溫(℃)_rollmean_15d_prev,氣溫(℃)_rollmax_15d_prev,氣溫(℃)_rollmin_15d_prev,氣溫(℃)_rollmean_30d_prev,氣溫(℃)_rollmax_30d_prev,氣溫(℃)_rollmin_30d_prev,最高氣溫(℃)_rollmean_3d_prev,最高氣溫(℃)_rollmax_3d_prev,最高氣溫(℃)_rollmin_3d_prev,最高氣溫(℃)_rollmean_7d_prev,最高氣溫(℃)_rollmax_7d_prev,最高氣溫(℃)_rollmin_7d_prev,最高氣溫(℃)_rollmean_15d_prev,最高氣溫(℃)_rollmax_15d_prev,最高氣溫(℃)_rollmin_15d_prev,最高氣溫(℃)_rollmean_30d_prev,最高氣溫(℃)_rollmax_30d_prev,最高氣溫(℃)_rollmin_30d_prev,最低氣溫(℃)_rollmean_3d_prev,最低氣溫(℃)_rollmax_3d_prev,最低氣溫(℃)_rollmin_3d_prev,最低氣溫(℃)_rollmean_7d_prev,最低氣溫(℃)_rollmax_7d_prev,最低氣溫(℃)_rollmin_7d_prev,最低氣溫(℃)_rollmean_15d_prev,最低氣溫(℃)_rollmax_15d_prev,最低氣溫(℃)_rollmin_15d_prev,最低氣溫(℃)_rollmean_30d_prev,最低氣溫(℃)_rollmax_30d_prev,最低氣溫(℃)_rollmin_30d_prev,日照時數(hour)_rollmean_3d_prev,日照時數(hour)_rollmax_3d_prev,日照時數(hour)_rollmin_3d_prev,日照時數(hour)_rollmean_7d_prev,日照時數(hour)_rollmax_7d_prev,日照時數(hour)_rollmin_7d_prev,日照時數(hour)_rollmean_15d_prev,日照時數(hour)_rollmax_15d_prev,日照時數(hour)_rollmin_15d_prev,日照時數(hour)_rollmean_30d_prev,日照時數(hour)_rollmax_30d_prev,日照時數(hour)_rollmin_30d_prev,相對溼度(%)_rollmean_3d_prev,相對溼度(%)_rollmax_3d_prev,相對溼度(%)_rollmin_3d_prev,相對溼度(%)_rollmean_7d_prev,相對溼度(%)_rollmax_7d_prev,相對溼度(%)_rollmin_7d_prev,相對溼度(%)_rollmean_15d_prev,相對溼度(%)_rollmax_15d_prev,相對溼度(%)_rollmin_15d_prev,相對溼度(%)_rollmean_30d_prev,相對溼度(%)_rollmax_30d_prev,相對溼度(%)_rollmin_30d_prev,最大陣風(m/s)_rollmean_3d_prev,最大陣風(m/s)_rollmax_3d_prev,最大陣風(m/s)_rollmin_3d_prev,最大陣風(m/s)_rollmean_7d_prev,最大陣風(m/s)_rollmax_7d_prev,最大陣風(m/s)_rollmin_7d_prev,最大陣風(m/s)_rollmean_15d_prev,最大陣風(m/s)_rollmax_15d_prev,最大陣風(m/s)_rollmin_15d_prev,最大陣風(m/s)_rollmean_30d_prev,最大陣風(m/s)_rollmax_30d_prev,最大陣風(m/s)_rollmin_30d_prev,降水量(mm)_rollsum_3d_prev,降水量(mm)_rollsum_7d_prev,降水量(mm)_rollsum_15d_prev,降水量(mm)_rollsum_30d_prev,降水時數(hour)_rollsum_3d_prev,降水時數(hour)_rollsum_7d_prev,降水時數(hour)_rollsum_15d_prev,降水時數(hour)_rollsum_30d_prev,daily_temp_range_prev,is_cold_wave_prev,is_strong_cold_prev,is_frost_risk_prev,is_strong_wind_prev,is_heavy_rain_prev,rainy_day_prev,consec_rainy_days_prev,month,month_sin,month_cos,is_winter
112/09/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
112/09/02,28.266666666666666,31.866666666666664,25.933333333333334,,0.8333333333333334,,86.66666666666667,6.400000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93333333333333,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
112/09/03,29.03333333333333,33.86666666666667,26.066666666666663,,0.0,,82.33333333333333,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.800000000000004,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
112/09/04,27.6,29.5,25.633333333333336,,3.1666666666666665,,88.33333333333333,13.8,28.3,29.03333333333333,27.6,,,,,,,,,,31.74444444444444,33.86666666666667,29.5,,,,,,,,,,25.877777777777776,26.066666666666663,25.633333333333336,,,,,,,,,,,,,,,,,,,,,,85.77777777777777,88.33333333333333,82.33333333333333,,,,,,,,,,8.833333333333334,13.8,6.3,,,,,,,,,,4.0,,,,,,,,3.8666666666666636,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
112/09/05,26.933333333333334,29.83333333333333,25.2,,10.833333333333334,,89.0,11.0,27.855555555555554,29.03333333333333,26.933333333333334,,,,,,,,,,31.066666666666663,33.86666666666667,29.5,,,,,,,,,,25.63333333333333,26.066666666666663,25.2,,,,,,,,,,,,,,,,,,,,,,86.55555555555554,89.0,82.33333333333333,,,,,,,,,,10.366666666666667,13.8,6.3,,,,,,,,,,14.0,,,,,,,,4.633333333333329,0,0,0,0,0,1,2,9,-1.0,-1.8369701987210297e-16,0
112/09/06,28.166666666666668,34.1,25.166666666666668,,6.5,,83.0,8.933333333333334,27.566666666666666,28.166666666666668,26.933333333333334,,,,,,,,,,31.144444444444442,34.1,29.5,,,,,,,,,,25.333333333333332,25.633333333333336,25.166666666666668,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,89.0,83.0,,,,,,,,,,11.244444444444445,13.8,8.933333333333334,,,,,,,,,,20.5,,,,,,,,8.933333333333334,0,0,0,0,0,1,3,9,-1.0,-1.8369701987210297e-16,0
112/09/07,27.166666666666668,33.9,24.53333333333333,,35.333333333333336,,88.0,7.633333333333333,27.42222222222222,28.166666666666668,26.933333333333334,,,,,,,,,,32.61111111111111,34.1,29.83333333333333,,,,,,,,,,24.96666666666667,25.2,24.53333333333333,,,,,,,,,,,,,,,,,,,,,,86.66666666666667,89.0,83.0,,,,,,,,,,9.188888888888888,11.0,7.633333333333333,,,,,,,,,,52.66666666666667,,,,,,,,9.366666666666667,0,0,0,0,0,1,4,9,-1.0,-1.8369701987210297e-16,0
112/09/08,27.433333333333334,32.63333333333333,24.7,,1.8333333333333333,,87.66666666666667,6.366666666666667,27.58888888888889,28.166666666666668,27.166666666666668,27.8,29.03333333333333,26.933333333333334,,,,,,,33.544444444444444,34.1,32.63333333333333,32.24285714285714,34.1,29.5,,,,,,,24.799999999999997,25.166666666666668,24.53333333333333,25.319047619047616,26.066666666666663,24.53333333333333,,,,,,,,,,,,,,,,,,,86.22222222222223,88.0,83.0,86.42857142857143,89.0,82.33333333333333,,,,,,,7.644444444444443,8.933333333333334,6.366666666666667,8.633333333333335,13.8,6.3,,,,,,,43.66666666666667,58.50000000000001,,,,,,,7.933333333333334,0,0,0,0,0,1,5,9,-1.0,-1.8369701987210297e-16,0
112/09/09,26.666666666666668,32.5,24.2,,29.5,,89.66666666666667,8.466666666666667,27.08888888888889,27.433333333333334,26.666666666666668,27.571428571428573,29.03333333333333,26.666666666666668,,,,,,,33.01111111111111,33.9,32.5,32.33333333333333,34.1,29.5,,,,,,,24.477777777777778,24.7,24.2,25.071428571428573,26.066666666666663,24.2,,,,,,,,,,,,,,,,,,,88.44444444444446,89.66666666666667,87.66666666666667,86.85714285714286,89.66666666666667,82.33333333333333,,,,,,,7.48888888888889,8.466666666666667,6.366666666666667,8.928571428571429,13.8,6.3,,,,,,,66.66666666666667,87.16666666666667,,,,,,,8.3,0,0,0,0,0,1,6,9,-1.0,-1.8369701987210297e-16,0
112/09/10,26.53333333333333,31.433333333333334,23.933333333333334,,18.666666666666668,,88.33333333333333,8.200000000000001,26.877777777777776,27.433333333333334,26.53333333333333,27.21428571428572,28.166666666666668,26.53333333333333,,,,,,,32.18888888888889,32.63333333333333,31.433333333333334,31.985714285714284,34.1,29.5,,,,,,,24.277777777777775,24.7,23.933333333333334,24.76666666666667,25.633333333333336,23.933333333333334,,,,,,,,,,,,,,,,,,,88.55555555555556,89.66666666666667,87.66666666666667,87.71428571428571,89.66666666666667,83.0,,,,,,,7.677777777777778,8.466666666666667,6.366666666666667,9.200000000000001,13.8,6.366666666666667,,,,,,,49.99999999999999,105.83333333333334,,,,,,,7.5,0,0,0,0,0,1,7,9,-1.0,-1.8369701987210297e-16,0
