日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
111/11/01,514 溪湖鎮,LA1 甘藍 初秋 ,27.9,19.1,13.7,19.8, +  9,10790.0, +259,0
111/11/01,260 宜蘭市,LA1 甘藍 初秋 ,47.0,25.0,15.0,25.0, + 25,5750.0, +  3,0
111/11/01,950 花蓮市,LA1 甘藍 初秋 ,27.0,25.8,25.0,25.9,  -  ,800.0,  -  ,0
111/11/01,800 高雄市,LA1 甘藍 初秋 ,34.2,19.6,6.5,19.9, - 23,37020.0, + 71,0
111/11/01,540 南投市,LA1 甘藍 初秋 ,20.0,15.0,8.0,14.75, - 18,1361.0, + 96,0
111/11/01,109 台北一,LA1 甘藍 初秋 ,45.6,16.7,6.6,20.5, - 12,75500.0, + 18,0
111/11/01,220 板橋區,LA1 甘藍 初秋 ,24.4,18.6,14.7,19.0, +  3,9035.0, + 17,0
111/11/01,648 西螺鎮,LA1 甘藍 初秋 ,25.4,19.2,10.7,18.7, -  1,233617.0, -  8,0
111/11/01,241 三重區,LA1 甘藍 初秋 ,23.0,15.1,7.7,15.2, + 55,9099.0, - 56,0
111/11/01,512 永靖鄉,LA1 甘藍 初秋 ,22.9,15.3,7.7,15.3,  -  ,1614.0,  -  ,0
111/11/01,104 台北二,LA1 甘藍 初秋 ,46.6,14.7,9.4,20.0, - 10,36037.0, -  4,0
111/11/01,400 台中市,LA1 甘藍 初秋 ,27.2,17.6,7.5,16.6, -  8,16081.0, + 19,0
111/11/01,930 台東市,LA1 甘藍 初秋 ,45.0,31.0,16.0,30.0, -  3,6070.0, - 36,0
111/11/01,830 鳳山區,LA1 甘藍 初秋 ,29.4,10.4,6.1,13.3, -  6,8600.0, - 27,0
111/11/01,420 豐原區,LA1 甘藍 初秋 ,37.0,25.1,18.8,26.2, - 16,10290.0, - 36,0
111/11/01,900 屏東市,LA1 甘藍 初秋 ,32.5,18.3,6.8,18.3, - 14,15634.0, + 25,0
111/11/01,338 桃　農,LA1 甘藍 初秋 ,25.0,8.6,3.6,10.9, - 35,20253.0, + 62,0
111/11/02,104 台北二,LA1 甘藍 初秋 ,41.0,19.9,14.0,22.9, + 14,30365.0, - 16,0
111/11/02,830 鳳山區,LA1 甘藍 初秋 ,31.5,9.0,4.0,12.5, -  6,10860.0, + 26,0
111/11/02,648 西螺鎮,LA1 甘藍 初秋 ,25.4,19.2,10.7,18.7,    0,240424.0, +  3,0
111/11/02,109 台北一,LA1 甘藍 初秋 ,46.9,20.5,11.2,23.9, + 17,56309.0, - 25,0
111/11/02,800 高雄市,LA1 甘藍 初秋 ,36.5,18.9,7.0,20.0, +  1,32003.0, - 14,0
111/11/02,900 屏東市,LA1 甘藍 初秋 ,36.0,24.0,4.8,22.5, + 23,19072.0, + 22,0
111/11/02,420 豐原區,LA1 甘藍 初秋 ,25.0,24.8,15.0,22.9, - 13,8600.0, - 16,0
111/11/02,930 台東市,LA1 甘藍 初秋 ,40.0,30.0,18.0,29.0, -  3,6501.0, +  7,0
111/11/02,241 三重區,LA1 甘藍 初秋 ,23.0,11.7,6.8,13.0, - 14,11110.0, + 22,0
111/11/02,220 板橋區,LA1 甘藍 初秋 ,22.7,17.5,9.0,16.8, - 12,11478.0, + 27,0
111/11/02,514 溪湖鎮,LA1 甘藍 初秋 ,28.3,19.0,11.4,19.4, -  2,13502.0, + 25,0
111/11/02,260 宜蘭市,LA1 甘藍 初秋 ,45.0,26.0,10.0,26.0, +  4,5450.0, -  5,0
111/11/02,540 南投市,LA1 甘藍 初秋 ,25.0,17.0,8.0,16.17, + 10,1490.0, +  9,0
111/11/02,400 台中市,LA1 甘藍 初秋 ,26.5,23.1,10.5,21.0, + 27,7533.0, - 53,0
111/11/02,338 桃　農,LA1 甘藍 初秋 ,28.9,15.9,6.6,16.7, + 53,9690.0, - 52,0
111/11/03,514 溪湖鎮,LA1 甘藍 初秋 ,28.4,20.1,14.0,20.5, +  6,13260.0, -  2,0
111/11/03,830 鳳山區,LA1 甘藍 初秋 ,35.9,14.8,9.0,17.9, + 43,7070.0, - 35,0
111/11/03,540 南投市,LA1 甘藍 初秋 ,16.0,14.0,11.0,13.28, - 18,549.0, - 63,0
111/11/03,241 三重區,LA1 甘藍 初秋 ,21.2,9.8,6.2,11.4, - 12,15494.0, + 39,0
111/11/03,400 台中市,LA1 甘藍 初秋 ,24.2,17.7,8.6,17.0, - 19,11629.0, + 54,0
111/11/03,420 豐原區,LA1 甘藍 初秋 ,22.9,21.5,13.5,20.2, - 12,10716.4, + 25,0
111/11/03,648 西螺鎮,LA1 甘藍 初秋 ,25.3,19.1,10.7,18.7,    0,216541.0, - 10,0
