日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
109/11/01,420 豐原區,LA1 甘藍 初秋 ,35.9,25.2,15.0,25.32, +  9,23468.0, + 69,0
109/11/01,241 三重區,LA1 甘藍 初秋 ,38.2,31.0,16.5,29.5, - 34,7135.0, +693,0
109/11/01,220 板橋區,LA1 甘藍 初秋 ,36.9,27.0,22.4,28.1, -  0,9880.0, + 87,0
109/11/01,800 高雄市,LA1 甘藍 初秋 ,45.4,28.4,14.6,29.0, -  8,25479.0, + 11,0
109/11/01,930 台東市,LA1 甘藍 初秋 ,40.0,24.0,20.0,34.0, + 10,6571.0, - 27,0
109/11/01,830 鳳山區,LA1 甘藍 初秋 ,35.1,21.9,15.1,23.2, - 11,4750.0, + 35,0
109/11/01,540 南投市,LA1 甘藍 初秋 ,33.0,24.0,13.0,23.58, +  1,1602.0, +  1,0
109/11/01,514 溪湖鎮,LA1 甘藍 初秋 ,35.9,28.0,18.4,27.7, +  5,10189.0, - 32,0
109/11/01,400 台中市,LA1 甘藍 初秋 ,33.0,20.0,14.0,19.9, - 17,4131.0, + 43,0
109/11/01,104 台北二,LA1 甘藍 初秋 ,55.1,30.5,21.8,33.7, + 13,19282.0, - 27,0
109/11/01,900 屏東市,LA1 甘藍 初秋 ,31.7,20.3,14.8,20.3, - 16,18291.0, + 29,0
109/11/01,109 台北一,LA1 甘藍 初秋 ,50.5,33.2,13.8,32.8, +  4,55700.0, - 21,0
109/11/01,338 桃　農,LA1 甘藍 初秋 ,38.4,23.1,17.9,25.1, -  5,6366.0, + 31,0
109/11/02,514 溪湖鎮,LA1 甘藍 初秋 ,39.0,25.3,15.0,26.0, -  6,11001.0, +  8,0
109/11/02,512 永靖鄉,LA1 甘藍 初秋 ,39.0,24.0,10.0,24.9, -  1,3017.0, + 12,0
109/11/02,950 花蓮市,LA1 甘藍 初秋 ,36.1,25.3,20.7,26.6, - 16,2735.0, +102,0
109/11/02,648 西螺鎮,LA1 甘藍 初秋 ,33.7,25.9,14.7,25.3, +  0,201810.0, + 10,0
109/11/03,950 花蓮市,LA1 甘藍 初秋 ,34.2,26.9,23.6,27.7, +  4,3304.0, + 21,0
109/11/03,400 台中市,LA1 甘藍 初秋 ,36.0,28.7,22.0,30.7, + 54,2756.0, - 33,0
109/11/03,800 高雄市,LA1 甘藍 初秋 ,44.6,31.3,21.6,32.0, + 10,21083.0, - 17,0
109/11/03,420 豐原區,LA1 甘藍 初秋 ,34.4,20.7,14.9,22.28, - 12,23680.0, +  1,0
109/11/03,241 三重區,LA1 甘藍 初秋 ,40.0,32.7,15.7,30.7, +  4,6280.0, - 12,0
109/11/03,930 台東市,LA1 甘藍 初秋 ,30.0,20.0,16.0,26.0, - 24,5516.0, - 16,0
109/11/03,512 永靖鄉,LA1 甘藍 初秋 ,36.0,24.0,10.0,24.7, -  1,2227.0, - 26,0
109/11/03,220 板橋區,LA1 甘藍 初秋 ,40.2,30.8,15.2,29.6, +  5,10450.0, +  6,0
109/11/03,104 台北二,LA1 甘藍 初秋 ,44.8,25.3,13.4,26.8, - 20,32909.0, + 71,0
109/11/03,900 屏東市,LA1 甘藍 初秋 ,39.1,26.6,19.5,26.6, + 31,7579.0, - 59,0
109/11/03,109 台北一,LA1 甘藍 初秋 ,44.7,31.2,17.4,31.2, -  5,72394.0, + 30,0
109/11/03,260 宜蘭市,LA1 甘藍 初秋 ,35.0,27.0,17.0,27.0, -  4,4580.0, +  5,0
109/11/03,514 溪湖鎮,LA1 甘藍 初秋 ,36.6,26.0,15.0,25.9, -  0,16729.0, + 52,0
109/11/03,338 桃　農,LA1 甘藍 初秋 ,30.5,23.0,14.5,22.8, -  9,8990.0, + 41,0
109/11/03,830 鳳山區,LA1 甘藍 初秋 ,39.0,26.5,16.0,26.9, + 16,3270.0, - 31,0
109/11/03,540 南投市,LA1 甘藍 初秋 ,30.0,25.0,13.0,24.05, +  2,1391.0, - 13,0
109/11/03,648 西螺鎮,LA1 甘藍 初秋 ,38.0,30.3,18.3,29.3, + 16,186232.0, -  8,0
109/11/04,930 台東市,LA1 甘藍 初秋 ,40.0,20.0,9.0,32.0, + 23,10383.0, + 88,0
109/11/04,950 花蓮市,LA1 甘藍 初秋 ,35.4,27.3,20.9,27.6, -  0,2174.0, - 34,0
109/11/04,800 高雄市,LA1 甘藍 初秋 ,42.7,30.6,23.3,31.6, -  1,24459.0, + 16,0
109/11/04,830 鳳山區,LA1 甘藍 初秋 ,40.0,24.1,15.0,25.5, -  5,4520.0, + 38,0
109/11/04,900 屏東市,LA1 甘藍 初秋 ,39.4,24.9,18.2,24.9, -  6,11414.0, + 51,0
109/11/04,420 豐原區,LA1 甘藍 初秋 ,30.8,21.4,18.3,22.69, +  2,14450.0, - 39,0
109/11/04,104 台北二,LA1 甘藍 初秋 ,41.9,27.2,16.2,27.9, +  4,26125.0, - 21,0
109/11/04,540 南投市,LA1 甘藍 初秋 ,38.0,29.0,22.0,28.51, + 19,598.0, - 57,0
109/11/04,241 三重區,LA1 甘藍 初秋 ,41.0,33.6,21.8,32.7, +  7,4530.0, - 28,0
109/11/04,514 溪湖鎮,LA1 甘藍 初秋 ,32.1,23.8,15.4,23.8, -  8,9452.0, - 43,0
109/11/04,220 板橋區,LA1 甘藍 初秋 ,37.4,28.5,19.8,28.6, -  3,10260.0, -  2,0
109/11/04,648 西螺鎮,LA1 甘藍 初秋 ,37.7,30.2,18.2,29.2, -  0,193298.0, +  4,0
109/11/04,109 台北一,LA1 甘藍 初秋 ,40.5,29.8,18.4,29.6, -  5,75974.0, +  5,0
109/11/04,260 宜蘭市,LA1 甘藍 初秋 ,40.0,30.0,18.0,30.0, + 11,4520.0, -  1,0
109/11/04,400 台中市,LA1 甘藍 初秋 ,33.8,26.6,21.8,26.9, - 12,4888.0, + 77,0
109/11/04,338 桃　農,LA1 甘藍 初秋 ,32.3,23.8,19.8,24.7, +  8,2577.0, - 71,0
109/11/05,514 溪湖鎮,LA1 甘藍 初秋 ,34.7,24.6,15.2,24.8, +  4,19092.0, +102,0
109/11/05,900 屏東市,LA1 甘藍 初秋 ,42.1,28.1,19.2,28.1, + 13,7309.0, - 36,0
109/11/05,400 台中市,LA1 甘藍 初秋 ,36.0,28.0,21.3,25.0, -  7,2500.0, - 49,0
109/11/05,540 南投市,LA1 甘藍 初秋 ,35.0,31.0,17.0,30.5, +  7,971.0, + 62,0
109/11/05,830 鳳山區,LA1 甘藍 初秋 ,38.3,24.3,16.0,25.5,    0,4400.0, -  3,0
109/11/05,800 高雄市,LA1 甘藍 初秋 ,42.3,28.1,17.7,28.9, -  9,21959.0, - 10,0
109/11/05,930 台東市,LA1 甘藍 初秋 ,38.0,28.0,13.0,34.0, +  6,6305.0, - 39,0
109/11/05,338 桃　農,LA1 甘藍 初秋 ,36.4,27.3,24.8,28.6, + 16,3251.0, + 26,0
109/11/05,420 豐原區,LA1 甘藍 初秋 ,34.4,22.6,14.1,23.23, +  2,20160.0, + 40,0
109/11/05,648 西螺鎮,LA1 甘藍 初秋 ,37.9,30.3,18.2,29.4, +  1,169329.0, - 12,0
109/11/05,241 三重區,LA1 甘藍 初秋 ,43.3,23.0,15.0,25.4, - 22,4370.0, -  4,0
109/11/05,109 台北一,LA1 甘藍 初秋 ,43.5,31.3,20.7,31.6, +  7,62672.0, - 18,0
109/11/05,104 台北二,LA1 甘藍 初秋 ,44.4,28.8,20.4,30.2, +  8,29411.0, + 13,0
109/11/05,950 花蓮市,LA1 甘藍 初秋 ,33.3,25.7,21.5,26.4, -  4,1898.0, - 13,0
109/11/05,220 板橋區,LA1 甘藍 初秋 ,37.5,28.6,22.8,29.2, +  2,10580.0, +  3,0
109/11/06,950 花蓮市,LA1 甘藍 初秋 ,23.9,20.6,15.6,20.2, - 23,2593.0, + 37,0
109/11/06,104 台北二,LA1 甘藍 初秋 ,43.3,27.4,17.5,28.6, -  5,37655.0, + 28,0
109/11/06,540 南投市,LA1 甘藍 初秋 ,35.0,29.0,15.0,28.27, -  7,1776.0, + 83,0
109/11/06,512 永靖鄉,LA1 甘藍 初秋 ,34.0,22.0,12.0,22.3,  -  ,4519.0,  -  ,0
109/11/06,400 台中市,LA1 甘藍 初秋 ,32.0,23.6,19.3,23.2, -  7,6505.0, +160,0
109/11/06,109 台北一,LA1 甘藍 初秋 ,44.6,28.0,15.9,28.9, -  9,81563.0, + 30,0
109/11/06,260 宜蘭市,LA1 甘藍 初秋 ,40.0,33.0,24.0,33.0, + 10,4310.0, -  5,0
109/11/06,241 三重區,LA1 甘藍 初秋 ,44.3,30.7,21.6,31.6, + 24,3851.0, - 12,0
109/11/06,420 豐原區,LA1 甘藍 初秋 ,35.2,20.7,14.9,22.46, -  3,16410.0, - 19,0
109/11/06,220 板橋區,LA1 甘藍 初秋 ,43.5,30.9,24.2,32.1, + 10,9825.0, -  7,0
109/11/06,338 桃　農,LA1 甘藍 初秋 ,40.5,33.9,27.4,33.9, + 19,4909.0, + 51,0
109/11/06,830 鳳山區,LA1 甘藍 初秋 ,27.4,15.7,10.0,16.9, - 34,7280.0, + 65,0
109/11/06,930 台東市,LA1 甘藍 初秋 ,40.0,28.0,13.0,33.0, -  3,9442.0, + 50,0
109/11/06,800 高雄市,LA1 甘藍 初秋 ,43.0,27.8,16.5,28.6, -  1,24574.0, + 12,0
109/11/06,900 屏東市,LA1 甘藍 初秋 ,27.0,17.5,10.7,17.5, - 38,13400.0, + 83,0
109/11/06,514 溪湖鎮,LA1 甘藍 初秋 ,34.9,24.6,15.4,24.8,    0,19511.0, +  2,0
109/11/06,648 西螺鎮,LA1 甘藍 初秋 ,37.6,30.2,18.0,29.1, -  1,186800.0, + 10,0
109/11/07,900 屏東市,LA1 甘藍 初秋 ,30.1,21.7,15.0,21.7, + 24,10518.0, - 22,0
109/11/07,241 三重區,LA1 甘藍 初秋 ,47.0,39.3,19.2,36.8, + 16,4000.0, +  4,0
109/11/07,540 南投市,LA1 甘藍 初秋 ,30.0,25.0,17.0,24.29, - 14,1946.0, + 10,0
109/11/07,104 台北二,LA1 甘藍 初秋 ,46.4,25.4,14.7,27.5, -  4,46672.0, + 24,0
109/11/07,338 桃　農,LA1 甘藍 初秋 ,42.0,30.2,20.2,30.6, - 10,5654.0, + 15,0
109/11/07,648 西螺鎮,LA1 甘藍 初秋 ,37.3,30.0,17.8,29.0, -  0,198460.0, +  6,0
109/11/07,514 溪湖鎮,LA1 甘藍 初秋 ,35.1,25.2,15.0,25.1, +  1,17684.0, -  9,0
109/11/07,830 鳳山區,LA1 甘藍 初秋 ,35.2,21.9,14.9,23.1, + 37,4182.0, - 43,0
109/11/07,220 板橋區,LA1 甘藍 初秋 ,37.0,28.7,23.0,29.2, -  9,15755.0, + 60,0
109/11/07,420 豐原區,LA1 甘藍 初秋 ,27.2,17.1,14.6,18.61, - 17,13866.0, - 16,0
109/11/07,109 台北一,LA1 甘藍 初秋 ,42.9,29.0,19.2,29.8, +  3,103228.0, + 27,0
109/11/07,950 花蓮市,LA1 甘藍 初秋 ,25.4,22.5,16.2,21.8, +  8,2050.0, - 21,0
109/11/07,512 永靖鄉,LA1 甘藍 初秋 ,35.0,23.0,12.0,23.9, +  7,1787.0, - 60,0
109/11/07,930 台東市,LA1 甘藍 初秋 ,40.0,28.0,15.0,34.0, +  3,8658.0, -  8,0
109/11/07,800 高雄市,LA1 甘藍 初秋 ,42.4,27.0,19.4,28.5, -  0,25680.0, +  5,0
109/11/07,400 台中市,LA1 甘藍 初秋 ,32.5,29.3,22.8,27.4, + 18,2328.0, - 64,0
109/11/08,800 高雄市,LA1 甘藍 初秋 ,42.6,26.1,17.7,27.7, -  3,21920.0, - 15,0
109/11/08,338 桃　農,LA1 甘藍 初秋 ,42.8,28.2,23.4,30.2, -  1,6385.0, + 13,0
109/11/08,420 豐原區,LA1 甘藍 初秋 ,30.0,24.1,15.3,23.5, + 26,22678.0, + 64,0
109/11/08,830 鳳山區,LA1 甘藍 初秋 ,36.2,23.2,14.5,24.1, +  4,4410.0, +  5,0
109/11/08,930 台東市,LA1 甘藍 初秋 ,40.0,28.0,15.0,35.0, +  3,8239.0, -  5,0
109/11/08,400 台中市,LA1 甘藍 初秋 ,33.2,30.0,25.5,29.2, +  7,2540.0, +  9,0
109/11/08,241 三重區,LA1 甘藍 初秋 ,47.0,29.2,17.4,30.4, - 17,7090.0, + 77,0
109/11/08,514 溪湖鎮,LA1 甘藍 初秋 ,37.1,26.6,15.1,26.4, +  5,16551.0, -  6,0
109/11/08,104 台北二,LA1 甘藍 初秋 ,44.0,25.0,15.6,27.0, -  2,42505.0, -  9,0
109/11/08,109 台北一,LA1 甘藍 初秋 ,43.7,28.4,18.2,29.4, -  1,109681.0, +  6,0
109/11/08,220 板橋區,LA1 甘藍 初秋 ,32.1,26.8,20.5,26.6, -  9,24382.0, + 55,0
109/11/08,540 南投市,LA1 甘藍 初秋 ,30.0,24.0,15.0,23.48, -  3,1135.0, - 42,0
109/11/08,900 屏東市,LA1 甘藍 初秋 ,26.4,18.7,12.4,18.7, - 14,17798.0, + 69,0
109/11/09,648 西螺鎮,LA1 甘藍 初秋 ,37.1,29.8,17.8,28.7, -  1,214585.0, +  8,0
109/11/09,512 永靖鄉,LA1 甘藍 初秋 ,35.0,24.0,12.0,24.1, +  1,4861.0, +172,0
109/11/09,514 溪湖鎮,LA1 甘藍 初秋 ,35.5,28.6,16.6,27.6, +  5,5365.0, - 68,0
109/11/09,950 花蓮市,LA1 甘藍 初秋 ,41.7,26.3,17.4,27.6, + 27,2512.0, + 23,0
109/11/10,260 宜蘭市,LA1 甘藍 初秋 ,42.0,33.0,25.0,33.0,    0,4820.0, + 12,0
109/11/10,400 台中市,LA1 甘藍 初秋 ,24.4,18.6,12.5,18.6, - 36,18075.0, +612,0
109/11/10,800 高雄市,LA1 甘藍 初秋 ,40.0,26.5,16.1,27.1, -  2,26351.0, + 20,0
109/11/10,241 三重區,LA1 甘藍 初秋 ,36.8,21.8,13.8,23.2, - 24,19025.0, +168,0
109/11/10,830 鳳山區,LA1 甘藍 初秋 ,40.0,20.2,12.1,22.5, -  7,4170.0, -  5,0
109/11/10,540 南投市,LA1 甘藍 初秋 ,36.0,27.0,20.0,26.89, + 15,1493.0, + 32,0
109/11/10,109 台北一,LA1 甘藍 初秋 ,43.0,25.2,15.1,26.7, -  9,139543.0, + 27,0
109/11/10,338 桃　農,LA1 甘藍 初秋 ,32.0,27.8,19.8,27.0, - 11,2690.0, - 58,0
109/11/10,420 豐原區,LA1 甘藍 初秋 ,29.3,24.3,18.2,24.08, +  2,7380.0, - 67,0
109/11/10,220 板橋區,LA1 甘藍 初秋 ,31.6,25.1,15.8,24.5, -  8,34137.0, + 40,0
109/11/10,104 台北二,LA1 甘藍 初秋 ,41.4,23.3,17.0,25.7, -  5,45805.0, +  8,0
109/11/10,648 西螺鎮,LA1 甘藍 初秋 ,37.9,30.7,17.4,29.4, +  2,187340.0, - 13,0
109/11/10,512 永靖鄉,LA1 甘藍 初秋 ,32.0,24.0,11.0,24.1,    0,6667.0, + 37,0
109/11/10,514 溪湖鎮,LA1 甘藍 初秋 ,32.9,26.9,15.8,25.9, -  6,14052.0, +162,0
109/11/10,900 屏東市,LA1 甘藍 初秋 ,41.5,27.0,15.2,27.0, + 44,9945.0, - 44,0
109/11/10,930 台東市,LA1 甘藍 初秋 ,45.0,25.0,20.0,34.0, -  3,7059.0, - 14,0
109/11/10,950 花蓮市,LA1 甘藍 初秋 ,41.0,35.1,25.1,34.3, + 24,1480.0, - 41,0
109/11/11,540 南投市,LA1 甘藍 初秋 ,32.0,28.0,18.0,27.09, +  1,1387.0, -  7,0
109/11/11,338 桃　農,LA1 甘藍 初秋 ,33.6,27.4,21.8,27.5, +  2,8700.0, +223,0
109/11/11,930 台東市,LA1 甘藍 初秋 ,45.0,25.0,20.0,35.0, +  3,6264.0, - 11,0
109/11/11,950 花蓮市,LA1 甘藍 初秋 ,40.7,32.0,14.9,30.3, - 12,1647.5, + 11,0
109/11/11,109 台北一,LA1 甘藍 初秋 ,45.5,31.0,19.9,31.7, + 19,105308.0, - 25,0
109/11/11,260 宜蘭市,LA1 甘藍 初秋 ,45.0,32.0,25.0,32.0, -  3,4140.0, - 14,0
109/11/11,104 台北二,LA1 甘藍 初秋 ,47.5,33.1,23.6,34.1, + 33,34054.0, - 26,0
109/11/11,514 溪湖鎮,LA1 甘藍 初秋 ,33.4,27.4,18.0,26.7, +  3,9797.0, - 30,0
109/11/11,420 豐原區,LA1 甘藍 初秋 ,24.4,16.5,14.6,17.73, - 26,16303.0, +121,0
109/11/11,220 板橋區,LA1 甘藍 初秋 ,32.0,25.0,17.5,24.9, +  2,27998.0, - 18,0
109/11/11,400 台中市,LA1 甘藍 初秋 ,29.5,21.0,11.6,22.2, + 19,8475.0, - 53,0
109/11/11,241 三重區,LA1 甘藍 初秋 ,39.9,26.4,14.1,26.6, + 15,11425.0, - 40,0
109/11/11,900 屏東市,LA1 甘藍 初秋 ,34.2,24.2,14.9,24.2, - 10,12525.0, + 26,0
109/11/11,648 西螺鎮,LA1 甘藍 初秋 ,37.7,30.6,17.2,29.3, -  0,196020.0, +  5,0
109/11/11,830 鳳山區,LA1 甘藍 初秋 ,36.4,23.1,15.0,24.1, +  7,3950.0, -  5,0
109/11/11,800 高雄市,LA1 甘藍 初秋 ,42.0,27.6,13.4,27.6, +  2,26495.0, +  1,0
109/11/12,800 高雄市,LA1 甘藍 初秋 ,41.6,27.6,19.2,28.7, +  4,22265.0, - 16,0
109/11/12,830 鳳山區,LA1 甘藍 初秋 ,33.0,22.9,15.1,23.4, -  3,4790.0, + 21,0
