日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
113/11/01,800 高雄市,LA1 甘藍 初秋 ,52.7,34.6,10.9,33.48, + 13,13852.0, - 50,0
113/11/01,220 板橋區,LA1 甘藍 初秋 ,30.0,24.9,10.2,23.0, -  9,2520.0, - 88,0
113/11/01,514 溪湖鎮,LA1 甘藍 初秋 ,41.3,22.3,15.0,24.7, - 12,7812.0, - 19,0
113/11/01,900 屏東市,LA1 甘藍 初秋 ,26.0,21.4,16.2,21.3, - 23,6767.0, - 59,0
113/11/01,930 台東市,LA1 甘藍 初秋 ,60.0,49.0,30.0,48.0, + 60,6300.0, - 26,0
113/11/01,400 台中市,LA1 甘藍 初秋 ,22.5,15.0,11.5,19.1, - 18,927.0, - 94,0
113/11/01,260 宜蘭市,LA1 甘藍 初秋 ,35.0,28.0,15.0,28.0, - 20,12500.0, - 29,0
113/11/01,830 鳳山區,LA1 甘藍 初秋 ,31.8,21.1,13.0,21.6, - 30,6480.0, -  3,0
113/11/01,420 豐原區,LA1 甘藍 初秋 ,37.5,31.1,14.4,29.0, - 11,9900.0, - 50,0
113/11/01,109 台北一,LA1 甘藍 初秋 ,38.5,32.9,18.9,31.2, + 21,25443.0, - 60,0
113/11/01,648 西螺鎮,LA1 甘藍 初秋 ,34.7,27.9,14.7,26.6, -  1,114700.0, -  9,0
113/11/01,241 三重區,LA1 甘藍 初秋 ,32.3,27.9,9.5,25.1, - 11,3938.0, - 62,0
113/11/01,104 台北二,LA1 甘藍 初秋 ,33.3,26.8,15.5,25.8, -  6,10222.0, - 69,0
113/11/01,540 南投市,LA1 甘藍 初秋 ,40.0,38.0,34.0,37.36, - 13,650.0, +  5,0
113/11/01,338 桃　農,LA1 甘藍 初秋 ,42.6,21.3,11.3,23.6, +  9,5060.0, - 74,0
113/11/02,260 宜蘭市,LA1 甘藍 初秋 ,55.0,30.0,20.0,30.0, +  7,17500.0, + 40,0
113/11/02,514 溪湖鎮,LA1 甘藍 初秋 ,41.4,24.0,15.0,25.7, +  4,8101.0, +  4,0
113/11/02,648 西螺鎮,LA1 甘藍 初秋 ,35.2,27.9,14.7,26.7, +  0,95300.0, - 17,0
113/11/02,930 台東市,LA1 甘藍 初秋 ,40.0,8.0,8.0,18.0, - 63,846.0, - 87,0
113/11/02,900 屏東市,LA1 甘藍 初秋 ,36.4,26.2,20.0,26.2, + 23,6482.0, -  4,0
113/11/02,540 南投市,LA1 甘藍 初秋 ,36.0,32.0,16.0,30.36, - 19,857.0, + 32,0
113/11/02,950 花蓮市,LA1 甘藍 初秋 ,35.0,30.1,21.0,29.3,  -  ,492.0,  -  ,0
113/11/02,338 桃　農,LA1 甘藍 初秋 ,52.4,24.5,16.4,28.5, + 21,3142.0, - 38,0
113/11/02,220 板橋區,LA1 甘藍 初秋 ,30.7,25.3,17.0,24.7, +  7,1328.0, - 47,0
113/11/02,400 台中市,LA1 甘藍 初秋 ,29.8,25.8,20.5,26.2, + 37,2593.0, +180,0
113/11/02,104 台北二,LA1 甘藍 初秋 ,69.1,19.7,12.8,28.2, +  9,13603.0, + 33,0
113/11/02,109 台北一,LA1 甘藍 初秋 ,63.5,34.0,18.5,36.8, + 18,34845.0, + 37,0
113/11/02,830 鳳山區,LA1 甘藍 初秋 ,38.0,23.3,16.0,24.8, + 15,5521.0, - 15,0
113/11/02,420 豐原區,LA1 甘藍 初秋 ,43.0,37.7,25.2,36.2, + 25,9300.0, -  6,0
113/11/02,241 三重區,LA1 甘藍 初秋 ,27.1,25.8,17.8,24.5, -  2,8940.0, +127,0
