日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
108/11/01,930 台東市,LA1 甘藍 初秋 ,30.0,20.0,12.0,22.0, -  4,3816.0, - 34,0
108/11/01,540 南投市,LA1 甘藍 初秋 ,16.0,12.0,6.0,11.82, + 19,1543.0, +  7,0
108/11/01,648 西螺鎮,LA1 甘藍 初秋 ,18.7,11.2,5.6,11.6, -  3,219298.0, +  4,0
108/11/01,109 台北一,LA1 甘藍 初秋 ,27.7,14.7,5.0,15.3, + 20,59963.0, - 26,0
108/11/01,104 台北二,LA1 甘藍 初秋 ,32.6,16.2,8.3,17.9, + 11,22947.0, +  3,0
108/11/01,400 台中市,LA1 甘藍 初秋 ,17.3,6.7,2.8,8.4, - 18,12350.0, -  1,0
108/11/01,800 高雄市,LA1 甘藍 初秋 ,24.9,14.8,4.5,14.7, -  9,40859.0, - 22,0
108/11/01,260 宜蘭市,LA1 甘藍 初秋 ,30.0,20.0,7.0,20.0,    0,4180.0, -  9,0
108/11/01,830 鳳山區,LA1 甘藍 初秋 ,17.2,7.8,2.7,8.7, - 10,17050.0, + 27,0
108/11/01,420 豐原區,LA1 甘藍 初秋 ,17.8,10.2,4.1,10.48, - 29,15640.0, -  5,0
108/11/01,241 三重區,LA1 甘藍 初秋 ,12.5,5.5,2.1,6.2, - 29,14650.0, + 50,0
108/11/01,512 永靖鄉,LA1 甘藍 初秋 ,18.0,10.0,6.0,10.9,    0,17394.0, +  2,0
108/11/01,338 桃　農,LA1 甘藍 初秋 ,20.9,7.8,4.7,9.8, +  1,4570.0, - 37,0
108/11/01,950 花蓮市,LA1 甘藍 初秋 ,28.0,27.8,20.5,26.4, +262,397.0, + 18,0
108/11/01,514 溪湖鎮,LA1 甘藍 初秋 ,18.0,12.6,7.8,12.7, +  4,29700.0, + 42,0
108/11/01,220 板橋區,LA1 甘藍 初秋 ,19.8,9.4,3.8,10.4, - 22,11953.0, + 25,0
108/11/01,900 屏東市,LA1 甘藍 初秋 ,17.1,8.9,4.6,8.9, +  1,20439.0, - 41,0
108/11/02,830 鳳山區,LA1 甘藍 初秋 ,19.6,9.1,3.5,10.1, + 16,13770.0, - 19,0
108/11/02,338 桃　農,LA1 甘藍 初秋 ,24.2,13.1,9.4,14.6, + 49,3486.0, - 24,0
108/11/02,540 南投市,LA1 甘藍 初秋 ,18.0,11.0,5.0,10.4, - 12,1894.0, + 23,0
108/11/02,260 宜蘭市,LA1 甘藍 初秋 ,30.0,15.0,6.0,15.0, - 25,4250.0, +  2,0
108/11/02,109 台北一,LA1 甘藍 初秋 ,30.1,14.9,6.7,16.3, +  7,73963.0, + 23,0
108/11/02,241 三重區,LA1 甘藍 初秋 ,11.4,6.5,3.1,6.8, + 10,9700.0, - 34,0
108/11/02,930 台東市,LA1 甘藍 初秋 ,30.0,20.0,12.0,22.0,    0,3498.0, -  8,0
108/11/02,512 永靖鄉,LA1 甘藍 初秋 ,18.0,10.0,6.0,10.9,    0,20269.0, + 17,0
108/11/02,400 台中市,LA1 甘藍 初秋 ,20.3,9.4,5.3,10.8, + 29,9725.0, - 21,0
108/11/02,950 花蓮市,LA1 甘藍 初秋 ,25.4,19.7,16.8,20.3, - 23,2001.0, +404,0
108/11/02,514 溪湖鎮,LA1 甘藍 初秋 ,17.1,11.0,7.5,11.5, -  9,34123.0, + 15,0
108/11/02,420 豐原區,LA1 甘藍 初秋 ,25.0,14.1,8.2,15.1, + 44,11930.0, - 24,0
108/11/02,220 板橋區,LA1 甘藍 初秋 ,16.5,11.4,5.8,11.3, +  9,15686.0, + 31,0
108/11/02,900 屏東市,LA1 甘藍 初秋 ,22.6,9.2,3.3,9.2, +  3,23271.0, + 14,0
108/11/02,800 高雄市,LA1 甘藍 初秋 ,25.8,15.4,5.5,15.5, +  5,34451.0, - 16,0
108/11/02,104 台北二,LA1 甘藍 初秋 ,32.6,14.8,7.4,16.9, -  6,31682.0, + 38,0
108/11/02,648 西螺鎮,LA1 甘藍 初秋 ,18.2,11.1,5.5,11.4, -  2,224036.0, +  2,0
108/11/03,830 鳳山區,LA1 甘藍 初秋 ,24.8,11.2,3.6,12.4, + 23,11760.0, - 15,0
108/11/03,400 台中市,LA1 甘藍 初秋 ,15.3,9.8,5.9,10.7, -  1,12315.0, + 27,0
108/11/03,338 桃　農,LA1 甘藍 初秋 ,20.0,9.9,6.6,11.3, - 23,4305.0, + 23,0
108/11/03,800 高雄市,LA1 甘藍 初秋 ,23.9,15.7,5.6,15.3, -  1,36955.0, +  7,0
108/11/03,514 溪湖鎮,LA1 甘藍 初秋 ,17.5,11.3,7.5,11.8, +  3,22376.0, - 34,0
108/11/03,109 台北一,LA1 甘藍 初秋 ,28.2,13.7,6.0,15.0, -  8,95087.0, + 29,0
108/11/03,104 台北二,LA1 甘藍 初秋 ,31.8,14.1,7.3,16.3, -  4,35786.0, + 13,0
108/11/03,540 南投市,LA1 甘藍 初秋 ,13.0,8.0,2.5,7.29, - 30,1523.0, - 20,0
108/11/03,930 台東市,LA1 甘藍 初秋 ,30.0,20.0,10.0,20.0, -  9,7510.0, +115,0
108/11/03,900 屏東市,LA1 甘藍 初秋 ,24.4,10.8,4.3,10.8, + 17,18405.0, - 21,0
108/11/03,420 豐原區,LA1 甘藍 初秋 ,21.2,13.7,6.0,13.66, - 10,17748.0, + 49,0
108/11/03,220 板橋區,LA1 甘藍 初秋 ,14.4,8.6,4.3,8.9, - 21,12746.0, - 19,0
108/11/03,241 三重區,LA1 甘藍 初秋 ,8.2,4.4,2.8,4.8, - 29,10306.0, +  6,0
108/11/04,648 西螺鎮,LA1 甘藍 初秋 ,17.6,11.0,5.5,11.2, -  2,231780.0, +  3,0
108/11/04,512 永靖鄉,LA1 甘藍 初秋 ,17.0,10.0,6.0,10.9,    0,20346.0, +  0,0
108/11/04,950 花蓮市,LA1 甘藍 初秋 ,25.3,21.4,16.5,21.2, +  4,2257.5, + 13,0
108/11/04,514 溪湖鎮,LA1 甘藍 初秋 ,17.5,11.4,7.0,11.7, -  1,20243.0, - 10,0
108/11/05,220 板橋區,LA1 甘藍 初秋 ,20.9,11.2,5.7,12.0, + 35,15900.0, + 25,0
108/11/05,104 台北二,LA1 甘藍 初秋 ,26.1,11.5,5.5,13.3, - 18,47872.0, + 34,0
108/11/05,900 屏東市,LA1 甘藍 初秋 ,25.9,13.6,7.1,13.6, + 26,17780.0, -  3,0
108/11/05,109 台北一,LA1 甘藍 初秋 ,26.4,12.1,6.5,13.8, -  8,122828.0, + 29,0
108/11/05,514 溪湖鎮,LA1 甘藍 初秋 ,16.8,10.9,5.7,11.0, -  6,22131.0, +  9,0
108/11/05,241 三重區,LA1 甘藍 初秋 ,17.0,8.4,5.7,9.6, +100,5790.0, - 44,0
108/11/05,950 花蓮市,LA1 甘藍 初秋 ,16.4,13.8,10.7,13.7, - 35,2025.5, - 10,0
108/11/05,420 豐原區,LA1 甘藍 初秋 ,20.4,13.7,6.0,13.48, -  1,15236.0, - 14,0
108/11/05,800 高雄市,LA1 甘藍 初秋 ,26.0,16.1,7.6,16.4, +  7,38743.0, +  5,0
108/11/05,648 西螺鎮,LA1 甘藍 初秋 ,17.3,10.9,5.5,11.1, -  1,215426.0, -  7,0
108/11/05,540 南投市,LA1 甘藍 初秋 ,16.0,12.0,8.5,11.04, + 51,951.0, - 38,0
108/11/05,512 永靖鄉,LA1 甘藍 初秋 ,16.0,10.0,5.0,10.9,    0,20664.0, +  2,0
108/11/05,930 台東市,LA1 甘藍 初秋 ,25.0,15.0,8.0,15.0, - 25,6606.0, - 12,0
108/11/05,260 宜蘭市,LA1 甘藍 初秋 ,33.0,20.0,6.0,20.0, + 33,4180.0, -  2,0
108/11/05,400 台中市,LA1 甘藍 初秋 ,12.9,7.1,3.5,7.8, - 27,21277.0, + 73,0
108/11/05,338 桃　農,LA1 甘藍 初秋 ,19.1,15.1,9.2,14.7, + 30,11570.0, +169,0
108/11/05,830 鳳山區,LA1 甘藍 初秋 ,28.1,17.3,4.0,16.8, + 35,5852.0, - 50,0
108/11/06,900 屏東市,LA1 甘藍 初秋 ,25.1,13.2,5.8,13.2, -  3,20861.0, + 17,0
108/11/06,514 溪湖鎮,LA1 甘藍 初秋 ,17.4,11.0,6.4,11.4, +  4,30018.0, + 36,0
108/11/06,950 花蓮市,LA1 甘藍 初秋 ,17.3,16.0,13.6,15.8, + 15,703.0, - 65,0
108/11/06,109 台北一,LA1 甘藍 初秋 ,24.8,10.6,7.4,12.8, -  7,127526.0, +  4,0
108/11/06,420 豐原區,LA1 甘藍 初秋 ,15.7,9.2,3.7,9.43, - 30,19125.0, + 26,0
108/11/06,400 台中市,LA1 甘藍 初秋 ,13.0,6.1,2.8,7.0, - 10,10512.0, - 51,0
108/11/06,930 台東市,LA1 甘藍 初秋 ,25.0,17.0,10.0,20.0, + 33,5242.0, - 21,0
108/11/06,220 板橋區,LA1 甘藍 初秋 ,16.0,9.0,4.1,9.4, - 22,27553.0, + 73,0
108/11/06,648 西螺鎮,LA1 甘藍 初秋 ,16.2,10.6,5.4,10.7, -  4,224123.0, +  4,0
108/11/06,338 桃　農,LA1 甘藍 初秋 ,17.4,9.3,6.2,10.3, - 30,9940.0, - 14,0
