日期,氣溫(℃)_lag1d,最高氣溫(℃)_lag1d,最低氣溫(℃)_lag1d,日照時數(hour)_lag1d,降水量(mm)_lag1d,降水時數(hour)_lag1d,相對溼度(%)_lag1d,最大陣風(m/s)_lag1d,氣溫(℃)_rollmean_3d_prev,氣溫(℃)_rollmax_3d_prev,氣溫(℃)_rollmin_3d_prev,氣溫(℃)_rollmean_7d_prev,氣溫(℃)_rollmax_7d_prev,氣溫(℃)_rollmin_7d_prev,氣溫(℃)_rollmean_15d_prev,氣溫(℃)_rollmax_15d_prev,氣溫(℃)_rollmin_15d_prev,氣溫(℃)_rollmean_30d_prev,氣溫(℃)_rollmax_30d_prev,氣溫(℃)_rollmin_30d_prev,最高氣溫(℃)_rollmean_3d_prev,最高氣溫(℃)_rollmax_3d_prev,最高氣溫(℃)_rollmin_3d_prev,最高氣溫(℃)_rollmean_7d_prev,最高氣溫(℃)_rollmax_7d_prev,最高氣溫(℃)_rollmin_7d_prev,最高氣溫(℃)_rollmean_15d_prev,最高氣溫(℃)_rollmax_15d_prev,最高氣溫(℃)_rollmin_15d_prev,最高氣溫(℃)_rollmean_30d_prev,最高氣溫(℃)_rollmax_30d_prev,最高氣溫(℃)_rollmin_30d_prev,最低氣溫(℃)_rollmean_3d_prev,最低氣溫(℃)_rollmax_3d_prev,最低氣溫(℃)_rollmin_3d_prev,最低氣溫(℃)_rollmean_7d_prev,最低氣溫(℃)_rollmax_7d_prev,最低氣溫(℃)_rollmin_7d_prev,最低氣溫(℃)_rollmean_15d_prev,最低氣溫(℃)_rollmax_15d_prev,最低氣溫(℃)_rollmin_15d_prev,最低氣溫(℃)_rollmean_30d_prev,最低氣溫(℃)_rollmax_30d_prev,最低氣溫(℃)_rollmin_30d_prev,日照時數(hour)_rollmean_3d_prev,日照時數(hour)_rollmax_3d_prev,日照時數(hour)_rollmin_3d_prev,日照時數(hour)_rollmean_7d_prev,日照時數(hour)_rollmax_7d_prev,日照時數(hour)_rollmin_7d_prev,日照時數(hour)_rollmean_15d_prev,日照時數(hour)_rollmax_15d_prev,日照時數(hour)_rollmin_15d_prev,日照時數(hour)_rollmean_30d_prev,日照時數(hour)_rollmax_30d_prev,日照時數(hour)_rollmin_30d_prev,相對溼度(%)_rollmean_3d_prev,相對溼度(%)_rollmax_3d_prev,相對溼度(%)_rollmin_3d_prev,相對溼度(%)_rollmean_7d_prev,相對溼度(%)_rollmax_7d_prev,相對溼度(%)_rollmin_7d_prev,相對溼度(%)_rollmean_15d_prev,相對溼度(%)_rollmax_15d_prev,相對溼度(%)_rollmin_15d_prev,相對溼度(%)_rollmean_30d_prev,相對溼度(%)_rollmax_30d_prev,相對溼度(%)_rollmin_30d_prev,最大陣風(m/s)_rollmean_3d_prev,最大陣風(m/s)_rollmax_3d_prev,最大陣風(m/s)_rollmin_3d_prev,最大陣風(m/s)_rollmean_7d_prev,最大陣風(m/s)_rollmax_7d_prev,最大陣風(m/s)_rollmin_7d_prev,最大陣風(m/s)_rollmean_15d_prev,最大陣風(m/s)_rollmax_15d_prev,最大陣風(m/s)_rollmin_15d_prev,最大陣風(m/s)_rollmean_30d_prev,最大陣風(m/s)_rollmax_30d_prev,最大陣風(m/s)_rollmin_30d_prev,降水量(mm)_rollsum_3d_prev,降水量(mm)_rollsum_7d_prev,降水量(mm)_rollsum_15d_prev,降水量(mm)_rollsum_30d_prev,降水時數(hour)_rollsum_3d_prev,降水時數(hour)_rollsum_7d_prev,降水時數(hour)_rollsum_15d_prev,降水時數(hour)_rollsum_30d_prev,daily_temp_range_prev,is_cold_wave_prev,is_strong_cold_prev,is_frost_risk_prev,is_strong_wind_prev,is_heavy_rain_prev,rainy_day_prev,consec_rainy_days_prev,month,month_sin,month_cos,is_winter
107/09/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/02,28.1,31.75,25.4,,0.0,,84.0,5.449999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.350000000000001,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/03,28.25,31.700000000000003,25.2,,0.25,,84.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5000000000000036,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
107/09/04,28.3,32.4,24.5,,0.0,,80.5,6.7,28.21666666666667,28.3,28.1,,,,,,,,,,31.95,32.4,31.700000000000003,,,,,,,,,,25.03333333333333,25.4,24.5,,,,,,,,,,,,,,,,,,,,,,82.83333333333333,84.0,80.5,,,,,,,,,,6.483333333333333,7.3,5.449999999999999,,,,,,,,,,0.25,,,,,,,,7.899999999999999,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/05,28.8,32.75,25.3,,0.0,,83.0,7.6,28.45,28.8,28.25,,,,,,,,,,32.28333333333333,32.75,31.700000000000003,,,,,,,,,,25.0,25.3,24.5,,,,,,,,,,,,,,,,,,,,,,82.5,84.0,80.5,,,,,,,,,,7.2,7.6,6.7,,,,,,,,,,0.25,,,,,,,,7.449999999999999,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/06,29.0,32.95,27.15,,0.0,,88.5,5.550000000000001,28.7,29.0,28.3,,,,,,,,,,32.699999999999996,32.95,32.4,,,,,,,,,,25.649999999999995,27.15,24.5,,,,,,,,,,,,,,,,,,,,,,84.0,88.5,80.5,,,,,,,,,,6.616666666666667,7.6,5.550000000000001,,,,,,,,,,0.0,,,,,,,,5.800000000000004,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/07,28.1,32.400000000000006,25.450000000000003,,0.25,,87.0,6.949999999999999,28.633333333333336,29.0,28.1,,,,,,,,,,32.699999999999996,32.95,32.400000000000006,,,,,,,,,,25.96666666666667,27.15,25.3,,,,,,,,,,,,,,,,,,,,,,86.16666666666667,88.5,83.0,,,,,,,,,,6.7,7.6,5.550000000000001,,,,,,,,,,0.25,,,,,,,,6.950000000000003,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
107/09/08,28.15,32.35,24.1,,11.75,,85.5,6.949999999999999,28.416666666666668,29.0,28.1,28.385714285714283,29.0,28.1,,,,,,,32.56666666666667,32.95,32.35,32.32857142857143,32.95,31.700000000000003,,,,,,,25.566666666666666,27.15,24.1,25.3,27.15,24.1,,,,,,,,,,,,,,,,,,,87.0,88.5,85.5,84.64285714285714,88.5,80.5,,,,,,,6.483333333333333,6.949999999999999,5.550000000000001,6.642857142857143,7.6,5.449999999999999,,,,,,,12.0,12.25,,,,,,,8.25,0,0,0,0,0,1,2,9,-1.0,-1.8369701987210297e-16,0
107/09/09,27.3,31.05,24.8,,0.0,,88.5,7.199999999999999,27.849999999999998,28.15,27.3,28.271428571428572,29.0,27.3,,,,,,,31.933333333333334,32.400000000000006,31.05,32.228571428571435,32.95,31.05,,,,,,,24.783333333333335,25.450000000000003,24.1,25.214285714285715,27.15,24.1,,,,,,,,,,,,,,,,,,,87.0,88.5,85.5,85.28571428571429,88.5,80.5,,,,,,,7.033333333333332,7.199999999999999,6.949999999999999,6.8928571428571415,7.6,5.550000000000001,,,,,,,12.0,12.25,,,,,,,6.25,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
107/09/10,26.1,28.9,24.15,,0.0,,88.5,14.05,27.183333333333334,28.15,26.1,27.964285714285715,29.0,26.1,,,,,,,30.766666666666666,32.35,28.9,31.82857142857143,32.95,28.9,,,,,,,24.349999999999998,24.8,24.1,25.064285714285717,27.15,24.1,,,,,,,,,,,,,,,,,,,87.5,88.5,85.5,85.92857142857143,88.5,80.5,,,,,,,9.4,14.05,6.949999999999999,7.857142857142857,14.05,5.550000000000001,,,,,,,11.75,12.0,,,,,,,4.75,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
