日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
112/11/01,830 鳳山區,LL1 茼蒿  ,95.3,49.6,30.0,54.8,  -  ,270.0,  -  ,0
112/11/01,648 西螺鎮,LL1 茼蒿  ,120.0,90.0,60.0,90.0, +  1,1340.0, + 11,0
112/11/01,338 桃　農,LL1 茼蒿  ,115.0,90.2,50.0,87.2, + 13,70.0, - 46,0
112/11/01,220 板橋區,LL1 茼蒿  ,95.0,94.2,82.5,92.0, -  3,265.0, - 39,0
112/11/01,104 台北二,LL1 茼蒿  ,113.2,65.4,30.0,67.9, - 18,552.0, -  3,0
112/11/01,241 三重區,LL1 茼蒿  ,83.6,48.3,32.0,52.1, - 44,184.0, - 19,0
112/11/01,900 屏東市,LL1 茼蒿  ,99.0,97.5,96.0,97.5, +  6,20.0, - 89,0
112/11/01,109 台北一,LL1 茼蒿  ,120.0,67.6,33.6,71.3, - 22,939.0, - 32,0
112/11/02,220 板橋區,LL1 茼蒿  ,76.2,69.7,51.9,67.5, - 27,309.0, + 17,0
112/11/02,900 屏東市,LL1 茼蒿  ,99.5,91.1,70.8,88.7, -  9,201.0, +905,0
112/11/02,648 西螺鎮,LL1 茼蒿  ,100.0,79.7,50.0,77.9, - 13,1585.0, + 18,0
112/11/02,800 高雄市,LL1 茼蒿  ,62.0,62.0,62.0,62.0,  -  ,29.0,  -  ,0
112/11/02,109 台北一,LL1 茼蒿  ,120.0,62.1,20.1,65.3, -  8,828.0, - 12,0
112/11/02,104 台北二,LL1 茼蒿  ,94.7,61.4,16.6,59.1, - 13,476.0, - 14,0
112/11/02,338 桃　農,LL1 茼蒿  ,92.0,66.8,50.4,68.6, - 21,140.0, +100,0
112/11/02,241 三重區,LL1 茼蒿  ,70.0,66.6,45.8,63.1, + 21,73.0, - 60,0
112/11/02,830 鳳山區,LL1 茼蒿  ,98.4,39.7,28.6,49.2, - 10,300.0, + 11,0
112/11/03,104 台北二,LL1 茼蒿  ,91.7,65.3,25.5,62.6, +  6,894.0, + 88,0
112/11/03,420 豐原區,LL1 茼蒿  ,85.0,85.0,85.0,85.0,  -  ,20.0,  -  ,0
112/11/03,109 台北一,LL1 茼蒿  ,90.9,61.9,23.0,59.9, -  8,1420.0, + 71,0
112/11/03,900 屏東市,LL1 茼蒿  ,72.9,64.3,21.6,57.5, - 35,730.0, +263,0
112/11/03,338 桃　農,LL1 茼蒿  ,73.3,61.3,30.0,57.5, - 16,450.0, +221,0
112/11/03,648 西螺鎮,LL1 茼蒿  ,79.8,60.0,30.0,58.1, - 25,2280.0, + 44,0
112/11/03,800 高雄市,LL1 茼蒿  ,65.0,54.1,45.0,54.5, - 12,78.0, +169,0
112/11/03,241 三重區,LL1 茼蒿  ,66.3,49.4,20.0,46.9, - 26,385.0, +427,0
112/11/03,830 鳳山區,LL1 茼蒿  ,74.2,40.1,30.0,44.9, -  9,410.0, + 37,0
112/11/03,400 台中市,LL1 茼蒿  ,59.0,45.0,45.0,53.8,  -  ,80.0,  -  ,0
112/11/03,220 板橋區,LL1 茼蒿  ,77.0,72.7,21.5,63.3, -  6,260.0, - 16,0
112/11/04,104 台北二,LL1 茼蒿  ,83.5,57.2,33.0,57.6, -  8,1494.0, + 67,0
112/11/04,420 豐原區,LL1 茼蒿  ,82.0,56.8,25.0,55.5, - 35,80.0, +300,0
112/11/04,241 三重區,LL1 茼蒿  ,53.4,39.9,30.5,40.7, - 13,560.0, + 45,0
112/11/04,800 高雄市,LL1 茼蒿  ,75.0,66.4,35.0,61.8, + 13,120.0, + 54,0
112/11/04,830 鳳山區,LL1 茼蒿  ,78.7,39.3,28.6,45.0, +  0,480.0, + 17,0
112/11/04,648 西螺鎮,LL1 茼蒿  ,79.8,60.0,30.0,58.0, -  0,2830.0, + 24,0
112/11/04,220 板橋區,LL1 茼蒿  ,75.0,70.2,35.6,64.2, +  1,485.0, + 87,0
112/11/04,400 台中市,LL1 茼蒿  ,64.0,48.6,34.3,43.4, - 19,257.0, +221,0
112/11/04,338 桃　農,LL1 茼蒿  ,55.0,45.0,26.3,43.3, - 25,610.0, + 36,0
112/11/04,900 屏東市,LL1 茼蒿  ,82.0,62.6,32.1,60.4, +  5,670.0, -  8,0
112/11/04,109 台北一,LL1 茼蒿  ,101.2,62.9,20.6,62.1, +  4,1599.0, + 13,0
112/11/05,900 屏東市,LL1 茼蒿  ,65.4,57.3,30.4,53.5, - 11,675.0, +  1,0
112/11/05,400 台中市,LL1 茼蒿  ,52.0,34.4,23.3,36.6, - 16,260.0, +  1,0
112/11/05,420 豐原區,LL1 茼蒿  ,80.9,43.0,17.9,45.5, - 18,281.0, +251,0
112/11/05,830 鳳山區,LL1 茼蒿  ,72.3,39.2,26.3,43.2, -  4,620.0, + 29,0
112/11/05,109 台北一,LL1 茼蒿  ,92.2,60.7,15.7,58.0, -  7,2234.0, + 40,0
112/11/05,241 三重區,LL1 茼蒿  ,60.0,49.1,33.0,48.0, + 18,320.0, - 43,0
112/11/05,104 台北二,LL1 茼蒿  ,82.4,45.4,27.7,49.2, - 15,1741.0, + 17,0
112/11/05,800 高雄市,LL1 茼蒿  ,53.1,29.1,18.8,31.8, - 49,432.0, +260,0
112/11/05,338 桃　農,LL1 茼蒿  ,57.6,35.1,30.0,38.6, - 11,330.0, - 46,0
112/11/05,220 板橋區,LL1 茼蒿  ,75.0,65.2,20.6,58.2, -  9,565.0, + 16,0
112/11/06,648 西螺鎮,LL1 茼蒿  ,79.2,60.0,30.0,58.2, +  0,3810.0, + 35,0
112/11/07,241 三重區,LL1 茼蒿  ,85.0,63.5,56.0,66.3, + 38,200.0, - 38,0
112/11/07,900 屏東市,LL1 茼蒿  ,78.0,62.0,25.8,58.0, +  8,300.0, - 56,0
112/11/07,400 台中市,LL1 茼蒿  ,57.0,57.0,57.0,57.0, + 56,20.0, - 92,0
112/11/07,104 台北二,LL1 茼蒿  ,130.3,79.5,52.1,84.2, + 71,660.0, - 62,0
112/11/07,109 台北一,LL1 茼蒿  ,90.0,74.6,49.9,72.7, + 25,2342.0, +  5,0
112/11/07,220 板橋區,LL1 茼蒿  ,75.0,57.9,8.5,51.5, - 12,987.0, + 75,0
112/11/07,338 桃　農,LL1 茼蒿  ,92.0,85.3,63.7,82.3, +113,141.0, - 57,0
112/11/07,648 西螺鎮,LL1 茼蒿  ,80.0,59.8,30.0,57.9, -  1,3607.0, -  5,0
112/11/07,830 鳳山區,LL1 茼蒿  ,75.6,30.5,20.0,37.4, - 13,710.0, + 15,0
112/11/07,800 高雄市,LL1 茼蒿  ,70.0,63.1,35.0,58.9, + 85,160.0, - 63,0
112/11/07,420 豐原區,LL1 茼蒿  ,83.0,71.5,60.0,71.5, + 57,40.0, - 86,0
112/11/08,104 台北二,LL1 茼蒿  ,124.1,70.1,38.3,74.5, - 12,1334.0, +102,0
112/11/08,400 台中市,LL1 茼蒿  ,73.0,66.0,59.0,69.0, + 21,70.0, +250,0
112/11/08,420 豐原區,LL1 茼蒿  ,79.0,70.5,30.0,64.1, - 10,90.0, +125,0
112/11/08,648 西螺鎮,LL1 茼蒿  ,79.1,60.0,30.0,58.2, +  1,4015.0, + 11,0
112/11/08,800 高雄市,LL1 茼蒿  ,75.0,68.7,62.0,68.6, + 16,85.0, - 47,0
112/11/08,109 台北一,LL1 茼蒿  ,98.0,68.6,39.5,68.7, -  6,2293.0, -  2,0
112/11/08,338 桃　農,LL1 茼蒿  ,135.7,95.7,50.9,94.7, + 15,437.0, +210,0
112/11/08,900 屏東市,LL1 茼蒿  ,78.8,61.4,28.8,58.4, +  1,400.0, + 33,0
112/11/08,241 三重區,LL1 茼蒿  ,103.8,72.7,38.4,72.1, +  9,340.0, + 70,0
112/11/08,830 鳳山區,LL1 茼蒿  ,72.2,37.6,20.0,41.0, + 10,540.0, - 24,0
112/11/08,220 板橋區,LL1 茼蒿  ,76.6,72.9,60.9,71.2, + 38,1359.0, + 38,0
112/11/09,109 台北一,LL1 茼蒿  ,92.0,63.8,32.0,63.1, -  8,1680.0, - 27,0
112/11/09,338 桃　農,LL1 茼蒿  ,92.9,38.7,17.3,45.3, - 52,600.0, + 37,0
112/11/09,241 三重區,LL1 茼蒿  ,75.5,62.4,50.3,62.6, - 13,370.0, +  9,0
112/11/09,400 台中市,LL1 茼蒿  ,60.0,45.0,30.0,50.0, - 28,90.0, + 29,0
112/11/09,800 高雄市,LL1 茼蒿  ,90.0,83.3,65.8,81.1, + 18,320.0, +276,0
112/11/09,648 西螺鎮,LL1 茼蒿  ,79.8,60.0,30.0,58.0, -  0,3715.0, -  7,0
112/11/09,830 鳳山區,LL1 茼蒿  ,79.8,41.9,28.6,46.8, + 14,460.0, - 15,0
112/11/09,104 台北二,LL1 茼蒿  ,95.2,51.6,27.3,55.5, - 26,1219.0, -  9,0
112/11/09,220 板橋區,LL1 茼蒿  ,75.4,73.8,51.3,69.6, -  2,587.0, - 57,0
112/11/09,420 豐原區,LL1 茼蒿  ,82.0,56.0,30.0,56.0, - 13,60.0, - 33,0
