日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
108/11/01,260 宜蘭市,LL1 茼蒿  ,50.0,30.0,22.0,30.0,    0,2860.0, +  0,0
108/11/01,900 屏東市,LL1 茼蒿  ,43.8,29.0,16.7,29.0, + 24,1126.0, - 38,0
108/11/01,220 板橋區,LL1 茼蒿  ,36.9,30.7,24.5,30.7, -  2,1275.0, -  3,0
108/11/01,109 台北一,LL1 茼蒿  ,48.2,29.9,18.8,31.4, -  4,6131.0, +  7,0
108/11/01,830 鳳山區,LL1 茼蒿  ,45.6,26.3,18.2,28.5, +  4,1030.0, +836,0
108/11/01,338 桃　農,LL1 茼蒿  ,34.1,23.9,12.5,23.6, -  6,860.0, + 18,0
108/11/01,104 台北二,LL1 茼蒿  ,49.0,28.0,18.2,30.3, - 14,3180.0, + 11,0
108/11/01,800 高雄市,LL1 茼蒿  ,65.2,46.0,20.8,44.8, -  1,1535.0, + 15,0
108/11/01,648 西螺鎮,LL1 茼蒿  ,50.0,39.7,20.0,36.8, -  2,6030.0, + 20,0
108/11/01,400 台中市,LL1 茼蒿  ,38.5,24.4,10.0,23.4, - 18,570.0, + 14,0
108/11/01,241 三重區,LL1 茼蒿  ,32.7,20.7,9.1,20.8, - 29,810.0, + 30,0
108/11/02,830 鳳山區,LL1 茼蒿  ,45.5,26.1,18.1,28.4, -  0,1060.0, +  3,0
108/11/02,900 屏東市,LL1 茼蒿  ,46.2,30.0,17.1,30.0, +  3,1605.0, + 43,0
108/11/02,338 桃　農,LL1 茼蒿  ,42.7,36.8,28.3,36.3, + 54,450.0, - 48,0
108/11/02,648 西螺鎮,LL1 茼蒿  ,50.0,40.0,20.0,36.9, +  0,6088.0, +  1,0
108/11/02,800 高雄市,LL1 茼蒿  ,69.3,44.0,18.5,43.9, -  2,1230.0, - 20,0
108/11/02,400 台中市,LL1 茼蒿  ,32.2,26.6,19.8,26.2, + 12,568.0, -  0,0
108/11/02,241 三重區,LL1 茼蒿  ,38.6,29.5,21.4,29.7, + 43,480.0, - 41,0
108/11/02,220 板橋區,LL1 茼蒿  ,37.6,28.1,20.2,28.4, -  7,1576.0, + 24,0
108/11/02,104 台北二,LL1 茼蒿  ,51.3,32.3,21.7,34.0, + 12,3400.0, +  7,0
108/11/02,109 台北一,LL1 茼蒿  ,51.9,30.0,16.5,31.7, +  1,6845.0, + 12,0
108/11/03,900 屏東市,LL1 茼蒿  ,57.6,37.6,18.6,37.6, + 25,1156.0, - 28,0
108/11/03,800 高雄市,LL1 茼蒿  ,68.3,42.0,23.3,43.5, -  1,1063.0, - 14,0
108/11/03,104 台北二,LL1 茼蒿  ,67.8,39.5,17.9,40.8, + 20,2265.0, - 33,0
108/11/03,220 板橋區,LL1 茼蒿  ,37.1,31.5,20.9,30.5, +  7,1394.0, - 12,0
108/11/03,830 鳳山區,LL1 茼蒿  ,44.9,24.9,18.2,27.6, -  3,1160.0, +  9,0
108/11/03,400 台中市,LL1 茼蒿  ,39.0,33.4,26.8,32.6, + 24,560.0, -  1,0
108/11/03,338 桃　農,LL1 茼蒿  ,51.5,39.7,26.2,39.4, +  9,430.0, -  4,0
108/11/03,109 台北一,LL1 茼蒿  ,56.6,43.6,25.1,42.5, + 34,4650.0, - 32,0
108/11/03,241 三重區,LL1 茼蒿  ,63.8,26.3,10.0,30.5, +  3,570.0, + 19,0
108/11/04,648 西螺鎮,LL1 茼蒿  ,55.0,39.6,20.0,37.0, +  0,6824.0, + 12,0
108/11/05,220 板橋區,LL1 茼蒿  ,42.7,35.7,26.6,35.3, + 16,1970.0, + 41,0
108/11/05,800 高雄市,LL1 茼蒿  ,70.0,48.8,22.7,47.8, + 10,990.0, -  7,0
108/11/05,830 鳳山區,LL1 茼蒿  ,59.4,29.1,20.0,33.4, + 21,970.0, - 16,0
108/11/05,104 台北二,LL1 茼蒿  ,59.5,42.2,26.4,42.5, +  4,2510.0, + 11,0
108/11/05,900 屏東市,LL1 茼蒿  ,62.4,48.4,20.0,45.5, + 21,964.0, - 17,0
108/11/05,648 西螺鎮,LL1 茼蒿  ,55.0,40.0,20.0,38.0, +  3,5836.0, - 14,0
108/11/05,400 台中市,LL1 茼蒿  ,41.2,30.8,21.8,32.1, -  2,619.0, + 11,0
108/11/05,241 三重區,LL1 茼蒿  ,51.4,38.4,21.1,37.5, + 23,730.0, + 28,0
108/11/05,338 桃　農,LL1 茼蒿  ,51.9,45.1,24.8,42.4, +  8,480.0, + 12,0
108/11/05,109 台北一,LL1 茼蒿  ,52.8,43.0,28.2,42.0, -  1,6902.0, + 48,0
108/11/05,260 宜蘭市,LL1 茼蒿  ,50.0,30.0,25.0,30.0,  -  ,2850.0,  -  ,0
