日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
111/11/01,900 屏東市,LL1 茼蒿  ,107.6,92.0,78.0,92.0, + 17,330.0, - 24,0
111/11/01,220 板橋區,LL1 茼蒿  ,80.3,77.8,59.9,74.7, +  3,1120.0, + 42,0
111/11/01,109 台北一,LL1 茼蒿  ,103.7,69.0,44.3,71.0, -  8,4290.0, + 20,0
111/11/01,241 三重區,LL1 茼蒿  ,101.5,59.9,35.0,63.2, - 25,650.0, + 97,0
111/11/01,104 台北二,LL1 茼蒿  ,91.4,66.5,44.0,67.0, -  9,2400.0, + 54,0
111/11/01,830 鳳山區,LL1 茼蒿  ,105.4,52.4,40.0,60.5, + 60,370.0, - 36,0
111/11/01,648 西螺鎮,LL1 茼蒿  ,90.0,74.6,35.0,69.8, -  0,3960.0, -  5,0
111/11/01,800 高雄市,LL1 茼蒿  ,93.2,83.7,69.5,82.8, -  1,917.0, + 64,0
111/11/01,338 桃　農,LL1 茼蒿  ,87.9,64.8,42.5,65.0, - 27,978.0, + 85,0
111/11/01,400 台中市,LL1 茼蒿  ,90.5,86.5,77.5,85.1, + 50,100.0, - 69,0
111/11/01,420 豐原區,LL1 茼蒿  ,75.0,75.0,75.0,75.0, + 16,30.0, - 75,0
111/11/02,338 桃　農,LL1 茼蒿  ,87.1,76.0,54.0,73.8, + 14,670.0, - 31,0
111/11/02,648 西螺鎮,LL1 茼蒿  ,90.0,75.0,35.0,70.0, +  0,4040.0, +  2,0
111/11/02,900 屏東市,LL1 茼蒿  ,84.9,75.9,61.6,74.9, - 19,495.0, + 50,0
111/11/02,800 高雄市,LL1 茼蒿  ,91.8,80.6,58.2,78.4, -  5,570.0, - 38,0
111/11/02,420 豐原區,LL1 茼蒿  ,87.0,76.8,70.0,77.5, +  3,68.0, +127,0
111/11/02,220 板橋區,LL1 茼蒿  ,77.8,60.6,55.1,62.9, - 16,510.0, - 54,0
111/11/02,830 鳳山區,LL1 茼蒿  ,74.7,35.9,28.6,42.2, - 30,550.0, + 49,0
111/11/02,400 台中市,LL1 茼蒿  ,90.2,72.9,63.2,72.1, - 15,290.0, +190,0
111/11/02,104 台北二,LL1 茼蒿  ,89.6,68.6,49.4,69.0, +  3,1732.0, - 28,0
111/11/02,241 三重區,LL1 茼蒿  ,90.8,80.2,38.8,74.0, + 17,481.0, - 26,0
111/11/02,109 台北一,LL1 茼蒿  ,109.1,70.6,43.1,72.8, +  3,3332.0, - 22,0
111/11/03,420 豐原區,LL1 茼蒿  ,87.0,72.5,40.0,68.9, - 11,80.0, + 18,0
111/11/03,900 屏東市,LL1 茼蒿  ,89.7,77.8,53.6,75.3, +  1,420.0, - 15,0
