日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間
110/11/01,33.65,52.4,33.2,17.5,15229.1,34.9
110/11/02,30.33153846153846,48.86923076923077,29.26153846153846,18.892307692307693,29255.67692307692,29.976923076923075
110/11/03,32.45272727272727,50.90909090909091,30.954545454545453,20.036363636363635,29385.49090909091,30.87272727272727
110/11/04,32.035833333333336,51.85,30.766666666666666,19.708333333333332,32077.316666666666,32.141666666666666
110/11/05,30.953333333333333,50.74166666666667,29.916666666666668,18.474999999999998,26823.833333333332,32.266666666666666
110/11/06,30.980909090909094,49.627272727272725,29.772727272727273,19.145454545454545,21524.054545454546,30.48181818181818
110/11/07,30.344545454545457,48.67272727272727,28.745454545454546,19.009090909090908,18624.272727272728,29.663636363636364
110/11/08,30.015,49.3,31.05,15.4,11106.3,33.9
110/11/09,28.855384615384615,44.638461538461534,27.653846153846153,17.884615384615383,25347.199999999997,26.75384615384615
110/11/10,29.94666666666667,46.916666666666664,29.25,17.958333333333332,20926.649999999998,28.958333333333332
110/11/11,25.996666666666666,45.48333333333333,24.983333333333334,14.683333333333332,12155.466666666667,30.799999999999997
110/11/12,29.291666666666668,45.71666666666667,28.25,18.116666666666667,30915.266666666666,27.6
110/11/13,29.001666666666665,45.46666666666667,28.266666666666666,17.716666666666665,27938.2,27.750000000000004
110/11/14,29.365454545454543,45.77272727272727,28.61818181818182,16.8,18103.272727272728,28.972727272727273
110/11/15,31.555,50.35,30.3,17.0,11848.1,33.35
110/11/16,29.01,46.09166666666667,28.05,17.583333333333332,41133.11666666667,28.508333333333336
110/11/17,30.203333333333333,48.425000000000004,29.233333333333334,17.883333333333333,41440.700000000004,30.54166666666667
110/11/18,29.726666666666663,48.800000000000004,28.666666666666668,17.466666666666665,45761.549999999996,31.33333333333334
110/11/19,28.915000000000003,46.78333333333333,28.066666666666666,17.066666666666666,35097.98333333333,29.716666666666665
110/11/20,28.085454545454546,43.1,26.772727272727273,16.663636363636364,27392.236363636363,26.436363636363637
110/11/21,26.92,43.06363636363636,25.89090909090909,15.8,22418.363636363636,27.263636363636362
110/11/22,30.095,51.9,32.2,15.6,18286.8,36.3
110/11/23,27.765833333333333,43.30833333333334,26.866666666666664,16.441666666666666,34798.450000000004,26.86666666666667
110/11/24,27.394166666666667,42.56666666666667,26.391666666666666,15.708333333333334,24881.850000000002,26.858333333333334
110/11/25,26.415000000000003,42.18333333333333,25.25,16.025000000000002,25663.399999999998,26.158333333333328
110/11/26,26.252499999999998,41.766666666666666,25.558333333333334,15.200000000000001,26662.533333333336,26.566666666666663
110/11/27,26.615,41.975,25.958333333333332,15.558333333333332,26962.3,26.41666666666667
110/11/28,27.258181818181814,42.481818181818184,26.41818181818182,16.445454545454545,20011.363636363636,26.03636363636364
110/11/29,29.990000000000002,47.7,30.65,16.7,17381.4,31.000000000000004
110/11/30,27.348333333333333,42.85,26.5,16.016666666666666,34964.26666666667,26.833333333333336
110/12/01,27.37,43.30833333333334,26.183333333333334,16.383333333333333,29797.233333333334,26.925000000000004
110/12/02,28.285,44.958333333333336,27.075,16.341666666666665,35129.48333333333,28.61666666666667
110/12/03,28.639166666666668,44.48333333333333,27.525000000000002,16.458333333333332,36452.28333333333,28.024999999999995
110/12/04,28.48,44.30833333333334,27.516666666666666,17.008333333333333,30006.95,27.300000000000004
110/12/05,28.801,43.12,28.05,18.03,24982.8,25.089999999999996
110/12/06,29.405,45.5,29.2,16.0,16209.2,29.5
