日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間
108/11/01,24.45818181818182,38.95454545454545,24.236363636363638,15.218181818181819,26118.872727272726,23.736363636363635
108/11/02,24.916363636363634,38.9,24.11818181818182,15.509090909090908,30531.072727272727,23.39090909090909
108/11/03,23.419999999999998,36.9,22.77,14.319999999999999,29287.9,22.58
108/11/04,24.045,40.35,23.65,11.8,8911.4,28.55
108/11/05,23.487272727272728,39.518181818181816,22.363636363636363,13.8,37144.98181818182,25.718181818181815
108/11/06,22.69818181818182,37.945454545454545,21.736363636363635,13.263636363636364,31799.363636363636,24.68181818181818
108/11/07,23.29909090909091,38.52727272727273,22.7,13.79090909090909,32561.67272727273,24.73636363636364
108/11/08,23.615454545454543,39.163636363636364,22.781818181818185,13.654545454545454,35706.09090909091,25.509090909090908
108/11/09,23.025454545454547,37.154545454545456,22.30909090909091,13.990909090909092,44203.94545454546,23.163636363636364
108/11/10,23.738999999999997,38.739999999999995,23.02,14.14,50295.9,24.599999999999994
108/11/11,23.83,39.2,23.3,12.3,7268.3,26.900000000000002
108/11/12,24.961000000000002,40.489999999999995,23.96,14.459999999999999,43696.18,26.029999999999994
108/11/13,25.272,40.72,24.41,13.99,30958.0,26.729999999999997
108/11/14,25.394,40.4,25.14,12.8,12109.6,27.599999999999998
108/11/15,25.325454545454544,39.17272727272727,24.563636363636363,15.318181818181818,40246.63636363636,23.854545454545452
108/11/16,23.96181818181818,38.836363636363636,23.527272727272727,14.381818181818181,38511.181818181816,24.454545454545453
108/11/17,24.418,39.56,23.36,14.38,39045.6,25.18
108/11/18,26.285,41.55,24.35,10.55,9852.2,30.999999999999996
108/11/19,22.137272727272727,37.88181818181818,21.490909090909092,12.509090909090908,40494.03636363637,25.372727272727275
108/11/20,22.75,38.92727272727273,22.09090909090909,12.236363636363636,34930.56363636364,26.690909090909095
108/11/21,23.276363636363637,38.67272727272727,22.636363636363637,13.463636363636363,31901.072727272727,25.20909090909091
108/11/22,22.37,37.19166666666667,21.741666666666664,12.466666666666667,32233.266666666666,24.725
108/11/23,21.875,37.983333333333334,20.966666666666665,12.066666666666668,40765.549999999996,25.916666666666664
108/11/24,22.750999999999998,38.94,21.55,13.290000000000001,46991.3,25.65
108/11/25,21.686666666666667,39.43333333333333,21.366666666666664,12.300000000000002,13538.733333333332,27.133333333333326
108/11/26,21.576923076923077,36.93846153846154,20.923076923076923,11.815384615384614,44366.75384615385,25.123076923076923
108/11/27,22.5,38.85454545454545,21.29090909090909,12.072727272727274,30986.67272727273,26.781818181818178
108/11/28,23.031818181818185,38.14545454545455,22.154545454545453,13.054545454545455,25563.545454545456,25.090909090909093
108/11/29,22.864545454545453,37.75454545454546,22.272727272727273,13.645454545454545,29549.109090909093,24.109090909090913
108/11/30,20.308333333333334,34.75,19.416666666666668,12.008333333333333,32485.149999999998,22.741666666666667
108/12/01,21.853,36.7,21.32,12.27,28979.0,24.430000000000003
108/12/02,26.45,39.1,22.0,10.15,22511.0,28.950000000000003
108/12/03,21.48,35.74166666666667,21.125,11.975,36455.61666666667,23.766666666666666
108/12/04,21.053076923076922,35.13846153846154,20.04615384615385,11.661538461538461,24436.46153846154,23.47692307692308
108/12/05,22.190833333333334,36.958333333333336,21.225,12.291666666666666,26968.533333333336,24.66666666666667
108/12/06,23.08083333333333,37.85,22.641666666666666,13.391666666666666,19710.183333333334,24.458333333333336
108/12/07,23.551666666666666,38.225,22.258333333333336,12.583333333333334,28090.283333333336,25.641666666666666
108/12/08,25.384999999999998,41.75,24.34,15.6,27413.2,26.15
108/12/09,22.956666666666667,39.56666666666667,22.066666666666666,11.966666666666667,12053.333333333334,27.6
108/12/10,24.133333333333336,42.25,23.525000000000002,11.991666666666667,41200.88333333333,30.258333333333333
108/12/11,23.271818181818183,40.70909090909091,22.481818181818184,11.563636363636364,22373.145454545454,29.145454545454548
108/12/12,24.94454545454545,41.309090909090905,23.01818181818182,11.036363636363637,30082.963636363635,30.272727272727266
108/12/13,23.849999999999998,39.708333333333336,22.583333333333332,11.991666666666667,21887.95,27.71666666666667
108/12/14,21.459166666666665,38.925000000000004,20.3,11.216666666666667,25498.666666666668,27.708333333333336
108/12/15,22.673,39.12,21.47,13.09,26912.8,26.029999999999998
108/12/16,24.384999999999998,39.6,23.35,14.15,4430.5,25.450000000000003
108/12/17,24.123333333333335,40.625,22.933333333333334,12.65,41668.549999999996,27.975
108/12/18,22.359166666666667,39.28333333333333,21.791666666666668,11.816666666666668,23059.05,27.46666666666666
108/12/19,23.43166666666667,40.949999999999996,23.083333333333332,11.966666666666667,24017.899999999998,28.983333333333327
108/12/20,25.968333333333334,41.541666666666664,24.90833333333333,14.341666666666667,23451.05,27.199999999999996
108/12/21,25.29076923076923,40.20769230769231,24.284615384615385,14.623076923076923,29683.169230769232,25.58461538461539
108/12/22,24.65818181818182,40.78181818181818,23.572727272727274,13.454545454545455,21544.18181818182,27.327272727272728
108/12/23,24.9,42.85,24.55,12.2,6423.3,30.650000000000002
108/12/24,26.774545454545454,44.800000000000004,25.454545454545453,13.654545454545454,30989.67272727273,31.145454545454548
108/12/25,25.994615384615386,42.13076923076923,25.299999999999997,14.553846153846154,23633.261538461542,27.57692307692308
108/12/26,24.146666666666665,41.71666666666667,23.724999999999998,12.5,20540.350000000002,29.21666666666667
108/12/27,26.85727272727273,42.6,26.10909090909091,13.4,15126.145454545454,29.200000000000003
108/12/28,28.04181818181818,43.872727272727275,26.99090909090909,15.30909090909091,13263.618181818181,28.563636363636363
108/12/29,24.724545454545456,40.06363636363636,23.627272727272725,13.4,12777.09090909091,26.663636363636364
108/12/30,21.4,38.1,20.85,12.55,3480.9,25.55
108/12/31,24.382499999999997,40.86666666666667,23.925,13.6,20266.483333333334,27.266666666666666
109/01/01,25.284166666666664,40.78333333333333,24.900000000000002,14.775,12883.683333333334,26.008333333333333
109/01/02,24.742500000000003,42.225,24.375,12.233333333333334,11370.783333333333,29.991666666666667
109/01/03,25.385454545454547,40.61818181818182,25.172727272727272,13.754545454545456,13390.636363636364,26.86363636363636
109/01/04,25.055000000000003,41.083333333333336,24.458333333333332,14.541666666666666,13130.883333333333,26.54166666666667
109/01/05,25.85,40.78,25.41,14.51,13862.7,26.270000000000003
109/01/06,25.255000000000003,41.6,24.95,9.85,25156.7,31.75
109/01/07,27.324166666666667,43.15,27.108333333333334,16.858333333333334,16622.216666666667,26.291666666666664
109/01/08,27.245833333333334,43.775,27.308333333333334,16.333333333333332,12571.316666666666,27.441666666666666
109/01/09,27.875454545454545,44.981818181818184,27.927272727272726,15.163636363636364,13013.636363636364,29.81818181818182
109/01/10,26.363636363636363,42.21818181818182,25.94545454545454,16.29090909090909,8031.563636363636,25.92727272727273
109/01/11,28.228999999999996,42.8,28.49,15.0,8948.0,27.799999999999997
109/01/12,28.937,44.57000000000001,29.03,17.3,7205.7,27.270000000000007
109/01/13,41.65,50.15,41.65,38.15,1906.6,12.0
109/01/14,26.361666666666668,40.40833333333333,26.175,16.241666666666667,11574.683333333334,24.166666666666664
109/01/15,27.345454545454547,42.345454545454544,27.281818181818185,15.963636363636363,7197.2,26.381818181818183
109/01/16,28.34909090909091,45.32727272727273,28.236363636363638,16.236363636363635,9709.363636363636,29.090909090909093
109/01/17,29.875454545454545,47.527272727272724,29.4,18.227272727272727,8053.636363636364,29.299999999999997
109/01/18,29.650833333333335,45.76666666666667,29.316666666666666,17.666666666666668,5928.383333333334,28.100000000000005
109/01/19,31.523000000000003,48.75,31.22,19.36,7202.6,29.39
109/01/20,29.380000000000003,43.3,28.95,18.15,2309.1,25.15
109/01/21,31.995,47.63333333333333,31.291666666666668,19.491666666666667,7177.083333333333,28.141666666666666
109/01/22,32.55916666666667,46.99166666666667,31.96666666666667,21.008333333333333,5074.233333333334,25.983333333333334
109/01/23,32.04181818181818,48.809090909090905,31.3,18.954545454545453,4164.290909090909,29.854545454545452
109/01/24,30.421111111111113,46.044444444444444,30.08888888888889,19.666666666666668,2655.222222222222,26.377777777777776
109/01/30,27.4175,39.15,27.35,16.975,3551.75,22.174999999999997
109/01/31,30.15888888888889,42.03333333333333,30.43333333333333,20.311111111111114,3355.8888888888887,21.722222222222218
