日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間
110/11/01,82.0,100.0,86.7,50.0,2415.0,50.0
110/11/02,69.04736842105264,90.8736842105263,68.7421052631579,52.26315789473684,1993.6947368421052,38.610526315789464
110/11/03,62.435,83.35499999999999,62.265,46.08,1846.7400000000002,37.27499999999999
110/11/04,54.65,72.97,54.735,40.345,2063.9,32.625
110/11/05,50.86842105263158,65.97368421052632,50.78421052631579,38.59473684210526,2085.657894736842,27.378947368421052
110/11/06,48.480000000000004,65.37,48.15,35.17,2377.45,30.200000000000003
110/11/07,48.81526315789474,66.91578947368421,48.61578947368421,32.81578947368421,2280.0526315789475,34.1
110/11/08,50.9,66.1,51.4,33.4,5785.0,32.699999999999996
110/11/09,44.3555,61.39,43.839999999999996,29.665,3306.3,31.725
110/11/10,43.651818181818186,58.33636363636364,43.45909090909091,30.077272727272728,2882.681818181818,28.259090909090915
110/11/11,53.095,72.0,52.275000000000006,38.675,3894.0,33.325
110/11/12,39.72,53.885000000000005,39.635000000000005,26.135,3899.915,27.750000000000004
110/11/13,38.939,51.235,39.045,26.325,3478.5,24.91
110/11/14,42.736875,54.9,42.75625,30.1375,2791.3125,24.7625
110/11/15,44.9,59.5,45.7,26.7,19692.0,32.8
110/11/16,36.24368421052632,47.91578947368421,35.67894736842105,26.16842105263158,5173.405263157894,21.747368421052627
110/11/17,32.71476190476191,43.77619047619047,32.404761904761905,22.08095238095238,4620.252380952381,21.695238095238093
110/11/18,27.902380952380955,38.77142857142857,27.347619047619045,19.333333333333332,4748.857142857143,19.43809523809524
110/11/19,28.079523809523806,38.50476190476191,27.952380952380953,18.304761904761904,4280.571428571428,20.200000000000003
110/11/20,27.247727272727275,37.57272727272727,27.263636363636362,17.045454545454547,4229.136363636364,20.527272727272724
110/11/21,25.274,35.605000000000004,25.380000000000003,15.86,3730.55,19.745000000000005
110/11/22,24.3,32.4,24.5,15.0,29435.0,17.4
110/11/23,25.30842105263158,34.300000000000004,25.18421052631579,17.147368421052633,6002.894736842105,17.15263157894737
110/11/24,24.944499999999998,34.21,24.895,16.380000000000003,5270.65,17.83
110/11/25,23.789473684210527,31.105263157894736,23.657894736842106,16.957894736842103,5704.8421052631575,14.147368421052633
110/11/26,23.206190476190475,30.485714285714288,22.623809523809523,17.19047619047619,4840.285714285715,13.295238095238098
110/11/27,22.55318181818182,29.627272727272725,22.354545454545455,16.527272727272727,4520.613636363636,13.099999999999998
110/11/28,25.906315789473684,33.51052631578947,26.03684210526316,18.605263157894736,3836.842105263158,14.905263157894733
110/11/29,21.4,27.5,22.1,12.5,29387.0,15.0
110/11/30,23.45,31.18235294117647,23.38823529411765,16.129411764705882,6983.117647058823,15.05294117647059
110/12/01,24.818333333333335,33.62222222222223,24.605555555555554,17.294444444444444,5611.5,16.327777777777783
110/12/02,25.63,34.18181818181818,25.70909090909091,17.518181818181816,4226.022727272727,16.663636363636364
110/12/03,28.85,37.5,28.97,20.15,4092.175,17.35
110/12/04,30.086521739130436,38.88260869565217,29.969565217391303,22.208695652173912,3596.521739130435,16.67391304347826
110/12/05,34.112631578947365,44.44736842105263,34.026315789473685,24.5,3475.0,19.94736842105263
110/12/06,33.800000000000004,41.5,33.9,25.833333333333332,8226.666666666666,15.666666666666668
110/12/07,36.00863636363636,45.00454545454546,36.10454545454545,26.75,4303.518181818182,18.254545454545458
110/12/08,36.3447619047619,45.55238095238095,36.52857142857143,26.614285714285714,5209.809523809524,18.938095238095237
110/12/09,39.800000000000004,46.583333333333336,40.18333333333333,30.45,5597.0,16.133333333333336
110/12/10,33.31333333333333,42.27142857142857,33.53809523809524,24.185714285714283,6269.0952380952385,18.08571428571429
110/12/11,27.339523809523808,37.26190476190476,27.423809523809524,17.371428571428574,5946.871428571429,19.890476190476186
110/12/12,25.164499999999997,34.85,25.14,15.969999999999999,3999.525,18.880000000000003
110/12/13,27.7,34.199999999999996,27.8,20.5,11740.166666666666,13.699999999999996
110/12/14,27.3925,34.449999999999996,27.054166666666664,19.220833333333335,4488.537499999999,15.22916666666666
110/12/15,26.76782608695652,34.356521739130436,26.991304347826084,18.3,4539.773913043478,16.056521739130435
110/12/16,23.71863636363636,31.35909090909091,23.613636363636363,16.636363636363637,4858.454545454545,14.722727272727273
110/12/17,23.473333333333333,32.72857142857143,23.047619047619047,15.371428571428572,5000.733333333333,17.357142857142854
110/12/18,23.695238095238096,32.25238095238095,23.585714285714285,15.785714285714286,5332.238095238095,16.46666666666667
110/12/19,23.552105263157895,31.357894736842102,23.33157894736842,16.36315789473684,3969.4473684210525,14.994736842105262
110/12/20,21.599999999999998,27.066666666666666,21.8,15.1,10966.833333333334,11.966666666666667
110/12/21,25.953636363636363,33.35909090909091,25.872727272727275,18.990909090909092,4611.454545454545,14.368181818181817
110/12/22,28.166666666666668,36.111111111111114,28.25,19.961111111111112,4173.777777777777,16.150000000000002
110/12/23,23.90368421052632,33.26842105263158,24.04736842105263,14.805263157894737,5894.473684210527,18.463157894736845
110/12/24,21.02095238095238,30.585714285714282,20.604761904761904,13.180952380952382,5713.428571428572,17.404761904761898
110/12/25,19.004545454545454,27.44545454545454,18.75,11.39090909090909,5189.5,16.05454545454545
110/12/26,18.411578947368422,27.873684210526317,18.26842105263158,10.294736842105262,4352.789473684211,17.578947368421055
110/12/27,26.233333333333334,34.1,25.866666666666664,18.933333333333334,11393.833333333334,15.166666666666668
