日期,氣溫(℃)_lag1d,最高氣溫(℃)_lag1d,最低氣溫(℃)_lag1d,日照時數(hour)_lag1d,降水量(mm)_lag1d,降水時數(hour)_lag1d,相對溼度(%)_lag1d,最大陣風(m/s)_lag1d,氣溫(℃)_rollmean_3d_prev,氣溫(℃)_rollmax_3d_prev,氣溫(℃)_rollmin_3d_prev,氣溫(℃)_rollmean_7d_prev,氣溫(℃)_rollmax_7d_prev,氣溫(℃)_rollmin_7d_prev,氣溫(℃)_rollmean_15d_prev,氣溫(℃)_rollmax_15d_prev,氣溫(℃)_rollmin_15d_prev,氣溫(℃)_rollmean_30d_prev,氣溫(℃)_rollmax_30d_prev,氣溫(℃)_rollmin_30d_prev,最高氣溫(℃)_rollmean_3d_prev,最高氣溫(℃)_rollmax_3d_prev,最高氣溫(℃)_rollmin_3d_prev,最高氣溫(℃)_rollmean_7d_prev,最高氣溫(℃)_rollmax_7d_prev,最高氣溫(℃)_rollmin_7d_prev,最高氣溫(℃)_rollmean_15d_prev,最高氣溫(℃)_rollmax_15d_prev,最高氣溫(℃)_rollmin_15d_prev,最高氣溫(℃)_rollmean_30d_prev,最高氣溫(℃)_rollmax_30d_prev,最高氣溫(℃)_rollmin_30d_prev,最低氣溫(℃)_rollmean_3d_prev,最低氣溫(℃)_rollmax_3d_prev,最低氣溫(℃)_rollmin_3d_prev,最低氣溫(℃)_rollmean_7d_prev,最低氣溫(℃)_rollmax_7d_prev,最低氣溫(℃)_rollmin_7d_prev,最低氣溫(℃)_rollmean_15d_prev,最低氣溫(℃)_rollmax_15d_prev,最低氣溫(℃)_rollmin_15d_prev,最低氣溫(℃)_rollmean_30d_prev,最低氣溫(℃)_rollmax_30d_prev,最低氣溫(℃)_rollmin_30d_prev,日照時數(hour)_rollmean_3d_prev,日照時數(hour)_rollmax_3d_prev,日照時數(hour)_rollmin_3d_prev,日照時數(hour)_rollmean_7d_prev,日照時數(hour)_rollmax_7d_prev,日照時數(hour)_rollmin_7d_prev,日照時數(hour)_rollmean_15d_prev,日照時數(hour)_rollmax_15d_prev,日照時數(hour)_rollmin_15d_prev,日照時數(hour)_rollmean_30d_prev,日照時數(hour)_rollmax_30d_prev,日照時數(hour)_rollmin_30d_prev,相對溼度(%)_rollmean_3d_prev,相對溼度(%)_rollmax_3d_prev,相對溼度(%)_rollmin_3d_prev,相對溼度(%)_rollmean_7d_prev,相對溼度(%)_rollmax_7d_prev,相對溼度(%)_rollmin_7d_prev,相對溼度(%)_rollmean_15d_prev,相對溼度(%)_rollmax_15d_prev,相對溼度(%)_rollmin_15d_prev,相對溼度(%)_rollmean_30d_prev,相對溼度(%)_rollmax_30d_prev,相對溼度(%)_rollmin_30d_prev,最大陣風(m/s)_rollmean_3d_prev,最大陣風(m/s)_rollmax_3d_prev,最大陣風(m/s)_rollmin_3d_prev,最大陣風(m/s)_rollmean_7d_prev,最大陣風(m/s)_rollmax_7d_prev,最大陣風(m/s)_rollmin_7d_prev,最大陣風(m/s)_rollmean_15d_prev,最大陣風(m/s)_rollmax_15d_prev,最大陣風(m/s)_rollmin_15d_prev,最大陣風(m/s)_rollmean_30d_prev,最大陣風(m/s)_rollmax_30d_prev,最大陣風(m/s)_rollmin_30d_prev,降水量(mm)_rollsum_3d_prev,降水量(mm)_rollsum_7d_prev,降水量(mm)_rollsum_15d_prev,降水量(mm)_rollsum_30d_prev,降水時數(hour)_rollsum_3d_prev,降水時數(hour)_rollsum_7d_prev,降水時數(hour)_rollsum_15d_prev,降水時數(hour)_rollsum_30d_prev,daily_temp_range_prev,is_cold_wave_prev,is_strong_cold_prev,is_frost_risk_prev,is_strong_wind_prev,is_heavy_rain_prev,rainy_day_prev,consec_rainy_days_prev,month,month_sin,month_cos,is_winter
110/09/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/02,28.975,33.525,25.775,,0.125,,82.0,6.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
110/09/03,28.7,32.25,25.825000000000003,,0.0,,80.0,6.699999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.424999999999997,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/04,28.3,33.05,25.15,,0.0,,77.75,6.675,28.65833333333333,28.975,28.3,,,,,,,,,,32.94166666666666,33.525,32.25,,,,,,,,,,25.583333333333332,25.825000000000003,25.15,,,,,,,,,,,,,,,,,,,,,,79.91666666666667,82.0,77.75,,,,,,,,,,6.75,6.875,6.675,,,,,,,,,,0.125,,,,,,,,7.899999999999999,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/05,27.775,33.325,23.775,,1.75,,79.5,7.425,28.258333333333336,28.7,27.775,,,,,,,,,,32.875,33.325,32.25,,,,,,,,,,24.916666666666668,25.825000000000003,23.775,,,,,,,,,,,,,,,,,,,,,,79.08333333333333,80.0,77.75,,,,,,,,,,6.933333333333333,7.425,6.675,,,,,,,,,,1.75,,,,,,,,9.550000000000004,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
110/09/06,28.0,32.45,24.025,,0.25,,82.0,8.325,28.024999999999995,28.3,27.775,,,,,,,,,,32.94166666666666,33.325,32.45,,,,,,,,,,24.316666666666663,25.15,23.775,,,,,,,,,,,,,,,,,,,,,,79.75,82.0,77.75,,,,,,,,,,7.474999999999999,8.325,6.675,,,,,,,,,,2.0,,,,,,,,8.425000000000004,0,0,0,0,0,1,2,9,-1.0,-1.8369701987210297e-16,0
110/09/07,28.85,33.6,24.375,,0.0,,75.0,7.55,28.208333333333332,28.85,27.775,,,,,,,,,,33.12500000000001,33.6,32.45,,,,,,,,,,24.058333333333334,24.375,23.775,,,,,,,,,,,,,,,,,,,,,,78.83333333333333,82.0,75.0,,,,,,,,,,7.766666666666666,8.325,7.425,,,,,,,,,,2.0,,,,,,,,9.225000000000001,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/08,29.525,33.575,25.325,,0.0,,76.25,7.225,28.791666666666668,29.525,28.0,28.589285714285715,29.525,27.775,,,,,,,33.208333333333336,33.6,32.45,33.11071428571429,33.6,32.25,,,,,,,24.575,25.325,24.025,24.892857142857142,25.825000000000003,23.775,,,,,,,,,,,,,,,,,,,77.75,82.0,75.0,78.92857142857143,82.0,75.0,,,,,,,7.699999999999999,8.325,7.225,7.253571428571428,8.325,6.675,,,,,,,0.25,2.125,,,,,,,8.250000000000004,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/09,29.35,32.975,25.5,,0.0,,80.25,6.95,29.241666666666664,29.525,28.85,28.642857142857142,29.525,27.775,,,,,,,33.38333333333333,33.6,32.975,33.03214285714286,33.6,32.25,,,,,,,25.066666666666666,25.5,24.375,24.853571428571428,25.825000000000003,23.775,,,,,,,,,,,,,,,,,,,77.16666666666667,80.25,75.0,78.67857142857143,82.0,75.0,,,,,,,7.241666666666667,7.55,6.95,7.264285714285713,8.325,6.675,,,,,,,0.0,2.0,,,,,,,7.475000000000001,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/10,29.25,34.4,25.725,,0.0,,80.25,5.85,29.375,29.525,29.25,28.721428571428568,29.525,27.775,,,,,,,33.65,34.4,32.975,33.339285714285715,34.4,32.45,,,,,,,25.516666666666666,25.725,25.325,24.839285714285715,25.725,23.775,,,,,,,,,,,,,,,,,,,78.91666666666667,80.25,76.25,78.71428571428571,82.0,75.0,,,,,,,6.675,7.225,5.85,7.1428571428571415,8.325,5.85,,,,,,,0.0,2.0,,,,,,,8.674999999999997,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/11,29.275,33.825,25.4,,0.0,,80.0,6.175,29.291666666666668,29.35,29.25,28.860714285714288,29.525,27.775,,,,,,,33.733333333333334,34.4,32.975,33.45,34.4,32.45,,,,,,,25.541666666666668,25.725,25.4,24.875,25.725,23.775,,,,,,,,,,,,,,,,,,,80.16666666666667,80.25,80.0,79.03571428571429,82.0,75.0,,,,,,,6.325,6.95,5.85,7.071428571428571,8.325,5.85,,,,,,,0.0,2.0,,,,,,,8.425000000000004,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/12,29.05,33.1,25.5,,0.0,,83.25,6.175,29.191666666666666,29.275,29.05,29.042857142857144,29.525,28.0,,,,,,,33.775,34.4,33.1,33.417857142857144,34.4,32.45,,,,,,,25.541666666666668,25.725,25.4,25.12142857142857,25.725,24.025,,,,,,,,,,,,,,,,,,,81.16666666666667,83.25,80.0,79.57142857142857,83.25,75.0,,,,,,,6.066666666666666,6.175,5.85,6.892857142857143,8.325,5.85,,,,,,,0.0,0.25,,,,,,,7.600000000000001,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
