日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14,價格(元/公斤)_ma3,價格(元/公斤)_ma7
107/12/12,103.16666666666669,139.16666666666666,99.88333333333333,73.48333333333333,2928.833333333333,65.68333333333332,106.0,118.71666666666664,147.20000000000002,110.21111111111111,116.7595238095238
107/12/13,89.98333333333333,130.63333333333333,86.05,58.3,2746.9166666666665,72.33333333333331,103.16666666666669,128.04999999999998,137.91666666666666,106.66111111111111,114.53809523809524
107/12/14,88.66666666666667,129.93333333333334,85.10000000000001,53.88333333333333,2075.9166666666665,76.05000000000001,89.98333333333333,120.36666666666667,132.6,99.71666666666665,109.10000000000001
107/12/15,96.2,132.96666666666667,92.36666666666667,66.66666666666667,2422.0,66.3,88.66666666666667,119.55,118.75,93.93888888888888,104.57142857142857
107/12/16,98.55,136.98333333333332,96.11666666666667,63.95,2668.333333333333,73.03333333333333,96.2,113.81666666666666,132.29999999999998,91.61666666666667,101.2357142857143
107/12/18,98.7,135.61666666666667,95.41666666666669,66.33333333333333,3233.833333333333,69.28333333333335,98.55,110.81666666666666,136.35,94.47222222222223,99.0547619047619
107/12/19,101.56666666666666,142.86666666666667,97.48333333333332,65.48333333333333,2960.333333333333,77.38333333333334,98.7,106.0,125.18333333333334,97.81666666666666,97.32380952380952
107/12/20,102.0,144.06666666666666,98.4,69.0,2379.6666666666665,75.06666666666666,101.56666666666666,103.16666666666669,118.71666666666664,99.60555555555555,96.69047619047619
107/12/21,102.86666666666667,145.36666666666667,99.33333333333331,64.53333333333333,1972.1666666666667,80.83333333333334,102.0,89.98333333333333,128.04999999999998,100.75555555555555,96.52380952380952
107/12/22,108.92,159.52,104.46,68.46000000000001,2801.8,91.06,102.86666666666667,88.66666666666667,120.36666666666667,102.14444444444445,98.36428571428573
107/12/23,118.8,164.65,114.8,78.43333333333334,2563.0,86.21666666666667,108.92,96.2,119.55,104.59555555555556,101.25761904761904
107/12/25,110.3,150.76666666666668,107.28333333333336,73.55,3716.3333333333335,77.21666666666668,118.8,98.55,113.81666666666666,110.19555555555557,104.48619047619047
107/12/26,100.96666666666664,139.79999999999998,97.7,67.01666666666667,2858.333333333333,72.78333333333332,110.3,98.7,110.81666666666666,112.67333333333333,106.1647619047619
107/12/27,101.35,147.98333333333332,96.11666666666667,62.55,2312.75,85.43333333333331,100.96666666666664,101.56666666666666,106.0,110.0222222222222,106.48857142857143
107/12/28,105.33333333333331,151.93333333333334,101.4,66.91666666666667,2104.833333333333,85.01666666666667,101.35,102.0,103.16666666666669,104.20555555555553,106.45761904761903
107/12/29,104.51666666666668,164.35,98.11666666666667,62.45,2289.1666666666665,101.9,105.33333333333331,102.86666666666667,89.98333333333333,102.54999999999997,106.93380952380951
107/12/30,116.26666666666668,165.4,112.35,75.58333333333333,2058.333333333333,89.81666666666668,104.51666666666668,108.92,88.66666666666667,103.73333333333333,107.1695238095238
108/01/01,108.92,157.78,109.0,64.54,2443.7,93.24,116.26666666666668,118.8,96.2,108.70555555555556,108.21904761904761
108/01/02,114.86666666666666,167.71666666666667,112.11666666666667,73.66666666666667,1238.1666666666667,94.05,108.92,110.3,98.55,109.90111111111112,106.80761904761904
108/01/03,122.3,171.73333333333335,119.03333333333336,83.76666666666667,1477.3333333333333,87.96666666666668,114.86666666666666,100.96666666666664,98.7,113.35111111111111,107.46000000000001
108/01/04,127.86666666666667,177.20000000000002,124.21666666666664,88.13333333333333,1488.8333333333333,89.06666666666669,122.3,101.35,101.56666666666666,115.36222222222223,110.50761904761904
108/01/05,120.66666666666669,169.46666666666667,117.03333333333336,78.35000000000001,1706.5,91.11666666666666,127.86666666666667,105.33333333333331,102.0,121.67777777777776,114.2957142857143
108/01/06,136.82,203.36,132.94,77.5,2017.8,125.86,120.66666666666669,104.51666666666668,102.86666666666667,123.61111111111113,116.48619047619049
108/01/08,118.86,177.2,115.18,74.3,3772.9,102.9,136.82,116.26666666666668,108.92,128.45111111111112,121.10095238095239
108/01/09,106.23333333333332,150.03333333333333,102.4,73.06666666666666,2462.833333333333,76.96666666666667,118.86,108.92,118.8,125.4488888888889,121.47142857142858
108/01/10,108.13333333333333,148.48333333333332,106.8,74.39999999999999,1882.0,74.08333333333333,106.23333333333332,114.86666666666666,110.3,120.63777777777777,121.08761904761904
108/01/11,116.41666666666669,160.79999999999998,114.61666666666667,81.23333333333333,1855.0833333333333,79.56666666666665,108.13333333333333,122.3,100.96666666666664,111.07555555555554,120.12571428571428
108/01/12,123.96666666666664,165.70000000000002,121.76666666666668,87.38333333333333,2458.1666666666665,78.31666666666669,116.41666666666669,127.86666666666667,101.35,110.2611111111111,119.2852380952381
108/01/13,121.68333333333334,167.31666666666666,119.43333333333334,79.39999999999999,2248.1666666666665,87.91666666666667,123.96666666666664,120.66666666666669,105.33333333333331,116.17222222222222,118.72809523809524
108/01/15,113.08333333333331,159.81666666666666,109.61666666666667,77.51666666666667,3379.333333333333,82.3,121.68333333333334,136.82,104.51666666666668,120.68888888888888,118.87333333333333
108/01/16,111.18333333333334,154.81666666666666,107.45,76.26666666666667,2901.1666666666665,78.55,113.08333333333331,118.86,116.26666666666668,119.57777777777777,115.48238095238095
108/01/17,103.36666666666667,151.45000000000002,98.66666666666669,68.05,2420.333333333333,83.40000000000002,111.18333333333334,106.23333333333332,108.92,115.31666666666666,114.38571428571427
108/01/18,107.48333333333332,146.78333333333333,105.08333333333331,73.33333333333333,2432.583333333333,73.45,103.36666666666667,108.13333333333333,114.86666666666666,109.21111111111111,113.97619047619047
108/01/19,110.2,145.36666666666667,107.43333333333334,74.56666666666666,2191.9166666666665,70.80000000000001,107.48333333333332,116.41666666666669,122.3,107.34444444444445,113.88333333333333
108/01/20,119.68333333333334,161.70000000000002,117.21666666666664,81.66666666666667,1869.3333333333333,80.03333333333335,110.2,123.96666666666664,127.86666666666667,107.01666666666667,112.9952380952381
108/01/22,110.75,153.28333333333333,107.78333333333336,72.33333333333333,3278.333333333333,80.95,119.68333333333334,121.68333333333334,120.66666666666669,112.45555555555556,112.38333333333333
108/01/23,104.11666666666666,143.73333333333332,102.16666666666669,70.78333333333333,2521.833333333333,72.94999999999999,110.75,113.08333333333331,136.82,113.54444444444444,110.82142857142857
108/01/24,107.68333333333334,154.20000000000002,103.53333333333336,70.39999999999999,1905.3333333333333,83.80000000000003,104.11666666666666,111.18333333333334,118.86,111.51666666666667,109.54047619047618
108/01/25,106.81428571428572,147.14285714285714,104.4,71.01428571428572,1770.142857142857,76.12857142857142,107.68333333333334,103.36666666666667,106.23333333333332,107.51666666666667,109.04047619047618
108/01/26,115.21428571428572,156.18571428571428,112.32857142857142,77.37142857142858,2075.5,78.8142857142857,106.81428571428572,107.48333333333332,108.13333333333333,106.2047619047619,109.53299319727891
108/01/27,126.09999999999998,163.58333333333334,124.63333333333334,91.41666666666669,2305.5,72.16666666666667,115.21428571428572,110.2,116.41666666666669,109.90396825396824,110.6374149659864
108/01/29,107.37142857142858,147.1142857142857,105.4,70.9857142857143,2697.214285714286,76.1285714285714,126.09999999999998,119.68333333333334,123.96666666666664,116.04285714285713,112.90884353741498
108/01/30,104.02857142857144,150.1142857142857,101.15714285714286,66.48571428571428,2237.214285714286,83.62857142857142,107.37142857142858,110.75,121.68333333333334,116.22857142857144,111.14999999999999
108/01/31,117.34285714285714,153.47142857142856,117.54285714285712,75.45714285714287,2246.714285714286,78.01428571428569,104.02857142857144,104.11666666666666,113.08333333333331,112.5,110.18979591836735
