日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14,價格(元/公斤)_ma3,價格(元/公斤)_ma7
110/12/01,238.84,273.94,237.38,186.12,574.1,87.82,215.1833333333333,210.46,228.0,217.86777777777777,216.5047619047619
110/12/02,239.92,269.18,241.2,189.72,728.8,79.46000000000001,238.84,219.82,237.6,221.1811111111111,220.55904761904762
110/12/03,249.45,288.05,251.3,182.775,738.25,105.27500000000003,239.92,193.625,216.95,231.31444444444443,223.43047619047618
110/12/04,232.65,262.21666666666664,232.4333333333333,190.1,824.9166666666666,72.11666666666665,249.45,238.025,194.7,242.73666666666668,231.40547619047615
110/12/05,224.94,268.16,227.58,157.04000000000002,765.6,111.11999999999996,232.65,228.9,188.92,240.67333333333332,230.63761904761904
110/12/07,209.6833333333333,249.63333333333333,204.46666666666667,164.93333333333334,1117.9166666666667,84.69999999999999,224.94,209.52,268.44,235.67999999999998,230.07190476190476
110/12/08,196.0,237.55,193.475,129.275,1714.25,108.275,209.6833333333333,215.1833333333333,186.75,222.42444444444445,230.09523809523807
110/12/09,250.0,250.0,250.0,250.0,4.0,0.0,196.0,238.84,210.46,210.20777777777778,227.3547619047619
110/12/10,200.56,239.98,202.66,140.42,1935.7,99.56000000000004,250.0,239.92,219.82,218.5611111111111,228.9490476190476
110/12/11,200.95142857142855,243.08571428571423,197.5142857142857,154.08571428571426,1393.0,89.0,200.56,249.45,193.625,215.52,223.32619047619048
110/12/12,209.44285714285712,250.8571428571429,210.8428571428572,158.82857142857142,1199.571428571429,92.02857142857144,200.95142857142855,232.65,238.025,217.1704761904762,216.39782312925172
110/12/14,212.9142857142857,259.7857142857143,217.05714285714288,146.05714285714285,1781.5,113.72857142857144,209.44285714285712,224.94,228.9,203.65142857142857,213.0825170068027
110/12/15,183.38,218.62857142857143,184.8,140.25714285714284,1459.928571428571,78.3714285714286,212.9142857142857,209.6833333333333,209.52,207.76952380952378,211.36455782312922
110/12/16,191.12857142857143,220.17142857142855,193.8857142857143,147.29999999999998,1479.642857142857,72.8714285714286,183.38,196.0,215.1833333333333,201.91238095238091,207.6069387755102
110/12/17,196.07142857142856,231.27142857142857,199.8142857142857,156.45714285714286,1417.642857142857,74.81428571428572,191.12857142857143,250.0,238.84,195.80761904761906,206.91102040816327
110/12/18,199.25,231.76666666666665,200.21666666666667,152.54999999999998,2091.25,79.21666666666667,196.07142857142856,200.56,239.92,190.19333333333336,199.20693877551022
110/12/19,197.01666666666665,228.95,198.9,152.01666666666668,2274.5,76.93333333333334,199.25,200.95142857142855,249.45,195.48333333333335,199.01979591836735
110/12/21,188.01666666666665,227.78333333333333,190.58333333333331,136.31666666666666,2857.25,91.46666666666668,197.01666666666665,209.44285714285712,232.65,197.44603174603174,198.45768707482992
110/12/22,178.5,213.73333333333332,178.71666666666667,133.43333333333334,2083.4166666666665,80.30000000000001,188.01666666666665,212.9142857142857,224.94,194.7611111111111,195.39680272108845
110/12/23,182.11666666666667,219.8,183.8166666666667,133.98333333333332,1938.0833333333333,85.81666666666666,178.5,183.38,209.6833333333333,187.84444444444443,190.4804761904762
110/12/24,182.02857142857144,226.8857142857143,177.78571428571428,139.1142857142857,1423.2857142857142,87.7714285714286,182.11666666666667,191.12857142857143,196.0,182.87777777777777,190.29999999999998
110/12/25,182.91666666666663,227.9666666666667,182.51666666666665,127.53333333333336,1896.5833333333333,100.43333333333337,182.02857142857144,196.07142857142856,250.0,180.88174603174602,189.0
110/12/26,179.28571428571428,223.07142857142856,181.02857142857144,119.17142857142858,2077.285714285714,103.9,182.91666666666663,199.25,200.56,182.35396825396825,187.12074829931973
110/12/28,173.04999999999998,211.55,172.6,124.93333333333334,2942.083333333333,86.61666666666665,179.28571428571428,197.01666666666665,200.95142857142855,181.41031746031743,184.2687074829932
110/12/29,179.57142857142858,217.6,177.92857142857142,133.97142857142856,2015.7857142857144,83.62857142857143,173.04999999999998,188.01666666666665,209.44285714285712,178.4174603174603,180.84489795918367
110/12/30,184.27875,226.6625,185.5,124.475,1413.5,102.1875,179.57142857142858,178.5,212.9142857142857,177.30238095238096,179.63843537414965
110/12/31,203.4142857142857,244.75714285714284,202.3571428571429,148.75714285714284,1724.928571428571,96.0,184.27875,182.11666666666667,183.38,178.96672619047618,180.46397108843536
111/01/01,201.77142857142857,233.72857142857143,204.28571428571428,150.24285714285716,2233.3571428571427,83.48571428571427,203.4142857142857,182.02857142857144,191.12857142857143,189.08815476190478,183.5064880952381
111/01/02,201.6375,238.05,202.9625,147.875,2087.625,90.175,201.77142857142857,182.91666666666663,196.07142857142856,196.48815476190475,186.3268962585034
111/01/04,186.35,229.4875,187.25,132.5375,2944.5,96.95000000000002,201.6375,179.28571428571428,199.25,202.27440476190475,189.00130102040814
111/01/05,167.91428571428574,214.72857142857143,165.5142857142857,115.28571428571428,2645.428571428572,99.44285714285714,186.35,173.04999999999998,197.01666666666665,196.58630952380952,190.01048469387754
111/01/06,167.125,206.2875,166.5375,120.8625,2231.4375,85.425,167.91428571428574,179.57142857142858,188.01666666666665,185.3005952380952,189.2768112244898
111/01/07,166.87142857142857,209.7,165.70000000000002,117.02857142857144,2643.714285714286,92.67142857142858,167.125,184.27875,178.5,173.79642857142858,187.49875
111/01/08,162.02857142857144,210.8857142857143,160.57142857142858,113.68571428571428,3180.928571428572,97.20000000000002,166.87142857142857,203.4142857142857,182.11666666666667,167.30357142857144,185.01198979591837
111/01/09,176.1875,214.725,176.625,129.7375,2671.9375,84.98749999999998,162.02857142857144,201.77142857142857,182.02857142857144,165.34166666666667,179.0997448979592
111/01/11,163.25714285714284,210.02857142857144,162.72857142857143,110.75714285714284,3485.0714285714284,99.2714285714286,176.1875,201.6375,182.91666666666663,168.36249999999998,175.44489795918366
111/01/12,157.6,206.0142857142857,156.24285714285716,105.62857142857142,2909.0,100.38571428571429,163.25714285714284,186.35,179.28571428571428,167.1577380952381,169.96198979591836
111/01/13,175.0,175.0,175.0,175.0,26.0,0.0,157.6,167.91428571428574,173.04999999999998,165.68154761904762,165.85484693877552
111/01/14,165.9625,215.7625,165.1,117.325,3644.375,98.4375,175.0,167.125,179.57142857142858,165.28571428571428,166.8670918367347
111/01/15,168.4,219.52857142857144,168.94285714285712,109.52857142857144,2361.6428571428573,110.0,165.9625,166.87142857142857,184.27875,166.1875,166.70102040816326
111/01/16,179.8857142857143,239.05714285714288,178.8857142857143,119.17142857142858,2380.0714285714284,119.8857142857143,168.4,162.02857142857144,203.4142857142857,169.7875,166.91938775510204
111/01/18,180.975,225.3375,182.3625,124.4625,2751.6875,100.875,179.8857142857143,176.1875,201.77142857142857,171.41607142857143,169.47040816326532
111/01/19,163.9857142857143,221.44285714285712,161.84285714285716,107.41428571428573,2801.428571428572,114.0285714285714,180.975,163.25714285714284,201.6375,176.42023809523812,170.15433673469389
111/01/20,164.45714285714286,216.5142857142857,162.95714285714286,106.81428571428572,2297.714285714286,109.7,163.9857142857143,157.6,186.35,174.9488095238095,170.25841836734693
111/01/21,157.28571428571428,210.3857142857143,156.15714285714284,99.28571428571428,2241.285714285714,111.1,164.45714285714286,175.0,167.91428571428574,169.8059523809524,171.2380102040816
111/01/22,163.64285714285714,222.8857142857143,159.57142857142858,109.37142857142858,2770.714285714286,113.51428571428572,157.28571428571428,165.9625,167.125,161.90952380952382,168.70739795918368
111/01/23,154.72857142857143,210.1,154.34285714285716,99.94285714285716,2745.1428571428573,110.15714285714284,163.64285714285714,168.4,166.87142857142857,161.7952380952381,168.37602040816324
111/01/25,156.0875,212.5125,152.975,104.3875,2512.5625,108.125,154.72857142857143,179.8857142857143,162.02857142857144,158.55238095238096,166.4229591836735
111/01/26,169.625,228.8875,167.2,113.1375,1659.8125,115.75,156.0875,180.975,176.1875,158.1529761904762,163.02321428571426
111/01/27,164.37142857142857,225.14285714285717,162.22857142857143,105.32857142857142,1858.357142857143,119.81428571428572,169.625,163.9857142857143,163.25714285714284,160.14702380952383,161.40178571428572
111/01/28,166.22857142857143,243.1,159.0142857142857,108.12857142857142,2015.571428571429,134.9714285714286,164.37142857142857,164.45714285714286,157.6,163.36130952380952,161.45688775510206
111/01/29,165.9857142857143,238.2428571428572,162.0142857142857,101.0142857142857,2575.1428571428573,137.22857142857146,166.22857142857143,157.28571428571428,175.0,166.74166666666667,161.70994897959184
111/01/30,157.6,232.9857142857143,152.55714285714288,98.14285714285714,3289.428571428572,134.84285714285716,165.9857142857143,163.64285714285714,165.9625,165.52857142857144,162.95280612244898
111/01/31,138.06666666666666,211.4333333333333,135.06666666666666,74.64999999999999,3499.5,136.7833333333333,157.6,154.72857142857143,168.4,163.27142857142857,162.08954081632652
