日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14,價格(元/公斤)_ma3,價格(元/公斤)_ma7
110/11/05,259.7,300.0,250.0,200.0,134.0,100.0,,,,,
110/11/06,271.4,300.0,300.0,200.0,70.0,100.0,259.7,,,,
110/11/07,221.25,234.6,223.05,202.5,17.0,32.099999999999994,271.4,,,,
110/11/09,194.15,235.1,195.55,158.55,97.5,76.54999999999998,221.25,,,250.7833333333333,
110/11/10,188.2,246.66666666666663,199.8,128.33333333333334,24.666666666666668,118.33333333333331,194.15,,,228.9333333333333,
110/11/12,231.8,249.0,247.9,166.2,23.0,82.80000000000001,188.2,,,201.20000000000002,
110/11/13,149.10000000000002,242.05,137.7,90.6,90.0,151.45000000000002,231.8,,,204.71666666666667,
110/11/14,228.0,283.3333333333333,224.2,175.0,36.66666666666666,108.33333333333331,149.10000000000002,259.7,,189.70000000000002,216.5142857142857
110/11/16,237.6,261.575,237.925,212.625,36.5,48.94999999999999,228.0,271.4,,202.96666666666667,211.98571428571427
110/11/17,216.95,245.35,216.7,171.0,160.125,74.35,237.6,221.25,,204.9,207.15714285714287
110/11/18,194.7,225.8,200.2,151.125,244.5,74.67500000000001,216.95,194.15,,227.51666666666665,206.54285714285717
110/11/19,188.92,197.08,190.5,176.0,70.8,21.079999999999984,194.7,188.2,,216.41666666666666,206.62142857142857
110/11/20,268.44,296.8,278.4,193.5,173.3,103.3,188.92,231.8,,200.18999999999997,206.7242857142857
110/11/21,186.75,227.125,186.525,135.125,454.5,92.0,268.44,149.10000000000002,,217.35333333333332,211.95857142857145
110/11/23,210.46,237.0,211.88,169.58,312.0,67.41999999999999,186.75,228.0,259.7,214.70333333333335,217.33714285714288
110/11/24,219.82,250.18,220.28000000000003,179.38,452.2,70.80000000000001,210.46,237.6,271.4,221.88333333333335,214.83142857142857
110/11/25,193.625,235.8,192.825,92.175,359.25,143.625,219.82,216.95,221.25,205.67666666666665,212.29142857142855
110/11/26,238.025,292.35,237.675,172.2,221.0,120.15000000000003,193.625,194.7,194.15,207.96833333333333,208.95928571428573
110/11/27,228.9,263.9,231.8,176.75,445.25,87.14999999999998,238.025,188.92,188.2,217.15666666666667,215.14857142857142
110/11/28,209.52,258.28000000000003,213.88,144.9,463.3,113.38000000000002,228.9,268.44,231.8,220.18333333333337,220.85999999999999
110/11/30,215.1833333333333,243.16666666666663,220.23333333333332,163.28333333333333,539.75,79.88333333333333,209.52,186.75,149.10000000000002,225.48166666666668,212.44285714285712
