日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14,價格(元/公斤)_ma3,價格(元/公斤)_ma7
113/12/05,337.394,411.92,339.42,245.84,197.6,166.07999999999996,321.904,235.9375,223.2125,310.7646666666667,277.0406904761905
113/12/06,325.1,408.2,316.625,219.3,246.5,188.9,337.394,255.96,188.44,318.4493333333333,291.5344761904762
113/12/07,312.79,404.68,307.04,211.56,345.4,193.12,325.1,250.23333333333332,159.61,328.1326666666667,301.4116190476191
113/12/08,283.0,345.68333333333334,283.25,206.61666666666667,323.75,139.06666666666666,312.79,264.86,265.0,325.0946666666667,310.34828571428574
113/12/10,248.38333333333333,320.8666666666666,244.5,180.63333333333333,348.5833333333333,140.2333333333333,283.0,314.34000000000003,237.18,306.96333333333337,312.9397142857143
113/12/11,213.75,288.625,213.025,137.425,677.125,151.2,248.38333333333333,296.05,200.315,281.3911111111111,303.51733333333334
113/12/12,219.475,306.425,214.85,124.65,327.375,181.775,213.75,321.904,218.89,248.37777777777782,291.7601904761905
113/12/13,251.4366666666667,332.56666666666666,244.5,177.8166666666667,268.5833333333333,154.74999999999997,219.475,337.394,235.9375,227.20277777777778,277.12747619047616
113/12/14,245.76000000000005,334.7,242.58,166.16,592.1,168.54,251.4366666666667,325.1,255.96,228.22055555555553,264.84785714285715
113/12/15,242.336,329.38,233.8,166.0,671.3,163.38,245.76000000000005,312.79,250.23333333333332,238.89055555555558,253.51357142857142
113/12/17,246.42666666666665,323.51666666666665,242.4,169.65,526.3333333333334,153.86666666666665,242.336,283.0,264.86,246.5108888888889,243.4487142857143
113/12/18,263.9816666666667,341.9666666666667,263.0333333333333,182.6,515.4166666666666,159.3666666666667,246.42666666666665,248.38333333333333,314.34000000000003,244.8408888888889,238.2239523809524
113/12/19,264.7,343.8,264.575,162.65,1086.375,181.15,263.9816666666667,213.75,296.05,250.91477777777777,240.45228571428575
113/12/20,279.62,356.6666666666667,281.28333333333336,190.26666666666665,365.5,166.40000000000003,264.7,219.475,321.904,258.36944444444447,247.73085714285713
113/12/21,285.162,367.9,289.9,187.74,672.38,180.16,279.62,251.4366666666667,337.394,269.43388888888893,256.32300000000004
113/12/22,301.04857142857145,363.88571428571424,300.2714285714286,232.8,509.4285714285714,131.08571428571426,285.162,245.76000000000005,325.1,276.49399999999997,261.1409047619048
113/12/24,257.455,329.26666666666665,253.76666666666665,188.7,899.1333333333333,140.56666666666663,301.04857142857145,242.336,312.79,288.61019047619044,269.0392721088436
113/12/25,259.9266666666667,333.6,258.78333333333336,180.5,1268.1833333333334,153.09999999999997,257.455,246.42666666666665,283.0,281.2218571428572,271.1991292517007
113/12/27,267.59142857142854,331.7285714285714,270.38571428571424,189.94285714285712,783.1285714285714,141.78571428571428,259.9266666666667,263.9816666666667,248.38333333333333,272.8100793650794,273.1277006802721
113/12/28,266.2,338.92857142857144,267.0142857142857,183.78571428571428,925.4285714285714,155.14285714285717,267.59142857142854,264.7,213.75,261.65769841269844,273.64338095238094
113/12/29,259.78428571428566,333.2714285714286,260.4,179.8857142857143,1142.428571428571,153.3857142857143,266.2,279.62,219.475,264.57269841269846,273.85766666666666
113/12/31,267.4557142857143,353.0,261.18571428571425,189.07142857142856,1315.357142857143,163.92857142857142,259.78428571428566,285.162,251.4366666666667,264.5252380952381,271.02399319727886
114/01/01,272.33,345.4714285714286,269.65714285714284,193.52857142857144,1055.642857142857,151.94285714285715,267.4557142857143,301.04857142857145,245.76000000000005,264.48,268.4945238095238
114/01/02,230.86714285714285,317.6,220.07142857142856,164.84285714285716,847.3142857142857,152.7571428571428,272.33,257.455,242.336,266.5233333333333,264.3918707482993
114/01/03,294.8183333333333,375.9666666666667,292.2333333333333,212.91666666666663,1190.75,163.05000000000004,230.86714285714285,259.9266666666667,246.42666666666665,256.88428571428574,260.59360544217685
114/01/04,270.3833333333333,358.26666666666665,263.68333333333334,183.65,1332.7666666666669,174.61666666666665,294.8183333333333,267.59142857142854,263.9816666666667,266.0051587301587,265.57812925170066
114/01/05,267.0857142857143,359.0857142857143,266.2285714285714,156.12857142857143,935.0714285714286,202.95714285714288,270.3833333333333,266.2,264.7,265.35626984126986,265.9769727891156
114/01/07,250.43571428571428,331.3428571428572,246.32857142857145,162.52857142857144,1792.2,168.81428571428572,267.0857142857143,259.78428571428566,279.62,277.429126984127,266.10350340136057
114/01/08,234.40857142857143,313.1428571428572,225.82857142857145,169.72857142857143,1305.928571428571,143.41428571428574,250.43571428571428,267.4557142857143,285.162,262.63492063492066,264.76799319727894
114/01/09,259.69571428571425,322.5857142857143,251.91428571428568,198.8857142857143,905.9,123.7,234.40857142857143,272.33,301.04857142857145,250.64333333333335,260.0469727891156
114/01/10,260.03333333333336,337.9166666666667,255.55,184.71666666666667,1419.75,153.20000000000002,259.69571428571425,230.86714285714285,257.455,248.17999999999998,258.24207482993194
114/01/11,224.1185714285714,317.85714285714283,212.9857142857143,142.07142857142858,1395.9428571428573,175.78571428571425,260.03333333333336,294.8183333333333,259.9266666666667,251.37920634920633,262.40867346938774
114/01/12,254.4057142857143,334.7857142857143,247.82857142857145,170.34285714285716,1227.142857142857,164.44285714285712,224.1185714285714,270.3833333333333,267.59142857142854,247.94920634920638,252.30870748299319
114/01/14,276.8357142857143,376.1714285714285,266.9714285714286,176.98571428571427,1424.5857142857144,199.18571428571423,254.4057142857143,267.0857142857143,266.2,246.185873015873,250.0261904761905
114/01/15,243.51,334.8,233.3,163.92857142857142,1366.5,170.8714285714286,276.8357142857143,250.43571428571428,259.78428571428566,251.78666666666666,251.4190476190476
114/01/16,230.815,328.04999999999995,229.1,165.7,269.0,162.34999999999997,243.51,234.40857142857143,267.4557142857143,258.2504761904762,250.42965986394557
114/01/17,233.52571428571423,310.25714285714287,231.02857142857144,151.9,1672.5142857142855,158.35714285714286,230.815,259.69571428571425,272.33,250.38690476190473,249.91629251700678
114/01/18,221.18285714285716,294.5142857142857,215.08571428571423,145.6,1158.642857142857,148.91428571428568,233.52571428571423,260.03333333333336,230.86714285714285,235.9502380952381,246.17772108843536
114/01/19,221.3242857142857,304.35714285714283,213.3,142.1,1159.071428571429,162.25714285714284,221.18285714285716,224.1185714285714,294.8183333333333,228.50785714285712,240.62765306122446
114/01/21,250.15285714285716,345.2714285714286,243.5,161.20000000000002,1738.428571428571,184.07142857142856,221.3242857142857,254.4057142857143,270.3833333333333,225.3442857142857,240.22846938775507
114/01/22,266.47166666666664,353.2166666666667,257.81666666666666,196.0,1397.5,157.2166666666667,250.15285714285716,276.8357142857143,267.0857142857143,230.88666666666668,239.62091836734695
114/01/23,233.55142857142852,327.1428571428572,226.87142857142857,142.42857142857142,1106.6,184.71428571428572,266.47166666666664,243.51,250.43571428571428,245.9829365079365,238.14034013605442
114/01/24,268.81166666666667,362.0333333333333,258.5833333333333,186.0,1452.9333333333334,176.0333333333333,233.55142857142852,230.815,234.40857142857143,250.0586507936508,236.7176870748299
114/01/25,260.64714285714285,353.85714285714283,253.55714285714288,165.52857142857144,1848.8714285714289,188.3285714285714,268.81166666666667,233.52571428571423,259.69571428571425,256.2782539682539,242.14578231292515
114/01/26,257.41333333333336,351.8666666666666,249.63333333333333,158.4,1755.7833333333335,193.4666666666666,260.64714285714285,221.18285714285716,260.03333333333336,254.336746031746,246.02027210884353
114/01/27,286.475,376.9333333333333,283.78333333333336,191.08333333333331,1998.5,185.85,257.41333333333336,221.3242857142857,224.1185714285714,262.29071428571433,251.1960544217687
114/01/28,228.89142857142855,327.88571428571424,215.91428571428568,141.95714285714286,2380.8142857142857,185.9285714285714,286.475,250.15285714285716,254.4057142857143,268.17849206349206,260.5032993197279
