日期,價格(元/公斤),上價_lag1,上價_lag7,上價_lag14,上價_ma3,上價_ma7,中價_lag1,中價_lag7,中價_lag14,中價_ma3,中價_ma7,下價_lag1,下價_lag7,下價_lag14,下價_ma3,下價_ma7,價格區間_lag1,價格區間_lag7,價格區間_lag14,價格區間_ma3,價格區間_ma7,交易量(公斤)_lag1,交易量(公斤)_lag7,交易量(公斤)_lag14,交易量(公斤)_ma3,交易量(公斤)_ma7,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14
110/11/01,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110/11/02,18.739375,23.33333333333333,,,,,14.466666666666669,,,,,8.5,,,,,14.833333333333332,,,,,77830.0,,,,,15.0,,
110/11/03,18.46875,33.6375,,,,,17.6375,,,,,8.75625,,,,,24.88125,,,,,32036.9375,,,,,18.739375,,
110/11/04,17.945882352941176,31.575,,,29.51527777777778,,17.01875,,,16.374305555555555,,9.15625,,,8.804166666666667,,22.41875,,,20.711111111111112,,29425.4375,,,46430.791666666664,,18.46875,,
110/11/05,17.151176470588236,29.700000000000003,,,31.637500000000003,,17.099999999999998,,,17.25208333333333,,9.835294117647058,,,9.249264705882352,,19.864705882352943,,,22.388235294117646,,29376.88235294117,,,30279.75245098039,,17.945882352941176,,
110/11/06,16.313529411764705,30.00588235294118,,,30.426960784313724,,16.564705882352943,,,16.894485294117647,,7.517647058823529,,,8.836397058823529,,22.48823529411765,,,21.5905637254902,,30811.29411764706,,,29871.20465686274,,17.151176470588236,,
110/11/07,17.857857142857142,30.78235294117647,,,30.162745098039213,,15.664705882352942,,,16.44313725490196,,6.770588235294118,,,8.041176470588235,,24.011764705882356,,,22.121568627450984,,31902.470588235294,,,30696.882352941175,,16.313529411764705,,
110/11/08,13.7,33.971428571428575,23.33333333333333,,31.586554621848737,30.429356742697077,16.857142857142858,14.466666666666669,,16.362184873949584,16.472781612645058,7.15,8.5,,7.1460784313725485,8.240861344537816,26.821428571428577,14.833333333333332,,24.440476190476193,22.188495398159265,22005.92857142857,77830.0,,28239.89775910364,36198.42151860744,17.857857142857142,15.0,
110/11/09,15.665,22.266666666666666,33.6375,,29.006816059757238,30.27697579031613,13.3,17.6375,,15.273949579831935,16.30611494597839,7.566666666666666,8.75625,,7.162418300653595,8.107528011204481,14.7,24.88125,,21.844397759103643,22.169447779111643,84242.0,32036.9375,,46050.13305322128,37114.421518607436,13.7,18.739375,
110/11/10,17.315625,28.71875,31.575,,28.318948412698415,29.574297218887555,14.43125,17.01875,,14.86279761904762,15.848079231692678,7.275,9.15625,,7.330555555555556,7.895920868347338,21.44375,22.41875,,20.98839285714286,21.67837635054022,39561.5625,29425.4375,,48603.16369047618,38189.36794717887,15.665,18.46875,
110/11/11,18.02375,29.3875,29.700000000000003,,26.790972222222223,29.261797218887555,16.7625,17.099999999999998,,14.831249999999999,15.811472088835533,8.18125,9.835294117647058,,7.674305555555556,7.756635154061625,21.20625,19.864705882352943,,19.116666666666667,21.50516206482593,39686.8125,29376.88235294117,,54496.791666666664,39655.27866146458,17.315625,17.945882352941176,
110/11/12,18.555,28.6375,30.00588235294118,,28.914583333333336,29.11001150460184,17.6375,16.564705882352943,,16.277083333333334,15.888257803121249,9.725,7.517647058823529,,8.393749999999999,7.740878851540616,18.9125,22.48823529411765,,20.520833333333336,21.36913265306123,34197.75,30811.29411764706,,37815.37499999999,40343.974039615845,18.02375,17.151176470588236,
110/11/13,16.770625,29.68125,30.78235294117647,,29.235416666666666,29.06363545418167,17.925,15.664705882352942,,17.441666666666666,16.082585534213685,10.35625,6.770588235294118,,9.420833333333334,8.14639355742297,19.325000000000003,24.011764705882356,,19.814583333333335,20.917241896758703,38269.25,31902.470588235294,,37384.604166666664,41409.39630852341,18.555,16.313529411764705,
