日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間
112/11/01,17.893846153846155,26.823076923076922,17.976923076923075,10.0,2658.6923076923076,16.823076923076922
112/11/02,16.4,27.123076923076926,15.400000000000002,7.984615384615385,2737.4846153846156,19.13846153846154
112/11/03,15.968571428571428,26.142857142857142,14.700000000000001,9.007142857142856,2680.6071428571427,17.135714285714286
112/11/04,15.834999999999999,24.47142857142857,14.964285714285714,9.164285714285715,2148.8571428571427,15.307142857142857
112/11/05,17.705384615384613,25.292307692307695,17.415384615384617,10.546153846153846,1313.5384615384614,14.746153846153849
112/11/06,16.15,20.0,16.45,10.0,6005.5,10.0
112/11/07,17.267142857142858,25.485714285714288,16.9,10.014285714285714,2195.6071428571427,15.471428571428573
112/11/08,18.979285714285712,27.707142857142856,18.885714285714283,10.4,2192.5642857142857,17.307142857142857
112/11/09,18.092307692307692,28.084615384615386,17.26923076923077,10.100000000000001,2171.1153846153848,17.984615384615385
112/11/10,16.284285714285712,24.114285714285717,16.12857142857143,8.485714285714286,2167.4285714285716,15.628571428571432
112/11/11,15.592142857142857,23.314285714285713,15.442857142857141,8.292857142857143,2072.9714285714285,15.02142857142857
112/11/12,15.095384615384615,34.723076923076924,14.046153846153846,7.4,1755.276923076923,27.323076923076925
112/11/13,16.55,20.0,16.450000000000003,10.0,6425.0,10.0
112/11/14,17.61857142857143,26.014285714285712,17.385714285714286,10.87857142857143,2175.1071428571427,15.135714285714283
112/11/15,19.2,26.515384615384615,18.93846153846154,12.738461538461538,2382.6769230769232,13.776923076923078
112/11/16,19.900000000000002,26.983333333333334,20.233333333333334,12.0,2774.1666666666665,14.983333333333334
112/11/17,19.276923076923076,28.53846153846154,19.215384615384615,10.384615384615385,2348.4076923076923,18.153846153846153
112/11/18,20.693571428571428,29.7,20.27857142857143,13.357142857142858,1677.892857142857,16.34285714285714
112/11/19,21.12,28.430769230769233,20.86923076923077,13.761538461538462,1230.3076923076924,14.66923076923077
112/11/20,19.1,26.1,19.0,12.5,5665.0,13.600000000000001
112/11/21,25.02857142857143,34.221428571428575,25.607142857142858,15.87857142857143,1760.8999999999999,18.342857142857145
112/11/22,25.21642857142857,33.75,25.092857142857145,18.457142857142856,1480.0714285714287,15.292857142857144
112/11/23,24.555714285714284,34.378571428571426,24.014285714285712,18.1,1547.6785714285713,16.278571428571425
112/11/24,23.97214285714286,32.27142857142857,23.52857142857143,18.007142857142856,1661.75,14.264285714285716
112/11/25,21.73846153846154,31.376923076923074,21.799999999999997,13.492307692307692,1875.3846153846155,17.88461538461538
112/11/26,23.22230769230769,31.615384615384617,24.084615384615386,14.176923076923078,1483.4615384615386,17.43846153846154
112/11/27,20.0,27.4,19.950000000000003,12.5,4755.5,14.899999999999999
112/11/28,20.295333333333335,28.660000000000004,20.2,12.626666666666667,1932.1333333333334,16.03333333333334
112/11/29,20.450714285714287,30.27857142857143,20.478571428571428,10.714285714285714,2145.4285714285716,19.564285714285717
112/11/30,17.96923076923077,30.06153846153846,17.546153846153846,7.9692307692307685,2204.3076923076924,22.092307692307692
112/12/01,18.161538461538463,26.584615384615386,18.06923076923077,10.669230769230769,2065.3846153846152,15.915384615384617
112/12/02,18.46153846153846,27.584615384615383,18.053846153846152,10.707692307692307,2202.846153846154,16.876923076923077
112/12/03,19.933333333333334,27.28333333333333,20.333333333333332,12.458333333333334,1227.6666666666667,14.824999999999998
112/12/04,19.9,27.3,19.700000000000003,12.5,5046.0,14.8
112/12/05,21.64071428571429,29.12857142857143,21.935714285714287,14.0,1944.3214285714287,15.12857142857143
112/12/06,21.476923076923075,29.261538461538464,21.56153846153846,13.600000000000001,2172.6153846153848,15.661538461538463
112/12/07,22.71666666666667,29.583333333333332,22.683333333333334,15.866666666666667,2274.0,13.716666666666665
112/12/08,19.492307692307694,28.930769230769233,18.861538461538462,12.23076923076923,2606.084615384615,16.700000000000003
112/12/09,18.284615384615385,28.176923076923078,17.869230769230768,10.646153846153847,2011.8461538461538,17.53076923076923
112/12/10,17.825,27.71666666666667,17.333333333333332,9.725,1372.8333333333333,17.991666666666667
112/12/11,20.55,29.799999999999997,20.0,12.5,5314.5,17.299999999999997
112/12/12,18.446153846153848,26.853846153846156,18.46923076923077,10.46923076923077,2063.1,16.384615384615387
112/12/13,18.73076923076923,27.192307692307693,18.892307692307693,10.976923076923075,1663.923076923077,16.215384615384618
112/12/14,19.584615384615383,28.0,20.176923076923078,10.023076923076925,1587.6076923076923,17.976923076923075
112/12/15,18.917142857142856,26.99285714285714,18.957142857142856,10.864285714285714,1419.3428571428572,16.128571428571426
112/12/16,16.639285714285712,25.12142857142857,16.357142857142858,9.328571428571427,1872.6642857142856,15.792857142857143
112/12/17,17.978461538461538,26.46923076923077,17.93076923076923,9.830769230769231,1127.2692307692307,16.638461538461538
112/12/18,20.85,31.4,20.5,13.75,4122.5,17.65
112/12/19,20.282142857142855,29.47142857142857,20.214285714285715,11.950000000000001,1676.2357142857143,17.521428571428572
112/12/20,20.559285714285714,28.364285714285717,20.12857142857143,14.028571428571428,1557.7857142857142,14.335714285714289
112/12/21,22.63714285714286,34.207142857142856,22.514285714285712,12.028571428571428,1376.0571428571427,22.178571428571427
112/12/22,21.597857142857144,31.135714285714283,21.292857142857144,13.257142857142856,1381.5928571428572,17.878571428571426
112/12/23,28.163636363636364,37.56363636363636,28.527272727272727,17.972727272727273,1737.1818181818182,19.59090909090909
112/12/24,25.281818181818185,36.31818181818182,24.91818181818182,16.71818181818182,1454.8181818181818,19.6
112/12/25,25.0,37.45,23.85,17.5,3878.5,19.950000000000003
112/12/26,25.15285714285714,36.607142857142854,25.092857142857145,15.542857142857143,1650.892857142857,21.06428571428571
112/12/27,22.576923076923077,35.53846153846154,21.976923076923075,11.96923076923077,1727.576923076923,23.56923076923077
112/12/28,19.795714285714286,30.742857142857144,19.2,10.621428571428572,1733.95,20.121428571428574
112/12/29,25.033076923076923,34.40769230769231,26.192307692307693,15.384615384615385,1448.2307692307693,19.02307692307692
112/12/30,18.103571428571428,30.435714285714287,17.79285714285714,7.4071428571428575,1915.5714285714287,23.02857142857143
112/12/31,16.943846153846156,28.576923076923077,16.592307692307692,8.569230769230769,1270.3846153846155,20.00769230769231
113/01/01,23.9,33.75,23.45,15.0,6197.0,18.75
113/01/02,17.658571428571427,25.87857142857143,18.007142857142856,8.321428571428571,2137.557142857143,17.557142857142857
113/01/03,16.552857142857142,23.657142857142855,16.62857142857143,9.25,1830.2428571428572,14.407142857142855
113/01/04,17.189285714285713,26.07857142857143,16.535714285714285,9.828571428571427,1596.0928571428572,16.25
113/01/05,15.045714285714284,22.57857142857143,15.314285714285715,7.435714285714285,2062.1071428571427,15.142857142857144
113/01/06,15.008571428571429,22.085714285714285,15.364285714285714,7.471428571428571,1849.892857142857,14.614285714285714
