日期,氣溫(℃)_lag1d,最高氣溫(℃)_lag1d,最低氣溫(℃)_lag1d,日照時數(hour)_lag1d,降水量(mm)_lag1d,降水時數(hour)_lag1d,相對溼度(%)_lag1d,最大陣風(m/s)_lag1d,氣溫(℃)_rollmean_3d_prev,最高氣溫(℃)_rollmean_3d_prev,最低氣溫(℃)_rollmean_3d_prev,日照時數(hour)_rollmean_3d_prev,相對溼度(%)_rollmean_3d_prev,最大陣風(m/s)_rollmean_3d_prev,降水量(mm)_rollsum_3d_prev,降水量(mm)_rollsum_7d_prev,降水時數(hour)_rollsum_3d_prev,降水時數(hour)_rollsum_7d_prev,daily_temp_range_prev,is_cold_wave_prev,is_strong_cold_prev,is_frost_risk_prev,is_strong_wind_prev,is_heavy_rain_prev,rainy_day_prev,consec_rainy_days_prev,month,month_sin,month_cos,is_winter
108/09/01,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
108/09/02,27.360000000000003,34.06,24.08,8.0,23.0,2.5,84.4,9.44,,,,,,,,,,,9.980000000000004,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
108/09/03,28.160000000000004,33.86,23.86,9.6,6.1,0.7,79.0,8.14,,,,,,,,,,,10.0,0,0,0,0,0,1,2,9,-1.0,-1.8369701987210297e-16,0
108/09/04,27.22,33.160000000000004,24.18,6.6,35.7,3.2,85.4,8.72,27.580000000000002,33.693333333333335,24.040000000000003,8.066666666666666,82.93333333333334,8.766666666666667,64.80000000000001,,6.4,,8.980000000000004,0,0,0,0,0,1,3,9,-1.0,-1.8369701987210297e-16,0
108/09/05,26.08,29.76,24.36,1.2,12.5,4.6,89.6,6.82,27.153333333333336,32.26,24.133333333333336,5.8,84.66666666666667,7.8933333333333335,54.300000000000004,,8.5,,5.400000000000002,0,0,0,0,0,1,4,9,-1.0,-1.8369701987210297e-16,0
108/09/06,26.28,31.6,24.2,3.8,32.1,2.1,88.0,6.959999999999999,26.526666666666667,31.50666666666667,24.246666666666666,3.8666666666666667,87.66666666666667,7.5,80.30000000000001,,9.9,,7.400000000000002,0,0,0,0,0,1,5,9,-1.0,-1.8369701987210297e-16,0
108/09/07,26.92,31.8,24.360000000000003,3.6,3.6,3.2,85.8,6.659999999999999,26.426666666666666,31.05333333333333,24.30666666666667,2.8666666666666667,87.8,6.813333333333333,48.2,,9.9,,7.439999999999998,0,0,0,0,0,1,6,9,-1.0,-1.8369701987210297e-16,0
108/09/08,27.76,32.67999999999999,24.14,7.8,10.8,1.1,82.2,5.72,26.986666666666668,32.026666666666664,24.233333333333334,5.066666666666666,85.33333333333333,6.446666666666665,46.5,123.80000000000001,6.4,17.4,8.539999999999992,0,0,0,0,0,1,7,9,-1.0,-1.8369701987210297e-16,0
108/09/09,28.58,33.739999999999995,23.8,11.2,3.9,0.0,79.0,5.74,27.75333333333333,32.74,24.099999999999998,7.533333333333332,82.33333333333333,6.039999999999999,18.3,104.7,4.300000000000001,14.9,9.939999999999994,0,0,0,0,0,1,8,9,-1.0,-1.8369701987210297e-16,0
108/09/10,28.660000000000004,33.559999999999995,25.0,8.1,0.0,0.0,76.8,5.96,28.333333333333332,33.32666666666666,24.313333333333333,9.033333333333333,79.33333333333333,5.806666666666666,14.700000000000001,98.60000000000001,1.1,14.200000000000001,8.559999999999995,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
108/09/11,26.360000000000003,30.24,23.82,0.6,21.3,2.3,89.8,7.279999999999999,27.86666666666667,32.51333333333333,24.206666666666667,6.633333333333333,81.86666666666666,6.326666666666667,25.200000000000003,84.2,2.3,13.3,6.419999999999998,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
108/09/12,28.3,34.08,23.8,10.5,0.0,0.0,79.0,6.0200000000000005,27.773333333333337,32.626666666666665,24.206666666666667,6.3999999999999995,81.86666666666666,6.419999999999999,21.3,71.7,2.3,8.7,10.279999999999998,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
