日期,氣溫(℃)_lag1d,最高氣溫(℃)_lag1d,最低氣溫(℃)_lag1d,日照時數(hour)_lag1d,降水量(mm)_lag1d,降水時數(hour)_lag1d,相對溼度(%)_lag1d,最大陣風(m/s)_lag1d,氣溫(℃)_rollmean_3d_prev,最高氣溫(℃)_rollmean_3d_prev,最低氣溫(℃)_rollmean_3d_prev,日照時數(hour)_rollmean_3d_prev,相對溼度(%)_rollmean_3d_prev,最大陣風(m/s)_rollmean_3d_prev,降水量(mm)_rollsum_3d_prev,降水量(mm)_rollsum_7d_prev,降水時數(hour)_rollsum_3d_prev,降水時數(hour)_rollsum_7d_prev,daily_temp_range_prev,is_cold_wave_prev,is_strong_cold_prev,is_frost_risk_prev,is_strong_wind_prev,is_heavy_rain_prev,rainy_day_prev,consec_rainy_days_prev,month,month_sin,month_cos,is_winter
110/09/14,27.7,32.260000000000005,24.4,4.5,9.7,0.8,79.2,10.8,27.866666666666664,31.846666666666668,24.89333333333333,2.900000000000001,83.86666666666667,8.799999999999999,15.6,22.6,1.6,1.6,7.8600000000000065,0,0,0,0,0,1,2,9,-1.0,-1.8369701987210297e-16,0
110/09/15,28.8,33.92,25.1,9.4,1.4,0.0,77.6,6.779999999999999,27.88,32.32666666666667,24.58666666666667,5.666666666666667,81.73333333333333,9.446666666666667,17.0,20.8,1.6,1.6,8.82,0,0,0,0,0,1,3,9,-1.0,-1.8369701987210297e-16,0
110/09/16,27.96,34.54,24.26,7.5,18.9,0.4,80.8,9.54,28.153333333333332,33.57333333333333,24.586666666666662,7.133333333333333,79.2,9.04,30.0,39.3,1.2000000000000002,2.0,10.279999999999998,0,0,0,0,0,1,4,9,-1.0,-1.8369701987210297e-16,0
110/09/17,28.380000000000003,34.260000000000005,24.34,8.9,4.6,0.0,77.6,7.140000000000001,28.38,34.24,24.566666666666666,8.6,78.66666666666666,7.82,24.9,40.5,0.4,2.0,9.920000000000005,0,0,0,0,0,1,5,9,-1.0,-1.8369701987210297e-16,0
110/09/18,28.2,33.14,24.76,7.6,9.6,0.7,83.2,5.5200000000000005,28.180000000000003,33.98,24.453333333333333,8.0,80.53333333333332,7.3999999999999995,33.1,50.099999999999994,1.1,2.7,8.379999999999999,0,0,0,0,0,1,6,9,-1.0,-1.8369701987210297e-16,0
110/09/19,28.44,32.7,24.82,9.0,10.2,0.0,80.4,6.44,28.34,33.366666666666674,24.64,8.5,80.39999999999999,6.366666666666667,24.400000000000002,60.3,0.7,2.7,7.880000000000003,0,0,0,0,0,1,7,9,-1.0,-1.8369701987210297e-16,0
110/09/20,29.1,33.82,25.4,7.6,2.25,0.1,78.8,4.8,28.580000000000002,33.22,24.99333333333333,8.066666666666668,80.8,5.586666666666667,22.050000000000004,56.65,0.7999999999999999,2.0,8.420000000000002,0,0,0,0,0,1,8,9,-1.0,-1.8369701987210297e-16,0
110/09/21,28.92,34.0,25.78,9.1,0.0,0.0,76.8,5.58,28.820000000000004,33.50666666666667,25.333333333333332,8.566666666666668,78.66666666666667,5.6066666666666665,12.450000000000003,46.949999999999996,0.1,1.2,8.219999999999999,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/22,28.34,32.44,25.1,6.7,4.7,0.0,79.0,7.159999999999999,28.786666666666672,33.419999999999995,25.426666666666666,7.800000000000001,78.2,5.846666666666667,6.950000000000004,50.25,0.1,1.2,7.339999999999996,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
110/09/23,28.34,33.38,24.98,10.2,0.0,0.0,74.0,8.540000000000001,28.53333333333333,33.27333333333333,25.286666666666665,8.666666666666666,76.60000000000001,7.093333333333334,4.700000000000004,31.349999999999998,0.0,0.7999999999999999,8.400000000000002,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/24,28.44,33.8,24.875,9.7,2.4,0.0,75.2,6.75,28.373333333333335,33.20666666666667,24.985,8.866666666666667,76.06666666666666,7.483333333333334,7.100000000000003,29.150000000000002,0.0,0.7999999999999999,8.924999999999997,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
110/09/25,28.28,33.04,24.8,8.5,0.0,0.0,78.2,6.18,28.353333333333335,33.406666666666666,24.885,9.466666666666667,75.8,7.156666666666666,2.4000000000000035,19.55,0.0,0.1,8.239999999999998,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/26,28.72,33.9,25.16,9.3,0.0,0.0,74.2,6.76,28.48,33.580000000000005,24.944999999999997,9.166666666666666,75.86666666666666,6.563333333333333,2.4000000000000035,9.35,0.0,0.1,8.739999999999998,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/27,28.72,34.18,25.26,8.6,0.0,0.0,77.8,6.12,28.573333333333334,33.70666666666666,25.073333333333334,8.8,76.73333333333333,6.353333333333333,0.0,7.1,0.0,0.0,8.919999999999998,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/28,28.14,32.8,25.4,9.0,0.0,0.0,79.6,6.35,28.526666666666667,33.626666666666665,25.27333333333333,8.966666666666667,77.2,6.41,0.0,7.1,0.0,0.0,7.399999999999999,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/29,28.26,33.14,24.66,5.1,0.0,0.0,77.8,5.74,28.373333333333335,33.37333333333333,25.10666666666667,7.566666666666667,78.39999999999999,6.07,0.0,2.4,0.0,0.0,8.48,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/30,28.54,33.760000000000005,25.04,9.1,0.0,0.0,76.4,5.6,28.313333333333333,33.233333333333334,25.03333333333333,7.733333333333334,77.93333333333332,5.896666666666666,0.0,2.4,0.0,0.0,8.720000000000006,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/10/01,28.380000000000003,33.14,25.28,8.9,0.0,0.0,77.8,5.0600000000000005,28.393333333333334,33.34666666666667,24.993333333333336,7.7,77.33333333333333,5.466666666666668,0.0,0.0,0.0,0.0,7.859999999999999,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/02,28.28,33.239999999999995,25.04,9.0,0.0,0.0,77.6,5.720000000000001,28.400000000000002,33.38,25.12,9.0,77.26666666666667,5.46,0.0,0.0,0.0,0.0,8.199999999999996,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/03,28.360000000000003,33.12,24.9,9.6,0.0,0.0,77.6,6.459999999999999,28.340000000000003,33.166666666666664,25.073333333333334,9.166666666666666,77.66666666666667,5.746666666666667,0.0,0.0,0.0,0.0,8.219999999999999,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/04,28.56,33.7,24.9,9.1,0.0,0.0,77.0,5.62,28.400000000000002,33.35333333333333,24.946666666666662,9.233333333333334,77.39999999999999,5.933333333333333,0.0,0.0,0.0,0.0,8.800000000000004,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/05,28.56,34.22,24.74,10.7,0.0,0.0,72.8,5.48,28.49333333333333,33.68,24.846666666666664,9.8,75.8,5.853333333333334,0.0,0.0,0.0,0.0,9.48,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/06,28.360000000000003,33.34,24.58,7.7,0.0,0.0,74.8,5.16,28.493333333333336,33.75333333333333,24.74,9.166666666666666,74.86666666666667,5.419999999999999,0.0,0.0,0.0,0.0,8.760000000000005,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/07,28.3,33.36,24.54,8.0,0.0,0.0,71.0,6.44,28.406666666666666,33.64000000000001,24.62,8.799999999999999,72.86666666666667,5.693333333333334,0.0,0.0,0.0,0.0,8.82,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/08,27.82,31.940000000000005,24.380000000000003,3.2,0.25,0.2,78.0,5.7,28.16,32.88,24.5,6.300000000000001,74.60000000000001,5.766666666666667,0.25000000000000355,0.25,0.2,0.2,7.560000000000002,0,0,0,0,0,1,1,10,-0.8660254037844386,0.5000000000000001,0
110/10/09,28.5,32.7,25.46,2.6,0.0,0.0,78.2,5.08,28.206666666666667,32.66666666666667,24.793333333333333,4.6000000000000005,75.73333333333333,5.739999999999999,0.25000000000000355,0.25,0.2,0.2,7.240000000000002,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/10,28.42,33.78,24.9,6.0,0.4,0.0,80.4,4.98,28.24666666666667,32.80666666666667,24.913333333333338,3.933333333333334,78.86666666666666,5.253333333333333,0.6500000000000036,0.65,0.2,0.2,8.880000000000003,0,0,0,0,0,1,1,10,-0.8660254037844386,0.5000000000000001,0
110/10/11,28.5,33.88,24.9,7.8,0.0,0.0,79.0,5.32,28.473333333333333,33.45333333333334,25.086666666666662,5.466666666666668,79.2,5.126666666666667,0.4000000000000036,0.65,0.0,0.2,8.980000000000004,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/12,27.96,33.32,24.82,5.3,0.5,0.5,78.6,5.86,28.293333333333333,33.660000000000004,24.873333333333335,6.366666666666667,79.33333333333333,5.386666666666667,0.9000000000000036,1.15,0.5,0.7,8.5,0,0,0,0,0,1,1,10,-0.8660254037844386,0.5000000000000001,0
110/10/13,26.78,30.72,24.52,2.4,4.2,1.5,89.6,6.0200000000000005,27.74666666666667,32.64,24.746666666666666,5.166666666666667,82.39999999999999,5.733333333333334,4.700000000000004,5.35,2.0,2.2,6.199999999999999,0,0,0,0,0,1,2,10,-0.8660254037844386,0.5000000000000001,0
110/10/14,25.68,28.84,23.8,0.0,9.9,4.7,91.4,4.48,26.80666666666667,30.959999999999997,24.38,2.566666666666667,86.53333333333335,5.453333333333333,14.600000000000005,15.250000000000002,6.7,6.9,5.039999999999999,0,0,0,0,0,1,3,10,-0.8660254037844386,0.5000000000000001,0
110/10/15,25.42,27.14,23.92,0.0,4.1,5.2,95.4,3.1,25.959999999999997,28.900000000000002,24.080000000000002,0.8000000000000006,92.13333333333333,4.533333333333334,18.200000000000003,19.1,11.4,11.9,3.219999999999999,0,0,0,0,0,1,4,10,-0.8660254037844386,0.5000000000000001,0
110/10/16,27.12,32.54,24.26,6.7,6.4,1.0,85.6,6.2,26.073333333333334,29.506666666666664,23.993333333333336,2.233333333333334,90.8,4.593333333333334,20.400000000000006,25.5,10.9,12.9,8.279999999999998,0,0,0,0,0,1,5,10,-0.8660254037844386,0.5000000000000001,0
110/10/17,27.14,32.84,23.98,8.6,7.1,0.0,81.6,8.64,26.560000000000002,30.84,24.05333333333333,5.1000000000000005,87.53333333333335,5.98,17.6,32.2,6.2,12.9,8.860000000000003,0,0,0,0,0,1,6,10,-0.8660254037844386,0.5000000000000001,0
110/10/18,24.3,28.72,20.6,9.3,0.0,0.0,75.0,8.02,26.186666666666667,31.366666666666664,22.94666666666667,8.200000000000001,80.73333333333333,7.62,13.500000000000002,32.2,1.0,12.9,8.119999999999997,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/19,23.76,29.5,20.12,5.1,0.0,0.0,78.2,6.0,25.066666666666666,30.353333333333335,21.566666666666666,7.666666666666668,78.26666666666667,7.553333333333332,7.100000000000001,31.700000000000003,0.0,12.4,9.379999999999999,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/20,24.380000000000003,29.45,20.525,9.6,0.0,0.0,79.0,6.15,24.146666666666665,29.223333333333333,20.415000000000003,8.0,77.39999999999999,6.723333333333334,0.0,27.5,0.0,10.9,8.925,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/21,25.02,30.46666666666667,21.3,6.8,0.1,0.0,81.8,5.966666666666666,24.386666666666667,29.805555555555557,20.648333333333333,7.166666666666667,79.66666666666667,6.038888888888889,0.10000000000000178,17.700000000000003,0.0,6.2,9.166666666666668,0,0,0,0,0,1,1,10,-0.8660254037844386,0.5000000000000001,0
110/10/22,24.84,29.559999999999995,20.92,9.7,0.0,0.0,78.8,8.76,24.746666666666666,29.825555555555553,20.915000000000003,8.7,79.86666666666667,6.958888888888889,0.10000000000000178,13.600000000000001,0.0,1.0,8.639999999999993,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/23,22.02,25.16,20.2,2.2,0.0,0.0,82.6,6.24,23.959999999999997,28.395555555555557,20.80666666666667,6.233333333333333,81.06666666666666,6.988888888888888,0.10000000000000178,7.200000000000001,0.0,0.0,4.960000000000001,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/24,24.16,28.78,20.42,3.1,0.0,0.0,79.8,4.66,23.673333333333332,27.833333333333332,20.513333333333335,5.0,80.39999999999999,6.553333333333334,0.0,0.10000000000000178,0.0,0.0,8.36,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/25,23.48,27.82,20.8,2.4,0.0,0.1,83.8,7.08,23.22,27.253333333333334,20.473333333333333,2.566666666666667,82.06666666666666,5.993333333333332,0.0,0.10000000000000178,0.1,0.1,7.02,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/26,23.92,29.3,20.42,9.6,0.0,0.0,80.4,7.140000000000001,23.853333333333335,28.633333333333336,20.546666666666667,5.033333333333333,81.33333333333333,6.293333333333333,0.0,0.10000000000000178,0.1,0.1,8.879999999999999,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/27,25.46,30.975,20.75,8.1,0.0,0.0,78.8,5.7,24.286666666666672,29.365,20.656666666666666,6.7,81.0,6.64,0.0,0.10000000000000178,0.1,0.1,10.225000000000001,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/28,24.72,30.42,20.98,7.0,0.0,0.0,78.8,6.26,24.7,30.23166666666667,20.71666666666667,8.233333333333334,79.33333333333333,6.366666666666666,0.0,0.0,0.0,0.1,9.440000000000001,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/29,24.08,28.94,20.32,7.4,0.0,0.0,77.2,6.26,24.75333333333333,30.111666666666668,20.683333333333334,7.5,78.26666666666667,6.073333333333333,0.0,0.0,0.0,0.1,8.620000000000001,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/30,23.04,28.24,19.22,6.0,0.0,0.0,77.6,7.459999999999999,23.94666666666667,29.2,20.173333333333332,6.8,77.86666666666666,6.659999999999999,0.0,0.0,0.0,0.1,9.02,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/10/31,23.52,27.85,20.3,3.9,0.0,0.0,77.2,6.225,23.546666666666667,28.343333333333334,19.946666666666665,5.766666666666667,77.33333333333333,6.6483333333333325,0.0,0.0,0.0,0.1,7.550000000000001,0,0,0,0,0,0,0,10,-0.8660254037844386,0.5000000000000001,0
110/11/01,23.7,29.58,19.6,10.1,0.0,0.0,80.4,6.640000000000001,23.419999999999998,28.55666666666667,19.706666666666667,6.666666666666667,78.39999999999999,6.7749999999999995,0.0,0.0,0.0,0.0,9.979999999999997,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/02,24.02,29.660000000000004,20.2,9.2,0.0,0.0,81.2,6.1,23.746666666666666,29.03,20.033333333333335,7.733333333333333,79.60000000000001,6.321666666666665,0.0,0.0,0.0,0.0,9.460000000000004,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/03,23.92,29.56,20.22,9.6,0.0,0.0,80.6,5.68,23.88,29.599999999999998,20.006666666666664,9.633333333333333,80.73333333333333,6.14,0.0,0.0,0.0,0.0,9.34,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/04,24.82,29.8,21.02,7.4,0.0,0.0,81.0,5.04,24.253333333333334,29.673333333333332,20.48,8.733333333333333,80.93333333333334,5.6066666666666665,0.0,0.0,0.0,0.0,8.780000000000001,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/05,25.04,29.64,21.64,6.7,0.0,0.0,79.4,5.58,24.593333333333334,29.666666666666668,20.959999999999997,7.8999999999999995,80.33333333333333,5.433333333333333,0.0,0.0,0.0,0.0,8.0,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/06,25.44,31.160000000000004,21.06,6.5,0.0,0.0,79.4,5.18,25.100000000000005,30.200000000000003,21.24,6.866666666666667,79.93333333333334,5.266666666666666,0.0,0.0,0.0,0.0,10.100000000000005,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/07,26.08,32.1,22.175,10.4,0.0,0.0,76.8,7.825,25.52,30.96666666666667,21.625,7.866666666666667,78.53333333333335,6.194999999999999,0.0,0.0,0.0,0.0,9.925,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/08,25.22,31.275,20.975,9.6,0.0,0.0,80.0,5.95,25.580000000000002,31.511666666666667,21.403333333333336,8.833333333333334,78.73333333333333,6.3183333333333325,0.0,0.0,0.0,0.0,10.299999999999997,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/09,22.34,27.160000000000004,17.380000000000003,3.9,0.0,0.0,78.4,8.78,24.546666666666667,30.17833333333333,20.176666666666666,7.966666666666666,78.39999999999999,7.5183333333333335,0.0,0.0,0.0,0.0,9.780000000000001,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/10,18.86,23.78,16.7,2.2,0.0,0.0,67.4,6.16,22.14,27.405,18.35166666666667,5.2333333333333325,75.26666666666667,6.963333333333334,0.0,0.0,0.0,0.0,7.080000000000002,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/11,18.54,23.36,15.22,3.3,0.0,0.2,64.2,7.3,19.91333333333333,24.76666666666667,16.433333333333334,3.133333333333333,70.0,7.413333333333333,0.0,0.0,0.2,0.2,8.139999999999999,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/12,18.96,26.48,14.36,9.9,0.0,0.0,70.8,7.279999999999999,18.786666666666665,24.540000000000003,15.426666666666668,5.133333333333333,67.46666666666668,6.913333333333333,0.0,0.0,0.2,0.2,12.120000000000001,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/13,21.08,26.96,17.44,2.7,0.0,0.1,70.4,7.1,19.526666666666667,25.599999999999998,15.673333333333332,5.3,68.46666666666665,7.226666666666666,0.0,0.0,0.30000000000000004,0.30000000000000004,9.52,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/14,19.6,24.4,16.880000000000003,2.5,12.3,6.1,86.8,7.840000000000001,19.88,25.94666666666667,16.22666666666667,5.033333333333332,76.0,7.406666666666666,12.300000000000002,12.300000000000002,6.199999999999999,6.3999999999999995,7.519999999999996,0,0,0,0,0,1,1,11,-0.5000000000000004,0.8660254037844384,1
110/11/15,19.46,25.0,15.94,9.7,0.0,0.0,82.0,5.279999999999999,20.046666666666667,25.453333333333333,16.753333333333334,4.966666666666666,79.73333333333333,6.739999999999999,12.300000000000002,12.300000000000002,6.199999999999999,6.3999999999999995,9.06,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/16,21.76,27.2,17.22,6.7,0.0,0.0,78.4,4.82,20.273333333333333,25.53333333333333,16.68,6.299999999999998,82.4,5.9799999999999995,12.300000000000002,12.300000000000002,6.1,6.3999999999999995,9.98,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/17,23.12,28.74,19.520000000000003,8.2,0.0,0.0,78.6,6.74,21.44666666666667,26.98,17.56,8.199999999999998,79.66666666666667,5.613333333333332,0.0,12.300000000000002,0.0,6.3999999999999995,9.219999999999995,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/18,23.1,29.08,18.72,9.7,0.0,0.0,82.2,6.34,22.66,28.34,18.486666666666668,8.199999999999998,79.73333333333333,5.966666666666666,0.0,12.300000000000002,0.0,6.199999999999999,10.36,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/19,22.34,27.8,19.92,6.1,0.125,0.4,84.6,8.0,22.853333333333335,28.540000000000003,19.386666666666667,7.999999999999997,81.8,7.026666666666666,0.12500000000000178,12.425000000000002,0.4,6.6,7.879999999999999,0,0,0,0,0,1,1,11,-0.5000000000000004,0.8660254037844384,1
110/11/20,22.62,27.68,18.9,9.3,0.0,0.0,85.6,7.1,22.686666666666667,28.186666666666667,19.18,8.366666666666665,84.13333333333333,7.146666666666666,0.12500000000000178,12.425000000000002,0.4,6.5,8.780000000000001,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/21,23.1,27.64,19.14,1.6,0.0,0.0,82.4,4.6,22.686666666666667,27.706666666666667,19.32,5.666666666666665,84.2,6.5666666666666655,0.12500000000000178,0.12500000000000178,0.4,0.4,8.5,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/22,23.56,28.7,20.1,8.9,0.0,0.0,83.2,5.98,23.093333333333334,28.006666666666664,19.38,6.599999999999999,83.73333333333333,5.8933333333333335,0.0,0.12500000000000178,0.0,0.4,8.599999999999998,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/23,20.86,26.18,16.66,6.2,0.0,0.0,81.0,8.7,22.506666666666664,27.506666666666664,18.633333333333336,5.5666666666666655,82.2,6.426666666666666,0.0,0.12500000000000178,0.0,0.4,9.52,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/24,17.360000000000003,21.02,15.38,0.9,0.0,0.0,75.8,6.959999999999999,20.593333333333334,25.3,17.38,5.333333333333332,80.0,7.213333333333332,0.0,0.12500000000000178,0.0,0.4,5.639999999999999,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/25,18.880000000000003,25.08,14.52,9.6,0.0,0.0,77.0,5.88,19.033333333333335,24.093333333333334,15.520000000000001,5.5666666666666655,77.93333333333334,7.179999999999999,0.0,0.12500000000000178,0.0,0.4,10.559999999999999,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/26,19.48,22.7,16.16,0.0,0.0,0.1,85.8,4.3,18.573333333333334,22.933333333333334,15.353333333333333,3.4999999999999987,79.53333333333333,5.713333333333332,0.0,0.0,0.1,0.1,6.539999999999999,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/27,20.3,24.9,18.4,1.4,,0.7,86.0,9.1,19.55333333333333,24.226666666666663,16.36,3.6666666666666656,82.93333333333334,6.426666666666666,,,0.7999999999999999,0.7999999999999999,6.5,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/28,20.85,25.7,16.6,4.5,0.0,0.0,79.5,5.65,20.210000000000004,24.433333333333334,17.05333333333333,1.9666666666666657,83.76666666666667,6.349999999999999,,,0.7999999999999999,0.7999999999999999,9.099999999999998,0,0,0,0,0,0,0,11,-0.5000000000000004,0.8660254037844384,1
110/11/29,21.64,24.66,19.66,0.0,1.1,2.7,89.8,3.6800000000000006,20.930000000000003,25.086666666666662,18.22,1.9666666666666657,85.10000000000001,6.1433333333333335,,,3.4000000000000004,3.5,5.0,0,0,0,0,0,1,1,11,-0.5000000000000004,0.8660254037844384,1
