日期,氣溫(℃)_lag1d,最高氣溫(℃)_lag1d,最低氣溫(℃)_lag1d,日照時數(hour)_lag1d,降水量(mm)_lag1d,降水時數(hour)_lag1d,相對溼度(%)_lag1d,最大陣風(m/s)_lag1d,氣溫(℃)_rollmean_3d_prev,最高氣溫(℃)_rollmean_3d_prev,最低氣溫(℃)_rollmean_3d_prev,日照時數(hour)_rollmean_3d_prev,相對溼度(%)_rollmean_3d_prev,最大陣風(m/s)_rollmean_3d_prev,降水量(mm)_rollsum_3d_prev,降水量(mm)_rollsum_7d_prev,降水時數(hour)_rollsum_3d_prev,降水時數(hour)_rollsum_7d_prev,daily_temp_range_prev,is_cold_wave_prev,is_strong_cold_prev,is_frost_risk_prev,is_strong_wind_prev,is_heavy_rain_prev,rainy_day_prev,consec_rainy_days_prev,month,month_sin,month_cos,is_winter
111/09/01,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/02,28.08,32.06,25.34,4.6,0.0,0.0,79.8,11.42,,,,,,,,,,,6.720000000000002,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/03,25.94,28.14,24.42,0.0,2.618,0.4,85.8,10.88,,,,,,,,,,,3.719999999999999,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
111/09/04,26.12,27.74,24.8,0.2,34.8,4.3,94.8,12.34,26.713333333333335,29.313333333333333,24.853333333333335,1.5999999999999999,86.8,11.546666666666667,37.418,,4.7,,2.9399999999999977,0,0,0,0,0,1,2,9,-1.0,-1.8369701987210297e-16,0
111/09/05,27.12,30.84,24.34,1.0,19.2,0.4,85.4,9.68,26.393333333333334,28.906666666666666,24.52,0.39999999999999997,88.66666666666667,10.966666666666667,56.617999999999995,,5.1000000000000005,,6.5,0,0,0,0,0,1,3,9,-1.0,-1.8369701987210297e-16,0
111/09/06,28.46,32.239999999999995,25.94,3.5,0.0,0.0,79.6,8.62,27.233333333333334,30.27333333333333,25.026666666666667,1.5666666666666667,86.60000000000001,10.213333333333333,54.0,,4.7,,6.299999999999994,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/07,27.46,32.76,25.22,2.1,23.4,2.1,85.8,5.8,27.680000000000003,31.94666666666667,25.166666666666668,2.1999999999999997,83.6,8.033333333333333,42.599999999999994,,2.5,,7.539999999999999,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
111/09/08,26.82,32.68,24.28,2.5,12.2,1.9,87.6,6.74,27.58,32.559999999999995,25.146666666666665,2.6999999999999997,84.33333333333333,7.053333333333334,35.599999999999994,92.21799999999999,4.0,9.1,8.399999999999999,0,0,0,0,0,1,2,9,-1.0,-1.8369701987210297e-16,0
111/09/09,27.12,31.76,24.28,5.1,7.6,0.9,87.0,6.1,27.133333333333336,32.4,24.593333333333334,3.233333333333333,86.8,6.213333333333334,43.199999999999996,99.818,4.9,10.0,7.48,0,0,0,0,0,1,3,9,-1.0,-1.8369701987210297e-16,0
111/09/10,28.28,32.46,25.18,8.6,0.0,0.0,75.6,5.779999999999999,27.406666666666666,32.3,24.580000000000002,5.3999999999999995,83.39999999999999,6.206666666666666,19.799999999999997,97.2,2.8,9.6,7.280000000000001,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/11,26.96,31.360000000000003,24.4,5.4,0.3,0.0,78.8,6.34,27.453333333333337,31.86,24.62,6.366666666666667,80.46666666666665,6.073333333333333,7.8999999999999995,62.699999999999996,0.9,5.3,6.960000000000004,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
111/09/12,26.24,30.4,23.22,4.9,0.0,0.0,83.4,8.8,27.16,31.406666666666666,24.266666666666666,6.3,79.26666666666667,6.973333333333333,0.3,43.5,0.0,4.8999999999999995,7.18,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
111/09/13,26.360000000000003,29.46,23.84,5.9,4.4,0.6,85.0,11.48,26.52,30.406666666666666,23.819999999999997,5.400000000000001,82.39999999999999,8.873333333333333,4.7,47.9,0.6,5.5,5.620000000000001,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
111/09/14,26.26,29.880000000000003,23.72,6.5,5.1,0.4,82.0,8.3,26.286666666666665,29.913333333333338,23.593333333333334,5.766666666666667,83.46666666666665,9.526666666666667,9.5,29.599999999999998,1.0,3.8,6.160000000000004,0,0,0,0,0,1,2,9,-1.0,-1.8369701987210297e-16,0
