日期,價格(元/公斤),上價_lag1,上價_lag7,上價_lag14,中價_lag1,中價_lag7,中價_lag14,下價_lag1,下價_lag7,下價_lag14,價格區間_lag1,價格區間_lag7,價格區間_lag14,交易量(公斤)_lag1,交易量(公斤)_lag7,交易量(公斤)_lag14,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14
108/11/01,24.45818181818182,,,,,,,,,,,,,,,,,,
108/11/02,24.916363636363634,38.95454545454545,,,24.23636363636364,,,15.21818181818182,,,23.736363636363635,,,26118.872727272726,,,24.45818181818182,,
108/11/03,23.42,38.9,,,24.11818181818182,,,15.509090909090908,,,23.39090909090909,,,30531.072727272727,,,24.916363636363634,,
108/11/04,24.045,36.9,,,22.77,,,14.32,,,22.58,,,29287.9,,,23.42,,
108/11/05,23.487272727272728,40.35,,,23.65,,,11.8,,,28.55,,,8911.4,,,24.045,,
108/11/06,22.69818181818182,39.518181818181816,,,22.363636363636363,,,13.8,,,25.71818181818181,,,37144.98181818182,,,23.487272727272728,,
108/11/07,23.29909090909091,37.94545454545455,,,21.736363636363635,,,13.263636363636364,,,24.68181818181818,,,31799.36363636364,,,22.69818181818182,,
108/11/08,23.615454545454543,38.52727272727273,38.95454545454545,,22.7,24.23636363636364,,13.79090909090909,15.21818181818182,,24.73636363636364,23.736363636363635,,32561.67272727273,26118.872727272726,,23.29909090909091,24.45818181818182,
108/11/09,23.025454545454547,39.16363636363637,38.9,,22.781818181818185,24.11818181818182,,13.654545454545454,15.509090909090908,,25.509090909090908,23.39090909090909,,35706.09090909091,30531.072727272727,,23.615454545454543,24.916363636363634,
108/11/10,23.739,37.154545454545456,36.9,,22.30909090909091,22.77,,13.990909090909092,14.32,,23.163636363636364,22.58,,44203.94545454546,29287.9,,23.025454545454547,23.42,
108/11/11,23.83,38.74,40.35,,23.02,23.65,,14.14,11.8,,24.599999999999994,28.55,,50295.9,8911.4,,23.739,24.045,
108/11/12,24.961,39.2,39.518181818181816,,23.3,22.363636363636363,,12.3,13.8,,26.9,25.71818181818181,,7268.3,37144.98181818182,,23.83,23.487272727272728,
108/11/13,25.272,40.49,37.94545454545455,,23.96,21.736363636363635,,14.46,13.263636363636364,,26.029999999999998,24.68181818181818,,43696.18,31799.36363636364,,24.961,22.69818181818182,
108/11/14,25.394,40.72,38.52727272727273,,24.41,22.7,,13.99,13.79090909090909,,26.73,24.73636363636364,,30958.0,32561.67272727273,,25.272,23.29909090909091,
108/11/15,25.325454545454544,40.4,39.16363636363637,38.95454545454545,25.14,22.781818181818185,24.23636363636364,12.8,13.654545454545454,15.21818181818182,27.6,25.509090909090908,23.736363636363635,12109.6,35706.09090909091,26118.872727272726,25.394,23.615454545454543,24.45818181818182
108/11/16,23.96181818181818,39.17272727272727,37.154545454545456,38.9,24.563636363636363,22.30909090909091,24.11818181818182,15.318181818181818,13.990909090909092,15.509090909090908,23.85454545454545,23.163636363636364,23.39090909090909,40246.63636363636,44203.94545454546,30531.072727272727,25.325454545454544,23.025454545454547,24.916363636363634
108/11/17,24.418,38.83636363636364,38.74,36.9,23.527272727272727,23.02,22.77,14.38181818181818,14.14,14.32,24.454545454545453,24.599999999999994,22.58,38511.181818181816,50295.9,29287.9,23.96181818181818,23.739,23.42
108/11/18,26.285,39.56,39.2,40.35,23.36,23.3,23.65,14.38,12.3,11.8,25.18,26.9,28.55,39045.6,7268.3,8911.4,24.418,23.83,24.045
108/11/19,22.137272727272727,41.55,40.49,39.518181818181816,24.35,23.96,22.363636363636363,10.55,14.46,13.8,31.0,26.029999999999998,25.71818181818181,9852.2,43696.18,37144.98181818182,26.285,24.961,23.487272727272728
108/11/20,22.75,37.88181818181818,40.72,37.94545454545455,21.49090909090909,24.41,21.736363636363635,12.509090909090908,13.99,13.263636363636364,25.372727272727275,26.73,24.68181818181818,40494.03636363637,30958.0,31799.36363636364,22.137272727272727,25.272,22.69818181818182
108/11/21,23.27636363636364,38.92727272727273,40.4,38.52727272727273,22.09090909090909,25.14,22.7,12.236363636363636,12.8,13.79090909090909,26.69090909090909,27.6,24.73636363636364,34930.56363636364,12109.6,32561.67272727273,22.75,25.394,23.29909090909091
108/11/22,22.37,38.67272727272727,39.17272727272727,39.16363636363637,22.63636363636364,24.563636363636363,22.781818181818185,13.463636363636365,15.318181818181818,13.654545454545454,25.20909090909091,23.85454545454545,25.509090909090908,31901.072727272727,40246.63636363636,35706.09090909091,23.27636363636364,25.325454545454544,23.615454545454543
