日期,價格(元/公斤),上價_lag1,上價_lag7,上價_lag14,中價_lag1,中價_lag7,中價_lag14,下價_lag1,下價_lag7,下價_lag14,價格區間_lag1,價格區間_lag7,價格區間_lag14,交易量(公斤)_lag1,交易量(公斤)_lag7,交易量(公斤)_lag14,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14
107/11/19,21.86,29.9,34.05,36.65,19.35,22.85,23.75,12.875,13.9,12.65,17.025000000000002,20.15,24.0,43947.25,10865.7,9194.4,20.0875,22.72,23.21
107/11/20,20.894166666666667,32.35,30.93636363636364,35.0,21.7,20.145454545454545,22.063636363636363,11.45,12.79090909090909,13.872727272727271,20.9,18.145454545454548,21.127272727272725,16425.1,47408.836363636365,54994.76363636364,21.86,20.81090909090909,22.6
107/11/21,22.21818181818182,31.416666666666668,30.036363636363635,34.91818181818182,20.433333333333334,19.78181818181818,22.009090909090908,12.683333333333332,12.481818181818182,13.454545454545457,18.73333333333333,17.554545454545455,21.46363636363637,47695.6,36032.6,48728.92727272727,20.894166666666667,20.19,22.685454545454544
107/11/22,22.10363636363636,33.85454545454545,30.463636363636365,33.10909090909091,21.88181818181818,19.55454545454545,20.75454545454545,12.936363636363636,12.418181818181818,13.090909090909092,20.91818181818181,18.045454545454547,20.018181818181816,45408.181818181816,33651.98181818182,41783.92727272728,22.21818181818182,20.023636363636363,21.292727272727276
107/11/23,22.097,34.1,30.73636363636364,32.61,21.454545454545453,20.05454545454545,20.630000000000003,13.172727272727274,11.8,13.169999999999998,20.92727272727273,18.93636363636364,19.44,40024.08181818182,34836.10909090909,33590.62,22.10363636363636,20.349090909090908,21.264
107/11/24,22.459,33.37,30.981818181818184,32.1,21.71,19.69090909090909,20.7,13.47,12.236363636363636,12.78,19.9,18.74545454545455,19.32,29901.02,38713.89090909091,32820.14,22.097,20.437272727272727,21.23
107/11/25,23.416666666666668,33.65,29.9,30.55555555555556,21.880000000000003,19.35,20.22222222222222,13.7,12.875,13.0,19.95,17.025000000000002,17.555555555555557,27713.24,43947.25,34302.88888888889,22.459,20.0875,20.685555555555556
107/11/26,23.89,33.84444444444445,32.35,34.05,22.98888888888889,21.7,22.85,14.055555555555555,11.45,13.9,19.78888888888889,20.9,20.15,26276.777777777777,16425.1,10865.7,23.416666666666668,21.86,22.72
107/11/27,23.71090909090909,35.7,31.416666666666668,30.93636363636364,23.9,20.433333333333334,20.145454545454545,11.7,12.683333333333332,12.79090909090909,24.000000000000004,18.73333333333333,18.145454545454548,14234.5,47695.6,47408.836363636365,23.89,20.894166666666667,20.81090909090909
107/11/28,23.73090909090909,35.309090909090905,33.85454545454545,30.036363636363635,23.245454545454542,21.88181818181818,19.78181818181818,14.345454545454546,12.936363636363636,12.481818181818182,20.96363636363636,20.91818181818181,17.554545454545455,36151.63636363636,45408.181818181816,36032.6,23.71090909090909,22.21818181818182,20.19
107/11/29,23.4975,35.481818181818184,34.1,30.463636363636365,23.3,21.454545454545453,19.55454545454545,15.3,13.172727272727274,12.418181818181818,20.181818181818183,20.92727272727273,18.045454545454547,27762.836363636365,40024.08181818182,33651.98181818182,23.73090909090909,22.10363636363636,20.023636363636363
107/11/30,24.255454545454544,34.358333333333334,33.37,30.73636363636364,23.183333333333334,21.71,20.05454545454545,14.491666666666667,13.47,11.8,19.866666666666667,19.9,18.93636363636364,21915.18333333333,29901.02,34836.10909090909,23.4975,22.097,20.349090909090908
107/12/01,24.891666666666666,37.33636363636364,33.65,30.981818181818184,23.463636363636365,21.880000000000003,19.69090909090909,14.890909090909092,13.7,12.236363636363636,22.445454545454545,19.95,18.74545454545455,28745.38181818182,27713.24,38713.89090909091,24.255454545454544,22.459,20.437272727272727
107/12/02,25.157777777777778,35.90833333333333,33.84444444444445,29.9,24.55,22.98888888888889,19.35,15.858333333333334,14.055555555555555,12.875,20.05,19.78888888888889,17.025000000000002,34060.11666666667,26276.777777777777,43947.25,24.891666666666666,23.416666666666668,20.0875
107/12/03,26.485,37.54444444444445,35.7,32.35,24.61111111111111,23.9,21.7,15.5,11.7,11.45,22.044444444444444,24.000000000000004,20.9,40383.0,14234.5,16425.1,25.157777777777778,23.89,21.86
107/12/04,24.469090909090912,39.8,35.309090909090905,31.416666666666668,26.25,23.245454545454542,20.433333333333334,14.75,14.345454545454546,12.683333333333332,25.05,20.96363636363636,18.73333333333333,8977.8,36151.63636363636,47695.6,26.485,23.71090909090909,20.894166666666667
107/12/05,24.61,37.96363636363637,35.481818181818184,33.85454545454545,23.93636363636364,23.3,21.88181818181818,14.145454545454545,15.3,12.936363636363636,23.818181818181824,20.181818181818183,20.91818181818181,52635.34545454546,27762.836363636365,45408.181818181816,24.469090909090912,23.73090909090909,22.21818181818182
107/12/06,24.69083333333333,37.85833333333333,34.358333333333334,34.1,24.291666666666668,23.183333333333334,21.454545454545453,14.316666666666668,14.491666666666667,13.172727272727274,23.541666666666664,19.866666666666667,20.92727272727273,37147.86666666667,21915.18333333333,40024.08181818182,24.61,23.4975,22.10363636363636
107/12/07,24.341538461538462,38.4,37.33636363636364,33.37,24.20833333333333,23.463636363636365,21.71,14.15,14.890909090909092,13.47,24.25,22.445454545454545,19.9,38736.7,28745.38181818182,29901.02,24.69083333333333,24.255454545454544,22.097
107/12/08,24.15909090909091,37.12307692307692,35.90833333333333,33.65,23.746153846153845,24.55,21.880000000000003,14.930769230769233,15.858333333333334,13.7,22.192307692307693,20.05,19.95,29822.569230769237,34060.11666666667,27713.24,24.341538461538462,24.891666666666666,22.459
107/12/09,25.574444444444445,37.66363636363637,37.54444444444445,33.84444444444445,23.79090909090909,24.61111111111111,22.98888888888889,13.509090909090908,15.5,14.055555555555555,24.154545454545456,22.044444444444444,19.78888888888889,28778.0,40383.0,26276.777777777777,24.15909090909091,25.157777777777778,23.416666666666668
107/12/10,26.5,39.36666666666667,39.8,35.7,24.844444444444445,26.25,23.9,15.02222222222222,14.75,11.7,24.34444444444445,25.05,24.000000000000004,23534.11111111111,8977.8,14234.5,25.574444444444445,26.485,23.89
107/12/11,23.835,41.05,37.96363636363637,35.309090909090905,26.5,23.93636363636364,23.245454545454542,12.3,14.145454545454545,14.345454545454546,28.75,23.818181818181824,20.96363636363636,16271.1,52635.34545454546,36151.63636363636,26.5,24.469090909090912,23.71090909090909
107/12/12,22.679230769230767,38.24166666666667,37.85833333333333,35.481818181818184,23.05,24.291666666666668,23.3,13.525,14.316666666666668,15.3,24.71666666666667,23.541666666666664,20.181818181818183,29273.0,37147.86666666667,27762.836363636365,23.835,24.61,23.73090909090909
107/12/13,23.12833333333333,36.00769230769231,38.4,34.358333333333334,21.96923076923077,24.20833333333333,23.183333333333334,13.26923076923077,14.15,14.491666666666667,22.73846153846154,24.25,19.866666666666667,19239.03076923077,38736.7,21915.18333333333,22.679230769230767,24.69083333333333,23.4975
107/12/14,24.105,36.2,37.12307692307692,37.33636363636364,22.85,23.746153846153845,23.463636363636365,14.433333333333332,14.930769230769233,14.890909090909092,21.766666666666666,22.192307692307693,22.445454545454545,19723.58333333333,29822.569230769237,28745.38181818182,23.12833333333333,24.341538461538462,24.255454545454544
107/12/15,24.084166666666665,38.85833333333333,37.66363636363637,35.90833333333333,23.558333333333334,23.79090909090909,24.55,13.875,13.509090909090908,15.858333333333334,24.98333333333333,24.154545454545456,20.05,20958.15,28778.0,34060.11666666667,24.105,24.15909090909091,24.891666666666666
107/12/16,23.845454545454547,38.458333333333336,39.36666666666667,37.54444444444445,23.425,24.844444444444445,24.61111111111111,13.883333333333333,15.02222222222222,15.5,24.575000000000003,24.34444444444445,22.044444444444444,21271.95,23534.11111111111,40383.0,24.084166666666665,25.574444444444445,25.157777777777778
107/12/17,24.895,36.7,41.05,39.8,23.227272727272727,26.5,26.25,14.072727272727274,12.3,14.75,22.62727272727272,28.75,25.05,17517.454545454544,16271.1,8977.8,23.845454545454547,26.5,26.485
107/12/18,25.656363636363636,38.95,38.24166666666667,37.96363636363637,23.05,23.05,23.93636363636364,14.0,13.525,14.145454545454545,24.950000000000003,24.71666666666667,23.818181818181824,4901.2,29273.0,52635.34545454546,24.895,23.835,24.469090909090912
107/12/19,27.1225,40.94545454545455,36.00769230769231,37.85833333333333,24.89090909090909,21.96923076923077,24.291666666666668,14.736363636363636,13.26923076923077,14.316666666666668,26.20909090909091,22.73846153846154,23.541666666666664,28278.90909090909,19239.03076923077,37147.86666666667,25.656363636363636,22.679230769230767,24.61
107/12/20,27.804166666666664,41.99166666666667,36.2,38.4,25.95833333333333,22.85,24.20833333333333,15.45,14.433333333333332,14.15,26.541666666666664,21.766666666666666,24.25,22842.3,19723.58333333333,38736.7,27.1225,23.12833333333333,24.69083333333333
107/12/21,27.329166666666666,43.083333333333336,38.85833333333333,37.12307692307692,26.475,23.558333333333334,23.746153846153845,14.425,13.875,14.930769230769233,28.65833333333334,24.98333333333333,22.192307692307693,28284.416666666668,20958.15,29822.569230769237,27.804166666666664,24.105,24.341538461538462
107/12/22,29.187272727272727,43.64166666666667,38.458333333333336,37.66363636363637,26.20833333333333,23.425,23.79090909090909,15.3,13.883333333333333,13.509090909090908,28.34166666666668,24.575000000000003,24.154545454545456,24348.533333333336,21271.95,28778.0,27.329166666666666,24.084166666666665,24.15909090909091
107/12/23,30.09,43.59090909090909,36.7,39.36666666666667,27.99090909090909,23.227272727272727,24.844444444444445,17.727272727272727,14.072727272727274,15.02222222222222,25.863636363636367,22.62727272727272,24.34444444444445,23474.61818181818,17517.454545454544,23534.11111111111,29.187272727272727,23.845454545454547,25.574444444444445
107/12/24,30.64,44.44,38.95,41.05,28.74,23.05,26.5,16.45,14.0,12.3,27.99,24.950000000000003,28.75,14576.4,4901.2,16271.1,30.09,24.895,26.5
107/12/25,27.545,44.35,40.94545454545455,38.24166666666667,29.95,24.89090909090909,23.05,14.75,14.736363636363636,13.525,29.6,26.20909090909091,24.71666666666667,39535.7,28278.90909090909,29273.0,30.64,25.656363636363636,23.835
107/12/26,28.500833333333333,44.075,41.99166666666667,36.00769230769231,26.308333333333334,25.95833333333333,21.96923076923077,16.041666666666668,15.45,13.26923076923077,28.033333333333328,26.541666666666664,22.73846153846154,23078.733333333334,22842.3,19239.03076923077,27.545,27.1225,22.679230769230767
107/12/27,26.36076923076923,44.05833333333334,43.083333333333336,36.2,27.366666666666664,26.475,22.85,16.083333333333332,14.425,14.433333333333332,27.975000000000005,28.65833333333334,21.766666666666666,15591.7,28284.416666666668,19723.58333333333,28.500833333333333,27.804166666666664,23.12833333333333
107/12/28,26.49416666666667,40.16153846153846,43.64166666666667,38.85833333333333,25.9,26.20833333333333,23.558333333333334,15.292307692307691,15.3,13.875,24.869230769230768,28.34166666666668,24.98333333333333,13614.492307692308,24348.533333333336,20958.15,26.36076923076923,27.329166666666666,24.105
107/12/29,27.76727272727273,41.475,43.59090909090909,38.458333333333336,25.7,27.99090909090909,23.425,15.4,17.727272727272727,13.883333333333333,26.075000000000003,25.863636363636367,24.575000000000003,15427.516666666668,23474.61818181818,21271.95,26.49416666666667,29.187272727272727,24.084166666666665
107/12/30,26.899,41.654545454545456,44.44,36.7,27.563636363636363,28.74,23.227272727272727,15.581818181818182,16.45,14.072727272727274,26.072727272727278,27.99,22.62727272727272,15754.545454545454,14576.4,17517.454545454544,27.76727272727273,30.09,23.845454545454547
107/12/31,30.0,43.66,44.35,38.95,25.93,29.95,23.05,14.46,14.75,14.0,29.200000000000003,29.6,24.950000000000003,14223.7,39535.7,4901.2,26.899,30.64,24.895
108/01/01,28.524545454545454,50.0,44.075,40.94545454545455,30.0,26.308333333333334,24.89090909090909,17.0,16.041666666666668,14.736363636363636,33.0,28.033333333333328,26.20909090909091,3200.0,23078.733333333334,28278.90909090909,30.0,27.545,25.656363636363636
108/01/02,27.624166666666667,45.627272727272725,44.05833333333334,41.99166666666667,27.99090909090909,27.366666666666664,25.95833333333333,16.563636363636363,16.083333333333332,15.45,29.063636363636363,27.975000000000005,26.541666666666664,14066.0,15591.7,22842.3,28.524545454545454,28.500833333333333,27.1225
108/01/03,29.2825,44.18333333333334,40.16153846153846,43.083333333333336,26.95,25.9,26.475,16.658333333333335,15.292307692307691,14.425,27.525,24.869230769230768,28.65833333333334,12190.35,13614.492307692308,28284.416666666668,27.624166666666667,26.36076923076923,27.804166666666664
108/01/04,30.26,44.583333333333336,41.475,43.64166666666667,28.758333333333336,25.7,26.20833333333333,18.775,15.4,15.3,25.808333333333334,26.075000000000003,28.34166666666668,15698.3,15427.516666666668,24348.533333333336,29.2825,26.49416666666667,27.329166666666666
108/01/05,29.74083333333333,45.45454545454545,41.654545454545456,43.59090909090909,29.963636363636365,27.563636363636363,27.99090909090909,18.745454545454542,15.581818181818182,17.727272727272727,26.709090909090907,26.072727272727278,25.863636363636367,18505.090909090908,15754.545454545454,23474.61818181818,30.26,27.76727272727273,29.187272727272727
108/01/06,29.051,45.25833333333333,43.66,44.44,29.7,25.93,28.74,18.491666666666667,14.46,16.45,26.766666666666666,29.200000000000003,27.99,17588.149999999998,14223.7,14576.4,29.74083333333333,26.899,30.09
108/01/07,19.82,42.38,50.0,44.35,28.95,30.0,29.95,17.25,17.0,14.75,25.130000000000003,33.0,29.6,17630.8,3200.0,39535.7,29.051,30.0,30.64
108/01/08,29.654545454545453,33.3,45.627272727272725,44.075,24.1,27.99090909090909,26.308333333333334,17.3,16.563636363636363,16.041666666666668,15.999999999999996,29.063636363636363,28.033333333333328,473.4,14066.0,23078.733333333334,19.82,28.524545454545454,27.545
108/01/09,28.886666666666667,42.09090909090909,44.18333333333334,44.05833333333334,29.454545454545453,26.95,27.366666666666664,18.90909090909091,16.658333333333335,16.083333333333332,23.181818181818183,27.525,27.975000000000005,14478.109090909093,12190.35,15591.7,29.654545454545453,27.624166666666667,28.500833333333333
108/01/10,27.79083333333333,44.15833333333333,44.583333333333336,40.16153846153846,28.383333333333336,28.758333333333336,25.9,16.916666666666668,18.775,15.292307692307691,27.241666666666664,25.808333333333334,24.869230769230768,10873.55,15698.3,13614.492307692308,28.886666666666667,29.2825,26.36076923076923
108/01/11,28.723333333333333,43.63333333333333,45.45454545454545,41.475,27.275,29.963636363636365,25.7,16.483333333333334,18.745454545454542,15.4,27.15,26.709090909090907,26.075000000000003,10987.133333333331,18505.090909090908,15427.516666666668,27.79083333333333,30.26,26.49416666666667
108/01/12,31.051666666666662,44.375,45.25833333333333,41.654545454545456,28.375,29.7,27.563636363636363,16.166666666666668,18.491666666666667,15.581818181818182,28.20833333333333,26.766666666666666,26.072727272727278,10108.383333333331,17588.149999999998,15754.545454545454,28.723333333333333,29.74083333333333,27.76727272727273
108/01/13,27.314,46.525,42.38,43.66,30.125,28.95,25.93,19.291666666666668,17.25,14.46,27.23333333333333,25.130000000000003,29.200000000000003,8466.633333333333,17630.8,14223.7,31.051666666666662,29.051,26.899
108/01/14,27.675,43.15,33.3,50.0,26.58,24.1,30.0,15.15,17.3,17.0,28.0,15.999999999999996,33.0,9068.7,473.4,3200.0,27.314,19.82,30.0
108/01/15,27.6225,44.8,42.09090909090909,45.627272727272725,27.05,29.454545454545453,27.99090909090909,17.75,18.90909090909091,16.563636363636363,27.05,23.181818181818183,29.063636363636363,6436.3,14478.109090909093,14066.0,27.675,29.654545454545453,28.524545454545454
108/01/16,29.249166666666667,44.54166666666666,44.15833333333333,44.18333333333334,27.041666666666668,28.383333333333336,26.95,16.775000000000002,16.916666666666668,16.658333333333335,27.766666666666666,27.241666666666664,27.525,22993.88333333333,10873.55,12190.35,27.6225,28.886666666666667,27.624166666666667
108/01/17,27.81583333333333,42.90833333333333,43.63333333333333,44.583333333333336,26.5,27.275,28.758333333333336,15.166666666666666,16.483333333333334,18.775,27.741666666666667,27.15,25.808333333333334,14443.666666666666,10987.133333333331,15698.3,29.249166666666667,27.79083333333333,29.2825
108/01/18,27.221666666666668,43.19166666666666,44.375,45.45454545454545,27.575,28.375,29.963636363636365,17.666666666666668,16.166666666666668,18.745454545454542,25.524999999999995,28.20833333333333,26.709090909090907,21300.533333333333,10108.383333333331,18505.090909090908,27.81583333333333,28.723333333333333,30.26
108/01/19,27.823636363636364,41.99166666666667,46.525,45.25833333333333,26.941666666666663,30.125,29.7,17.016666666666666,19.291666666666668,18.491666666666667,24.975,27.23333333333333,26.766666666666666,12282.5,8466.633333333333,17588.149999999998,27.221666666666668,31.051666666666662,29.74083333333333
108/01/20,28.166666666666668,43.87272727272728,43.15,42.38,28.4,26.58,28.95,17.509090909090908,15.15,17.25,26.363636363636367,28.0,25.130000000000003,13454.363636363636,9068.7,17630.8,27.823636363636364,27.314,29.051
108/01/21,33.53,43.2,44.8,33.3,27.88888888888889,27.05,24.1,17.033333333333335,17.75,17.3,26.166666666666668,27.05,15.999999999999996,12157.444444444443,6436.3,473.4,28.166666666666668,27.675,19.82
108/01/22,28.81090909090909,44.5,44.54166666666666,42.09090909090909,32.7,27.041666666666668,29.454545454545453,12.5,16.775000000000002,18.90909090909091,32.0,27.766666666666666,23.181818181818183,1326.6,22993.88333333333,14478.109090909093,33.53,27.6225,29.654545454545453
108/01/23,26.81,41.79090909090909,42.90833333333333,44.15833333333333,28.60909090909091,26.5,28.383333333333336,17.80909090909091,15.166666666666666,16.916666666666668,23.98181818181818,27.741666666666667,27.241666666666664,11107.6,14443.666666666666,10873.55,28.81090909090909,29.249166666666667,28.886666666666667
108/01/24,26.13090909090909,41.345454545454544,43.19166666666666,43.63333333333333,26.163636363636364,27.575,27.275,16.599999999999998,17.666666666666668,16.483333333333334,24.745454545454542,25.524999999999995,27.15,8528.181818181818,21300.533333333333,10987.133333333331,26.81,27.81583333333333,27.79083333333333
108/01/25,28.714166666666667,40.22727272727273,41.99166666666667,44.375,25.59090909090909,26.941666666666663,28.375,16.454545454545453,17.016666666666666,16.166666666666668,23.772727272727277,24.975,28.20833333333333,8092.090909090909,12282.5,10108.383333333331,26.13090909090909,27.221666666666668,28.723333333333333
108/01/26,28.743333333333336,43.60833333333333,43.87272727272728,46.525,28.625,28.4,30.125,18.75,17.509090909090908,19.291666666666668,24.858333333333327,26.363636363636367,27.23333333333333,8333.066666666668,13454.363636363636,8466.633333333333,28.714166666666667,27.823636363636364,31.051666666666662
108/01/27,30.413,43.675,43.2,43.15,28.008333333333336,27.88888888888889,26.58,18.20833333333333,17.033333333333335,15.15,25.466666666666672,26.166666666666668,28.0,11101.65,12157.444444444443,9068.7,28.743333333333336,28.166666666666668,27.314
108/01/28,30.495,47.260000000000005,44.5,44.8,29.75,32.7,27.05,18.54,12.5,17.75,28.72000000000001,32.0,27.05,8091.7,1326.6,6436.3,30.413,33.53,27.675
108/01/29,28.265454545454546,43.8,41.79090909090909,44.54166666666666,32.55,28.60909090909091,27.041666666666668,22.5,17.80909090909091,16.775000000000002,21.3,23.98181818181818,27.766666666666666,7792.2,11107.6,22993.88333333333,30.495,28.81090909090909,27.6225
108/01/30,28.76727272727273,42.48181818181818,41.345454545454544,42.90833333333333,27.672727272727272,26.163636363636364,26.5,17.12727272727273,16.599999999999998,15.166666666666666,25.354545454545452,24.745454545454542,27.741666666666667,12016.272727272728,8528.181818181818,14443.666666666666,28.265454545454546,26.81,29.249166666666667
108/01/31,28.0575,43.88181818181818,40.22727272727273,43.19166666666666,28.11818181818182,25.59090909090909,27.575,15.854545454545455,16.454545454545453,17.666666666666668,28.027272727272727,23.772727272727277,25.524999999999995,8251.636363636364,8092.090909090909,21300.533333333333,28.76727272727273,26.13090909090909,27.81583333333333
