日期,價格(元/公斤),上價_lag1,上價_lag7,上價_lag14,中價_lag1,中價_lag7,中價_lag14,下價_lag1,下價_lag7,下價_lag14,價格區間_lag1,價格區間_lag7,價格區間_lag14,交易量(公斤)_lag1,交易量(公斤)_lag7,交易量(公斤)_lag14,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14
113/11/01,39.937,,,,,,,,,,,,,,,,,,
113/11/02,44.244166666666665,57.6,,,39.85,,,28.43,,,29.17,,,12375.32,,,39.937,,
113/11/03,43.91416666666667,61.80833333333334,,,44.00833333333333,,,29.616666666666664,,,32.19166666666668,,,11014.016666666668,,,44.244166666666665,,
113/11/04,39.685,63.73333333333333,,,43.31666666666666,,,30.78333333333333,,,32.95,,,14399.991666666669,,,43.91416666666667,,
113/11/05,42.06769230769231,58.95,,,39.6,,,26.8,,,32.150000000000006,,,10672.1,,,39.685,,
113/11/06,39.57846153846154,62.87692307692308,,,42.22307692307693,,,29.17692307692308,,,33.7,,,30605.53846153846,,,42.06769230769231,,
113/11/07,39.32769230769231,54.0923076923077,,,39.35384615384616,,,28.82307692307692,,,25.269230769230777,,,26241.469230769228,,,39.57846153846154,,
113/11/08,38.95230769230769,55.05384615384616,57.6,,38.97692307692308,39.85,,27.984615384615385,28.43,,27.06923076923077,29.17,,24270.03076923077,12375.32,,39.32769230769231,39.937,
113/11/09,36.12,52.87692307692308,61.80833333333334,,38.68461538461538,44.00833333333333,,28.907692307692308,29.616666666666664,,23.96923076923077,32.19166666666668,,23042.92307692308,11014.016666666668,,38.95230769230769,44.244166666666665,
113/11/10,35.73083333333333,52.55384615384616,63.73333333333333,,36.13076923076923,43.31666666666666,,25.253846153846155,30.78333333333333,,27.300000000000004,32.95,,26200.561538461538,14399.991666666669,,36.12,43.91416666666667,
113/11/11,38.24,50.55833333333334,58.95,,35.458333333333336,39.6,,24.683333333333334,26.8,,25.875000000000004,32.150000000000006,,21779.733333333334,10672.1,,35.73083333333333,39.685,
