日期,價格(元/公斤),上價_lag1,上價_lag7,上價_lag14,中價_lag1,中價_lag7,中價_lag14,下價_lag1,下價_lag7,下價_lag14,價格區間_lag1,價格區間_lag7,價格區間_lag14,交易量(公斤)_lag1,交易量(公斤)_lag7,交易量(公斤)_lag14,價格(元/公斤)_lag1,價格(元/公斤)_lag7,價格(元/公斤)_lag14
110/12/15,29.75583333333333,41.715384615384615,41.40833333333333,43.30833333333334,26.1,26.391666666666666,26.183333333333334,16.3,16.091666666666665,16.383333333333333,25.41538461538461,25.316666666666663,26.925000000000004,27931.0,26698.2,29797.233333333334,26.99153846153846,27.17833333333333,27.37
110/12/16,30.855,45.98333333333333,42.46,44.958333333333336,28.70833333333333,25.84,27.075,16.7,15.080000000000002,16.341666666666665,29.283333333333328,27.38,28.61666666666667,25748.88333333333,11447.48,35129.48333333333,29.75583333333333,27.006,28.285
110/12/17,32.975,49.13333333333333,43.04166666666666,44.48333333333333,29.63333333333333,26.95833333333333,27.525,17.016666666666666,16.775000000000002,16.458333333333332,32.11666666666667,26.266666666666666,28.024999999999995,24864.9,36364.05,36452.28333333333,30.855,27.93,28.639166666666668
110/12/18,32.768181818181816,52.23333333333333,44.2,44.30833333333334,31.575,27.758333333333336,27.516666666666666,17.925,17.099999999999998,17.008333333333333,34.30833333333332,27.1,27.300000000000004,27388.1,27313.95,30006.95,32.975,28.606666666666666,28.48
110/12/19,32.942,52.25454545454545,43.79090909090909,43.12,31.96363636363636,27.027272727272727,28.05,18.163636363636364,16.054545454545455,18.03,34.090909090909086,27.736363636363635,25.09,23950.218181818185,24151.727272727272,24982.8,32.768181818181816,28.007272727272724,28.801
110/12/20,34.08,51.38,46.1,45.5,31.98,28.35,29.2,19.5,15.15,16.0,31.879999999999995,30.950000000000003,29.5,19050.4,13125.4,16209.2,32.942,28.1,29.405
110/12/21,32.454166666666666,48.5,41.715384615384615,39.20769230769231,33.75,26.1,26.46153846153846,20.75,16.3,17.053846153846152,27.75,25.41538461538461,22.153846153846157,8716.6,27931.0,32239.86153846154,34.08,26.99153846153846,26.94923076923077
110/12/22,32.525,49.64166666666667,45.98333333333333,41.40833333333333,32.00833333333333,28.70833333333333,26.391666666666666,18.925,16.7,16.091666666666665,30.716666666666672,29.283333333333328,25.316666666666663,24152.716666666664,25748.88333333333,26698.2,32.454166666666666,29.75583333333333,27.17833333333333
110/12/23,31.4275,48.60833333333333,49.13333333333333,42.46,32.09166666666667,29.63333333333333,25.84,18.2,17.016666666666666,15.080000000000002,30.408333333333328,32.11666666666667,27.38,15025.35,24864.9,11447.48,32.525,30.855,27.006
110/12/24,33.55833333333333,49.708333333333336,52.23333333333333,43.04166666666666,31.05,31.575,26.95833333333333,18.28333333333333,17.925,16.775000000000002,31.425,34.30833333333332,26.266666666666666,16233.1,27388.1,36364.05,31.4275,32.975,27.93
110/12/25,33.6475,50.5,52.25454545454545,44.2,32.40833333333333,31.96363636363636,27.758333333333336,19.191666666666663,18.163636363636364,17.099999999999998,31.308333333333334,34.090909090909086,27.1,17065.016666666666,23950.218181818185,27313.95,33.55833333333333,32.768181818181816,28.606666666666666
110/12/26,30.523636363636363,51.55833333333334,51.38,43.79090909090909,33.1,31.98,27.027272727272727,18.691666666666663,19.5,16.054545454545455,32.866666666666674,31.879999999999995,27.736363636363635,17558.983333333334,19050.4,24151.727272727272,33.6475,32.942,28.007272727272724
110/12/27,33.975,50.21818181818182,48.5,46.1,29.563636363636363,33.75,28.35,15.681818181818182,20.75,15.15,34.53636363636364,27.75,30.950000000000003,15600.818181818182,8716.6,13125.4,30.523636363636363,34.08,28.1
110/12/28,31.636666666666667,54.55,49.64166666666667,41.715384615384615,34.55,32.00833333333333,26.1,17.9,18.925,16.3,36.65,30.716666666666672,25.41538461538461,7220.3,24152.716666666664,27931.0,33.975,32.454166666666666,26.99153846153846
110/12/29,32.43833333333333,48.175,48.60833333333333,45.98333333333333,31.266666666666666,32.09166666666667,28.70833333333333,18.28333333333333,18.2,16.7,29.89166666666667,30.408333333333328,29.283333333333328,21787.83333333333,15025.35,25748.88333333333,31.636666666666667,32.525,29.75583333333333
110/12/30,32.86333333333334,48.31666666666666,49.708333333333336,49.13333333333333,31.641666666666666,31.05,29.63333333333333,19.58333333333333,18.28333333333333,17.016666666666666,28.73333333333333,31.425,32.11666666666667,14041.983333333332,16233.1,24864.9,32.43833333333333,31.4275,30.855
110/12/31,33.72090909090909,50.00833333333333,50.5,52.23333333333333,32.06666666666667,32.40833333333333,31.575,20.275,19.191666666666663,17.925,29.73333333333333,31.308333333333334,34.30833333333332,15800.683333333334,17065.016666666666,27388.1,32.86333333333334,33.55833333333333,32.975
111/01/01,33.98666666666667,52.22727272727273,51.55833333333334,52.25454545454545,33.02727272727273,33.1,31.96363636363636,19.59090909090909,18.691666666666663,18.163636363636364,32.63636363636364,32.866666666666674,34.090909090909086,20378.545454545456,17558.983333333334,23950.218181818185,33.72090909090909,33.6475,32.768181818181816
111/01/02,32.22363636363636,50.75833333333333,50.21818181818182,51.38,32.875,29.563636363636363,31.98,20.508333333333333,15.681818181818182,19.5,30.25,34.53636363636364,31.879999999999995,19993.45,15600.818181818182,19050.4,33.98666666666667,30.523636363636363,32.942
111/01/03,38.19,51.09090909090909,54.55,48.5,31.39090909090909,34.55,33.75,18.10909090909091,17.9,20.75,32.981818181818184,36.65,27.75,17452.090909090908,7220.3,8716.6,32.22363636363636,33.975,34.08
111/01/04,32.66090909090909,56.9,48.175,49.64166666666667,38.2,31.266666666666666,32.00833333333333,19.95,18.28333333333333,18.925,36.95,29.89166666666667,30.716666666666672,5559.9,21787.83333333333,24152.716666666664,38.19,31.636666666666667,32.454166666666666
111/01/05,33.38,49.054545454545455,48.31666666666666,48.60833333333333,31.40909090909091,31.641666666666666,32.09166666666667,18.89090909090909,19.58333333333333,18.2,30.163636363636364,28.73333333333333,30.408333333333328,49323.32727272727,14041.983333333332,15025.35,32.66090909090909,32.43833333333333,32.525
111/01/06,32.98666666666667,50.60833333333333,50.00833333333333,49.708333333333336,33.233333333333334,32.06666666666667,31.05,19.4,20.275,18.28333333333333,31.208333333333325,29.73333333333333,31.425,13460.05,15800.683333333334,16233.1,33.38,32.86333333333334,31.4275
111/01/07,32.45916666666667,51.18333333333334,52.22727272727273,50.5,32.483333333333334,33.02727272727273,32.40833333333333,20.891666666666666,19.59090909090909,19.191666666666663,30.29166666666667,32.63636363636364,31.308333333333334,12550.816666666666,20378.545454545456,17065.016666666666,32.98666666666667,33.72090909090909,33.55833333333333
111/01/08,32.4225,49.98333333333333,50.75833333333333,51.55833333333334,31.816666666666663,32.875,33.1,19.041666666666668,20.508333333333333,18.691666666666663,30.94166666666666,30.25,32.866666666666674,10614.533333333333,19993.45,17558.983333333334,32.45916666666667,33.98666666666667,33.6475
111/01/09,30.373636363636365,49.14166666666667,51.09090909090909,50.21818181818182,32.49166666666667,31.39090909090909,29.563636363636363,20.591666666666665,18.10909090909091,15.681818181818182,28.550000000000008,32.981818181818184,34.53636363636364,13721.216666666667,17452.090909090908,15600.818181818182,32.4225,32.22363636363636,30.523636363636363
111/01/10,44.005,49.4,56.9,54.55,29.863636363636363,38.2,34.55,19.145454545454545,19.95,17.9,30.25454545454545,36.95,36.65,10442.818181818182,5559.9,7220.3,30.373636363636365,38.19,33.975
111/01/11,31.572727272727278,60.8,49.054545454545455,48.175,44.25,31.40909090909091,31.266666666666666,29.15,18.89090909090909,18.28333333333333,31.65,30.163636363636364,29.89166666666667,4715.4,49323.32727272727,21787.83333333333,44.005,32.66090909090909,31.636666666666667
111/01/12,32.70272727272727,50.154545454545456,50.60833333333333,48.31666666666666,30.94545454545454,33.233333333333334,31.641666666666666,18.38181818181818,19.4,19.58333333333333,31.77272727272728,31.208333333333325,28.73333333333333,23086.76363636364,13460.05,14041.983333333332,31.572727272727278,33.38,32.43833333333333
111/01/13,33.218333333333334,50.37272727272728,51.18333333333334,50.00833333333333,31.827272727272724,32.483333333333334,32.06666666666667,19.654545454545453,20.891666666666666,20.275,30.718181818181822,30.29166666666667,29.73333333333333,13015.763636363636,12550.816666666666,15800.683333333334,32.70272727272727,32.98666666666667,32.86333333333334
111/01/14,30.823636363636364,54.0,49.98333333333333,52.22727272727273,33.43333333333333,31.816666666666663,33.02727272727273,21.78333333333333,19.041666666666668,19.59090909090909,32.21666666666667,30.94166666666666,32.63636363636364,9799.4,10614.533333333333,20378.545454545456,33.218333333333334,32.45916666666667,33.72090909090909
111/01/15,30.89727272727273,47.36363636363637,49.14166666666667,50.75833333333333,30.09090909090909,32.49166666666667,32.875,17.863636363636363,20.591666666666665,20.508333333333333,29.500000000000004,28.550000000000008,30.25,19570.072727272727,13721.216666666667,19993.45,30.823636363636364,32.4225,33.98666666666667
111/01/16,31.92,47.9,49.4,51.09090909090909,30.181818181818183,29.863636363636363,31.39090909090909,17.70909090909091,19.145454545454545,18.10909090909091,30.190909090909088,30.25454545454545,32.981818181818184,19864.56363636364,10442.818181818182,17452.090909090908,30.89727272727273,30.373636363636365,32.22363636363636
111/01/17,39.955,49.46,60.8,56.9,31.31,44.25,38.2,18.86,29.15,19.95,30.6,31.65,36.95,18540.0,4715.4,5559.9,31.92,44.005,38.19
111/01/18,28.83,55.0,50.154545454545456,49.054545454545455,38.4,30.94545454545454,31.40909090909091,19.3,18.38181818181818,18.89090909090909,35.7,31.77272727272728,30.163636363636364,23523.3,23086.76363636364,49323.32727272727,39.955,31.572727272727278,32.66090909090909
111/01/19,31.233636363636364,44.83,50.37272727272728,50.60833333333333,28.31,31.827272727272724,33.233333333333334,19.12,19.654545454545453,19.4,25.71,30.718181818181822,31.208333333333325,20939.88,13015.763636363636,13460.05,28.83,32.70272727272727,33.38
111/01/20,33.49636363636363,45.83636363636364,54.0,51.18333333333334,30.85454545454545,33.43333333333333,32.483333333333334,18.918181818181814,21.78333333333333,20.891666666666666,26.918181818181814,32.21666666666667,30.29166666666667,11651.145454545454,9799.4,12550.816666666666,31.233636363636364,33.218333333333334,32.98666666666667
111/01/21,31.17727272727273,48.60909090909092,47.36363636363637,49.98333333333333,33.09090909090909,30.09090909090909,31.816666666666663,20.4,17.863636363636363,19.041666666666668,28.209090909090914,29.500000000000004,30.94166666666666,18477.6,19570.072727272727,10614.533333333333,33.49636363636363,30.823636363636364,32.45916666666667
111/01/22,32.57818181818182,48.58181818181818,47.9,49.14166666666667,30.88181818181818,30.181818181818183,32.49166666666667,17.70909090909091,17.70909090909091,20.591666666666665,30.872727272727268,30.190909090909088,28.550000000000008,12118.654545454548,19864.56363636364,13721.216666666667,31.17727272727273,30.89727272727273,32.4225
111/01/23,30.479,48.85454545454545,49.46,49.4,31.163636363636364,31.31,29.863636363636363,18.05454545454545,18.86,19.145454545454545,30.8,30.6,30.25454545454545,10394.163636363635,18540.0,10442.818181818182,32.57818181818182,31.92,30.373636363636365
111/01/24,43.870000000000005,50.09,55.0,60.8,29.26,38.4,44.25,15.64,19.3,29.15,34.45,35.7,31.65,8267.1,23523.3,4715.4,30.479,39.955,44.005
111/01/25,30.562727272727276,60.15,44.83,50.154545454545456,39.3,28.31,30.94545454545454,25.5,19.12,18.38181818181818,34.65,25.71,31.77272727272728,5535.1,20939.88,23086.76363636364,43.870000000000005,28.83,31.572727272727278
111/01/26,30.29,45.22727272727273,45.83636363636364,50.37272727272728,30.063636363636363,30.85454545454545,31.827272727272724,21.2,18.918181818181814,19.654545454545453,24.027272727272727,26.918181818181814,30.718181818181822,13045.236363636364,11651.145454545454,13015.763636363636,30.562727272727276,31.233636363636364,32.70272727272727
111/01/27,31.932727272727277,47.89090909090908,48.60909090909092,54.0,29.3,33.09090909090909,33.43333333333333,17.645454545454545,20.4,21.78333333333333,30.24545454545454,28.209090909090914,32.21666666666667,10816.563636363637,18477.6,9799.4,30.29,33.49636363636363,33.218333333333334
111/01/28,31.114545454545453,46.9,48.58181818181818,47.36363636363637,30.9,30.88181818181818,30.09090909090909,19.345454545454547,17.70909090909091,17.863636363636363,27.55454545454545,30.872727272727268,29.500000000000004,11152.290909090909,12118.654545454548,19570.072727272727,31.932727272727277,31.17727272727273,30.823636363636364
111/01/29,27.463,43.91818181818182,48.85454545454545,47.9,30.58181818181818,31.163636363636364,30.181818181818183,18.29090909090909,18.05454545454545,17.70909090909091,25.62727272727273,30.8,30.190909090909088,10522.727272727272,10394.163636363635,19864.56363636364,31.114545454545453,32.57818181818182,30.89727272727273
111/01/30,30.148000000000003,43.94,50.09,49.46,26.58,29.26,31.31,14.3,15.64,18.86,29.64,34.45,30.6,9521.2,8267.1,18540.0,27.463,30.479,31.92
111/01/31,26.016666666666666,45.19,60.15,55.0,28.2,39.3,38.4,17.78,25.5,19.3,27.41,34.65,35.7,6679.5,5535.1,23523.3,30.148000000000003,43.870000000000005,39.955
