日期,價格(元/公斤),上價,中價,下價,交易量(公斤),價格區間
112/11/01,200.0,200.0,200.0,200.0,6.0,0.0
112/11/05,200.0,200.0,200.0,200.0,23.5,0.0
112/11/07,200.0,200.0,200.0,200.0,7.5,0.0
112/11/08,200.0,200.0,200.0,200.0,4.5,0.0
112/11/09,300.0,300.0,300.0,300.0,10.0,0.0
112/11/10,160.0,160.0,160.0,160.0,5.0,0.0
112/11/11,200.0,200.0,200.0,200.0,7.5,0.0
112/11/12,175.0,175.0,175.0,175.0,4.75,0.0
112/11/14,188.7,216.6,192.25,150.3,38.0,66.29999999999998
112/11/15,257.23333333333335,289.43333333333334,260.3666666666667,215.5666666666667,18.333333333333332,73.86666666666665
112/11/17,225.55,267.5,219.275,187.025,42.25,80.475
112/11/18,225.63333333333335,284.76666666666665,228.53333333333333,157.70000000000002,67.33333333333333,127.06666666666663
112/11/19,219.70000000000002,289.59999999999997,219.5,142.23333333333332,219.0,147.36666666666665
112/11/21,219.88000000000002,258.06,220.38000000000002,170.74,100.0,87.32
112/11/22,226.95,266.025,235.89999999999998,154.525,147.0,111.49999999999997
112/11/23,230.56666666666663,285.8666666666667,220.9,168.23333333333332,271.0,117.63333333333335
112/11/24,247.575,324.1,249.25,158.925,505.5,165.175
112/11/25,242.67499999999998,298.825,244.95,170.775,343.625,128.04999999999998
112/11/26,221.7,271.82,221.4,164.06,445.7,107.75999999999999
112/11/28,224.65,285.6,223.725,154.05,304.0,131.55
112/11/29,224.35999999999999,269.6,219.48000000000002,170.32,512.9,99.28000000000003
112/11/30,226.85,272.675,224.45,180.3,310.125,92.375
112/12/01,227.2,271.28000000000003,228.71999999999997,189.0,360.4,82.28000000000003
112/12/02,230.47500000000002,295.825,231.89999999999998,156.025,423.25,139.79999999999998
112/12/03,236.64000000000001,296.14,238.44,182.22,537.8,113.91999999999999
112/12/05,237.45,290.7,236.85,177.72500000000002,639.0,112.97499999999997
112/12/06,250.86666666666667,292.21666666666664,257.15000000000003,200.1,540.25,92.11666666666665
112/12/08,245.2,291.18,244.7,199.1,661.4,92.08000000000001
112/12/09,242.24,285.0,246.0,201.34,570.0,83.66
112/12/10,246.7,281.84000000000003,246.16,201.32,942.5,80.52000000000004
112/12/12,226.01666666666665,276.21666666666664,224.45000000000002,184.29999999999998,997.5,91.91666666666666
112/12/13,220.1833333333333,266.48333333333335,218.11666666666667,174.73333333333335,1325.5833333333333,91.75
112/12/14,217.11666666666667,257.78333333333336,219.01666666666665,168.43333333333334,992.0833333333334,89.35000000000002
112/12/15,215.23333333333335,262.06666666666666,217.33333333333334,159.79999999999998,1099.3333333333333,102.26666666666668
112/12/16,212.08333333333334,265.3,213.5666666666667,156.61666666666667,1382.75,108.68333333333334
112/12/17,202.5666666666667,257.4166666666667,202.48333333333335,149.83333333333334,1329.1666666666667,107.58333333333334
112/12/19,191.6833333333333,239.8166666666667,191.33333333333334,144.25,1738.7666666666667,95.56666666666669
112/12/20,184.4,237.83333333333334,185.78333333333333,125.88333333333333,1503.1666666666667,111.95000000000002
112/12/21,187.45000000000002,243.0,184.79999999999998,135.53333333333333,1021.3333333333334,107.46666666666667
112/12/22,196.1,245.6,194.70000000000002,143.70000000000002,1307.5,101.89999999999998
112/12/23,196.66,268.46,194.34,131.16000000000003,1432.3,137.29999999999995
112/12/24,206.41666666666666,263.03333333333336,207.21666666666667,143.4,1224.3333333333333,119.63333333333335
112/12/26,204.71666666666667,256.23333333333335,203.4,153.56666666666666,1293.8333333333333,102.66666666666669
112/12/27,222.3166666666667,280.45,222.4333333333333,160.18333333333334,1243.6666666666667,120.26666666666665
112/12/28,229.63333333333333,283.26666666666665,229.91666666666666,168.4,1098.3333333333333,114.86666666666665
112/12/29,231.25,287.4166666666667,227.0666666666667,177.36666666666667,1112.9166666666667,110.05000000000001
112/12/30,211.6833333333333,268.0833333333333,208.45000000000002,151.76666666666668,1639.5833333333333,116.31666666666663
112/12/31,228.94,302.58000000000004,226.88000000000002,152.92000000000002,2205.5,149.66000000000003
113/01/02,287.5,348.6142857142857,282.77142857142854,229.15714285714284,1932.4285714285713,119.45714285714286
113/01/03,198.20000000000002,254.96666666666667,196.51666666666665,141.66666666666666,2187.4166666666665,113.30000000000001
113/01/04,189.4,234.76666666666665,189.48333333333335,141.20000000000002,1840.75,93.56666666666663
113/01/05,175.32857142857142,235.72857142857143,172.71428571428572,119.72857142857143,1604.357142857143,116.0
113/01/06,188.61666666666667,246.04999999999998,188.54999999999998,132.68333333333334,2110.0,113.36666666666665
113/01/07,191.95000000000002,252.0666666666667,191.0,132.70000000000002,1840.0,119.36666666666667
113/01/09,202.8166666666667,264.2,202.88333333333333,137.71666666666667,2393.9166666666665,126.48333333333332
113/01/10,198.36666666666667,267.45,195.28333333333333,134.6,1913.6666666666667,132.85
113/01/11,203.09833333333333,262.3333333333333,202.03333333333333,141.79999999999998,1614.3333333333333,120.53333333333333
113/01/12,216.52666666666667,277.8333333333333,214.4,151.61666666666667,1692.25,126.21666666666664
