日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
113/11/01,338 桃　農,LB1 小白菜 土白菜 ,42.0,42.0,40.2,41.6, + 52,82.0, - 90,0
113/11/01,514 溪湖鎮,LB1 小白菜 土白菜 ,34.4,23.4,15.0,23.9, +  3,299.0, - 12,0
113/11/01,900 屏東市,LB1 小白菜 土白菜 ,40.0,33.1,27.5,33.1, - 14,254.0, - 84,0
113/11/01,930 台東市,LB1 小白菜 土白菜 ,60.0,30.0,30.0,40.0,    0,352.0, - 56,0
113/11/01,109 台北一,LB1 小白菜 土白菜 ,60.0,44.6,26.4,44.0, + 46,2409.0, - 39,0
113/11/01,400 台中市,LB1 小白菜 土白菜 ,30.0,27.5,25.0,27.3, + 14,32.0, - 90,0
113/11/01,800 高雄市,LB1 小白菜 土白菜 ,48.0,42.2,37.0,42.3, + 10,1986.0, - 46,0
113/11/01,241 三重區,LB1 小白菜 土白菜 ,29.0,25.2,20.0,24.9, - 18,88.0, - 88,0
113/11/01,420 豐原區,LB1 小白菜 土白菜 ,35.7,30.4,21.9,29.8, -  4,560.0, - 20,0
113/11/01,260 宜蘭市,LB1 小白菜 土白菜 ,50.0,40.0,25.0,40.0, + 33,1350.0, - 51,0
113/11/01,648 西螺鎮,LB12 小白菜 土白菜 未洗,39.9,30.0,17.5,29.8, +  1,7936.0, +  0,0
113/11/01,830 鳳山區,LB1 小白菜 土白菜 ,40.0,24.1,17.2,25.9, - 14,1250.0, + 40,0
113/11/01,104 台北二,LB1 小白菜 土白菜 ,70.0,44.3,29.1,46.4, + 92,233.0, - 86,0
113/11/01,220 板橋區,LB1 小白菜 土白菜 ,77.5,30.2,24.4,38.5, -  3,748.0, - 25,0
113/11/02,338 桃　農,LB1 小白菜 土白菜 ,88.0,65.4,45.7,66.0, + 59,280.0, +241,0
113/11/02,420 豐原區,LB1 小白菜 土白菜 ,32.5,28.5,25.0,28.6, -  4,674.0, + 20,0
113/11/02,109 台北一,LB1 小白菜 土白菜 ,57.2,38.7,30.2,40.7, -  7,3070.0, + 27,0
113/11/02,104 台北二,LB1 小白菜 土白菜 ,79.7,35.8,25.0,42.4, -  9,1099.0, +372,0
113/11/02,930 台東市,LB1 小白菜 土白菜 ,55.0,10.0,10.0,25.0, - 38,510.0, + 45,0
113/11/02,514 溪湖鎮,LB1 小白菜 土白菜 ,40.0,27.9,17.5,28.3, + 18,299.0,    0,0
113/11/02,900 屏東市,LB1 小白菜 土白菜 ,60.1,39.8,20.0,39.8, + 20,660.0, +160,0
113/11/02,400 台中市,LB1 小白菜 土白菜 ,33.5,30.3,26.0,28.7, +  5,340.0, +963,0
113/11/02,220 板橋區,LB1 小白菜 土白菜 ,47.1,37.2,29.9,37.7, -  2,1484.0, + 98,0
113/11/02,648 西螺鎮,LB12 小白菜 土白菜 未洗,40.5,30.0,17.5,31.0, +  4,8626.0, +  9,0
113/11/02,830 鳳山區,LB1 小白菜 土白菜 ,58.0,26.6,18.3,31.2, + 20,1000.0, - 20,0
113/11/02,800 高雄市,LB1 小白菜 土白菜 ,55.9,46.7,37.0,46.58, + 10,620.0, - 69,0
113/11/02,241 三重區,LB1 小白菜 土白菜 ,70.0,52.3,44.0,54.2, +118,232.0, +164,0
113/11/03,900 屏東市,LB1 小白菜 土白菜 ,23.5,14.2,3.2,13.8, - 65,1539.0, +133,0
113/11/03,400 台中市,LB1 小白菜 土白菜 ,35.0,25.0,18.0,22.3, - 22,274.0, - 19,0
113/11/03,220 板橋區,LB1 小白菜 土白菜 ,43.3,35.1,32.3,36.2, -  4,1242.0, - 16,0
113/11/03,930 台東市,LB1 小白菜 土白菜 ,60.0,30.0,30.0,40.0, + 60,750.0, + 47,0
113/11/03,260 宜蘭市,LB1 小白菜 土白菜 ,60.0,35.0,18.0,35.0,  -  ,2750.0,  -  ,0
113/11/03,830 鳳山區,LB1 小白菜 土白菜 ,54.8,24.8,17.2,29.3, -  6,1080.0, +  8,0
113/11/03,800 高雄市,LB1 小白菜 土白菜 ,49.5,43.4,32.4,42.4, -  9,2020.0, +226,0
113/11/03,109 台北一,LB1 小白菜 土白菜 ,47.1,28.6,11.7,28.9, - 29,6057.0, + 97,0
113/11/03,338 桃　農,LB1 小白菜 土白菜 ,51.8,31.0,20.4,33.0, - 50,492.0, + 76,0
113/11/03,514 溪湖鎮,LB1 小白菜 土白菜 ,40.0,27.9,17.5,28.3,    0,299.0,    0,0
113/11/03,241 三重區,LB1 小白菜 土白菜 ,59.2,39.3,25.0,40.4, - 25,660.0, +184,0
113/11/03,420 豐原區,LB1 小白菜 土白菜 ,38.0,26.1,20.0,27.3, -  5,320.0, - 53,0
113/11/03,104 台北二,LB1 小白菜 土白菜 ,38.7,28.0,14.6,27.5, - 35,2155.0, + 96,0
113/11/04,514 溪湖鎮,LB1 小白菜 土白菜 ,40.0,27.9,17.5,28.3,    0,299.0,    0,0
113/11/04,648 西螺鎮,LB12 小白菜 土白菜 未洗,39.8,30.0,17.5,30.2, -  3,9449.0, + 10,0
113/11/05,338 桃　農,LB1 小白菜 土白菜 ,48.6,25.8,20.0,29.2, - 12,456.0, -  7,0
113/11/05,400 台中市,LB1 小白菜 土白菜 ,26.0,15.5,9.0,13.0, - 42,309.0, + 13,0
