日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
108/11/01,514 溪湖鎮,LB1 小白菜 土白菜 ,17.5,14.5,7.5,12.8,    0,980.0, +  3,0
108/11/01,648 西螺鎮,LB12 小白菜 土白菜 未洗,16.0,11.5,7.5,11.8, -  2,10128.0, +  5,0
108/11/01,338 桃　農,LB1 小白菜 土白菜 ,12.0,10.8,10.0,10.9, + 58,280.0, + 75,0
108/11/01,930 台東市,LB1 小白菜 土白菜 ,34.0,20.0,12.0,19.0, +  6,610.0, -  2,0
108/11/01,104 台北二,LB12 小白菜 土白菜 未洗,14.4,7.7,5.0,8.5, - 23,2968.0, + 25,0
108/11/01,400 台中市,LB1 小白菜 土白菜 ,13.2,7.6,5.0,7.2, - 23,1443.0, + 85,0
108/11/01,109 台北一,LB12 小白菜 土白菜 未洗,18.7,9.8,5.2,10.7, - 21,7430.0, +  4,0
108/11/01,420 豐原區,LB1 小白菜 土白菜 ,15.0,15.0,15.0,15.0, + 25,700.0,    0,0
108/11/01,241 三重區,LB1 小白菜 土白菜 ,25.0,10.5,3.6,12.0, -  2,570.0, - 10,0
108/11/01,540 南投市,LB1 小白菜 土白菜 ,20.0,15.0,10.0,14.76, - 16,148.0, + 23,0
108/11/01,260 宜蘭市,LB1 小白菜 土白菜 ,18.0,10.0,6.0,10.0,    0,2850.0, +  3,0
108/11/01,220 板橋區,LB1 小白菜 土白菜 ,17.8,13.4,7.9,13.2, +  2,1776.0, + 22,0
108/11/01,830 鳳山區,LB1 小白菜 土白菜 ,14.2,9.9,9.0,10.6, - 14,2610.0, + 64,0
108/11/01,900 屏東市,LB1 小白菜 土白菜 ,15.4,13.5,8.2,12.8, -  7,1839.0, + 19,0
108/11/01,800 高雄市,LB11 小白菜 土白菜 洗,29.9,22.9,16.5,23.1, - 10,4890.0, - 15,0
108/11/02,400 台中市,LB1 小白菜 土白菜 ,10.6,5.2,4.2,5.9, - 18,1185.0, - 18,0
108/11/02,514 溪湖鎮,LB1 小白菜 土白菜 ,16.0,11.1,7.5,11.4, - 11,1000.0, +  2,0
