日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
111/11/01,109 台北一,LB12 小白菜 土白菜 未洗,50.2,37.8,23.5,37.4, -  6,3575.0, +  4,0
111/11/01,220 板橋區,LB1 小白菜 土白菜 ,59.2,37.2,21.3,38.4, +  6,1345.5, + 68,0
111/11/01,930 台東市,LB1 小白菜 土白菜 ,48.0,26.0,12.0,27.0, -  4,870.0, +  2,0
111/11/01,900 屏東市,LB1 小白菜 土白菜 ,44.9,40.4,24.6,38.2, + 22,852.0, + 35,0
111/11/01,338 桃　農,LB1 小白菜 土白菜 ,22.0,22.0,22.0,22.0, - 28,40.0, - 89,0
111/11/01,104 台北二,LB12 小白菜 土白菜 未洗,50.6,36.3,26.6,37.2, -  9,1512.0, + 12,0
111/11/01,420 豐原區,LB1 小白菜 土白菜 ,52.0,52.0,52.0,52.0, + 61,60.0, - 91,0
111/11/01,648 西螺鎮,LB12 小白菜 土白菜 未洗,44.9,36.6,20.0,30.8, -  3,8504.0, +  3,0
111/11/01,514 溪湖鎮,LB1 小白菜 土白菜 ,35.0,25.3,15.0,25.2, +  0,420.0, +  5,0
111/11/01,830 鳳山區,LB1 小白菜 土白菜 ,44.4,23.7,16.1,26.4, +  8,1260.0, + 66,0
111/11/01,800 高雄市,LB1 小白菜 土白菜 ,61.0,54.0,39.1,52.4, -  4,2258.0, - 22,0
111/11/01,241 三重區,LB1 小白菜 土白菜 ,40.2,19.8,15.0,22.9, - 21,567.0, -  2,0
111/11/02,900 屏東市,LB1 小白菜 土白菜 ,41.4,34.2,26.0,34.0, - 11,1534.0, + 80,0
111/11/02,830 鳳山區,LB1 小白菜 土白菜 ,43.4,24.1,17.1,26.6, +  1,1160.0, -  8,0
111/11/02,338 桃　農,LB1 小白菜 土白菜 ,36.0,30.7,17.0,29.0, + 32,200.0, +400,0
111/11/02,648 西螺鎮,LB12 小白菜 土白菜 未洗,46.1,36.5,20.0,31.6, +  3,8250.0, -  3,0
111/11/02,109 台北一,LB12 小白菜 土白菜 未洗,60.0,40.0,23.8,40.7, +  9,3699.0, +  3,0
111/11/02,400 台中市,LB1 小白菜 土白菜 ,32.0,32.0,32.0,32.0,  -  ,120.0,  -  ,0
111/11/02,514 溪湖鎮,LB1 小白菜 土白菜 ,37.5,25.5,17.5,26.3, +  4,421.0, +  0,0
111/11/02,220 板橋區,LB1 小白菜 土白菜 ,42.4,35.6,28.0,35.4, -  8,640.0, - 52,0
111/11/02,930 台東市,LB1 小白菜 土白菜 ,45.0,26.0,16.0,28.0, +  4,860.0, -  1,0
111/11/02,420 豐原區,LB1 小白菜 土白菜 ,51.0,48.5,45.0,48.3, -  7,440.0, +633,0
111/11/02,800 高雄市,LB1 小白菜 土白菜 ,59.3,47.0,26.1,45.3, - 14,2419.0, +  7,0
111/11/02,104 台北二,LB12 小白菜 土白菜 未洗,45.4,33.2,25.0,34.0, -  9,1819.0, + 20,0
