日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%.1,Unnamed: 10
110/11/01,514 溪湖鎮,LB1 小白菜 土白菜 ,34.4,25.4,15.0,25.1,    0,160.0, - 27,0
110/11/01,648 西螺鎮,LB12 小白菜 土白菜 未洗,39.1,29.6,17.5,30.0, +  8,9567.0, - 10,0
110/11/02,338 桃　農,LB1 小白菜 土白菜 ,42.0,38.8,25.2,36.7, -  8,460.0, - 26,0
110/11/02,800 高雄市,LB1 小白菜 土白菜 ,52.0,42.9,27.3,41.6, -  8,2600.0, - 22,0
110/11/02,514 溪湖鎮,LB1 小白菜 土白菜 ,34.4,25.0,15.0,24.9, -  1,160.0,    0,0
110/11/02,220 板橋區,LB1 小白菜 土白菜 ,71.4,34.6,31.1,41.3, + 44,2261.9, + 16,0
110/11/02,400 台中市,LB1 小白菜 土白菜 ,44.0,29.6,26.0,30.7, -  9,522.0, - 20,0
110/11/02,241 三重區,LB1 小白菜 土白菜 ,40.3,28.6,19.9,29.2, -  7,1385.0, + 40,0
110/11/02,930 台東市,LB1 小白菜 土白菜 ,65.0,43.0,32.0,42.0,  -  ,490.0,  -  ,0
110/11/02,900 屏東市,LB1 小白菜 土白菜 ,36.9,30.9,24.0,30.7, +  7,2526.0, - 23,0
110/11/02,648 西螺鎮,LB12 小白菜 土白菜 未洗,37.5,28.8,17.5,29.6, -  1,9640.0, +  1,0
110/11/02,420 豐原區,LB1 小白菜 土白菜 ,30.0,30.0,30.0,30.0, +  7,74.0, + 85,0
110/11/02,109 台北一,LB12 小白菜 土白菜 未洗,48.6,37.0,24.0,36.7, +  7,5641.0, - 12,0
110/11/02,830 鳳山區,LB1 小白菜 土白菜 ,37.0,22.7,15.2,24.1, + 13,1250.0, + 39,0
110/11/02,104 台北二,LB12 小白菜 土白菜 未洗,41.8,29.8,21.0,30.5, -  6,3045.0, +  1,0
110/11/03,104 台北二,LB12 小白菜 土白菜 未洗,38.4,29.0,20.4,29.2, -  4,2245.0, - 26,0
110/11/03,900 屏東市,LB1 小白菜 土白菜 ,30.1,21.7,13.7,21.7, - 29,3781.0, + 50,0
110/11/03,648 西螺鎮,LB12 小白菜 土白菜 未洗,35.4,26.2,17.5,27.7, -  6,10388.0, +  8,0
110/11/03,241 三重區,LB1 小白菜 土白菜 ,41.8,30.4,17.8,30.2, +  3,1105.0, - 20,0
110/11/03,338 桃　農,LB1 小白菜 土白菜 ,36.1,30.6,23.5,30.3, - 17,734.0, + 60,0
110/11/03,400 台中市,LB1 小白菜 土白菜 ,30.8,24.1,18.0,25.2, - 18,791.0, + 52,0
110/11/03,109 台北一,LB12 小白菜 土白菜 未洗,45.9,31.7,19.4,32.1, - 13,6261.0, + 11,0
110/11/03,514 溪湖鎮,LB1 小白菜 土白菜 ,40.0,27.9,17.5,28.3, + 14,160.0,    0,0
110/11/03,800 高雄市,LB1 小白菜 土白菜 ,47.9,35.8,18.3,34.7, - 17,4665.0, + 79,0
110/11/03,930 台東市,LB1 小白菜 土白菜 ,65.0,41.0,30.0,42.0,    0,500.0, +  2,0
110/11/03,830 鳳山區,LB1 小白菜 土白菜 ,30.3,23.0,17.1,23.3, -  3,1270.0, +  2,0
110/11/03,220 板橋區,LB1 小白菜 土白菜 ,35.2,32.3,24.6,31.4, - 24,1348.5, - 40,0
110/11/03,420 豐原區,LB1 小白菜 土白菜 ,40.0,27.4,22.0,28.82, -  4,1020.0, +999,0
110/11/04,420 豐原區,LB1 小白菜 土白菜 ,20.0,18.3,16.0,18.18, - 37,220.0, - 78,0
110/11/04,950 花蓮市,LB1 小白菜 土白菜 ,26.0,26.0,26.0,26.0,  -  ,80.0,  -  ,0
110/11/04,220 板橋區,LB1 小白菜 土白菜 ,60.5,28.1,19.5,32.8, +  4,2870.0, +113,0
110/11/04,400 台中市,LB1 小白菜 土白菜 ,28.4,25.1,18.2,23.8, -  6,990.0, + 25,0
110/11/04,104 台北二,LB12 小白菜 土白菜 未洗,28.8,19.8,14.1,20.5, - 30,3935.0, + 75,0
110/11/04,830 鳳山區,LB1 小白菜 土白菜 ,22.1,17.9,16.0,18.3, - 21,1340.0, +  6,0
110/11/04,241 三重區,LB1 小白菜 土白菜 ,26.8,17.4,12.8,18.4, - 39,1811.0, + 64,0
110/11/04,648 西螺鎮,LB12 小白菜 土白菜 未洗,32.4,23.7,15.0,24.2, - 13,11304.0, +  9,0
110/11/04,514 溪湖鎮,LB1 小白菜 土白菜 ,39.7,27.8,17.5,28.1, -  1,160.0,    0,0
110/11/04,338 桃　農,LB1 小白菜 土白菜 ,28.3,20.7,15.0,21.1, - 30,1320.0, + 80,0
110/11/04,900 屏東市,LB1 小白菜 土白菜 ,22.2,17.1,12.7,17.1, - 21,3264.0, - 14,0
110/11/04,109 台北一,LB12 小白菜 土白菜 未洗,45.5,15.2,9.6,20.2, - 37,11363.0, + 81,0
110/11/04,930 台東市,LB1 小白菜 土白菜 ,65.0,44.0,31.0,42.0,    0,420.0, - 16,0
110/11/04,800 高雄市,LB1 小白菜 土白菜 ,42.6,33.1,17.8,31.9, -  8,4165.0, - 11,0
110/11/05,338 桃　農,LB1 小白菜 土白菜 ,21.2,15.8,11.3,16.0, - 24,1360.0, +  3,0
110/11/05,830 鳳山區,LB1 小白菜 土白菜 ,23.1,16.9,14.0,17.6, -  4,1880.0, + 40,0
110/11/05,241 三重區,LB1 小白菜 土白菜 ,20.3,13.8,10.1,14.4, - 22,2043.0, + 13,0
110/11/05,400 台中市,LB1 小白菜 土白菜 ,17.5,12.3,5.0,10.7, - 55,2129.0, +115,0
110/11/05,930 台東市,LB1 小白菜 土白菜 ,65.0,44.0,30.0,42.0,    0,400.0, -  5,0
110/11/05,900 屏東市,LB1 小白菜 土白菜 ,19.7,12.2,6.4,12.2, - 29,3966.0, + 22,0
110/11/05,220 板橋區,LB1 小白菜 土白菜 ,62.3,28.9,10.2,31.8, -  3,4333.4, + 51,0
110/11/05,648 西螺鎮,LB12 小白菜 土白菜 未洗,25.6,20.0,10.0,19.5, - 19,11761.0, +  4,0
110/11/05,800 高雄市,LB1 小白菜 土白菜 ,37.9,27.4,10.5,26.1, - 18,3582.0, - 14,0
110/11/05,514 溪湖鎮,LB1 小白菜 土白菜 ,37.0,25.8,17.5,26.4, -  6,150.0, -  6,0
110/11/05,950 花蓮市,LB1 小白菜 土白菜 ,27.0,26.7,26.0,26.6, +  2,190.0, +138,0
110/11/05,109 台北一,LB12 小白菜 土白菜 未洗,40.6,14.8,9.9,19.0, -  6,9988.0, - 12,0
110/11/05,104 台北二,LB12 小白菜 土白菜 未洗,22.6,13.7,9.1,14.6, - 29,4545.0, + 16,0
110/11/06,930 台東市,LB1 小白菜 土白菜 ,65.0,44.0,32.0,42.0,    0,400.0,    0,0
110/11/06,400 台中市,LB1 小白菜 土白菜 ,20.2,11.7,6.2,12.6, + 18,699.0, - 67,0
110/11/06,830 鳳山區,LB1 小白菜 土白菜 ,21.3,15.6,13.9,16.4, -  7,1988.0, +  6,0
110/11/06,900 屏東市,LB1 小白菜 土白菜 ,23.5,14.7,7.3,14.7, + 20,4645.0, + 17,0
110/11/06,220 板橋區,LB1 小白菜 土白菜 ,34.8,16.0,8.3,18.2, - 43,2570.0, - 41,0
110/11/06,800 高雄市,LB1 小白菜 土白菜 ,35.9,20.2,5.5,20.4, - 22,5195.0, + 45,0
110/11/06,109 台北一,LB12 小白菜 土白菜 未洗,33.5,16.2,8.0,18.0, -  5,7803.0, - 22,0
110/11/06,241 三重區,LB1 小白菜 土白菜 ,15.7,11.4,6.5,11.3, - 22,1911.0, -  6,0
110/11/06,540 南投市,LB1 小白菜 土白菜 ,27.0,25.0,19.0,24.7,  -  ,40.0,  -  ,0
110/11/06,420 豐原區,LB1 小白菜 土白菜 ,15.0,15.0,15.0,15.0,  -  ,300.0,  -  ,0
110/11/06,514 溪湖鎮,LB1 小白菜 土白菜 ,32.0,22.9,15.0,23.2, - 12,180.0, + 20,0
110/11/06,648 西螺鎮,LB12 小白菜 土白菜 未洗,21.3,17.0,10.0,17.4, - 11,13300.0, + 13,0
110/11/06,338 桃　農,LB1 小白菜 土白菜 ,15.0,9.4,7.0,10.0, - 38,1060.0, - 22,0
110/11/06,104 台北二,LB12 小白菜 土白菜 未洗,24.7,14.2,8.8,15.2, +  4,2955.0, - 35,0
110/11/07,104 台北二,LB12 小白菜 土白菜 未洗,25.9,13.5,8.2,14.9, -  2,3053.0, +  3,0
110/11/07,220 板橋區,LB1 小白菜 土白菜 ,24.1,15.8,9.7,16.2, - 11,3069.0, + 19,0
110/11/07,109 台北一,LB12 小白菜 土白菜 未洗,31.3,17.2,9.5,18.5, +  3,5521.0, - 29,0
110/11/07,338 桃　農,LB1 小白菜 土白菜 ,15.3,8.9,5.9,9.6, -  4,720.0, - 32,0
110/11/07,930 台東市,LB1 小白菜 土白菜 ,65.0,43.0,31.0,42.0,    0,430.0, +  8,0
110/11/07,830 鳳山區,LB1 小白菜 土白菜 ,20.0,14.5,11.6,15.0, -  9,2130.0, +  7,0
110/11/07,900 屏東市,LB1 小白菜 土白菜 ,20.9,14.1,8.2,14.1, -  4,4750.0, +  2,0
110/11/07,400 台中市,LB1 小白菜 土白菜 ,16.3,13.0,9.0,11.0, - 13,503.0, - 28,0
110/11/07,800 高雄市,LB1 小白菜 土白菜 ,34.7,26.5,7.5,24.4, + 20,4258.0, - 18,0
110/11/07,514 溪湖鎮,LB1 小白菜 土白菜 ,27.5,20.8,12.5,20.5, - 12,200.0, + 11,0
110/11/07,241 三重區,LB1 小白菜 土白菜 ,20.3,13.0,8.2,13.5, + 19,1169.0, - 39,0
110/11/08,648 西螺鎮,LB12 小白菜 土白菜 未洗,21.7,17.0,10.0,16.3, -  6,14787.0, + 11,0
110/11/08,514 溪湖鎮,LB1 小白菜 土白菜 ,27.5,20.8,12.5,20.5,    0,200.0,    0,0
110/11/09,930 台東市,LB1 小白菜 土白菜 ,60.0,40.0,29.0,40.0, -  5,480.0, + 12,0
110/11/09,648 西螺鎮,LB12 小白菜 土白菜 未洗,20.1,17.0,10.0,15.4, -  6,13563.0, -  8,0
110/11/09,220 板橋區,LB1 小白菜 土白菜 ,42.6,16.3,7.7,19.8, + 22,3852.1, + 26,0
110/11/09,800 高雄市,LB1 小白菜 土白菜 ,32.1,21.7,5.3,20.5, - 16,2610.0, - 39,0
110/11/09,830 鳳山區,LB1 小白菜 土白菜 ,16.1,13.5,11.3,13.6, -  9,2460.0, + 15,0
110/11/09,104 台北二,LB12 小白菜 土白菜 未洗,23.2,14.2,9.4,15.0, +  1,4628.0, + 52,0
110/11/09,540 南投市,LB1 小白菜 土白菜 ,28.0,25.0,18.0,24.64,  -  ,83.0,  -  ,0
110/11/09,514 溪湖鎮,LB1 小白菜 土白菜 ,25.0,20.0,10.0,18.1, - 12,240.0, + 20,0
110/11/09,900 屏東市,LB1 小白菜 土白菜 ,15.4,9.7,5.3,9.7, - 31,3706.0, - 22,0
110/11/09,400 台中市,LB1 小白菜 土白菜 ,20.0,9.2,3.8,7.6, - 31,711.0, + 41,0
110/11/09,109 台北一,LB12 小白菜 土白菜 未洗,33.0,15.9,7.2,17.6, -  5,8089.0, + 47,0
110/11/09,420 豐原區,LB1 小白菜 土白菜 ,15.0,10.5,8.0,10.92,  -  ,240.0,  -  ,0
110/11/09,338 桃　農,LB1 小白菜 土白菜 ,17.7,13.8,9.5,13.7, + 43,780.0, +  8,0
110/11/09,241 三重區,LB1 小白菜 土白菜 ,19.0,14.0,9.2,14.0, +  4,1259.0, +  8,0
110/11/10,338 桃　農,LB1 小白菜 土白菜 ,12.8,10.9,7.8,10.6, - 23,780.0,    0,0
110/11/10,514 溪湖鎮,LB1 小白菜 土白菜 ,22.4,16.3,10.0,16.2, - 10,260.0, +  8,0
110/11/10,930 台東市,LB1 小白菜 土白菜 ,65.0,42.0,31.0,40.0,    0,500.0, +  4,0
110/11/10,648 西螺鎮,LB12 小白菜 土白菜 未洗,20.0,17.1,10.0,15.8, +  3,13489.0, -  1,0
110/11/10,900 屏東市,LB1 小白菜 土白菜 ,22.2,18.4,12.2,17.9, + 85,3482.0, -  6,0
110/11/10,241 三重區,LB1 小白菜 土白菜 ,23.6,18.6,9.8,17.8, + 27,849.0, - 33,0
110/11/10,109 台北一,LB12 小白菜 土白菜 未洗,32.1,20.2,12.6,21.0, + 19,6172.0, - 24,0
110/11/10,830 鳳山區,LB1 小白菜 土白菜 ,22.2,14.8,12.1,15.8, + 16,1930.0, - 22,0
110/11/10,420 豐原區,LB1 小白菜 土白菜 ,18.1,8.2,4.2,9.4, - 14,980.0, +308,0
110/11/10,800 高雄市,LB1 小白菜 土白菜 ,32.6,26.2,13.8,25.0, + 22,3782.0, + 45,0
110/11/10,104 台北二,LB12 小白菜 土白菜 未洗,22.4,14.4,9.7,15.1, +  1,3396.0, - 27,0
110/11/10,400 台中市,LB1 小白菜 土白菜 ,14.3,11.0,7.3,9.8, + 29,474.0, - 33,0
110/11/10,540 南投市,LB1 小白菜 土白菜 ,20.0,18.0,15.0,17.07, - 31,89.0, +  7,0
110/11/10,220 板橋區,LB1 小白菜 土白菜 ,55.0,18.5,12.7,24.6, + 24,2491.2, - 35,0
110/11/11,930 台東市,LB1 小白菜 土白菜 ,65.0,42.0,30.0,40.0,    0,530.0, +  6,0
110/11/11,830 鳳山區,LB1 小白菜 土白菜 ,23.3,16.6,14.1,17.4, + 10,1720.0, - 11,0
110/11/11,648 西螺鎮,LB12 小白菜 土白菜 未洗,20.1,16.7,10.0,16.4, +  4,11164.0, - 17,0
110/11/11,514 溪湖鎮,LB1 小白菜 土白菜 ,20.0,16.3,10.0,15.8, -  2,260.0,    0,0
110/11/11,800 高雄市,LB1 小白菜 土白菜 ,32.2,25.2,16.8,24.9, -  0,3908.0, +  3,0
110/11/11,540 南投市,LB1 小白菜 土白菜 ,21.0,20.0,15.0,19.34, + 13,61.0, - 31,0
110/11/12,241 三重區,LB1 小白菜 土白菜 ,21.5,13.8,8.1,14.2, - 20,1169.0, + 38,0
110/11/12,830 鳳山區,LB1 小白菜 土白菜 ,21.3,15.6,12.1,16.0, -  8,2000.0, + 16,0
110/11/12,104 台北二,LB12 小白菜 土白菜 未洗,19.8,14.9,10.3,15.0, -  1,2989.0, - 12,0
110/11/12,930 台東市,LB1 小白菜 土白菜 ,65.0,42.0,31.0,40.0,    0,500.0, -  6,0
110/11/12,338 桃　農,LB1 小白菜 土白菜 ,15.2,11.4,8.3,11.5, +  8,558.0, - 28,0
110/11/12,220 板橋區,LB1 小白菜 土白菜 ,57.5,21.1,15.1,27.2, + 11,3742.4, + 50,0
110/11/12,900 屏東市,LB1 小白菜 土白菜 ,20.9,15.7,5.5,14.7, - 18,8339.0, +139,0
110/11/12,800 高雄市,LB1 小白菜 土白菜 ,32.6,24.7,8.6,23.1, -  7,3616.0, -  7,0
110/11/12,648 西螺鎮,LB12 小白菜 土白菜 未洗,20.0,17.3,10.0,16.9, +  3,12483.0, + 12,0
110/11/12,400 台中市,LB1 小白菜 土白菜 ,19.3,6.3,4.7,7.1, - 28,1550.0, +227,0
110/11/12,109 台北一,LB12 小白菜 土白菜 未洗,27.4,12.1,6.2,14.0, - 33,9314.0, + 51,0
110/11/12,540 南投市,LB1 小白菜 土白菜 ,25.0,19.0,10.0,18.86, -  2,97.0, + 59,0
110/11/12,514 溪湖鎮,LB1 小白菜 土白菜 ,20.0,16.3,10.0,15.8,    0,260.0,    0,0
110/11/13,648 西螺鎮,LB12 小白菜 土白菜 未洗,20.0,17.2,10.0,16.4, -  3,11322.0, -  9,0
110/11/13,104 台北二,LB12 小白菜 土白菜 未洗,23.9,16.1,11.8,16.8, + 12,1536.0, - 49,0
110/11/13,800 高雄市,LB1 小白菜 土白菜 ,32.3,24.3,7.2,22.4, -  3,4460.0, + 23,0
110/11/13,900 屏東市,LB1 小白菜 土白菜 ,20.1,14.9,8.7,14.7,    0,5378.0, - 36,0
110/11/13,220 板橋區,LB1 小白菜 土白菜 ,70.7,27.3,15.0,33.5, + 23,3355.0, - 10,0
110/11/13,400 台中市,LB1 小白菜 土白菜 ,16.7,11.8,5.0,9.5, + 34,380.0, - 75,0
110/11/13,241 三重區,LB1 小白菜 土白菜 ,17.6,12.7,7.9,12.7, - 11,1139.0, -  3,0
110/11/13,109 台北一,LB12 小白菜 土白菜 未洗,27.0,17.0,7.1,17.0, + 21,6055.0, - 35,0
110/11/13,338 桃　農,LB1 小白菜 土白菜 ,16.9,10.4,5.5,10.7, -  7,320.0, - 43,0
110/11/13,930 台東市,LB1 小白菜 土白菜 ,60.0,38.0,29.0,40.0,    0,490.0, -  2,0
110/11/13,540 南投市,LB1 小白菜 土白菜 ,20.0,15.0,13.0,14.95, - 21,94.0, -  3,0
110/11/13,830 鳳山區,LB1 小白菜 土白菜 ,20.0,14.2,12.1,14.9, -  7,2200.0, + 10,0
110/11/13,514 溪湖鎮,LB1 小白菜 土白菜 ,20.0,16.3,10.0,15.8,    0,280.0, +  8,0
110/11/13,420 豐原區,LB1 小白菜 土白菜 ,15.0,15.0,14.3,14.86,  -  ,315.0,  -  ,0
110/11/14,220 板橋區,LB1 小白菜 土白菜 ,31.1,20.8,13.6,21.4, - 36,1884.0, - 44,0
110/11/14,109 台北一,LB12 小白菜 土白菜 未洗,25.7,17.0,10.3,17.4, +  2,5619.0, -  7,0
110/11/14,400 台中市,LB1 小白菜 土白菜 ,11.8,9.8,6.5,9.6, +  1,750.0, + 97,0
110/11/14,241 三重區,LB1 小白菜 土白菜 ,22.6,15.5,11.6,16.1, + 27,950.0, - 17,0
110/11/14,900 屏東市,LB1 小白菜 土白菜 ,18.6,12.2,6.5,12.2, - 17,2442.0, - 55,0
110/11/14,930 台東市,LB1 小白菜 土白菜 ,65.0,42.0,30.0,40.0,    0,480.0, -  2,0
110/11/14,338 桃　農,LB1 小白菜 土白菜 ,21.0,15.2,10.0,15.3, + 43,235.0, - 27,0
110/11/14,104 台北二,LB12 小白菜 土白菜 未洗,25.6,14.0,9.1,15.3, -  9,2709.0, + 76,0
110/11/14,830 鳳山區,LB1 小白菜 土白菜 ,22.1,17.2,14.1,17.6, + 18,1730.0, - 21,0
110/11/14,800 高雄市,LB1 小白菜 土白菜 ,32.1,25.9,9.2,23.8, +  6,3630.0, - 19,0
110/11/14,514 溪湖鎮,LB1 小白菜 土白菜 ,20.0,16.3,10.0,15.8,    0,300.0, +  7,0
110/11/15,648 西螺鎮,LB12 小白菜 土白菜 未洗,20.0,16.7,10.0,16.4,    0,13775.0, + 22,0
110/11/15,514 溪湖鎮,LB1 小白菜 土白菜 ,20.0,16.3,10.0,15.8,    0,330.0, + 10,0
110/11/16,648 西螺鎮,LB12 小白菜 土白菜 未洗,20.0,16.8,10.0,16.3, -  1,12090.0, - 12,0
110/11/16,109 台北一,LB12 小白菜 土白菜 未洗,28.4,19.8,11.6,19.9, + 14,7050.0, + 25,0
110/11/16,830 鳳山區,LB1 小白菜 土白菜 ,16.0,13.7,12.0,13.9, - 21,2340.0, + 35,0
110/11/16,220 板橋區,LB1 小白菜 土白菜 ,28.3,16.9,10.0,17.8, - 17,2625.2, + 39,0
110/11/16,420 豐原區,LB1 小白菜 土白菜 ,15.0,15.0,15.0,15.0,  -  ,60.0,  -  ,0
110/11/16,104 台北二,LB12 小白菜 土白菜 未洗,23.1,15.0,10.2,15.6, +  2,4216.0, + 56,0
110/11/16,514 溪湖鎮,LB1 小白菜 土白菜 ,20.0,16.3,10.0,15.8,    0,350.0, +  6,0
110/11/16,800 高雄市,LB1 小白菜 土白菜 ,32.3,26.1,10.7,24.2, +  2,3014.0, - 17,0
110/11/16,241 三重區,LB1 小白菜 土白菜 ,15.1,10.5,7.5,10.8, - 33,2595.0, +173,0
