日期,氣溫(℃)_lag1d,最高氣溫(℃)_lag1d,最低氣溫(℃)_lag1d,日照時數(hour)_lag1d,降水量(mm)_lag1d,降水時數(hour)_lag1d,相對溼度(%)_lag1d,最大陣風(m/s)_lag1d,氣溫(℃)_rollmean_3d_prev,氣溫(℃)_rollmax_3d_prev,氣溫(℃)_rollmin_3d_prev,氣溫(℃)_rollmean_7d_prev,氣溫(℃)_rollmax_7d_prev,氣溫(℃)_rollmin_7d_prev,氣溫(℃)_rollmean_15d_prev,氣溫(℃)_rollmax_15d_prev,氣溫(℃)_rollmin_15d_prev,氣溫(℃)_rollmean_30d_prev,氣溫(℃)_rollmax_30d_prev,氣溫(℃)_rollmin_30d_prev,最高氣溫(℃)_rollmean_3d_prev,最高氣溫(℃)_rollmax_3d_prev,最高氣溫(℃)_rollmin_3d_prev,最高氣溫(℃)_rollmean_7d_prev,最高氣溫(℃)_rollmax_7d_prev,最高氣溫(℃)_rollmin_7d_prev,最高氣溫(℃)_rollmean_15d_prev,最高氣溫(℃)_rollmax_15d_prev,最高氣溫(℃)_rollmin_15d_prev,最高氣溫(℃)_rollmean_30d_prev,最高氣溫(℃)_rollmax_30d_prev,最高氣溫(℃)_rollmin_30d_prev,最低氣溫(℃)_rollmean_3d_prev,最低氣溫(℃)_rollmax_3d_prev,最低氣溫(℃)_rollmin_3d_prev,最低氣溫(℃)_rollmean_7d_prev,最低氣溫(℃)_rollmax_7d_prev,最低氣溫(℃)_rollmin_7d_prev,最低氣溫(℃)_rollmean_15d_prev,最低氣溫(℃)_rollmax_15d_prev,最低氣溫(℃)_rollmin_15d_prev,最低氣溫(℃)_rollmean_30d_prev,最低氣溫(℃)_rollmax_30d_prev,最低氣溫(℃)_rollmin_30d_prev,日照時數(hour)_rollmean_3d_prev,日照時數(hour)_rollmax_3d_prev,日照時數(hour)_rollmin_3d_prev,日照時數(hour)_rollmean_7d_prev,日照時數(hour)_rollmax_7d_prev,日照時數(hour)_rollmin_7d_prev,日照時數(hour)_rollmean_15d_prev,日照時數(hour)_rollmax_15d_prev,日照時數(hour)_rollmin_15d_prev,日照時數(hour)_rollmean_30d_prev,日照時數(hour)_rollmax_30d_prev,日照時數(hour)_rollmin_30d_prev,相對溼度(%)_rollmean_3d_prev,相對溼度(%)_rollmax_3d_prev,相對溼度(%)_rollmin_3d_prev,相對溼度(%)_rollmean_7d_prev,相對溼度(%)_rollmax_7d_prev,相對溼度(%)_rollmin_7d_prev,相對溼度(%)_rollmean_15d_prev,相對溼度(%)_rollmax_15d_prev,相對溼度(%)_rollmin_15d_prev,相對溼度(%)_rollmean_30d_prev,相對溼度(%)_rollmax_30d_prev,相對溼度(%)_rollmin_30d_prev,最大陣風(m/s)_rollmean_3d_prev,最大陣風(m/s)_rollmax_3d_prev,最大陣風(m/s)_rollmin_3d_prev,最大陣風(m/s)_rollmean_7d_prev,最大陣風(m/s)_rollmax_7d_prev,最大陣風(m/s)_rollmin_7d_prev,最大陣風(m/s)_rollmean_15d_prev,最大陣風(m/s)_rollmax_15d_prev,最大陣風(m/s)_rollmin_15d_prev,最大陣風(m/s)_rollmean_30d_prev,最大陣風(m/s)_rollmax_30d_prev,最大陣風(m/s)_rollmin_30d_prev,降水量(mm)_rollsum_3d_prev,降水量(mm)_rollsum_7d_prev,降水量(mm)_rollsum_15d_prev,降水量(mm)_rollsum_30d_prev,降水時數(hour)_rollsum_3d_prev,降水時數(hour)_rollsum_7d_prev,降水時數(hour)_rollsum_15d_prev,降水時數(hour)_rollsum_30d_prev,daily_temp_range_prev,is_cold_wave_prev,is_strong_cold_prev,is_frost_risk_prev,is_strong_wind_prev,is_heavy_rain_prev,rainy_day_prev,consec_rainy_days_prev,month,month_sin,month_cos,is_winter
110/09/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/02,29.2,33.25,26.55,,0.0,,80.5,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.699999999999999,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/03,28.85,32.05,26.700000000000003,,0.0,,78.5,6.550000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.349999999999994,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/04,28.5,32.7,26.0,,0.0,,76.0,6.65,28.849999999999998,29.2,28.5,,,,,,,,,,32.666666666666664,33.25,32.05,,,,,,,,,,26.416666666666668,26.700000000000003,26.0,,,,,,,,,,,,,,,,,,,,,,78.33333333333333,80.5,76.0,,,,,,,,,,6.7,6.9,6.550000000000001,,,,,,,,,,0.0,,,,,,,,6.700000000000003,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/05,27.95,33.25,24.7,,1.0,,78.0,7.35,28.433333333333334,28.85,27.95,,,,,,,,,,32.666666666666664,33.25,32.05,,,,,,,,,,25.8,26.700000000000003,24.7,,,,,,,,,,,,,,,,,,,,,,77.5,78.5,76.0,,,,,,,,,,6.8500000000000005,7.35,6.550000000000001,,,,,,,,,,1.0,,,,,,,,8.55,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
110/09/06,28.25,32.5,24.9,,0.25,,80.5,8.75,28.233333333333334,28.5,27.95,,,,,,,,,,32.81666666666667,33.25,32.5,,,,,,,,,,25.2,26.0,24.7,,,,,,,,,,,,,,,,,,,,,,78.16666666666667,80.5,76.0,,,,,,,,,,7.583333333333333,8.75,6.65,,,,,,,,,,1.25,,,,,,,,7.600000000000001,0,0,0,0,0,1,2,9,-1.0,-1.8369701987210297e-16,0
110/09/07,29.15,33.95,24.85,,0.0,,73.0,8.0,28.45,29.15,27.95,,,,,,,,,,33.233333333333334,33.95,32.5,,,,,,,,,,24.816666666666666,24.9,24.7,,,,,,,,,,,,,,,,,,,,,,77.16666666666667,80.5,73.0,,,,,,,,,,8.033333333333333,8.75,7.35,,,,,,,,,,1.25,,,,,,,,9.100000000000001,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/08,29.6,33.3,26.35,,0.0,,76.0,7.4,29.0,29.6,28.25,28.785714285714285,29.6,27.95,,,,,,,33.25,33.95,32.5,33.0,33.95,32.05,,,,,,,25.366666666666664,26.35,24.85,25.72142857142857,26.700000000000003,24.7,,,,,,,,,,,,,,,,,,,76.5,80.5,73.0,77.5,80.5,73.0,,,,,,,8.049999999999999,8.75,7.4,7.371428571428572,8.75,6.550000000000001,,,,,,,0.25,1.25,,,,,,,6.949999999999996,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/09,29.5,32.75,26.75,,0.0,,79.5,7.2,29.416666666666668,29.6,29.15,28.82857142857143,29.6,27.95,,,,,,,33.333333333333336,33.95,32.75,32.92857142857143,33.95,32.05,,,,,,,25.983333333333334,26.75,24.85,25.75,26.75,24.7,,,,,,,,,,,,,,,,,,,76.16666666666667,79.5,73.0,77.35714285714286,80.5,73.0,,,,,,,7.533333333333334,8.0,7.2,7.4142857142857155,8.75,6.550000000000001,,,,,,,0.0,1.25,,,,,,,6.0,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
110/09/10,29.5,34.0,26.5,,0.0,,79.0,6.3,29.53333333333333,29.6,29.5,28.92142857142857,29.6,27.95,,,,,,,33.35,34.0,32.75,33.207142857142856,34.0,32.5,,,,,,,26.53333333333333,26.75,26.35,25.72142857142857,26.75,24.7,,,,,,,,,,,,,,,,,,,78.16666666666667,79.5,76.0,77.42857142857143,80.5,73.0,,,,,,,6.966666666666666,7.4,6.3,7.378571428571428,8.75,6.3,,,,,,,0.0,1.25,,,,,,,7.5,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
