日期,氣溫(℃)_lag1d,最高氣溫(℃)_lag1d,最低氣溫(℃)_lag1d,日照時數(hour)_lag1d,降水量(mm)_lag1d,降水時數(hour)_lag1d,相對溼度(%)_lag1d,最大陣風(m/s)_lag1d,氣溫(℃)_rollmean_3d_prev,氣溫(℃)_rollmax_3d_prev,氣溫(℃)_rollmin_3d_prev,氣溫(℃)_rollmean_7d_prev,氣溫(℃)_rollmax_7d_prev,氣溫(℃)_rollmin_7d_prev,氣溫(℃)_rollmean_15d_prev,氣溫(℃)_rollmax_15d_prev,氣溫(℃)_rollmin_15d_prev,氣溫(℃)_rollmean_30d_prev,氣溫(℃)_rollmax_30d_prev,氣溫(℃)_rollmin_30d_prev,最高氣溫(℃)_rollmean_3d_prev,最高氣溫(℃)_rollmax_3d_prev,最高氣溫(℃)_rollmin_3d_prev,最高氣溫(℃)_rollmean_7d_prev,最高氣溫(℃)_rollmax_7d_prev,最高氣溫(℃)_rollmin_7d_prev,最高氣溫(℃)_rollmean_15d_prev,最高氣溫(℃)_rollmax_15d_prev,最高氣溫(℃)_rollmin_15d_prev,最高氣溫(℃)_rollmean_30d_prev,最高氣溫(℃)_rollmax_30d_prev,最高氣溫(℃)_rollmin_30d_prev,最低氣溫(℃)_rollmean_3d_prev,最低氣溫(℃)_rollmax_3d_prev,最低氣溫(℃)_rollmin_3d_prev,最低氣溫(℃)_rollmean_7d_prev,最低氣溫(℃)_rollmax_7d_prev,最低氣溫(℃)_rollmin_7d_prev,最低氣溫(℃)_rollmean_15d_prev,最低氣溫(℃)_rollmax_15d_prev,最低氣溫(℃)_rollmin_15d_prev,最低氣溫(℃)_rollmean_30d_prev,最低氣溫(℃)_rollmax_30d_prev,最低氣溫(℃)_rollmin_30d_prev,日照時數(hour)_rollmean_3d_prev,日照時數(hour)_rollmax_3d_prev,日照時數(hour)_rollmin_3d_prev,日照時數(hour)_rollmean_7d_prev,日照時數(hour)_rollmax_7d_prev,日照時數(hour)_rollmin_7d_prev,日照時數(hour)_rollmean_15d_prev,日照時數(hour)_rollmax_15d_prev,日照時數(hour)_rollmin_15d_prev,日照時數(hour)_rollmean_30d_prev,日照時數(hour)_rollmax_30d_prev,日照時數(hour)_rollmin_30d_prev,相對溼度(%)_rollmean_3d_prev,相對溼度(%)_rollmax_3d_prev,相對溼度(%)_rollmin_3d_prev,相對溼度(%)_rollmean_7d_prev,相對溼度(%)_rollmax_7d_prev,相對溼度(%)_rollmin_7d_prev,相對溼度(%)_rollmean_15d_prev,相對溼度(%)_rollmax_15d_prev,相對溼度(%)_rollmin_15d_prev,相對溼度(%)_rollmean_30d_prev,相對溼度(%)_rollmax_30d_prev,相對溼度(%)_rollmin_30d_prev,最大陣風(m/s)_rollmean_3d_prev,最大陣風(m/s)_rollmax_3d_prev,最大陣風(m/s)_rollmin_3d_prev,最大陣風(m/s)_rollmean_7d_prev,最大陣風(m/s)_rollmax_7d_prev,最大陣風(m/s)_rollmin_7d_prev,最大陣風(m/s)_rollmean_15d_prev,最大陣風(m/s)_rollmax_15d_prev,最大陣風(m/s)_rollmin_15d_prev,最大陣風(m/s)_rollmean_30d_prev,最大陣風(m/s)_rollmax_30d_prev,最大陣風(m/s)_rollmin_30d_prev,降水量(mm)_rollsum_3d_prev,降水量(mm)_rollsum_7d_prev,降水量(mm)_rollsum_15d_prev,降水量(mm)_rollsum_30d_prev,降水時數(hour)_rollsum_3d_prev,降水時數(hour)_rollsum_7d_prev,降水時數(hour)_rollsum_15d_prev,降水時數(hour)_rollsum_30d_prev,daily_temp_range_prev,is_cold_wave_prev,is_strong_cold_prev,is_frost_risk_prev,is_strong_wind_prev,is_heavy_rain_prev,rainy_day_prev,consec_rainy_days_prev,month,month_sin,month_cos,is_winter
108/09/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
108/09/02,27.9,35.0,24.3,,6.25,,82.5,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
108/09/03,28.65,33.5,24.8,,0.0,,79.5,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
108/09/04,28.4,32.900000000000006,25.950000000000003,,0.25,,81.0,7.449999999999999,28.316666666666663,28.65,27.9,,,,,,,,,,33.800000000000004,35.0,32.900000000000006,,,,,,,,,,25.01666666666667,25.950000000000003,24.3,,,,,,,,,,,,,,,,,,,,,,81.0,82.5,79.5,,,,,,,,,,7.333333333333333,7.8,6.75,,,,,,,,,,6.5,,,,,,,,6.950000000000003,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
108/09/05,26.1,30.35,24.0,,58.0,,90.0,9.2,27.71666666666667,28.65,26.1,,,,,,,,,,32.25,33.5,30.35,,,,,,,,,,24.916666666666668,25.950000000000003,24.0,,,,,,,,,,,,,,,,,,,,,,83.5,90.0,79.5,,,,,,,,,,7.8,9.2,6.75,,,,,,,,,,58.25,,,,,,,,6.350000000000001,0,0,0,0,1,1,2,9,-1.0,-1.8369701987210297e-16,0
108/09/06,26.9,31.45,24.35,,0.0,,85.5,10.0,27.133333333333336,28.4,26.1,,,,,,,,,,31.566666666666666,32.900000000000006,30.35,,,,,,,,,,24.76666666666667,25.950000000000003,24.0,,,,,,,,,,,,,,,,,,,,,,85.5,90.0,81.0,,,,,,,,,,8.883333333333333,10.0,7.449999999999999,,,,,,,,,,58.25,,,,,,,,7.099999999999998,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
108/09/07,27.9,32.65,25.1,,0.0,,82.0,8.2,26.96666666666667,27.9,26.1,,,,,,,,,,31.483333333333334,32.65,30.35,,,,,,,,,,24.483333333333334,25.1,24.0,,,,,,,,,,,,,,,,,,,,,,85.83333333333333,90.0,82.0,,,,,,,,,,9.133333333333333,10.0,8.2,,,,,,,,,,58.0,,,,,,,,7.549999999999997,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
108/09/08,28.450000000000003,32.900000000000006,25.4,,0.0,,80.5,5.699999999999999,27.75,28.450000000000003,26.9,27.75714285714286,28.65,26.1,,,,,,,32.333333333333336,32.900000000000006,31.45,32.67857142857143,35.0,30.35,,,,,,,24.95,25.4,24.35,24.842857142857145,25.950000000000003,24.0,,,,,,,,,,,,,,,,,,,82.66666666666667,85.5,80.5,83.0,90.0,79.5,,,,,,,7.966666666666666,10.0,5.699999999999999,7.871428571428571,10.0,5.699999999999999,,,,,,,0.0,64.5,,,,,,,7.500000000000007,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
108/09/09,28.2,33.75,22.7,,35.75,,80.0,7.45,28.183333333333334,28.450000000000003,27.9,27.8,28.65,26.1,,,,,,,33.1,33.75,32.65,32.5,33.75,30.35,,,,,,,24.400000000000002,25.4,22.7,24.61428571428571,25.950000000000003,22.7,,,,,,,,,,,,,,,,,,,80.83333333333333,82.0,80.0,82.64285714285714,90.0,79.5,,,,,,,7.116666666666666,8.2,5.699999999999999,7.821428571428571,10.0,5.699999999999999,,,,,,,35.75,94.0,,,,,,,11.05,0,0,0,0,0,1,1,9,-1.0,-1.8369701987210297e-16,0
108/09/10,29.0,33.15,25.700000000000003,,0.0,,76.5,6.699999999999999,28.55,29.0,28.2,27.849999999999998,29.0,26.1,,,,,,,33.26666666666667,33.75,32.900000000000006,32.45,33.75,30.35,,,,,,,24.599999999999998,25.700000000000003,22.7,24.742857142857144,25.950000000000003,22.7,,,,,,,,,,,,,,,,,,,79.0,80.5,76.5,82.21428571428571,90.0,76.5,,,,,,,6.616666666666666,7.45,5.699999999999999,7.814285714285715,10.0,5.699999999999999,,,,,,,35.75,94.0,,,,,,,7.449999999999996,0,0,0,0,0,0,0,9,-1.0,-1.8369701987210297e-16,0
